,drug,cell_line,IC50,prediction
0,Gemcitabine,SIDM01047,-2.903431,-3.0285556
1,Luminespib,SIDM00833,-0.6257870000000001,-1.3308734
2,OTX015,SIDM00834,4.277906,2.9221094
3,BMS-536924,SIDM01146,2.648853,0.68316877
4,ML323,SIDM00833,4.499807,4.89233
5,Ulixertinib,SIDM00320,4.453036,3.2236097
6,Uprosertib,SIDM00482,2.3220785,1.6740268
7,Docetaxel,SIDM00082,-1.4578746666666664,-1.3917425
8,Pevonedistat,SIDM00541,0.725677,1.3410895
9,Paclitaxel,SIDM00328,-3.3222995,-2.685342
10,Temozolomide,SIDM00576,2.8046,3.7056165
11,Dabrafenib,SIDM00082,3.222405,3.6721168
12,MK-8776,SIDM00732,4.019024,3.3091464
13,EPZ5676,SIDM00406,3.338488,4.765374
14,PD0325901,SIDM00541,-1.9881325,0.3473062
15,RVX-208,SIDM01122,5.908953,5.383215
16,CZC24832,SIDM00324,5.00421,3.6352665
17,PD0325901,SIDM00583,1.641708,0.49696505
18,LY2109761,SIDM00688,3.231947,4.403919
19,Dinaciclib,SIDM00182,-3.043977,-2.6650589
20,AGI-6780,SIDM00082,3.278746,3.314267
21,EPZ5676,SIDM00102,6.758178,6.242757
22,LCL161,SIDM00841,4.6634945,4.924795
23,Wee1 Inhibitor,SIDM01097,0.779505,1.8769284
24,I-BRD9,SIDM00623,5.803791,2.855743
25,AZ6102,SIDM00394,3.281192,2.3922634
26,Oxaliplatin,SIDM00953,3.4108355,2.2202394
27,VE821,SIDM00929,3.922259,4.926522
28,BIBR-1532,SIDM00498,5.408865,5.0285764
29,Navitoclax,SIDM00482,-0.1014015,0.6409534
30,Leflunomide,SIDM00953,4.160465,3.625348
31,MN-64,SIDM00023,6.273855,3.5691364
32,Obatoclax Mesylate,SIDM00023,0.0557665,-0.024287269
33,PCI-34051,SIDM00490,5.441132,4.32965
34,Talazoparib,SIDM00328,5.67477,2.7196915
35,Sapitinib,SIDM00688,4.505622,1.1030782
36,Leflunomide,SIDM00406,2.858465,3.375055
37,AZD4547,SIDM00970,2.4949423333333334,2.6476696
38,ML323,SIDM00285,3.972294,3.720235
39,Sorafenib,SIDM00324,1.6373965,1.5835203
