,JUN,HLA-DOA,HLA-DOB,PRKCB,STAT1,ELK1,TNF,ITGAM,ITGA4,MYD88,HLA-DMB,PTPN6,IRAK4,IL12B,MAPK11,NCF4,NCF2,PTGS2,MAPK13,IL12A,NOS2,MAP3K7,IL1A,JAK1,JAK2,ITGB1,ITGB2,CR1,MAPK3,NFKB1,FCGR2A,IL10,NFKBIB,NFKBIA,FCGR3A,MARCKSL1,MAPK1,HLA-DRB5,MAPK14,MAPK12,RELA,IFNGR2,TRAF6,TGFB2,TGFB1,IFNG,IFNGR1,TAB2,IL1B,IRAK1,TGFB3,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,C3,TLR4,TAB1,IL4,TLR2,FOS,CYBA,HLA-DRB1,HLA-DRA
SIDM00519,1.450651171689224,-0.759487187615111,-0.8995066411033797,-0.693256665426057,0.8117543098289354,-0.7840267385326611,-0.5600337566519754,-0.9448408908595647,-0.6821227591647605,-0.47178469893652214,-0.6528306856265902,-0.340566845307433,0.06066420763083665,-0.9078612974835442,-0.4275518556801686,-0.9074868796500934,-0.8552782147389701,-0.796398457584215,0.5838466638312486,-0.1732660053484683,-0.6331306056587033,1.4429260628253475,-0.0696201721501669,1.5198019845030633,-0.04946906264296609,2.086497938027983,0.4269189979011586,-0.9434407519756688,0.5154256853947725,1.6810797093900343,-0.4753317770036593,-0.8536327205195777,-0.34890968302054115,1.5124775933865677,-0.9036977301794038,2.117711447654526,0.20225978087680163,-1.0386262726376774,0.37111776949571185,0.22566466874088495,-0.04413591818367234,1.5404961488422981,-0.17858717545229483,-0.5502732194059194,-0.7328772199613526,-0.9300840824322217,2.1013112832486995,0.5829209855304018,-0.2167654205277526,2.234641151153429,-0.8042327848341712,-0.14036690293772516,-0.6835902490495037,-0.8552762103619947,-0.8500095596348652,-0.9122944676291965,3.3261014246252474,-0.8372193965054766,-0.6942617738590277,-0.9271930406874138,-0.12215688911877166,-0.2966005646921992,2.5061605124303794,-0.28720554554339617,-0.906367164563807
SIDM00917,0.3557040154974996,0.34617692899567964,0.12764982889070794,1.6723657668354104,2.05407705242873,-0.40131305647021154,1.830999589279416,-0.5291532725550696,-0.7620170533924799,-0.2731567214626661,0.9145743162847568,1.6031943454128226,0.432561677880402,-0.5848995554409336,-0.525953339268432,2.1475635582454005,2.835266444109241,-0.8534756915549503,0.47021257552627205,-0.4113101972766817,-0.6323221672871422,1.3335708815362415,1.5940211196923955,0.9954161335698698,-0.16031886059414993,-0.5999323053013581,2.3520601960873035,-0.7270313707717493,0.12581611851856564,2.706514981805068,-0.08628337697199527,-0.8572141517941781,0.01275492218989675,2.926357499895323,-0.8970076253610872,3.1634381654102772,0.7518296918279702,2.564093744552317,0.2015353129556218,0.181379694899807,-0.01219307294287043,2.0802034177877617,-0.01820099558756851,-0.7962043363591329,-0.05252370331954249,0.0483493715889996,1.7508139272516658,0.4666605156430873,-0.7157615594981127,1.9082271304078615,-0.8931751692380971,3.5048573757347694,0.42175124772919653,2.8754514899834267,-0.6888859523753298,0.4211067066924665,1.6863495870806728,-0.7850538082708308,-0.6218995698285426,-0.7488772612517122,-0.62313547209208,-0.763011425278973,3.016852569585045,1.9781012486340996,3.494590086395887
SIDM00309,1.1989135914686246,-0.7349895016732227,-0.8650262547556056,-0.8444723115073255,0.6396077119275543,-0.6731966554500092,-0.8252947442022723,-0.80179839137684,-0.8757329080998536,-0.4487262270553846,-0.702628022902575,0.08030536800994867,0.31789256164362995,-0.8779990737646883,-0.6920362432120015,-0.8306611524491286,-0.8873910338360811,-0.8701890631582929,-0.6167940378906848,-0.6676006313017869,-0.6793310402760483,1.3720361928870406,1.0024350050423831,1.8363429543703027,-0.04185442812464479,1.6650003876070572,1.4792077514075685,-0.854710618146833,0.5986800821643932,1.4951173730900065,-0.45485274043856855,-0.8284773833065676,-0.32725474022634793,2.224831625741866,-0.8991434000705931,1.6520102354610835,0.19821987316206793,-0.960016427006162,0.027781658176252295,0.16320294456720882,-0.07075364474348073,1.2339598480896532,-0.09823501433670695,-0.9214273137731334,-0.398022946651397,-1.080285910491681,1.8800872768374366,0.42701348150114865,-0.2638700280432006,2.184304477231024,-0.7927969404487873,-0.31685623071890795,-0.820810202798485,-0.8822903017517721,-0.8334600041818734,-0.7269201019206271,2.175906925484715,-0.8259978573783899,-0.6517759836248341,-0.9816497481095143,0.050104014073232596,-0.7280138679522405,2.7333176042560026,-0.2404282112448008,-0.7582596087680119
SIDM00099,1.2804267594778411,-0.7591319998223833,-0.8509585785792771,-0.8126854339693373,0.7980042189590422,-0.5237087186392813,-0.8381578425807334,-0.9610817380238337,-0.7158013375438856,-0.8365649008926325,-0.6384798976138358,-0.6120101741715228,-0.5604937108484815,-0.9321540167843939,-0.6524415497699577,-1.0007646787778168,-0.6267153740719621,-1.0144948648567913,-0.6743050407145389,-0.7390069908009805,-0.5965254590731098,1.4850624809205493,-0.7335617544899039,1.487042694018798,-0.026896965292423622,2.1164613662544722,-0.01587579333978548,-0.9128292664589884,0.6202538847874911,1.4286800173594663,-0.6641142301869474,-0.8578138576088669,-0.3128482765511934,1.3423688261952067,-0.9449121938033698,1.8149164996719307,0.4272251428179874,-0.8855662207886726,0.15698173939898816,0.19782956718958974,0.13366079755805624,1.542401818529984,-0.19688733199262035,-0.08776125432368843,0.3631753301796315,-0.931121734606555,1.5253629800002095,0.5829315842777512,-0.6613169484086525,2.0635899199885017,-0.8431826104721083,-0.6696810121536299,-0.8052691501803051,-0.8360266712271515,-0.7175044414193924,-0.9120635014572644,-0.00773086269971073,-0.8061832567714339,-0.7242864418082253,-0.9004948197222211,-0.9841335655919813,0.032363518786125416,2.274689673901708,-0.347542825813449,-0.8855155724255507
SIDM00276,1.1495267237151896,-0.759468284672014,-0.2016403598949984,-0.7890798899543415,0.7299756676216173,-0.5465460043217087,-0.7093612735075637,-0.9259945842280087,-0.8481755148207543,-0.4726614705041721,-0.45326220425159125,0.8219184729154284,-0.3448226092226276,-0.8642806201423239,-0.7072319325125542,-0.9223322988745429,2.0076817392279604,-0.9194690877417911,1.4914025585674724,0.1493108560269076,-0.6810067277751112,1.2861609568192804,-0.15156083468049708,1.826483893846453,-0.5788368792544597,1.9783318848585798,0.05582289228658892,-0.990883719624466,1.1105277507367421,1.5166522702960785,-0.630119319180307,-0.7896059243898568,-0.17021109562150152,1.8837504521796675,-0.8708141212934409,1.9933623153052058,0.3901472004011665,-0.9916581306334903,0.3161658464418772,-0.0616438838510233,0.2185667859797125,1.2418340898643623,-0.483533278006994,-0.5075501905398743,-0.48433843117361014,-0.9907004059819221,1.301455578928348,0.5472303924671619,-0.45111261766847927,2.424268466971343,-0.878878674651359,0.2515226328457574,-0.6126236524364589,-0.896588229704589,-0.7795969948078352,-0.7637220139450531,2.0842687726120204,-0.7679320868710091,-0.7244286627056721,-0.9522851726014916,0.27926008238194844,-0.5043323766106234,2.883967410181069,-0.42318176084016773,-0.8612612736173961
SIDM00311,1.6009746532649622,-0.8078909537741438,-0.9008898153248025,-0.8105801305761055,1.0778381738374154,-0.6672810289345888,-0.7630319113703132,-0.99006922644476,-0.07085414906357987,-0.4634178679714476,-0.7143681679650374,-0.7275842771008386,-0.2536524861597572,-0.8905014002495889,-0.53551381406055,-0.943662162793964,-0.6049675220644478,-0.43020602098408267,-0.558065289953534,-0.3693355378255847,-0.7367984097517243,1.5217649565572562,-0.7357228783096136,2.143294604108217,0.07303773531948383,2.109828675533141,-0.7722161506916605,-0.9052319645761749,0.29001810221540564,1.7807493777478833,-0.598455227520416,-0.7882661454750398,-0.21095981177158787,1.7433000336297542,-0.9892067609814644,1.9595024244758348,0.38729023043362193,-0.9068704989248833,0.22038630050524832,0.1215856797023061,0.15884163586295352,0.9313277122641005,0.18508660345019287,-0.46941732480073955,-0.13474756891173795,-0.9983434829906185,1.7444608631878733,0.5692126620072838,-0.6986167104004898,2.173158288568141,-0.8596516129349381,-0.26491364605303597,-0.6971919202266059,-0.8367602643151758,-0.8443897017756382,-0.7821481246194653,-0.4134731676665238,0.20142553943126226,-0.7354893540895191,-0.866873692571956,-0.8947824880606604,-0.47377415735670114,2.479072514443526,-0.5868674423644858,-0.8604028326316883
SIDM00970,1.1125033789495749,-0.7738828000186729,-0.8644795362332542,-0.7355939801807603,0.4156426592409475,-0.7488246410809445,-0.9528144348089674,-0.9359981043025057,-0.8483730809648506,0.14596493996541038,-0.46547376106870697,0.6126547607518921,0.1256303338019862,-0.9347543444801301,-0.7101858439138434,-0.72344471368441,-0.757504380181131,1.238955745219103,1.1320125379614268,-0.8531308427409137,-0.8191555360615993,1.1408235307705439,1.8911977479499542,2.2084785969705174,-0.5363749948092131,1.694698650979929,-0.7223870652598282,-1.0404189199624523,0.3293145122295789,2.047102764470724,-0.7859114700415917,-0.8775637011727477,-0.1340406003864184,2.2527880968170315,-0.927459937131705,2.4968683743342894,0.8119872597350951,-0.8755449884900229,0.22025738468349013,-0.283948733105749,0.02339370108682473,1.6415742073558794,-0.025831726989787737,-0.9062378848792261,-0.24560597450788194,-1.0016024397027243,1.587412075736196,0.3079324782444134,0.8619130503356253,1.7065777733523066,-0.862421172009199,-0.2908684676498212,-0.8010047431387585,-0.8481901017126019,-0.852247864580324,-0.7245226127527773,-0.24792162351828978,-0.525918775971935,-0.5771255711076205,-0.8563244637310119,-0.2569167872594855,0.970328271120959,2.897895164461548,-0.44943125610196627,-0.7502764860897346
SIDM00103,1.9346272657562575,-0.7458778443958731,-0.8746732181425017,-0.8670659958030608,0.9863331329856467,-0.5670632686165039,-0.7985828210686804,-0.9761690243933865,-0.7049512001506142,-0.6476567496938768,-0.6158311292088278,-0.6190684972746465,-0.3198347996556772,-0.9064598300519332,-0.6616446450437894,-1.0193253169640897,-0.8182762860859818,-1.0275622997954168,-0.40427665466322144,-0.07200702243971076,-0.6445999849338306,1.3831803282219355,-0.3558077082252422,2.2535239496895834,-0.09163846743275399,2.443566252914627,0.15874949151269346,-0.9271181881439232,0.80055510601947,1.2461389920078365,-0.6816550632078324,-0.8873494022381585,-0.4345943136841946,1.3316515770819293,-0.9421399183175823,0.787959162932833,0.3533626797819316,-0.913591553549024,0.0013004073611845926,0.15811161940364743,0.05682964877522256,1.1388381662666471,0.08536607866700835,-0.1489624022248841,-0.5518795733650771,-0.9662912596215301,1.1759752563117405,0.41805277842292776,-0.5290849951425801,2.523919148698665,-0.8756849230558732,-0.014606005088172187,-0.43747900117128874,-0.8705528104410781,-0.714399399536755,-0.8214621981494243,0.9538244610445681,-0.21581228186723536,-0.7207902339874,-0.8332045865226951,-0.8835787625661462,-0.760248912439599,2.3463045038826937,-0.3324986756890726,-0.9028877008665502
SIDM00266,0.7547732186794955,-0.6614686722720333,-0.8273876326163914,2.4447941496261234,0.4262766490363536,-0.5910757786974721,-0.6886728367980001,-0.9879181904975406,-0.7375807523366853,-0.684711836463478,-0.5495218626620307,-0.6332264740823457,-0.2474678986957821,-0.8230027830372577,-0.7213032168910508,-1.060549626594683,-0.6882312146907679,-0.88391880953411,0.020916236547061776,-0.6029143542640338,-0.6001897490612128,1.4709432974225625,0.6958285692628143,3.237776786458646,0.024597746548527248,1.627616334486582,2.2599234137025315,-0.8764223383237351,0.43598438125523226,1.2716264406624573,-0.338494978013402,-0.8662196745749828,0.04159796809956709,1.5394493332535957,-0.865680549315209,2.576210216745019,0.5203234391390296,-0.8695237638441671,0.20226953876461828,-0.08669129486398476,-0.248028129252309,1.3821272073326771,-0.4356357129989262,-0.8524898453995975,-0.17615706719771163,-1.0339788944272246,1.3989793465100826,0.31814625611988284,-0.21590178351473444,1.8160217957287108,-0.6472016918770039,0.3645437775747787,-0.37230222210173347,-0.9272710252616172,-0.7070607866133303,-0.8111739066562624,0.5703729296049435,-0.8431008895558239,-0.683310747750963,-0.8215947046643177,-0.5263432211282376,1.5013876299231168,1.713403815161187,-0.35737153835192254,-0.8858743292050493
SIDM01064,1.1767698825357338,0.26198006825270514,-0.680158197205942,-0.8145439237286827,1.2866763672843036,-0.734554988093518,1.2615577021538715,-0.49779351723723103,-0.8288864661826276,-0.33346317898574845,1.1949111794702933,0.03950683878386853,0.5788892972784462,-0.812206662984279,-0.4817365671169845,0.21951541406433983,0.16992251086916957,-0.9303105823854808,0.30136442387271595,1.012873667397358,-0.5907150346783359,1.3905928719004024,-0.5716978788573104,2.1915516888627926,1.4656245987739465,0.9275137453301685,-0.8277324866409455,-0.8481418308719962,1.0024155733741154,2.224705986401305,-0.5252426819073415,-0.7432726821938074,0.3642839661736418,2.441087912138068,-1.0024598970145264,0.3452858065957279,1.324784881453375,2.5597213838742223,0.3799612684593851,-0.003268500461773034,0.054157544537158105,2.1135110227345195,0.5276334487591244,-0.8588586741547825,0.06787615621053905,-0.8997361848249146,1.2689272561284874,0.7335244459433932,-0.9442081731163728,2.110421671200975,-0.8664130507518361,3.591794618345647,1.419922603441871,3.169894136401991,-0.7081885708248863,0.9082229504652144,-0.28396241432956787,-0.8177856584391479,-0.6034260967432533,-0.5609866696001622,-0.9626641408227457,-0.7361677029592799,2.298392399781708,2.5233771458313368,3.410092265365584
