,drug,cell_line,IC50,prediction
0,Rapamycin,SIDM00542,-1.799362,4.7397904
1,GSK2578215A,SIDM00218,7.581259,6.636938
2,ML323,SIDM00951,2.854192,1.5368522
3,PLX-4720,SIDM00958,2.607257333333333,1.5993912
4,AGI-6780,SIDM00579,2.1536795,1.2550793
5,Uprosertib,SIDM00417,4.6382995000000005,2.6163926
6,Ipatasertib,SIDM00596,5.244861,4.5533476
7,Foretinib,SIDM00410,0.6407845,2.4771738
8,Gefitinib,SIDM01228,0.2812125000000001,-0.34665322
9,Dactolisib,SIDM00504,-3.4105480000000004,2.801124
10,PD173074,SIDM00259,3.424969,-0.9206014
11,Niraparib,SIDM01161,4.115739,1.7558527
12,WZ4003,SIDM00632,2.238154,-2.0801747
13,Daporinad,SIDM01245,-6.725857,1.0398995
14,PD173074,SIDM00935,2.8530415,-0.55653787
15,Gefitinib,SIDM00266,2.5749515,-0.5762283
16,GSK2578215A,SIDM00114,6.25368,4.9067945
17,Ipatasertib,SIDM01149,2.057895,2.8446941
18,Uprosertib,SIDM00176,3.2102975,3.2086356
19,AGI-6780,SIDM01042,2.189475,1.3509945
20,Daporinad,SIDM01155,-1.381173,1.5571277
21,Gefitinib,SIDM00205,1.0962685,-0.77164173
22,Daporinad,SIDM00680,-4.55978,0.19097625
23,Foretinib,SIDM00216,-0.8940250000000001,3.5635352
24,PLX-4720,SIDM00532,3.9665313333333336,4.369796
25,Gefitinib,SIDM00969,1.7519695000000002,-0.3973871
26,PLX-4720,SIDM00218,4.766183333333333,6.407193
27,ML323,SIDM00833,4.499807,4.3106723
28,PLX-4720,SIDM00261,4.321038,1.3963053
29,Uprosertib,SIDM00482,2.3220785,1.7068175
30,AGI-6780,SIDM00082,3.278746,2.1657104
31,Uprosertib,SIDM00958,2.929456,1.1622195
32,Daporinad,SIDM01197,-2.9276090000000003,0.6471712
33,ML323,SIDM01042,4.020805,1.9093013
34,AGI-6780,SIDM00632,2.1963825,0.7714915
35,WZ4003,SIDM00551,2.017036,-1.5346494
36,ML323,SIDM00285,3.972294,2.941662
37,PLX-4720,SIDM00929,3.7796016666666654,3.9353704
38,Uprosertib,SIDM01160,5.2569125,2.6602304
39,WZ4003,SIDM00917,2.478805,-2.6052446
40,Ipatasertib,SIDM00553,4.693632,2.5481462
41,PLX-4720,SIDM00781,5.551989666666667,4.9738693
42,Dactolisib,SIDM00202,-2.1166195,2.1724417
43,WZ4003,SIDM00841,5.644172,0.27267426
44,WZ4003,SIDM00180,3.911978,-0.7770412
45,PLX-4720,SIDM00277,1.0639263333333335,0.6333281
46,WZ4003,SIDM00389,1.463999,-2.0276031
47,ML323,SIDM00974,4.595288,3.6336622
48,Uprosertib,SIDM00659,2.658066,3.5961194
49,Foretinib,SIDM01205,0.5696835,3.0433428
50,AGI-6780,SIDM00250,2.6466775,1.40575
51,Dactolisib,SIDM00199,-2.6580950000000003,3.270657
52,Foretinib,SIDM00294,-1.2807965,3.655128
53,PD173074,SIDM00974,3.681605,0.41847825
54,Dactolisib,SIDM00842,-1.838404,2.6348982
55,Foretinib,SIDM00424,0.6336855,2.961742
56,Daporinad,SIDM00517,-6.723251,-0.51793516
57,Niraparib,SIDM00127,6.221035,3.807044
58,Gefitinib,SIDM01155,2.3004465,0.6862738
59,Rapamycin,SIDM00655,-1.1452685,4.074803
60,Uprosertib,SIDM00120,5.593971,3.424625
61,PLX-4720,SIDM00631,4.426170333333333,3.974335
62,ML323,SIDM00659,6.369862,3.3644872
63,Foretinib,SIDM00487,1.061984,3.313046
64,Niraparib,SIDM00214,4.047082,2.720949
65,ML323,SIDM01011,3.769173,1.98875
66,Gefitinib,SIDM00541,1.899484,-1.561331
67,PLX-4720,SIDM00201,4.121317,1.6307564
68,PLX-4720,SIDM00043,3.1252063333333333,3.0460296
69,WZ4003,SIDM00679,5.139198,-0.16498627
70,Foretinib,SIDM01233,1.6896140000000002,4.5892453
71,ML323,SIDM00817,4.630032,3.195341
72,Rapamycin,SIDM01120,-3.5420575000000003,4.407032
73,Foretinib,SIDM00227,-0.5065295,4.778396
74,Uprosertib,SIDM00231,3.542769,2.7035952
75,AGI-6780,SIDM00817,3.053226,2.5364811
76,Foretinib,SIDM00114,4.032063,5.168799
77,GSK2578215A,SIDM00930,4.877151,3.797248
78,GSK2578215A,SIDM00550,4.44357,3.9444366
79,AGI-6780,SIDM00970,2.0259585,1.4308939
80,ML323,SIDM00527,4.776311,3.5963657
81,WZ4003,SIDM00407,1.939668,-2.561067
82,Gefitinib,SIDM00292,3.6890855,2.7793555
83,AGI-6780,SIDM00371,2.6546225000000003,2.5210042
84,Ipatasertib,SIDM00098,3.2124,4.1925
85,Gefitinib,SIDM00973,1.931545,-2.0374947
86,PLX-4720,SIDM01163,5.314484333333334,5.115416
87,Niraparib,SIDM00441,0.235614,-1.0123577
88,PD173074,SIDM00969,2.802637,-0.50302875
89,Uprosertib,SIDM00833,5.408262000000001,2.282563
90,Niraparib,SIDM00216,3.93053,2.1658154
91,ML323,SIDM00332,5.15555,4.2273974
92,WZ4003,SIDM00292,6.857058,2.6309857
93,Ipatasertib,SIDM00111,3.753564,4.2278113
94,Dactolisib,SIDM00104,-1.736081,3.212275
95,PD173074,SIDM01093,4.255533,1.9288605
96,PLX-4720,SIDM00971,5.755802666666667,5.2127824
97,Rapamycin,SIDM00174,-3.052181,4.012749
98,PLX-4720,SIDM00324,4.4355883333333335,2.8195453
99,GSK2578215A,SIDM00591,2.412121,2.2678006
100,Niraparib,SIDM00606,4.590887,3.2490718
101,Gefitinib,SIDM01064,2.608511,0.7239533
102,Daporinad,SIDM00472,-0.569979,1.3135219
103,Uprosertib,SIDM00889,0.217612,1.965796
104,PD173074,SIDM00416,2.649958,-0.9332159
105,ML323,SIDM00211,2.551508,1.7656604
106,Niraparib,SIDM01159,4.952933,2.6301804
107,AGI-6780,SIDM00324,1.6871675,1.4711922
108,ML323,SIDM00101,4.479902,4.3823023
109,Rapamycin,SIDM00974,-1.514643,4.4892416
110,Ipatasertib,SIDM00407,-0.527901,1.6851296
111,PLX-4720,SIDM00145,3.61208,2.5483902
112,Ipatasertib,SIDM00227,6.028731,4.3206987
113,PD173074,SIDM00553,1.880827,-1.0128527
114,GSK2578215A,SIDM00064,4.784005,4.351395
115,ML323,SIDM00042,4.81952,3.5932784
116,Gefitinib,SIDM00308,1.6426905,-1.9838309
117,Ipatasertib,SIDM01248,5.506761,3.7424726
118,AGI-6780,SIDM00973,3.1712555,1.6043097
119,Rapamycin,SIDM00863,-2.327929,3.7434597
120,Daporinad,SIDM00156,-3.854242,1.7254561
121,Rapamycin,SIDM00528,-2.587268,4.563242
122,PD173074,SIDM00205,2.228612,-1.0183026
123,Rapamycin,SIDM00832,-1.528877,5.3079205
124,Daporinad,SIDM00127,-2.9898285,0.4602582
125,Niraparib,SIDM00783,3.461667,1.1071154
126,Foretinib,SIDM01160,1.072156,4.5714626
127,GSK2578215A,SIDM00120,5.874693,5.1045704
128,Dactolisib,SIDM00814,-2.6159915,2.938949
129,Niraparib,SIDM01247,4.174438,2.0288908
130,Dactolisib,SIDM00384,-2.950167,2.3072393
131,Uprosertib,SIDM01064,3.6013095,2.9041882
132,Ipatasertib,SIDM00181,3.44886,4.217928
133,PD173074,SIDM00541,3.601207,0.9480236
134,Foretinib,SIDM00099,1.984698,5.885474
135,Ipatasertib,SIDM00199,3.476206,3.942448
136,AGI-6780,SIDM00859,2.3005455,0.8173783
137,Niraparib,SIDM00351,5.046955,1.2110987
138,Uprosertib,SIDM00324,2.807844,1.8954027
139,ML323,SIDM00905,4.035333,2.7449641
140,Gefitinib,SIDM01183,2.347766,0.8274345
141,Dactolisib,SIDM00488,-2.030075,3.3522797
142,AGI-6780,SIDM00813,2.476276,1.1405963
143,ML323,SIDM00324,4.040626,3.096508
144,Niraparib,SIDM01097,1.629292,0.038834527
145,PD173074,SIDM01145,-2.544659,0.0047335625
146,PD173074,SIDM00842,3.4459265,0.23363167
147,ML323,SIDM00923,4.747278,2.8311138
148,PLX-4720,SIDM00056,0.618705,3.4499927
149,Rapamycin,SIDM00241,-6.6003925,3.9360664
150,GSK2578215A,SIDM00289,4.675197,2.7326114
151,Gefitinib,SIDM00326,1.575468,-0.8716771
152,WZ4003,SIDM01120,5.513699,0.6385108
153,PD173074,SIDM00094,3.2926815,1.9411898
154,PD173074,SIDM00195,3.6939545,0.7243331
155,Dactolisib,SIDM00971,1.2319415,5.3785315
156,GSK2578215A,SIDM00102,6.811419,4.7150807
157,Niraparib,SIDM00465,6.014162,4.0712624
158,Foretinib,SIDM00156,-0.0350485,4.247074
159,PLX-4720,SIDM00445,4.726089666666667,3.6211152
160,ML323,SIDM00244,4.300929,2.6281273
161,WZ4003,SIDM00951,2.945641,-2.192131
162,Niraparib,SIDM00291,4.608738,2.8347864
163,Dactolisib,SIDM01042,-3.5893565,3.2695374
164,ML323,SIDM00835,5.680234,4.789552
165,GSK2578215A,SIDM00424,3.11972,3.235362
166,Ipatasertib,SIDM01145,2.437372,3.129095
167,Gefitinib,SIDM00111,2.6634265,0.046332143
168,Rapamycin,SIDM01064,-2.2138335,4.236248
169,Foretinib,SIDM00121,-1.3458505,2.726488
170,GSK2578215A,SIDM00104,5.507389,4.038417
171,PLX-4720,SIDM00970,3.966721,3.177874
172,Foretinib,SIDM00181,0.5104625,4.569372
173,WZ4003,SIDM00224,4.386353,-0.18275984
174,Rapamycin,SIDM00424,-2.9750355,3.664828
175,PD173074,SIDM00077,1.904974,0.32797998
176,AGI-6780,SIDM01175,4.273481,4.1890416
177,Rapamycin,SIDM01183,-3.368269,4.9403887
178,Daporinad,SIDM00863,-5.486015,1.6258976
179,AGI-6780,SIDM00953,2.5635055,1.584376
180,Gefitinib,SIDM00422,1.976577,-0.2004395
181,Rapamycin,SIDM00577,-0.5388664999999999,4.378548
182,GSK2578215A,SIDM00758,5.642325,3.753383
183,AGI-6780,SIDM00216,2.3325485,1.3512796
184,GSK2578215A,SIDM00699,6.14568,3.953651
185,Rapamycin,SIDM00783,-1.814071,3.9553735
186,Niraparib,SIDM00205,1.09953,0.29728866
187,PLX-4720,SIDM00583,4.2449856666666665,4.4897776
188,Uprosertib,SIDM00973,2.353288,1.031156
189,Dactolisib,SIDM00600,-2.6183145,2.5230913
190,Uprosertib,SIDM00364,2.06408,1.9156036
191,Daporinad,SIDM00262,-6.201599,1.8582156
192,ML323,SIDM00612,5.60864,4.4924974
193,Gefitinib,SIDM00438,2.3999665,1.8180063
194,WZ4003,SIDM00929,3.389145,0.2628051
195,PLX-4720,SIDM00203,3.401901333333333,2.9951015
196,Niraparib,SIDM00627,5.675352,2.4800646
197,Niraparib,SIDM00102,3.861429,3.667044
198,Gefitinib,SIDM01206,1.930708,-0.22110768
199,ML323,SIDM00680,5.895678,4.1466255
200,Dactolisib,SIDM00621,-1.256472,2.799294
201,GSK2578215A,SIDM00257,3.418444,3.074031
202,Niraparib,SIDM01237,6.271179,4.0142226
203,PLX-4720,SIDM00846,4.052073,3.5922754
204,Rapamycin,SIDM00550,-1.284677,4.7427235
205,Foretinib,SIDM00154,-0.5172305,3.565596
206,PLX-4720,SIDM00864,4.021356333333333,3.424753
207,PD173074,SIDM00732,0.7189425,0.64278704
208,WZ4003,SIDM00680,4.575023,0.05259569
209,Niraparib,SIDM01095,3.236875,2.1259298
210,Gefitinib,SIDM00789,2.8282965,-0.41451204
211,AGI-6780,SIDM00841,3.264167,2.1480258
212,PLX-4720,SIDM00967,5.714964666666667,4.514365
213,Dactolisib,SIDM00632,-1.0241435,2.392967
214,ML323,SIDM00973,4.90368,3.3218603
215,GSK2578215A,SIDM00537,5.117377,2.801869
216,WZ4003,SIDM00519,4.728884,0.12981668
217,Daporinad,SIDM00100,0.2052564999999999,1.9246923
218,Uprosertib,SIDM00549,3.3785855,1.8379307
219,Gefitinib,SIDM00225,3.3594335,-1.0118839
220,Daporinad,SIDM01220,-4.1972385,1.6186063
221,Gefitinib,SIDM00539,1.323068,-0.86060935
222,Gefitinib,SIDM00579,1.2295095,-0.5281761
223,PD173074,SIDM01233,3.350781,1.145812
224,GSK2578215A,SIDM00113,7.242987,5.871669
225,PLX-4720,SIDM00465,4.617315333333333,4.767737
226,Rapamycin,SIDM00056,-2.3498970000000003,4.158929
227,PLX-4720,SIDM00099,5.237651666666667,5.404298
228,Dactolisib,SIDM00951,-2.1155705,2.4783804
229,Uprosertib,SIDM01047,2.0759695,0.76797074
230,PD173074,SIDM00679,4.597723,0.8288598
231,GSK2578215A,SIDM00202,4.565875,3.2012272
232,AGI-6780,SIDM00930,2.936247,2.2402453
233,Ipatasertib,SIDM01092,3.613649,3.3274972
234,Niraparib,SIDM00190,4.47249,3.8030155
235,Daporinad,SIDM01175,0.7321439999999999,1.7962708
236,GSK2578215A,SIDM01126,3.938166,3.222699
237,GSK2578215A,SIDM00951,4.309087,3.0307975
238,Ipatasertib,SIDM01205,2.343219,3.2836938
239,PLX-4720,SIDM00632,3.436836,1.885425
240,PLX-4720,SIDM00317,5.597280333333333,6.050303
241,AGI-6780,SIDM00539,2.4578655,2.0046692
242,Uprosertib,SIDM00393,2.8955140000000004,1.9006451
243,Rapamycin,SIDM00411,1.214362,5.972531
244,WZ4003,SIDM00699,4.481067,1.3734939
245,PLX-4720,SIDM00214,5.329936666666666,3.9527082
246,PD173074,SIDM01011,1.9440655,-0.6460877
247,Foretinib,SIDM00841,-0.270258,4.971106
248,AGI-6780,SIDM00923,2.5939645,1.9204926
249,Rapamycin,SIDM00003,-1.704786,4.5559187
250,WZ4003,SIDM00264,4.546281,0.017733842
251,Rapamycin,SIDM00954,-1.623223,3.9590302
252,Uprosertib,SIDM00826,2.0302495,0.97063893
253,AGI-6780,SIDM00203,3.470708,2.4673612
254,Niraparib,SIDM00375,5.64065,3.211945
255,Foretinib,SIDM00962,-1.995587,2.2949688
256,GSK2578215A,SIDM00367,4.698482,3.2267647
257,Niraparib,SIDM00091,5.023087,3.3523993
258,GSK2578215A,SIDM01233,5.269113,3.8747084
259,GSK2578215A,SIDM00287,4.219576,2.2862868
260,ML323,SIDM00793,3.577872,2.6436734
261,Ipatasertib,SIDM01183,4.840004,3.8397026
262,GSK2578215A,SIDM00214,5.597196,3.624955
263,PD173074,SIDM00967,4.0514085,1.913335
264,GSK2578215A,SIDM01047,4.753332,2.4462419
265,Daporinad,SIDM00489,-5.2338995,-0.2675388
266,Uprosertib,SIDM01097,1.8747895,2.3195996
267,Uprosertib,SIDM01120,-0.555717,3.0797946
268,Gefitinib,SIDM00962,0.8379329999999999,-1.3655771
269,Foretinib,SIDM00549,0.2102295,2.866356
