,drug,cell_line,IC50,prediction
0,Epirubicin,SIDM00565,-0.311385,2.6852834224700928
1,VE821,SIDM01090,3.11085,2.1331045627593994
2,Dinaciclib,SIDM00291,-2.624957,4.857728481292725
3,Cediranib,SIDM00837,1.05822,1.519557237625122
4,Vorinostat,SIDM01187,1.608329,5.4337968826293945
5,Buparlisib,SIDM00077,0.013728,2.4145379066467285
6,PCI-34051,SIDM00332,5.746768,2.0696003437042236
7,Vinblastine,SIDM00174,-4.493240500000001,2.1434543132781982
8,IWP-2,SIDM00793,2.146301,3.5615947246551514
9,VX-11e,SIDM00758,1.657313,1.9259989261627197
10,Nilotinib,SIDM01247,1.1534605,1.6255310773849487
11,Linsitinib,SIDM00699,2.579066,3.8607726097106934
12,AT13148,SIDM00537,2.842459,1.7766231298446655
13,BMS-345541,SIDM00719,5.569043,4.977954864501953
14,Dinaciclib,SIDM00976,-3.108552,5.159907817840576
15,VX-11e,SIDM00096,2.2575585,0.3407368063926697
16,VX-11e,SIDM00197,3.5317465,2.462653636932373
17,BMS-345541,SIDM00332,4.2296025,4.309891223907471
18,IWP-2,SIDM00422,2.032252,3.791520595550537
19,Nilotinib,SIDM01160,3.765993,2.439084053039551
20,Cediranib,SIDM00491,3.399394,2.1018893718719482
21,Dinaciclib,SIDM00343,-2.027895,5.436012268066406
22,Buparlisib,SIDM00638,0.366617,2.494506359100342
23,Cediranib,SIDM00350,2.2844,2.130640983581543
24,Linsitinib,SIDM00410,3.46691,2.6612768173217773
25,BMS-345541,SIDM00201,2.1755675,3.4323348999023438
26,VX-11e,SIDM00424,2.413135,1.3379803895950317
27,Vorinostat,SIDM00444,1.80079,5.350177764892578
28,Linsitinib,SIDM00832,3.7264865,3.0340840816497803
29,IWP-2,SIDM00864,2.35505,3.5350515842437744
30,AT13148,SIDM00241,2.059037,1.0012133121490479
31,AT13148,SIDM00758,3.034989,2.6586437225341797
32,Vorinostat,SIDM00427,0.38209,4.2321696281433105
33,PCI-34051,SIDM00244,2.471069,-0.4555727243423462
34,IWP-2,SIDM00056,2.97579,3.5033745765686035
35,VX-11e,SIDM01132,3.3916905,2.078855514526367
36,Nilotinib,SIDM00154,3.3176005,1.834005355834961
37,Epirubicin,SIDM00299,-0.624894,2.487809181213379
38,BMS-345541,SIDM00905,3.097411,3.5575695037841797
39,Linsitinib,SIDM00242,0.6660615000000001,2.3209633827209473
40,Cediranib,SIDM00047,1.290583,1.9172275066375732
41,Vinblastine,SIDM00176,-2.9221235,2.3149759769439697
42,Epirubicin,SIDM00411,0.987132,3.5947883129119873
43,Epirubicin,SIDM00214,-0.753007,2.3058488368988037
44,Dinaciclib,SIDM00182,-3.043977,4.941134929656982
45,Vinblastine,SIDM00699,-2.9077390000000003,3.6683831214904785
46,PCI-34051,SIDM01233,4.978184,2.329967975616455
47,VE821,SIDM00929,3.922259,2.5539677143096924
48,PCI-34051,SIDM00490,5.441132,0.5837852358818054
49,Buparlisib,SIDM00527,0.371307,2.1016108989715576
50,Dinaciclib,SIDM01073,-3.314845,4.552577018737793
51,Vinblastine,SIDM00389,-6.368668,1.57095205783844
52,Cediranib,SIDM00958,0.429045,2.1281580924987793
53,Nilotinib,SIDM00424,2.126984,1.4540435075759888
54,VE821,SIDM01233,5.84664,3.145256519317627
55,Vinblastine,SIDM00969,-4.0910875,1.9676098823547363
56,VX-11e,SIDM01229,2.402507,2.5259549617767334
57,AT13148,SIDM00251,4.590344,2.32883620262146
58,AT13148,SIDM00261,1.914519,1.7636361122131348
59,Vinblastine,SIDM00527,-5.760698,2.409059762954712
60,Epirubicin,SIDM01228,-1.496516,2.1053965091705322
61,Epirubicin,SIDM00833,0.390334,2.868882179260254
62,Vorinostat,SIDM00351,0.3313785,4.574450492858887
63,Nilotinib,SIDM00394,3.9324425,2.4281275272369385
64,Cediranib,SIDM00389,1.195298,1.631757378578186
65,Linsitinib,SIDM00487,1.447848,2.385126829147339
66,Cediranib,SIDM00970,2.058087,1.3446263074874878
67,Linsitinib,SIDM00230,2.7885565000000003,2.6030118465423584
68,Dinaciclib,SIDM01041,-4.369375,4.8577351570129395
69,Vorinostat,SIDM00679,2.053652,4.8319926261901855
70,Cediranib,SIDM00308,0.4148,1.6461668014526367
71,Vinblastine,SIDM00198,-4.642701499999999,2.429196357727051
72,VE821,SIDM00285,4.398361,1.881437063217163
73,Linsitinib,SIDM00530,4.276799,2.7040257453918457
74,IWP-2,SIDM00308,2.014507,2.828601598739624
75,Vinblastine,SIDM00606,-4.0811355,2.6576197147369385
76,Buparlisib,SIDM00550,1.012369,2.3905701637268066
77,Linsitinib,SIDM01073,3.70783,2.674149513244629
78,Linsitinib,SIDM00885,2.6946295,3.064185380935669
79,Dinaciclib,SIDM00364,-3.90001,3.9543328285217285
80,IWP-2,SIDM01140,1.295128,3.034919261932373
81,VE821,SIDM00541,4.187496,2.299734115600586
82,VX-11e,SIDM00905,2.735075,1.8466469049453735
83,Nilotinib,SIDM00489,3.1715445,1.8110971450805664
84,Nilotinib,SIDM00299,3.673846,2.4353854656219482
85,Linsitinib,SIDM00517,2.102586,2.894351005554199
86,Buparlisib,SIDM00136,1.140482,2.235443353652954
87,PCI-34051,SIDM00832,5.9183,2.1332786083221436
88,IWP-2,SIDM00310,4.323783,4.69194221496582
89,VE821,SIDM00551,3.260586,2.022437810897827
90,BMS-345541,SIDM00292,3.9338005,5.1013007164001465
91,PCI-34051,SIDM00592,4.222158,-0.4046609401702881
92,Epirubicin,SIDM00289,-1.292702,1.0291086435317993
93,BMS-345541,SIDM00530,3.3593650000000004,3.97877836227417
94,Vinblastine,SIDM00900,-4.41045,1.751414179801941
95,Cediranib,SIDM00042,2.109008,2.194330930709839
96,Nilotinib,SIDM00441,1.548936,0.8664320707321167
97,VE821,SIDM00792,4.608397,2.278371810913086
98,Nilotinib,SIDM00418,4.4716765,3.2007808685302734
99,BMS-345541,SIDM00418,3.612985,5.33158016204834
100,Cediranib,SIDM00156,1.800909,2.8955237865448
101,BMS-345541,SIDM00351,3.026825,3.339179039001465
102,PCI-34051,SIDM00863,1.835628,-0.6910460591316223
103,Vinblastine,SIDM00096,-6.548958,1.1484180688858032
104,Vinblastine,SIDM00113,-1.6090375,3.567321538925171
105,IWP-2,SIDM00394,3.366618,4.40688419342041
106,BMS-345541,SIDM00732,4.310449,4.296239376068115
107,BMS-345541,SIDM00541,4.1409025,3.7081549167633057
108,BMS-345541,SIDM00489,3.436412,3.3676538467407227
109,Epirubicin,SIDM01175,1.486215,3.2995386123657227
110,VE821,SIDM00487,2.83823,2.0441598892211914
111,Buparlisib,SIDM00487,0.675281,1.9254108667373657
112,Buparlisib,SIDM00308,0.607357,1.385060429573059
113,BMS-345541,SIDM00445,2.5977745,3.741943120956421
114,IWP-2,SIDM00193,3.164829,3.889604091644287
115,Linsitinib,SIDM00826,-0.6490984999999999,2.376403331756592
116,Cediranib,SIDM00537,1.898705,1.7002394199371338
117,Cediranib,SIDM00056,1.8527,1.4241162538528442
118,Linsitinib,SIDM00094,3.7899405,3.9225330352783203
119,Linsitinib,SIDM01163,3.6651545,4.265048503875732
120,Buparlisib,SIDM00569,0.764833,2.7415738105773926
121,Cediranib,SIDM01126,1.783016,2.497360944747925
122,VE821,SIDM00817,4.261795,2.5583643913269043
123,Dinaciclib,SIDM00102,-0.808781,5.631789207458496
124,Linsitinib,SIDM00841,3.1614955,3.525498151779175
125,Linsitinib,SIDM00441,-0.1022414999999999,1.6603118181228638
126,Nilotinib,SIDM00541,3.954562,1.8238935470581055
127,IWP-2,SIDM00389,1.391283,2.5891432762145996
128,Linsitinib,SIDM01183,3.956882,3.122878074645996
129,Cediranib,SIDM00688,1.88615,1.9046961069107056
130,BMS-345541,SIDM01163,4.7432845,5.237136363983154
131,PCI-34051,SIDM00418,6.28894,2.5364990234375
132,AT13148,SIDM00182,6.130891,2.614994525909424
133,AT13148,SIDM00103,3.617478,3.351104974746704
134,Vinblastine,SIDM00953,-4.7269,2.4708356857299805
135,Buparlisib,SIDM01175,2.449899,3.522761106491089
136,IWP-2,SIDM01174,3.41683,5.077785968780518
137,IWP-2,SIDM00233,1.22916,3.0795364379882812
138,Dinaciclib,SIDM00188,-1.948281,5.38789176940918
139,AT13148,SIDM00606,4.679245,2.2722432613372803
140,Nilotinib,SIDM00195,3.382126,2.1227872371673584
141,VX-11e,SIDM01047,1.357334,0.6344221234321594
142,VE821,SIDM01206,2.514762,1.531131386756897
143,Buparlisib,SIDM00592,0.147832,1.8370527029037476
144,AT13148,SIDM00384,3.342455,1.0636951923370361
145,Vinblastine,SIDM00732,-4.356448,2.539210557937622
146,Nilotinib,SIDM01011,1.1869245,1.52141535282135
147,Buparlisib,SIDM00374,0.059628,2.022947311401367
148,Cediranib,SIDM00196,1.764986,2.5712709426879883
149,Linsitinib,SIDM00099,4.0063585,4.721038818359375
150,Nilotinib,SIDM00099,5.4061615,3.517590284347534
151,AT13148,SIDM01161,2.380332,2.442615032196045
152,Linsitinib,SIDM00234,2.611617,1.9278274774551392
153,Epirubicin,SIDM00655,-0.200961,2.0451362133026123
154,Vinblastine,SIDM00379,-4.5759015,2.321410655975342
155,Nilotinib,SIDM01133,2.3077295,2.267186164855957
156,BMS-345541,SIDM00190,3.1676575,4.566808223724365
157,Vinblastine,SIDM01092,-4.976646000000001,2.1881842613220215
158,Epirubicin,SIDM00680,-0.650654,2.428673267364502
159,AT13148,SIDM00427,3.098051,2.0447986125946045
160,Nilotinib,SIDM00781,4.650303,2.4589102268218994
161,VE821,SIDM01064,3.399881,2.150286912918091
162,VX-11e,SIDM00099,5.721693999999999,4.038084983825684
163,VE821,SIDM00472,3.634301,3.4590795040130615
164,Buparlisib,SIDM00968,0.53668,2.499844551086426
165,Vorinostat,SIDM00835,1.6779205,6.248048305511475
166,Vorinostat,SIDM00201,0.511714,4.406863212585449
167,Vorinostat,SIDM01161,1.5491935,5.089031219482422
168,Cediranib,SIDM00974,1.985584,2.048027515411377
169,Buparlisib,SIDM00250,0.775523,2.1124157905578613
170,Vorinostat,SIDM00417,1.0225325,5.241934299468994
171,Vorinostat,SIDM00416,0.6891035,3.732821464538574
172,AT13148,SIDM00655,3.782534,2.5671632289886475
173,Cediranib,SIDM00406,0.456767,1.2250115871429443
174,Buparlisib,SIDM00971,2.736042,3.736941337585449
175,AT13148,SIDM00420,2.264557,2.897520065307617
176,Vinblastine,SIDM00104,-3.3821175,2.8555514812469482
177,Epirubicin,SIDM00583,-0.841272,2.46801495552063
178,BMS-345541,SIDM00668,2.4324545000000004,3.7422778606414795
179,Vorinostat,SIDM00103,1.402374,5.753663539886475
180,Cediranib,SIDM00230,2.080895,2.0591604709625244
181,AT13148,SIDM00535,5.772742,2.731194257736206
182,Cediranib,SIDM00242,0.546902,1.3345046043395996
183,Linsitinib,SIDM00299,3.6721345,3.6598269939422607
184,Vorinostat,SIDM01247,0.325493,3.9427051544189453
185,Dinaciclib,SIDM00638,-3.490056,4.405725002288818
186,Vorinostat,SIDM00098,1.6880035,5.641383647918701
187,AT13148,SIDM00127,6.823545,2.4583942890167236
188,Epirubicin,SIDM00975,-0.836183,2.8466269969940186
189,VE821,SIDM00292,5.209827,3.8654892444610596
190,AT13148,SIDM00416,0.996841,1.6550124883651733
191,Linsitinib,SIDM00100,3.871065,4.023046016693115
192,IWP-2,SIDM00835,3.92325,4.732151031494141
193,VX-11e,SIDM00241,2.5725695,1.573968529701233
194,Buparlisib,SIDM00577,0.918461,2.611860513687134
195,Nilotinib,SIDM00269,1.864165,1.605665922164917
196,Nilotinib,SIDM00258,3.0691115,1.4876090288162231
197,VX-11e,SIDM00592,2.6516245,1.0574933290481567
198,Linsitinib,SIDM00244,0.0718865,2.4346201419830322
199,AT13148,SIDM00308,0.516843,1.4072468280792236
200,AT13148,SIDM00544,4.183697,2.6760776042938232
201,Cediranib,SIDM01041,2.677004,2.329397439956665
202,VE821,SIDM00091,6.594332,3.0415055751800537
203,Buparlisib,SIDM00935,-0.393454,1.9414819478988647
204,Cediranib,SIDM00487,0.986153,1.7596098184585571
205,PCI-34051,SIDM00309,4.328958,2.1744773387908936
206,Nilotinib,SIDM00540,4.140194,1.836856484413147
207,Epirubicin,SIDM00244,-2.936977,1.4812031984329224
208,Vorinostat,SIDM00127,1.2574215,5.41216516494751
209,Dinaciclib,SIDM00098,-0.38578,5.3471999168396
210,IWP-2,SIDM00783,1.399641,3.8598034381866455
211,Vinblastine,SIDM00929,-2.8960215,2.650264263153076
212,PCI-34051,SIDM00813,2.380487,-0.8637130856513977
213,Vorinostat,SIDM00202,0.2186605,4.540249824523926
