,ZAP70,TNFSF10,ITGAL,PPP3CC,PPP3R1,FCER1G,SH2D1B,HLA-G,BRAF,VAV1,SHC4,PRF1,NRAS,CHP2,ITGB2,GZMB,NFAT5,RAET1E,ULBP3,FCGR3A,CSF2,PIK3R5,NCR1,HCST,NCR2,NFATC4,NFATC3,KRAS,SHC3,CD247,RAET1L,HLA-E,PAK1,LCP2,PLCG1,PLCG2,PTK2B,NFATC2,NFATC1,LCK,SOS2,PTPN11,RAF1,PRKCB,KLRD1,SHC1,KLRC1,PRKCA,TNF,ICAM2,IFNA5,IFNA4,IFNA2,ICAM1,RAET1G,HLA-C,HLA-B,PTPN6,PRKCG,HLA-A,SH3BP2,BID,MAP2K2,RAC3,KIR3DL1,MAP2K1,CASP3,IFNA21,IFNA6,IFNA7,IFNA8,TYROBP,IFNA10,IFNA14,GRB2,IFNA16,MAPK3,RAC1,SOS1,MAPK1,HRAS,CD48,IFNGR2,ULBP1,ULBP2,TNFRSF10A,IFNG,IFNGR1,TNFRSF10D,SYK,IFNB1,MICB,ARAF,TNFRSF10B,IFNAR1,TNFRSF10C,PIK3R3,NCR3,CD244,PPP3CB,PPP3CA,PIK3CA,PIK3CB,FAS,PIK3CD,SHC2,FASLG,FYN,PIK3CG,VAV3,PIK3R1,PIK3R2,CHP1
SIDM00519,-0.6045768253033916,0.9114184476804612,-0.8773054405218104,0.11411858638168945,0.6006131335263584,-0.589081500954868,-0.8985514746936881,-0.7405098487993936,-0.5413997596560421,-0.29271956221701273,-0.9148373248866729,-0.78224999423855,1.221839698263148,-0.8245934981203595,0.4269189979011586,-0.8682762410128446,0.8029011509859189,-0.5067440989045546,-0.8581409713711097,-0.9036977301794038,-0.6216097533500622,-0.8367236396892249,-0.8574502189415475,-0.4993072752027334,-0.9658926738053348,-0.8210818751642682,0.14223913067863656,1.5419688881072011,0.2172080272673925,-0.8477381016111809,-0.8370477862712656,1.8938241351479466,1.258227015239765,-0.99778731510827,-0.0034989349945850107,-0.23385840083667578,-0.46741816230426286,-0.756545736040116,-0.7407026394973882,-0.8821549782123423,0.0498076182111507,-0.41687740632795267,0.41097071018801634,-0.693256665426057,-0.8903185955736966,1.7754572859967834,-0.8553370396692328,-0.14177020028773454,-0.5600337566519754,-0.8069544675126248,-0.9545172274613523,-1.0129931015747884,-1.0039804812469049,1.4940916617258393,0.011774595415758945,0.10087621872552131,3.187525623381969,-0.340566845307433,-0.7837771690016947,0.2917932877761825,-0.5910364225913748,1.6347017488187623,1.2117328419628624,0.6351820544066088,-0.9183849277015692,1.4682702253736368,0.7134332037451958,-0.8521458703408168,-0.934189271756039,-0.8809774858524404,-0.7783965622126561,-0.6962055365702489,-1.014608444281772,-0.7443906954699843,1.7411622420718154,-1.005563280054395,0.5154256853947725,2.769353667407342,0.5708231736562318,0.20225978087680163,0.8798485214472693,-0.8336669178371474,1.5404961488422981,-0.8864390976573899,-0.1864955964512828,0.525366924179487,-0.9300840824322217,2.1013112832486995,-0.5861692329820474,-0.8009619951846767,-0.6918780635555453,0.36694306661493686,0.07456749189187163,0.26304636035698237,1.1255389734960082,-0.7981405871605236,-0.7187735136670106,-0.7294585069463082,-0.7434294654184795,1.0595067925802728,0.4624333910765997,0.31954704636902964,-0.18112189125699452,1.426481890672693,-0.5861729564811344,0.6351820544066088,-0.7823200060139647,1.307152286069642,-0.8386561761109992,-0.7551533582386583,-0.22309303738012728,-0.07939079386696714,1.6441251892035962
SIDM00917,-0.6350212138425455,1.0212982595724691,0.7933163050216999,1.4073343429485472,0.5031292249178309,-0.25668701604711314,-0.859912436060904,-0.4421501975428262,-0.08737606934962737,0.6058303991855325,-0.8928742589394802,-0.7347480535519665,1.5502036363871254,-0.8433782154006646,2.3520601960873035,-0.9005710954226578,1.509834124016156,-0.8508429649077619,-0.701470927052615,-0.8970076253610872,-0.4444410039062148,0.4079912195723818,-0.6581312189174854,0.9200413051120692,-0.7823039165687207,-0.5427612633405228,0.7972661786730947,0.6747655177517772,-0.9705805088038854,-0.7413645446251239,-0.9364225690520804,2.4692638527606587,1.7345939641854828,2.1653396157857343,-0.02056146040246094,2.521525918877269,1.0882502207536227,-0.6339409823117056,-0.6519239209292012,-0.15642031414978935,0.777404455271312,-0.5545172319292266,0.6703226732559828,1.6723657668354104,-0.8366807089883233,0.12774549222024534,-0.8336811057238148,-0.5834552659254151,1.830999589279416,1.0311702079652856,-0.9846807475030495,-0.9034954879655271,-0.1912172530333991,1.284298641551554,-0.6833024034683228,1.4991358427298656,3.6663476765561325,1.6031943454128226,-0.8209437091275041,0.41087511245564706,0.13156469157965373,2.2920786722805264,1.4353305093647586,-0.07227826244569432,-0.9856566379158141,2.1682208807797045,0.9001218501554026,-0.9271066337250823,-0.7472278565975979,-0.9501366300578844,-0.6430285373891311,-0.6289935282017477,-0.8520899851215884,-0.579628723323272,2.0967618944171535,-0.9860393778203127,0.12581611851856564,2.1032589178303955,0.5455241666444859,0.7518296918279702,0.5785314872233444,2.5091475226822437,2.0802034177877617,-0.6404834327612239,-0.38845834681078784,0.8321076369396055,0.0483493715889996,1.7508139272516658,1.3839252943737481,0.846966397865307,0.298402417220705,-0.40750036078673935,0.3104583380836929,1.046561421972907,0.498818631883671,-0.1738364308004682,-0.33826179106292537,-0.689697006089917,-0.2859983862222041,1.421329490820309,-0.9550305402844965,1.6959402178273975,0.29428175640692444,2.5215052797383217,0.6552993831852555,-0.7111083577729086,-0.8068097076991405,1.0727373579708706,-0.7207299110933022,-0.7231712567390318,0.09639864077465503,-0.45814276637380663,1.0619232141102706
SIDM00309,-0.607408926401795,-0.9222606078419883,-0.8219623974938411,0.239530686891279,0.4586945316334438,-0.7227210819485265,-0.8533245019765029,-0.7355329370315681,-0.5982155072109197,-0.7327293340903663,-0.9150806248763022,-0.7561218218574102,1.256524659301111,-0.840162665915936,1.4792077514075685,-0.837143629849791,1.2422612697902125,-0.699923307361408,-0.8002844020400823,-0.8991434000705931,-0.6465416422103746,-0.8541154838838494,-0.7015667181290253,-0.43920568249379555,-0.9820300758936501,-0.8560703161417678,0.7219802571115488,0.44635764588407606,0.44619944357772084,-0.8259734935447833,-0.945408774538811,1.742302695727907,0.8343008677626348,-0.9780715558534443,0.03367052596493218,0.08187136456782916,-0.49417356131762524,-0.8034805451055725,-0.7620115974132645,-0.8484027373351773,-0.055147137698300645,-0.43675263706473116,0.7255659061086115,-0.8444723115073255,-0.8535892509519136,1.4934606146991267,-0.8908018379971905,-0.2444585548068717,-0.8252947442022723,-0.7387609383544422,-0.9764532022570535,-0.786920370637195,-0.9890018209755258,1.4020394816685098,-0.5762996939483674,0.6130801415639899,3.214183508295408,0.08030536800994867,-0.7892785415681088,0.45833903870003895,-0.40978988094582053,1.0694911735687007,1.29693709399388,1.127406172706436,-0.9917936128471927,1.533801591408699,1.5199915871511618,-0.9160398720931994,-0.7874953443645246,-0.9250245024213454,-0.6846273300573748,-0.8438680292117497,-0.9332687143000141,-0.6637140629338979,1.551214464507327,-0.9126444980590723,0.5986800821643932,2.5778827866642704,0.6321035255310687,0.19821987316206793,1.0882773068400704,-0.7987179023743396,1.2339598480896532,-0.8457365855341036,0.8841372279571029,0.3764969771794158,-1.080285910491681,1.8800872768374366,-0.43176796220837854,-0.6241813455249899,-0.775524936227725,-0.309387190077618,0.07713419241059723,0.0031096075899001464,0.8713753854744617,-0.7893990949382443,-0.5719067588538529,-0.767921408540389,-0.8077056206524232,1.1348244033746662,0.7846956195278735,0.9023372519923574,0.4332412209128918,0.9070731447325172,-0.5018997117469767,0.6434067479086082,-0.8104885493395886,2.1707496772515524,-0.7952065883643438,-0.8438744664001151,-0.33145082133245723,-0.1603682274832688,1.7579141813487515
SIDM00099,-0.6434553581282575,-0.9253458958443304,-0.8021377240989692,1.139087154857637,0.9383392124847367,-0.5726199139991015,-0.8818203509747619,-0.8202349040241574,-0.4747716843383623,-0.7726990256436767,-0.855564847017962,-0.8334746813290703,1.2061207614674792,-0.8432639551399868,-0.01587579333978548,-0.8859563555130472,1.4906761880878825,-0.7660955190597771,-0.8079297079653238,-0.9449121938033698,-0.5885795519622585,-0.8097681129008282,-0.7502983712527641,0.04309817365429095,-0.9558758119504306,-0.8552614825016744,0.4907166525947159,0.6730085000785737,-0.709476890474113,-0.8118806728051102,-0.8782274011646076,1.6973635217737335,0.05773351879501439,-0.9390186531056561,0.3041178582883408,-0.4496306432321909,-0.48161100761944775,-0.7297280377807519,-0.5712186187752463,-0.852814101316093,0.23750660699476628,-0.48805428678273177,1.1767266262913327,-0.8126854339693373,-0.8629617589818191,1.8449289938861713,-0.9746208448487451,-0.13137744725192088,-0.8381578425807334,-0.8155614250877667,-0.9314825197041255,-0.765466022188897,-0.839476962741347,-0.4201797826875966,-0.664270597218885,-0.3079279357089392,1.3362267561079113,-0.6120101741715228,-0.7737446713268549,-0.25139688400941435,-0.5498790594064656,0.9620921739373606,1.6865245406992782,0.7354802762086091,-0.9086778308565286,1.4524860221399285,0.7852054929480522,-0.8483775017250621,-0.8748401624059226,-0.8642024137798934,-0.7194479493262311,-0.6587368504024306,-0.9689928714425293,-0.6168004833558962,1.5303667233180474,-1.0013842105084956,0.6202538847874911,2.5640336413202114,0.833796751022729,0.4272251428179874,1.0093641595797609,-0.871286893535975,1.542401818529984,-0.8712659294445788,-0.702456256036609,-0.11858073138383249,-0.931121734606555,1.5253629800002095,0.07005267911751269,-0.7187895426531591,-0.7570747280547233,-0.6765255984115494,0.007434448992897634,0.7254551217537843,0.6662394017245644,-0.82313722489288,-0.745840851085465,-0.8369979848633113,-0.8325289842493542,1.3225179014283042,1.0484953055855488,0.9772417205774084,0.2470462313405816,0.930903134078281,-0.60403659056009,0.8991220131854462,-0.9146445239494626,0.9698603220525946,-0.7412131459935081,-0.7464210122780767,-0.30151261608262947,-0.29295489699624994,1.5173131678875098
SIDM00276,-0.6792408209692262,-0.20197796427272977,-0.8561953210296007,0.14944474233641536,0.7380633156463018,-0.7038372507889541,-0.8704786664017686,-0.7481770720729634,0.4225250613223542,0.018827202302377277,-0.9086837356651726,-0.8010180112043774,1.9524905147513523,-0.8075367709930855,0.05582289228658892,-0.9041189937956847,0.46729077348319253,-0.38999963588875497,-0.8429599052641541,-0.8708141212934409,-0.610467458621638,-0.8267639290855728,-0.8452022483913428,-0.48455809305941505,-0.9204630178205717,-0.6704676022637825,0.5402510445726798,0.6515748950888393,-0.17374398306805527,-0.6906602868294406,-0.7812395379832042,1.8079058088730555,1.4485348529477764,-1.035045946780302,-0.03665739673160678,-0.028502178643651007,-0.37168951092339225,-0.8009237497953396,-0.9062178075717767,-0.7238878903102137,-0.0659297637105213,-0.44887793886853683,0.6944907569106895,-0.7890798899543415,-0.8635817239930488,1.2360285556403219,-0.8711502607664583,-0.40676241488024195,-0.7093612735075637,-0.8321140259315177,-0.9825985233488319,-0.9167971715193116,-0.9873527477870035,0.9006555489908444,0.8337991741545214,0.5194126399542155,3.0843788911716468,0.8219184729154284,-0.7574964145062062,0.29573848814796166,-0.14454434560750015,1.643760180244903,1.5730502356630185,1.320257080883738,-0.9225120145682221,2.019959361654287,1.1949182686427657,-0.809077285411035,-0.9158989527804375,-0.9047895635859892,-0.6948294171203327,-0.793064742083141,-1.0397376885474026,-0.6801464845557731,1.9575623215250881,-1.0220052669089603,1.1105277507367421,2.537790164982142,0.4636340472715856,0.3901472004011665,1.1816656923996194,-0.7863875217779533,1.2418340898643623,-0.7372046854670166,0.6740375459383601,0.051877953290484585,-0.9907004059819221,1.301455578928348,-0.38085031239346917,0.49155265882209953,-0.7581147864036328,0.5962870591364375,0.3319259955565263,-0.0743418056538392,0.7372744901512165,-0.8160347752591707,-0.6488194164256283,-0.6976920681798516,-0.8833026982683017,0.9749929377434926,1.1017332648282585,0.4020237646019066,0.030209795559018312,-0.04318668410329701,-0.5315367247175582,-0.8931849684240403,-0.8148084170734019,1.2409770589816889,-0.8724342233570149,-0.7054601585509422,-0.49045962005312094,-0.4121884693058777,1.8004960987401966
SIDM00311,-0.6585756273852325,1.9572299695824802,-0.8445534479847334,0.5372556161210008,0.33983197724746034,-0.6863904261090722,-0.8708064823384318,-0.686297610704079,-0.7453538371884136,-0.8689779586238847,-0.9014738711073031,-0.7987195447794959,1.5785594577365645,-0.8158154101321047,-0.7722161506916605,-0.8703540484362817,1.0653170309099644,-0.7912756058688452,-0.7648781105094996,-0.9892067609814644,-0.49713460958519035,-0.751888574666709,-0.8563474646152178,-0.4854955166813892,-0.9458379125560706,-0.8776166274923565,0.3741323540730578,0.5102474431294666,1.381402266667887,-0.7929076536740447,-0.7515762110875369,2.0609499708310124,0.6672431865164238,-0.9089914177431525,0.24234045098963491,0.22047856944745903,-0.6960644202854468,-0.749702553287369,-0.6073710930588813,-0.8260516498554193,-0.03247697834325912,-0.48437306637563843,0.5447987316773143,-0.8105801305761055,-0.8167859478466174,1.1941706855572498,-0.933389440859446,0.7056643480085137,-0.7630319113703132,-0.7910108359282428,-0.9430374891017629,-0.7182755826109317,-0.8524077813194925,0.5989010642972065,-0.5640762748215804,0.7097756397736831,3.3890163809674654,-0.7275842771008386,-0.7393564213780424,0.6301123685812894,-0.7372480415927949,1.1387286654756323,1.3593653195542226,1.0092042678574253,-0.9596208429588944,1.8896826961927777,1.292328226521967,-0.8512110830222311,-0.8368740494826495,-0.8840334802052052,-0.7421597812625467,-0.8435139027894499,-0.9829654201076409,-0.7050104279154906,1.635529327971572,-0.9090494889245361,0.29001810221540564,2.5336087504973483,0.6037743687259487,0.38729023043362193,1.1499067182680816,-0.7884320340822516,0.9313277122641005,-0.6591987901056018,0.5134592540349985,-0.05753276689666803,-0.9983434829906185,1.7444608631878733,-0.17108348576286905,-0.8753313190884853,-0.864323879514576,0.23087684959294308,0.08589945360217498,0.07095209729842313,0.8345088849686362,-0.7607824634714052,-0.677359328236902,-0.8700463588841924,-0.9145941274417512,1.2093930196224365,0.947465542602499,1.2324268605147033,-0.16744840637044256,0.36575852301577094,-0.5452007531527697,-0.22817501325306394,-0.7443431153920639,1.4117324812219323,-0.7787929081177212,-0.6994468276851648,-0.1528127154303174,-0.2815786822959473,0.7540254640885538
SIDM00970,-0.7643416894176579,0.12551401137047685,-0.9001475876860638,0.030852483894811232,0.5069331571714352,-0.7869812036387362,-0.821810338968839,-0.8439017854416965,0.16764458696924706,-0.7808174088188924,-0.8732184163463943,-0.7715658445194866,1.2890579677789475,-0.7022949505622341,-0.7223870652598282,-0.8359706205057077,1.3601499438898244,-0.476696200541019,-0.7651729479395484,-0.927459937131705,-0.5407567958220008,-0.8149726060877294,-0.7869533408157626,-0.7709251156387853,-0.9296445760347221,-0.8292913973608347,0.54216188023287,0.8955143169693113,0.31463617934483623,-0.736016708011663,-0.6398939005525323,1.387628358318968,0.9820464646986934,-0.9291380512463268,-0.20487850156093684,0.41264517800793504,-0.03505814294207897,-0.6591845002345471,-0.7053407019267107,-0.8640674454664702,0.06815208203162508,-0.4807603789388971,1.0032059249628758,-0.7355939801807603,-0.8757672077441234,1.093737430029109,-0.8659497736394589,-0.23316708625249377,-0.9528144348089674,-0.7264896743590791,-0.950460404113569,-0.8086353560648755,-0.9628458212461521,-0.8150119141412684,0.9973550141620736,-0.07375931608414199,2.2606561659210125,0.6126547607518921,-0.8510645530002491,-0.07781346723921073,-0.4203888160140195,2.2181068288096415,1.0350064504926018,0.19980267442914598,-0.9659384671625625,1.5480021660770813,1.2696085940084265,-0.9285609017144162,-0.8686470096722771,-0.8993150702671108,-0.5363557712034847,-0.775608306559761,-0.9252176392017352,-0.8112331965919161,1.7772022885091538,-0.9003975499844092,0.3293145122295789,2.70133784532971,0.7419548768709279,0.8119872597350951,1.3507311932125972,-0.7774422569613043,1.6415742073558794,-0.7775105465790514,0.7667271444609575,0.6897737130516614,-1.0016024397027243,1.587412075736196,-0.3081962013630748,0.7555729284712365,-0.7723320811045791,-0.670602791761199,0.016143176077876336,0.38789629293810324,1.0404147299646187,-0.9265480399860141,-0.4642723288066422,-0.8288388202367851,-0.9105512495878898,1.3200824079518878,1.1064490655090542,0.6516507787099076,0.07842511824996666,-0.3874832023965425,-0.7197542934563707,-0.8370006192797307,-0.8365462245567281,-0.010292471860073364,-0.8051315465966639,-0.047028253319504124,0.024174200640533106,-0.3230373291454919,1.7144994215516516
SIDM00103,-0.7107054039721898,-0.8272942215463327,-0.8071098863923672,1.39866427863796,0.5453880413287697,-0.6086454454038864,-0.8642426732934995,-0.6912647615748149,-0.3199136617291577,-0.7562903116397408,-0.8961283271701918,-0.8664910255045645,1.5912580346491147,-0.7919491553438586,0.15874949151269346,-0.7523639141810545,1.5894483937733366,-0.7852535717607417,-0.9523169233643581,-0.9421399183175823,-0.5763506104166625,-0.8467818040121766,-0.7975274493719325,-0.31925087982593414,-0.8616251374966583,-0.5451930369162776,0.333849265286775,0.019609299068091418,-0.16048396266523843,-0.750239257542475,-0.8580840418441714,2.239664566829769,1.2219708033261014,-0.7952772766162892,-0.1470608013499035,-0.5946701851889066,-0.37727383869723013,-0.8243914979942017,-0.7073016849798737,-0.7924706960616359,0.11201949844336118,-0.35016489112851445,0.842042295483723,-0.8670659958030608,-0.8519458998460432,1.6799060352227027,-0.8200386966665303,-0.28424573269653736,-0.7985828210686804,-0.265010610958965,-0.957865194267097,-0.877539704681847,-0.9658273185517992,0.8966726341769418,-0.3848657103691425,0.6718124363882514,3.2166080832566806,-0.6190684972746465,-0.7682631555429059,0.8174712922398781,-0.6710842504556168,0.6592252551179641,1.7208696588265395,1.0316353661159339,-0.9939873510676527,1.3916393884940752,1.4164805506199207,-0.8664884361914473,-0.739806507655852,-0.892657891155546,-0.6929126982956768,-0.6791143748107786,-0.9216055554093888,-0.763702385209971,1.6238428467390442,-0.8888302497889217,0.80055510601947,2.5729208617833472,0.6115918772422926,0.3533626797819316,1.4511064022891142,-0.7761712877178759,1.1388381662666471,-0.6822934903612686,-0.018834047125201283,-0.08802901696582212,-0.9662912596215301,1.1759752563117405,-0.034017931189432825,-0.738292880671025,-0.8165113459856128,-0.4809722667679448,0.0004835080749557808,0.350112261852002,0.7519599382896577,-0.6890881713383435,-0.8018036490477344,-0.6873928723743826,-0.8796926560958486,1.1609808763492704,0.931967646087815,0.8649885642906499,-0.012228360223561519,0.8964305047705046,-0.5742533021236681,-0.393073193246736,-0.7783009211564911,1.3198761775309895,-0.8415395909860525,-0.7108082069880823,-0.19631857119045654,-0.10318863179885122,1.7219521346837794
SIDM00266,-0.587889359050985,-0.88113607020092,-0.7988333315052322,0.059452434153442264,0.7518863505157191,-0.5426725691264814,-0.844519261061087,-0.794555972592737,0.1151396341686013,-0.43423365118197577,-0.8662850694336253,-0.7480232316149349,1.6647147494627599,-0.8471823115370111,2.2599234137025315,-0.8524911983122689,0.8225539262431254,-0.8574673752275177,-0.838575033757588,-0.865680549315209,-0.5380023161451661,-0.8496389728152324,-0.8051470280132035,-0.6400621425609216,-0.8380422918504574,-0.5472135560595207,0.24565822843564036,0.9111993007529532,-0.724148075907903,-0.7697269428824925,-0.8970698915210332,1.13524007771094,1.253827961612637,-0.9314801457677792,0.12465917458109645,1.042684104369696,-0.5139462708576994,-0.7181169584038343,-0.6735704101789105,-0.9032966898049805,0.18691646827734318,-0.35970337316955103,0.7998530910773893,2.4447941496261234,-0.8403376348862139,1.5400359956754033,-0.8992623524395581,-0.4922111936441592,-0.6886728367980001,-0.31221543117730605,-0.9923470920742694,-0.8129946085672685,-0.8798001759838683,0.09098411701282516,-0.7192274583995155,-0.14377543901388148,2.269403907977295,-0.6332264740823457,-0.7934670783701385,0.12995319763612048,-0.5686447095550815,1.4105277299308452,1.421884080467031,0.9651475071789204,-0.9905699660173382,1.3033679463501235,0.6822150047002127,-0.8746654531784199,-0.87606911962658,-0.9137514337276893,-0.5265917579278834,-0.8463327388693541,-0.7866057380276715,-0.7153788230482185,1.4884797745308012,-1.0558918364766967,0.43598438125523226,2.423210183355695,0.5948286514554698,0.5203234391390296,0.7427837498526729,-0.743652027077364,1.3821272073326771,-0.5455846565108549,-0.49305640085627855,-0.4702108990391638,-1.0339788944272246,1.3989793465100826,0.09757906404494797,-0.8482683906998657,-0.7621357231027707,-0.28803858269714516,-0.1599034263136676,0.3173696546824707,0.07772004131499462,-0.6857549634958147,-0.5568906287862644,-0.9191937383377402,-0.8145755869853182,1.6327421418768657,1.6648138934646912,0.975240071825603,-0.33462897669646635,0.3025587382148227,-0.6595534890448225,0.14542831781025914,-0.7825221958441149,1.5092997359795841,-0.6325575608303017,-0.7238248028637337,-0.043248545248515055,-0.44868059800330085,1.301229601043689
SIDM01064,-0.6879661229832771,0.6306667087010968,-0.7853354300938509,1.2825025270747707,0.7706577661199161,-0.7886746484256089,-0.7958037498311894,-0.6721752179475249,-0.3823909016943919,0.3878281994828493,-0.7577685515402328,1.8249678833069867,1.8509542624253292,-0.8555506126949551,-0.8277324866409455,-0.8365803942263734,0.5756187915761554,-0.837570959916003,-0.7427300481588134,-1.0024598970145264,-0.6589215034887966,0.00999373611543667,-0.8580463596858393,-0.5402509100294197,-0.7450810556544595,-0.849907290383355,0.4729958487755104,1.139741061167428,-0.8469511923744635,1.6300420516741565,-0.6925184289966935,1.7336106290850721,1.218593717846548,-0.3709366082686787,-0.4206900010717696,-0.661233852400993,-0.611867265600472,-0.5762247744328114,-0.5573720633816219,-0.8535813984254174,0.4878491632261718,-0.48667244666953907,1.1271093323880224,-0.8145439237286827,-0.8334318656195238,0.32009308019923066,-0.899966417502244,0.17604218848619743,1.2615577021538715,0.34972081960778845,-0.8798472352642068,-0.7597015631410159,-0.8925987486119213,1.2747714952642195,-0.7980718845074952,2.084415258299299,3.4034288725146906,0.03950683878386853,-0.7491547537256324,0.6787109632888305,-0.6074249116979985,0.9815586639530066,1.1257725690972324,-0.038295302397666216,-0.9320170481107894,1.9344409784512715,1.5209681332346896,-0.8537455885241033,-0.8428301898563473,-0.8879849273672796,-0.7391270942505996,-0.7263704657536557,-0.9639943186570036,-0.6984660886578938,1.7085587502100803,-0.9253239990831639,1.0024155733741154,1.8105522688699511,0.8955226757344096,1.324784881453375,0.8651038677438343,-0.7602620584466303,2.1135110227345195,-0.40832688647455456,0.038335417662083544,0.3148755917608118,-0.8997361848249146,1.2689272561284874,-0.5794471209457588,-0.7029059951603241,-0.6760600484738661,-0.215037216966515,0.11853981156144153,-0.2298468300792522,0.6316816694292823,-0.5719766019273969,-0.5222596854068073,-0.7342619915641653,-0.8274844106809526,1.4965333639248315,1.2064258194788318,1.6317312906782862,0.201441486318639,2.2598797043841197,0.5128280268281551,-0.6029364535680753,-0.8084632995821914,-0.7862023710063906,-0.7788569289509498,-0.7695841706409674,0.8846240816513324,-0.3221179351293593,1.1989393237284054
