,CASP9,SOS2,E2F1,CHUK,RAF1,IGF1,CREB3L4,MTOR,CREB3L1,PDGFD,NKX3-1,IGF1R,GSTP1,CREB3,CREBBP,LEF1,BAD,PDGFRB,ERBB2,MAP2K2,TGFA,BRAF,MAP2K1,FGFR2,PDPK1,IKBKB,MDM2,RB1,CREB1,AKT1,AKT2,FGFR1,AKT3,NRAS,GRB2,CREB5,MAPK3,TCF7,NFKB1,INSRR,NFKBIA,SOS1,TCF7L2,MAPK1,PIK3R5,IKBKG,HRAS,EP300,EGFR,RELA,PDGFC,GSK3B,KRAS,CDKN1B,EGF,CTNNB1,HSP90AA1,ARAF,AR,CREB3L3,HSP90B1,SRD5A2,CREB3L2,CCND1,PTEN,PIK3R3,BCL2,PDGFA,PDGFB,TCF7L1,FOXO1,PDGFRA,CDK2,HSP90AB1,TP53,E2F3,E2F2,PIK3CA,PIK3CB,CCNE2,PIK3CD,KLK3,ATF4,PIK3CG,CCNE1,PIK3R1,PIK3R2
SIDM00519,-0.16304697270656243,0.0498076182111507,0.08599586272353803,0.8161035609072119,0.41097071018801634,-0.8069700227069544,0.5692820927215675,-0.22371018627477357,-0.4155331520410912,0.5336500995101349,-0.6095154424039766,0.24168238824328261,3.2634541327993083,1.5532914130119975,0.7804463899523163,-0.7667498242748586,1.3580295249854797,-0.3413995178739834,-0.2561277657813964,1.2117328419628624,-0.6571157534642592,-0.5413997596560421,1.4682702253736368,-0.6785636527958345,1.2480937511442078,-0.13511638424224445,0.3744561848381576,-0.451706616899581,0.32996328476870707,-0.3955558339139622,-0.7032513775795374,0.9925237741571317,-0.29600760340522414,1.221839698263148,1.7411622420718154,-0.21974631325374927,0.5154256853947725,-0.7871562844557515,1.6810797093900343,-0.9214868699901938,1.5124775933865677,0.5708231736562318,-0.3214029222485103,0.20225978087680163,-0.8367236396892249,-0.46833018718845176,0.8798485214472693,0.42957933691496025,-0.05966289601354394,-0.04413591818367234,1.5242470486576607,1.3510624486918985,1.5419688881072011,0.7086712161008124,-0.8929978167830748,1.2176476867537853,1.5170394994180354,0.07456749189187163,-0.9791108758930116,-0.7401257783179707,2.1484471854832514,-0.6312726337035641,-0.5786566154442975,1.4576129059103546,1.2291206931556173,-0.7187735136670106,-0.8524925481584129,0.9237323056587069,-0.5727786583839554,-0.1982741848813393,-0.09171048232647819,-0.5097922111675702,0.3896380854916218,2.9433448034546497,-0.5490992699972357,0.9026138924628194,-0.6049584536004887,0.31954704636902964,-0.18112189125699452,-0.1799837033660784,-0.5861729564811344,-0.8530926981214405,2.9472191820415774,-0.8386561761109992,0.5122871477904611,-0.22309303738012728,-0.07939079386696714
SIDM00917,0.2536338368942526,0.777404455271312,-0.2135355422889387,0.9771338680956163,0.6703226732559828,-0.7610539101750744,0.564927082605413,0.0006267952656839542,-0.6850960021225068,-0.9074525606234912,-0.7306007597951131,-0.724651281633404,3.3573954832989554,1.338334932273832,0.3954024949423983,-0.845652064579716,0.7032882367405254,-0.7330364839617154,-0.6300975969652289,1.4353305093647586,-0.6847001029446194,-0.08737606934962737,2.1682208807797045,-0.8741658007273992,1.1117795845019818,0.36611728776337293,0.782457254819834,-0.20693165105610548,0.9905951288813049,-0.44961501627394507,-0.43991493639764384,0.08467401772111477,-0.53140709085529,1.5502036363871254,2.0967618944171535,0.663765774420722,0.12581611851856564,0.6162921631342847,2.706514981805068,-0.9595105649230067,2.926357499895323,0.5455241666444859,-0.8294919534732412,0.7518296918279702,0.4079912195723818,-0.4990074757813973,0.5785314872233444,0.7794190322807186,-0.701575656143487,-0.01219307294287043,1.2801219036293354,2.04988231234367,0.6747655177517772,1.0781721097533157,-0.919667194283133,1.2852809793337285,1.689954614467088,0.3104583380836929,-0.6760700955178034,-0.7702050369423559,1.9585406266749203,-0.7183357642166691,-0.6908944153962893,-0.5683018791586874,1.6334552938488958,-0.33826179106292537,0.9638713702942754,0.8048113347755264,-0.6685680443627056,-0.7452880684152653,-0.5182838873921791,-0.63225772631521,-0.25235009453546553,2.8190497763926996,-0.5377656233603392,0.5712278422207611,-0.7207177122178672,1.6959402178273975,0.29428175640692444,-0.7452853305088003,0.6552993831852555,-0.8178415208073184,3.718085991935867,-0.7207299110933022,-0.24510493242871217,0.09639864077465503,-0.45814276637380663
SIDM00309,0.3099802629052463,-0.055147137698300645,0.20761519131939282,1.0570803897792147,0.7255659061086115,-0.8123720685046184,0.3950850461111661,-0.2046267553936103,-0.13943586042630793,-0.7253333694814766,-0.5797154113394737,-0.19003279365953166,3.206954755368168,1.147763286233921,0.45239454760209463,-0.8265444768270023,1.4346878852123166,-0.5656181264521617,-0.3743296156063484,1.29693709399388,-0.5761599240701236,-0.5982155072109197,1.533801591408699,-0.7844515910609601,1.0417012936541494,-0.03539533274547862,0.04136872496734211,-0.20130190250486923,0.45075864080864786,-0.2912125403265399,-0.5673413731578653,0.4936599235207511,-0.323607853268389,1.256524659301111,1.551214464507327,-0.7264453332169778,0.5986800821643932,-0.7015432307637346,1.4951173730900065,-0.8841088460690008,2.224831625741866,0.6321035255310687,-0.04938563469555932,0.19821987316206793,-0.8541154838838494,-0.35404607635741997,1.0882773068400704,0.4579589061151084,-0.033408677656909594,-0.07075364474348073,0.8246431740491675,1.5938635558462186,0.44635764588407606,1.4073051121288134,-0.6905337454649281,1.531051666763261,1.5048333566815733,0.07713419241059723,-0.8757767662587655,-0.8065586678831088,2.4146624265769354,-0.7618984577049985,-0.6313072114380596,1.750803738259115,1.5772688397020425,-0.5719067588538529,-0.80283909773139,0.8865008859242206,-0.5076810135194458,-0.42172379788324077,-0.3023497376807371,-0.7274256664601348,0.5992906972010221,2.96921043661516,-0.4883528195407754,0.8186152745784866,-0.4331368386889992,0.9023372519923574,0.4332412209128918,0.03734112104455086,-0.5018997117469767,-0.8930298224404057,2.732357095998629,-0.7952065883643438,0.4480503783760847,-0.33145082133245723,-0.1603682274832688
SIDM00099,-0.16120780182301667,0.23750660699476628,-0.08057002665373103,0.9480620406235725,1.1767266262913327,-0.8420840144334021,-0.1314351669885786,-0.27999962201641565,0.18283289187023502,-0.8560101906788121,-0.40823267649714723,0.37613355995859515,3.0532204681686075,1.2478765894550923,0.5498496685699232,0.034040901227907885,1.2518102860044347,-0.31714104277833766,-0.31302835707563065,1.6865245406992782,-0.7950408368578683,-0.4747716843383623,1.4524860221399285,-0.8644266442960508,0.9734616798497266,-0.178519674526836,0.6150369187560697,-0.21125073452829746,0.6299711438164668,-0.2291313922542609,-0.5616008280392394,0.8170545542886334,0.4590628778438762,1.2061207614674792,1.5303667233180474,-0.1894486610617859,0.6202538847874911,-0.7347915157505426,1.4286800173594663,-0.9648495501046708,1.3423688261952067,0.833796751022729,-0.4890676835513929,0.4272251428179874,-0.8097681129008282,-0.48127298654902717,1.0093641595797609,0.39921775645209767,0.21846877828626285,0.13366079755805624,1.0564531830981947,1.7953402335997541,0.6730085000785737,1.1649822417382556,-0.886350060965009,1.4339588043516427,1.4122137773275276,0.007434448992897634,-0.8526921428954776,-0.825330800844958,2.3036674925774863,-0.7456488710774126,-0.5641982815937756,1.9893804939894844,1.5501048087287475,-0.745840851085465,-0.60294501058701,1.152907459884284,-0.5075803602465088,-0.2503047552254338,-0.447926103211925,-0.6312933061823776,0.6284943136407297,2.9180245770156317,-0.4606656978346491,1.1122126124745342,-0.7296459678057524,0.9772417205774084,0.2470462313405816,-0.14498182381377514,-0.60403659056009,-0.8861814506721555,3.4496867517063508,-0.7412131459935081,0.393917948673841,-0.30151261608262947,-0.29295489699624994
SIDM00276,0.5405277638057181,-0.0659297637105213,0.6494015291488326,0.5164845613433473,0.6944907569106895,-0.8100300141193602,0.9347232620628585,0.02324145318821019,-0.47383488992087736,-0.7349948855980704,-0.52772904331997,-0.40741203898103584,3.610447047329042,1.674335808678893,0.3161848239752825,-0.9211039188489438,1.2834932020677752,-0.7453663818845296,-0.26410001922606646,1.5730502356630185,-0.051046874548187834,0.4225250613223542,2.019959361654287,-0.5975084920605342,0.833516480644265,-0.22945576373960963,-0.6031037443706602,-0.5708864249561418,0.6547302772448635,0.11933883765264834,-0.5956790432627415,-0.5236253301058503,-0.5519477570600904,1.9524905147513523,1.9575623215250881,-0.6447949345224916,1.1105277507367421,-0.6869865589032614,1.5166522702960785,-0.9643608758669484,1.8837504521796675,0.4636340472715856,-0.41397870405731296,0.3901472004011665,-0.8267639290855728,-0.576300583743626,1.1816656923996194,0.26240778424630146,0.24900124400107013,0.2185667859797125,1.077163353343616,1.6862762082929676,0.6515748950888393,1.3552218174092572,-0.617326739525956,1.3183493700636075,1.632317610273234,0.3319259955565263,-0.18137843871617335,-0.8255138781172602,2.2764658437792575,-0.7116451058201524,-0.5246445880461084,1.110777565362061,0.900585957550162,-0.6488194164256283,-0.8295392935450043,-0.2544386692240276,-0.45069797981220244,-0.6224876156625813,-0.4848161184318683,-0.6782755746943571,1.1643684646006895,3.200467576990951,-0.3152874840479835,0.6775051647594175,-0.4785287508458978,0.4020237646019066,0.030209795559018312,0.08364247661362709,-0.5315367247175582,-0.849559021614896,3.269642499407298,-0.8724342233570149,0.017545209832525784,-0.49045962005312094,-0.4121884693058777
SIDM00311,0.016676397282197126,-0.03247697834325912,0.48251935496648896,0.8036714917234041,0.5447987316773143,-0.8127392125710633,-0.05800355752280554,0.03901809182694378,-0.6774638423541632,-0.7791801749211242,-0.6178468875802071,-0.19024781705445357,3.218455362277995,1.649974251484997,0.5379680922769874,-0.8430178040505248,1.179641852767542,-0.3746368084386204,-0.2844104108884494,1.3593653195542226,-0.6762071721589009,-0.7453538371884136,1.8896826961927777,-0.9000853827007476,0.9924763886210323,-0.1436366764423288,-0.5754608576763738,-0.48704365733361277,0.6322739910185315,-0.04068572253821361,-0.6105409974472994,1.2196250811804759,-0.27243689547260147,1.5785594577365645,1.635529327971572,-0.8195218274826874,0.29001810221540564,-0.4863196877432758,1.7807493777478833,-0.9487115228886926,1.7433000336297542,0.6037743687259487,-0.4086980928180935,0.38729023043362193,-0.751888574666709,-0.41368099135544933,1.1499067182680816,0.3726661133755071,0.11182122054986383,0.15884163586295352,0.6097701032741664,1.282951438624949,0.5102474431294666,1.1097653499745967,-0.4807646145470617,1.7525331315109194,1.94668119336897,0.08589945360217498,-0.7192593007611314,-0.8707224463134619,2.3705340957315637,-0.724015217636265,-0.5386402134063379,1.1408512642531226,1.271290093423999,-0.677359328236902,-0.829927386537892,0.5427949534708034,-0.7006534144687454,-0.19058832911240217,-0.4469434427113543,1.4863560720807152,0.5709020553360239,2.719650241322372,-0.4660973343828472,0.942535290863256,-0.512969308183406,1.2324268605147033,-0.16744840637044256,0.5336817975130287,-0.5452007531527697,-0.8836493369295378,3.0929466970782067,-0.7787929081177212,0.1285457339194544,-0.1528127154303174,-0.2815786822959473
SIDM00970,0.47699840145989814,0.06815208203162508,0.2927011409601079,0.3015782067203512,1.0032059249628758,-0.7702518987849236,0.4088838041853898,-0.08777845381550912,-0.7944774564879362,-0.9281528192964889,-0.7816561380361642,-0.17167322440950866,3.551318309040386,1.1953376291286242,0.4361938112367892,-0.8504491830167896,0.926248724312014,-0.7313323960086201,-0.08106132453348147,1.0350064504926018,-0.426249581568136,0.16764458696924706,1.5480021660770813,-0.46211285985304,1.2089254783997123,-0.0316694772888078,-0.25477635394625303,-0.25018499616597295,0.9012617058387902,-0.10547988580351268,-0.32945864135872244,-0.6749385025122266,-0.8508602838977936,1.2890579677789475,1.7772022885091538,-0.9149641444550596,0.3293145122295789,-0.6940898776794232,2.047102764470724,-1.0369916978295395,2.2527880968170315,0.7419548768709279,-0.12257386523000707,0.8119872597350951,-0.8149726060877294,-0.6183407853938081,1.3507311932125972,0.950953038465395,-0.4620419677363416,0.02339370108682473,-0.4398353532196122,1.5783739419319924,0.8955143169693113,1.3371286241953104,-0.9071411571691793,1.875124878476745,2.0859728402108395,0.016143176077876336,-0.8115153226988477,-0.8430843037827455,2.024718125994699,-0.8110981948977425,-0.6324745662779586,2.0377973060067225,0.979103906486245,-0.4642723288066422,-0.7892635762616721,0.20635956422258805,-0.7777194797983332,-0.7587748205084407,0.0761126156007925,-0.683605856009126,1.0728471158117499,3.006917984436023,-0.6567645675008575,0.9291838685627761,-0.46976142432206475,0.6516507787099076,0.07842511824996666,0.6491339547961573,-0.7197542934563707,-0.8142050182533425,3.2152483165126724,-0.8051315465966639,0.8979135918164843,0.024174200640533106,-0.3230373291454919
SIDM00103,-0.21195830567363155,0.11201949844336118,-0.11479201140650103,0.8192588864072707,0.842042295483723,-0.7969174172790026,0.03518218325869957,-0.4002499698683956,0.032242709803042786,-0.8208301879573763,-0.5659587725920221,0.023540062073262376,2.958465604529141,1.8978223731815576,0.35132433999866564,-0.8549719750111858,1.506035085821319,-0.4893605069602958,-0.33744940059802536,1.7208696588265395,-0.6938380170967033,-0.3199136617291577,1.3916393884940752,-0.8843601089565523,0.9419679025363212,0.1526785008488658,-0.1605100913713362,0.019129677406904372,0.5596997983149516,-0.06847722136698463,-0.5499446939252121,1.206228634618821,-0.24893693507670495,1.5912580346491147,1.6238428467390442,-0.7082211704444847,0.80055510601947,-0.6853490195046105,1.2461389920078365,-0.874984752403053,1.3316515770819293,0.6115918772422926,-0.32664288476617903,0.3533626797819316,-0.8467818040121766,-0.4292891057591731,1.4511064022891142,0.14464132941274382,-0.0009420409975655662,0.05682964877522256,1.1768239371450604,1.8739563973929787,0.019609299068091418,0.8985220835888357,-0.8709323542503448,1.319050504339812,2.0146627826901082,0.0004835080749557808,-0.7078334621556196,-0.7727753529250456,1.8545766415307026,-0.623405328104998,-0.5112781826152797,1.692495608595488,1.4321080197998055,-0.8018036490477344,-0.7675654380186656,0.23137660798610885,-0.5650777545370397,-0.3875862553480194,-0.08897887607116148,-0.17383274304553611,0.4580110810559802,2.977584642823896,-0.5608796842096238,0.7256121625759887,-0.7236374164487444,0.8649885642906499,-0.012228360223561519,-0.4602785028362328,-0.5742533021236681,-0.8531265428319164,3.283860935586649,-0.8415395909860525,-0.24499821549340217,-0.19631857119045654,-0.10318863179885122
SIDM00266,0.1439342599588066,0.18691646827734318,-0.19522280359195227,0.73891556292186,0.7998530910773893,0.3009426408206368,0.6590577147888692,-0.09193443216896079,-0.636729203202526,-0.5165211405650123,-0.8243468846523468,0.43328065627730916,3.061270423425398,1.022659073854535,0.5044365911171107,-0.3384008476793809,0.8550364573565588,-0.70960985344988,-0.604682494559172,1.421884080467031,-0.7207346332098546,0.1151396341686013,1.3033679463501235,-0.8903437861128596,0.6750494982901337,-0.2454207720614906,-0.4149837736893541,-0.20465054875850483,0.9413423946144405,-0.3555052293772311,-0.5117967119573102,0.4801144684698076,-0.8347357449295455,1.6647147494627599,1.4884797745308012,-0.5208569282741627,0.43598438125523226,-0.7361585838228143,1.2716264406624573,-0.8925703023411253,1.5394493332535957,0.5948286514554698,-0.6945217951117894,0.5203234391390296,-0.8496389728152324,-0.5568467555927609,0.7427837498526729,0.6946840758175171,-0.4727299439307586,-0.248028129252309,0.5006342939130843,1.608867664968994,0.9111993007529532,1.237918109598917,1.332916152465452,1.3629373334990487,1.5966987588794854,-0.1599034263136676,-0.7651720164127352,-0.8042179766401557,2.37260708025159,-0.617921737666568,-0.7797198244518034,2.5759797624614174,1.0316435530116193,-0.5568906287862644,-0.5357728627624754,0.2817151301678457,-0.7816475923831315,-0.3696895716185509,-0.2411835508957855,-0.6778363514919016,0.3005009183936125,2.782561545550829,-0.6844618064062402,0.9126078970805189,-0.576195003003543,0.975240071825603,-0.33462897669646635,-0.6661600216761644,-0.6595534890448225,-0.8757587307964612,3.581292603776316,-0.6325575608303017,-0.5482205167142229,-0.043248545248515055,-0.44868059800330085
SIDM01064,-0.1351704207431215,0.4878491632261718,0.314366468197255,1.136571207278792,1.1271093323880224,1.0895075749060357,0.5145193299498427,0.05294810681312053,-0.7997190112181882,-0.8213093923086365,-0.791197083897394,-0.8080556540446873,3.2433268058588194,1.4177359754703631,0.9311953063125066,-0.8129703626216489,1.1711456279706722,-0.7211204087121691,-0.7070937817670304,1.1257725690972324,-0.6653671393407016,-0.3823909016943919,1.9344409784512715,-0.8515695156283735,1.5397970858077232,-0.051216720492121844,-0.021125039430176577,0.25313698106360166,0.9041467708888243,0.12561007301362406,-0.5099221426094163,-0.11945178075025636,-0.4457132286410602,1.8509542624253292,1.7085587502100803,-0.8019626120050988,1.0024155733741154,-0.7454782273242749,2.224705986401305,-0.902720601210456,2.441087912138068,0.8955226757344096,-0.7432987552748739,1.324784881453375,0.00999373611543667,-0.2614683980259644,0.8651038677438343,0.7549958733303839,-0.6819687123538682,0.054157544537158105,-0.43489550792283205,1.0044439342394096,1.139741061167428,1.455623767041481,-0.8499676609529545,1.187079652225721,1.8670770261349545,0.11853981156144153,-0.8122230600814839,-0.49991072198858444,2.128135699006888,-0.6157933595867451,-0.6254464969080018,-0.7509793774513629,1.305311154087349,-0.5222596854068073,0.02402569224610241,0.03996000980825288,-0.6385175427619414,-0.6416339521020705,0.642153748104976,0.5621847384858191,1.1340757855931924,2.8181469355738145,-0.5881384431654524,0.607367515044863,-0.09958872918827921,1.6317312906782862,0.201441486318639,0.8469260362458246,0.5128280268281551,-0.8553851177018004,3.3431577744670253,-0.7788569289509498,1.2133393179603242,0.8846240816513324,-0.3221179351293593
