,drug,cell_line,IC50,prediction
0,Dabrafenib,SIDM00201,4.4734655,1.0111794
1,AZD7762,SIDM00346,-0.4462809999999999,2.183499
2,Leflunomide,SIDM00859,4.32032,2.5960553
3,Wnt-C59,SIDM00534,2.810193,2.8024902
4,WEHI-539,SIDM00203,3.061166,3.7501385
5,OTX015,SIDM00974,3.725203,0.8007389
6,Ibrutinib,SIDM00411,5.899052,4.7739224
7,Sepantronium bromide,SIDM00042,-5.8211975,4.3097367
8,Dactinomycin,SIDM00632,-5.825258,2.0803378
9,CZC24832,SIDM00540,5.488764,0.10950677
10,Wnt-C59,SIDM00612,4.5870045,4.1640096
11,BMS-754807,SIDM00216,-1.291566,3.6640046
12,Sabutoclax,SIDM00308,-1.98858,3.0243366
13,Wee1 Inhibitor,SIDM00489,0.980307,2.4246292
14,Ruxolitinib,SIDM00599,4.3168945,2.7103927
15,Wee1 Inhibitor,SIDM00003,1.012738,2.5794065
16,Leflunomide,SIDM00427,4.257889,3.0617893
17,Dabrafenib,SIDM00826,-0.075091,1.8667698
18,AZD7762,SIDM01183,0.2055136666666666,3.3723621
19,CZC24832,SIDM01007,3.507873,-0.01925596
20,Ibrutinib,SIDM01120,5.42526,3.5526783
21,CZC24832,SIDM00211,2.866025,-1.0132332
22,Ruxolitinib,SIDM00781,5.242806,4.715396
23,Dabrafenib,SIDM00680,5.525157999999999,2.2195833
24,Dabrafenib,SIDM00389,3.288884,0.35749948
25,Wnt-C59,SIDM00047,4.068933,3.1236522
26,Sabutoclax,SIDM00577,-2.165106,3.8743327
27,Sepantronium bromide,SIDM00047,-5.463869,3.7483735
28,WEHI-539,SIDM00528,4.668635,3.9757457
29,AZD7762,SIDM00527,-1.591596,2.7761974
30,Dabrafenib,SIDM00632,1.724149,0.54375833
31,Ibrutinib,SIDM00103,6.349576,3.9701195
32,Dactinomycin,SIDM00218,0.3218264999999999,5.714316
33,Ruxolitinib,SIDM00216,4.587106,2.5908618
34,OTX015,SIDM00834,4.277906,2.9433932
35,AZD7762,SIDM01175,2.4667096666666666,4.648074
36,Dabrafenib,SIDM00082,3.222405,1.8500369
37,CZC24832,SIDM01114,3.823074,0.43609217
38,CZC24832,SIDM00324,5.00421,0.37344682
39,Wee1 Inhibitor,SIDM01097,0.779505,2.5081432
40,Dabrafenib,SIDM00817,4.4795785,2.0492923
41,Leflunomide,SIDM00953,4.160465,3.4383807
42,AZD7762,SIDM00227,-0.628864,3.6126812
43,Ruxolitinib,SIDM00527,4.600614,3.2007535
44,CZC24832,SIDM00174,3.977655,0.11105194
45,Leflunomide,SIDM00406,2.858465,2.1631196
46,Ruxolitinib,SIDM00969,4.452237,2.9243119
47,Dabrafenib,SIDM00291,1.8860145,1.3573674
48,WEHI-539,SIDM00905,4.292709,4.0804925
49,Sepantronium bromide,SIDM01248,-4.8301425,3.7409222
50,Ibrutinib,SIDM00198,5.396274,2.5845058
51,Sabutoclax,SIDM00195,-1.271226,4.2017875
52,CZC24832,SIDM00842,4.643635,1.0412537
53,Ibrutinib,SIDM00407,0.54719,1.2286115
54,WEHI-539,SIDM00242,2.189878,3.7349818
55,Wee1 Inhibitor,SIDM00233,-0.588905,1.790709
56,AZD7762,SIDM01247,-1.898701,2.8221714
57,Ibrutinib,SIDM00976,5.902417,3.4859636
58,Leflunomide,SIDM00263,5.381485,3.5567715
59,Sepantronium bromide,SIDM00292,-5.3072425,5.0394273
60,Ruxolitinib,SIDM00501,4.773867,3.793095
61,Dactinomycin,SIDM00781,-2.355409,4.745332
62,AZD7762,SIDM01198,-1.1429156666666669,2.3850691
63,AZD7762,SIDM00198,0.2535895,2.5206106
64,Wnt-C59,SIDM00833,3.966146,3.8054817
65,Sabutoclax,SIDM01197,0.58037,4.386015
66,OTX015,SIDM00274,2.707552,2.3329039
67,CZC24832,SIDM00346,4.29186,-0.25300795
68,CZC24832,SIDM00121,3.100095,-0.43469903
69,Ibrutinib,SIDM00935,-1.188035,2.4472015
70,Dabrafenib,SIDM00098,4.188765500000001,1.9726694
71,Wnt-C59,SIDM00846,2.795865,3.457595
72,OTX015,SIDM00176,3.412868,1.2060204
73,Sepantronium bromide,SIDM00976,-3.5709845,3.8921378
74,Leflunomide,SIDM00420,5.584777,4.164063
75,Wnt-C59,SIDM00721,5.639853,3.8962407
