,drug,cell_line,IC50,prediction
0,Olaparib,SIDM00875,2.912050333333333,2.18951
1,Entinostat,SIDM01140,0.385456,2.8213289
2,Obatoclax Mesylate,SIDM00094,1.1680755,5.1602597
3,Palbociclib,SIDM00599,3.0441155,1.4891152
4,AZD6738,SIDM00420,2.4414755,2.119883
5,Entinostat,SIDM00501,2.45602,3.7681148
6,MN-64,SIDM00814,5.15109,3.1274078
7,Savolitinib,SIDM00422,1.949934,3.2259603
8,AZD4547,SIDM00817,3.812196666666667,-0.2880293
9,NVP-ADW742,SIDM00550,1.679199,4.159789
10,Palbociclib,SIDM00638,4.2234255,2.3600953
11,Cytarabine,SIDM00974,-0.0426374999999999,5.2064104
12,Taselisib,SIDM00627,-0.696875,3.3218544
13,VE-822,SIDM01095,1.836412,2.1422641
14,Gemcitabine,SIDM00535,-1.6671273333333334,3.5267727
15,AZD3759,SIDM00384,1.73871,2.069956
16,Gemcitabine,SIDM00659,-3.508871333333333,3.0730774
17,NVP-ADW742,SIDM00592,2.270735,3.1855109
18,AZD4547,SIDM00308,2.083488,-1.515278
19,Cytarabine,SIDM00262,0.970566,4.992704
20,Cytarabine,SIDM00427,-1.211762,3.7559278
21,Gemcitabine,SIDM01047,-2.903431,1.3009394
22,Savolitinib,SIDM00375,2.619515,4.981589
23,Palbociclib,SIDM00842,2.157672,2.1545303
24,MN-64,SIDM00417,4.507898,4.12126
25,MN-64,SIDM00023,6.273855,4.293996
26,Taselisib,SIDM01160,3.722257,4.4829607
27,NVP-ADW742,SIDM00638,2.710726,3.510657
28,Obatoclax Mesylate,SIDM00023,0.0557665,4.8799314
29,Obatoclax Mesylate,SIDM00202,0.9829345,2.9242647
30,AZD4547,SIDM00970,2.4949423333333334,-0.41313267
31,Olaparib,SIDM01259,2.3316436666666664,1.8629146
32,Olaparib,SIDM00261,1.0119793333333331,2.5130565
33,AZD4547,SIDM00583,3.2605836666666668,0.85885006
34,MN-64,SIDM00203,5.444619,3.7227323
35,VE-822,SIDM01090,3.316805,2.4750664
36,Taselisib,SIDM00789,0.7921,4.1182175
37,Savolitinib,SIDM00299,4.577383,5.231193
