,drug,cell_line,IC50,prediction
0,Afuresertib,SIDM00127,1.532706,4.3765106
1,Trametinib,SIDM00234,-0.6844520000000001,-1.214709
2,Trametinib,SIDM00600,-3.9769335,-1.4046474
3,PD0325901,SIDM00638,0.9421035,2.7799246
4,Dasatinib,SIDM00488,-0.674317,2.8425796
5,Cyclophosphamide,SIDM00561,4.404114,0.8244104
6,Osimertinib,SIDM00549,0.792496,0.5699189
7,Afuresertib,SIDM00968,2.512336,4.0497026
8,PRT062607,SIDM00393,2.385608,2.3117497
9,PFI3,SIDM00362,3.486362,0.49120906
10,ABT737,SIDM00202,-2.39304,1.0932945
11,Talazoparib,SIDM00260,5.934196,3.665105
12,MK-2206,SIDM00243,-0.0307494999999999,2.3466508
13,GSK591,SIDM00427,4.140573,-0.45973933
14,Ulixertinib,SIDM00274,1.6454695,3.5291412
15,Erlotinib,SIDM01133,4.309572,1.5374681
16,Talazoparib,SIDM00418,2.9362455,4.462243
17,Cyclophosphamide,SIDM01259,5.129478,1.0895369
18,Ulixertinib,SIDM00835,3.2002795,4.066652
19,Dasatinib,SIDM00251,4.14583,2.5745473
20,PFI3,SIDM00846,5.050288,2.0913494
21,Dasatinib,SIDM01174,3.357426,3.6874092
22,Osimertinib,SIDM00214,1.115264,1.9815797
23,Erlotinib,SIDM00367,3.712832,0.45267794
24,PD0325901,SIDM00302,-0.49516,2.844832
25,PRT062607,SIDM00420,4.218709,2.7058773
26,Dasatinib,SIDM00375,0.144782,2.5996644
27,Ulixertinib,SIDM00549,2.396136,1.8873347
28,Cyclophosphamide,SIDM00410,4.300019,1.1763005
29,Dasatinib,SIDM01161,-3.3886935,2.077595
30,Ulixertinib,SIDM00320,4.453036,3.7656229
31,PD0325901,SIDM00541,-1.9881325,2.521107
32,Talazoparib,SIDM00407,3.2505315,2.6752465
33,PD0325901,SIDM00583,1.641708,3.506204
34,Ulixertinib,SIDM00056,1.1917325,3.1126893
35,GSK591,SIDM00875,3.624048,0.0900512
36,Ulixertinib,SIDM00958,1.1968715,1.3462856
37,PD0325901,SIDM00350,-1.249941,2.4824286
38,Talazoparib,SIDM00328,5.67477,3.6063025
39,Ulixertinib,SIDM01228,1.711931,3.0290327
40,ABT737,SIDM00975,0.613451,1.385782
41,Osimertinib,SIDM00420,3.108283,2.054754
42,PRT062607,SIDM01095,3.05884,2.0292876
43,Trametinib,SIDM01248,-1.231516,-0.46995428
44,Cyclophosphamide,SIDM00233,4.507502,-0.16948779
45,Dasatinib,SIDM00688,2.121135,1.2941351
46,GSK591,SIDM00444,5.896787,1.4460025
47,GSK591,SIDM00680,4.151777,1.2918454
48,MK-2206,SIDM00541,1.7603355,2.859824
49,Osimertinib,SIDM00389,1.297342,0.21801569
50,PD0325901,SIDM01098,0.8736655,2.6608133
51,Osimertinib,SIDM00256,1.115958,0.71698177
52,MK-2206,SIDM00974,2.312142,2.7256157
53,ABT737,SIDM00834,3.453753,1.3160827
54,PD0325901,SIDM00562,1.5770475000000002,2.3341517
55,ABT737,SIDM00962,-2.765518,-0.66129935
56,Cyclophosphamide,SIDM00099,6.269198,3.2250538
57,Talazoparib,SIDM00233,0.922631,2.7123451
58,Osimertinib,SIDM00964,-1.185578,1.1419058
59,Dasatinib,SIDM00407,-4.4507675,0.7929394
60,PFI3,SIDM00517,5.774298,2.1091912
61,GSK591,SIDM00826,5.81982,1.0914288
62,PRT062607,SIDM01064,4.263023,2.5388525
63,Ulixertinib,SIDM00975,1.1531875,3.3609207
64,Dasatinib,SIDM00276,-2.5557135,2.5789416
65,Talazoparib,SIDM00569,2.6529315,3.8145297
66,GSK591,SIDM00082,4.211547,1.7414885
67,Osimertinib,SIDM00098,1.197206,2.287714
68,ABT737,SIDM00438,3.009115,1.2785167
69,GSK591,SIDM00969,3.736686,0.30384162
70,Cyclophosphamide,SIDM00332,6.559315,2.0208201
71,Osimertinib,SIDM00218,5.205943,3.8831046
72,Erlotinib,SIDM00216,0.774098,0.6056435
73,ABT737,SIDM01093,3.100827,2.221905
74,Cyclophosphamide,SIDM01090,4.693715,0.70511305
75,Talazoparib,SIDM00264,-1.575634,3.6970174
76,GSK591,SIDM01092,5.125682,0.13994624
77,PRT062607,SIDM00196,2.453866,2.0518377
78,PFI3,SIDM00781,6.548973,3.0705745
79,Osimertinib,SIDM00577,1.449912,1.6681116
80,PD0325901,SIDM01133,2.498861,3.299679
81,PFI3,SIDM00197,5.552338,1.2875578
82,Cyclophosphamide,SIDM01163,7.034638,3.188814
83,PD0325901,SIDM00441,-2.9891745,1.3111153
84,Ulixertinib,SIDM01237,4.1118255,4.1896
85,Ulixertinib,SIDM01149,3.181061,2.228587
86,PRT062607,SIDM01205,2.454548,1.6867326
87,Trametinib,SIDM00679,-0.3267925,-0.42094386
88,Osimertinib,SIDM00632,1.606104,0.84243435
89,Erlotinib,SIDM00308,1.8881695,0.46480763
90,Talazoparib,SIDM00289,-0.8723485,2.816261
91,ABT737,SIDM00120,4.30424,2.1518295
92,MK-2206,SIDM00528,0.1063005,2.6618183
93,PFI3,SIDM00420,5.608977,2.607609
94,Trametinib,SIDM00655,1.68772,-0.7115959
95,GSK591,SIDM00384,2.74159,-0.43552634
96,Cyclophosphamide,SIDM00971,6.144244,2.9555185
97,Trametinib,SIDM00579,-1.4274165,-0.62242836
98,Trametinib,SIDM00551,-2.325783,-0.73585486
99,GSK591,SIDM00420,4.825769,1.2677672
100,Dasatinib,SIDM00417,2.195929,2.9949567
101,GSK591,SIDM01047,3.410822,-0.39140722
102,PFI3,SIDM00190,6.769222,2.7065907
103,GSK591,SIDM00285,5.01086,-0.23259051
104,Trametinib,SIDM00343,2.1035685,0.4857632
105,Osimertinib,SIDM01174,3.296387,2.8382032
106,Afuresertib,SIDM00156,4.641968,4.1616793
107,Cyclophosphamide,SIDM00224,5.429899,2.1894348
108,Dasatinib,SIDM00758,3.635058,2.91273
109,Trametinib,SIDM01245,1.474533,-1.4860228
110,Cyclophosphamide,SIDM00600,4.162443,0.797557
111,PRT062607,SIDM00227,4.496437,2.5823538
112,MK-2206,SIDM00565,3.4983075,3.3640006
113,PRT062607,SIDM01245,1.622944,1.4105892
114,Erlotinib,SIDM00120,3.993615,2.683845
115,PFI3,SIDM00023,6.574526,2.363043
116,Ulixertinib,SIDM00527,0.084038,3.0834115
117,GSK591,SIDM00487,4.956636,1.0482775
118,PRT062607,SIDM00096,1.111939,0.87521255
119,Erlotinib,SIDM01168,4.112417,2.702299
120,Osimertinib,SIDM00864,0.917085,1.4573088
121,Osimertinib,SIDM00541,0.489792,2.2515576
122,PRT062607,SIDM00264,3.211485,2.5772858
