,drug,cell_line,IC50,prediction
0,Linsitinib,SIDM00202,1.1471795,2.2397718
1,I-BRD9,SIDM00375,5.680769,4.583601
2,Buparlisib,SIDM00225,1.649161,1.5068182
3,BMS-754807,SIDM00136,-1.4329275,0.87767136
4,Entospletinib,SIDM00958,2.171126,2.317963
5,Osimertinib,SIDM00412,-0.223318,0.7472056
6,Venetoclax,SIDM01174,4.563162,4.343118
7,Paclitaxel,SIDM01006,-4.897769,-2.397507
8,Niraparib,SIDM00099,6.730591,5.9407344
9,Palbociclib,SIDM00935,0.8469855000000001,2.233076
10,Foretinib,SIDM00233,0.1451215,-1.0247383
11,GSK2578215A,SIDM00444,2.323853,4.027679
12,Trametinib,SIDM00099,0.1157444999999999,0.5663067
13,AZ6102,SIDM00530,3.614544,3.6206257
14,VX-11e,SIDM00808,3.520727,2.333796
15,Fulvestrant,SIDM00111,3.669574666666667,3.4855275
16,Afatinib,SIDM00224,3.1259339999999995,2.291722
17,Tamoxifen,SIDM00606,3.101656,3.7710788
18,PFI3,SIDM00834,5.964981,6.4090056
19,VX-11e,SIDM00504,3.174275,2.532827
20,BIBR-1532,SIDM00424,4.292196,3.3774173
21,OSI-027,SIDM00810,3.5443775,2.4434152
22,EPZ004777,SIDM00375,5.754359,4.8363686
23,VE821,SIDM00783,5.195233,3.2545543
24,Cytarabine,SIDM01006,3.1105215,0.41156045
25,SCH772984,SIDM01093,4.361179,4.2961297
26,BMS-536924,SIDM00549,2.829683333333333,1.8842942
27,Dinaciclib,SIDM00264,-1.855651,-2.8136122
28,Ipatasertib,SIDM00600,2.843806,3.4780674
29,MIRA-1,SIDM00846,4.336999,5.305773
30,Docetaxel,SIDM00438,-1.761089,1.0484712
31,AZD7762,SIDM00842,-0.683607,0.48948675
32,MIM1,SIDM01248,4.162001,3.4021149
33,AZ960,SIDM00309,1.640554,1.3423263
34,Buparlisib,SIDM00537,0.369063,1.0956084
35,AZD5363,SIDM00623,3.850706,4.0263844
36,Ipatasertib,SIDM00487,3.769082,2.840069
