,drug,cell_line,IC50,prediction
0,GSK591,SIDM00225,5.011989,4.8397837
1,Vinblastine,SIDM00826,-4.8912525,0.7763503
2,Crizotinib,SIDM01205,2.3480165,1.3283259
3,Dactinomycin,SIDM01102,-5.350423,-3.4524462
4,AZD7762,SIDM00241,0.6172323333333333,-0.62200457
5,AZD6738,SIDM00444,2.4355405,1.7022988
6,GSK2578215A,SIDM00973,5.752878,2.7237456
7,Tamoxifen,SIDM00082,5.0940025,3.9608235
8,GSK2606414,SIDM00569,4.171659,3.884648
9,Olaparib,SIDM00584,3.794412,4.38751
10,AZD7762,SIDM00534,2.257962666666667,-0.085273854
11,Irinotecan,SIDM00190,3.855289,4.102796
12,Talazoparib,SIDM00230,1.3491615,3.098564
13,LCL161,SIDM00496,4.600843,2.9523628
14,Olaparib,SIDM00269,1.31694,2.4130511
15,BMS-754807,SIDM00837,-1.4542324999999998,1.7162327
16,Irinotecan,SIDM00343,5.679202,4.28208
17,Docetaxel,SIDM00316,-6.217428666666667,-1.6973184
18,CZC24832,SIDM00970,5.676604,4.75068
19,Ipatasertib,SIDM00448,3.497812,3.3670485
20,Fulvestrant,SIDM00837,3.5032153333333333,3.1239583
21,Paclitaxel,SIDM00841,-3.732144,-1.2478527
22,BIBR-1532,SIDM00793,2.52451,4.690951
23,Palbociclib,SIDM00491,2.8219195,2.157894
24,Paclitaxel,SIDM01019,-2.5988105,-2.7553594
25,Rapamycin,SIDM00111,0.046332,-0.8116653
26,OF-1,SIDM01064,4.559613,3.4993496
27,GSK2606414,SIDM00129,2.427475,3.3648362
28,Gemcitabine,SIDM00056,-2.108801666666667,3.4189014
29,MIM1,SIDM00793,2.58102,2.9782467
30,Dactinomycin,SIDM00234,-4.4535350000000005,-2.1255703
31,Foretinib,SIDM00199,-0.560052,0.37159744
32,P22077,SIDM00535,6.815623,5.2149262
33,Nilotinib,SIDM00929,4.143055,3.6091022
34,Dactolisib,SIDM00466,1.0234845,2.884413
35,Nutlin-3a (-),SIDM00544,1.6222154999999998,4.178312
36,EPZ5676,SIDM00519,6.248687,5.5391383
37,Osimertinib,SIDM01228,-0.475064,1.7232875
38,WEHI-539,SIDM01149,-2.271216,1.1833681
39,Temozolomide,SIDM00377,5.6588425,6.6257987
40,Sapitinib,SIDM00045,2.612567,1.5432752
41,PD173074,SIDM00496,3.2939635000000003,3.0921013
42,AZD5582,SIDM00498,1.749244,2.0002587
43,Gefitinib,SIDM00350,-0.8124415,1.7600696
44,Luminespib,SIDM00211,-4.0565345,-2.8128827
45,Wnt-C59,SIDM00077,4.2479095,3.854951
46,Linsitinib,SIDM00180,3.16108,3.2153716
47,Dinaciclib,SIDM00832,-0.679866,-1.17508
48,Afatinib,SIDM00530,-2.3793416666666665,1.3406225
49,Tamoxifen,SIDM00127,3.76195,3.6971183
50,Wnt-C59,SIDM00416,2.9390145,3.0827622
51,Dactinomycin,SIDM00231,-2.909825,-2.0310566
52,Trametinib,SIDM01187,3.236443,1.6354574
53,Dabrafenib,SIDM00244,4.276843,2.1726232
54,Lapatinib,SIDM01197,4.9946615,2.3078282
55,Ibrutinib,SIDM00293,5.935689,5.7251153
56,GDC0810,SIDM00182,3.911248,4.603272
57,UMI-77,SIDM00783,3.191307,2.772227
58,Sabutoclax,SIDM01092,-1.031606,-0.7995779
59,Docetaxel,SIDM00974,-4.061766666666666,-0.5886293
60,EPZ004777,SIDM00964,6.01506,3.4297726
61,5-Fluorouracil,SIDM00444,3.3084725,2.744971
62,P22077,SIDM00958,2.143353,2.0253215
63,Ulixertinib,SIDM00842,1.842795,1.777917
64,Linsitinib,SIDM00311,3.332194,3.2853668
65,LY2109761,SIDM00659,4.912318,5.3424745
66,MK-1775,SIDM00102,0.429288,2.4999504
67,Dinaciclib,SIDM00864,-3.837892,-1.9643639
68,MN-64,SIDM00496,3.923015,4.7029133
69,Afatinib,SIDM00389,2.0188865000000003,0.71295756
70,Pevonedistat,SIDM00792,2.0847375,2.0130098
71,Trametinib,SIDM00954,0.8237844999999999,0.93627125
72,WEHI-539,SIDM00599,2.270017,2.8577204
73,Afatinib,SIDM00917,2.0815716666666666,1.6230034
74,AZ6102,SIDM00781,3.362653,4.3858666
75,AZD5363,SIDM01251,1.571292,2.037819
76,Vorinostat,SIDM00276,1.6410675,1.1046302
77,AZD4547,SIDM00137,2.920317333333333,2.6543844
78,AZD6738,SIDM00975,2.0221075,2.1759775
79,Wee1 Inhibitor,SIDM00517,1.104925,2.7335079
80,CZC24832,SIDM00551,3.523863,5.3642316
81,Dabrafenib,SIDM00577,4.53981,4.773353
82,Docetaxel,SIDM00211,-5.2239130000000005,-2.7151096
83,VX-11e,SIDM00537,1.9703695,1.3892151
84,Talazoparib,SIDM00792,4.564451,4.3840823
85,Trametinib,SIDM00267,-1.114719,-1.6996666
86,Vinblastine,SIDM01149,-4.9316745,1.0139102
87,Dactinomycin,SIDM00156,-3.0899225,-0.22274935
88,WEHI-539,SIDM00483,7.257896,5.978294
89,Tamoxifen,SIDM00103,4.360683,4.1169586
90,I-BET-762,SIDM00846,4.4117355,3.7981248
91,Lapatinib,SIDM00181,3.8935365,3.3198464
92,AZD4547,SIDM00412,1.6745566666666667,1.3493434
93,WIKI4,SIDM00145,3.489086,3.5709422
94,Sabutoclax,SIDM01159,0.32726,-1.2712028
95,MK-8776,SIDM00638,3.480905,3.309812
96,AZD4547,SIDM00732,-0.5634326666666666,1.6942636
97,PFI3,SIDM00496,5.812959,5.63118
98,5-Fluorouracil,SIDM01163,6.5675475,4.9033623
99,Ruxolitinib,SIDM00394,4.824014,3.994783
100,PLX-4720,SIDM01245,2.7841566666666666,2.8114045
101,Foretinib,SIDM00655,0.931089,0.6650976
102,NVP-ADW742,SIDM00154,1.66359,2.9407027
103,OF-1,SIDM00129,3.383832,3.647197
104,Leflunomide,SIDM00311,5.626775,5.100455
105,Nilotinib,SIDM00837,3.8844275,2.3461359
106,5-Fluorouracil,SIDM00256,4.2249575,1.8441442
107,Bortezomib,SIDM01237,-3.167876,-2.5209816
108,UMI-77,SIDM00532,1.896261,3.5648563
109,Gefitinib,SIDM00098,3.100996,2.7635834
110,Docetaxel,SIDM00539,-3.827919666666667,-1.4405109
111,Afatinib,SIDM00082,2.890810666666667,2.1895397
112,AMG-319,SIDM00417,4.941511,4.4665937
113,Erlotinib,SIDM00832,5.006289,2.9946635
114,Gefitinib,SIDM00835,1.9362865,3.103145
115,Linsitinib,SIDM00813,2.785153,2.6357458
116,Fulvestrant,SIDM00202,3.593622333333333,3.0577087
