,drug,cell_line,IC50,prediction
0,Rapamycin,SIDM00542,-1.799362,1.9464025
1,GSK2578215A,SIDM00218,7.581259,5.310408
2,ML323,SIDM00951,2.854192,0.14468062
3,PLX-4720,SIDM00958,2.607257333333333,0.67956924
4,AGI-6780,SIDM00579,2.1536795,2.2349727
5,Uprosertib,SIDM00417,4.6382995000000005,1.5855148
6,Ipatasertib,SIDM00596,5.244861,2.5883415
7,Foretinib,SIDM00410,0.6407845,1.4539044
8,Gefitinib,SIDM01228,0.2812125000000001,2.6087418
9,Dactolisib,SIDM00504,-3.4105480000000004,3.0179527
10,PD173074,SIDM00259,3.424969,3.1020763
11,Niraparib,SIDM01161,4.115739,-2.2262788
12,WZ4003,SIDM00632,2.238154,1.324887
13,Daporinad,SIDM01245,-6.725857,-1.5490471
14,PD173074,SIDM00935,2.8530415,2.8195546
15,Gefitinib,SIDM00266,2.5749515,0.87370485
16,GSK2578215A,SIDM00114,6.25368,3.8538737
17,Ipatasertib,SIDM01149,2.057895,0.934803
18,Uprosertib,SIDM00176,3.2102975,1.6579207
19,AGI-6780,SIDM01042,2.189475,0.77892655
20,Daporinad,SIDM01155,-1.381173,1.5172076
21,Gefitinib,SIDM00205,1.0962685,1.1617119
22,Daporinad,SIDM00680,-4.55978,1.6200235
23,Foretinib,SIDM00216,-0.8940250000000001,2.5142715
24,PLX-4720,SIDM00532,3.9665313333333336,2.6212432
25,Gefitinib,SIDM00969,1.7519695000000002,2.2320135
26,PLX-4720,SIDM00218,4.766183333333333,4.637052
27,ML323,SIDM00833,4.499807,4.1584935
28,PLX-4720,SIDM00261,4.321038,1.4477018
29,Uprosertib,SIDM00482,2.3220785,0.6484722
30,AGI-6780,SIDM00082,3.278746,3.4650767
31,Uprosertib,SIDM00958,2.929456,0.13229528
32,Daporinad,SIDM01197,-2.9276090000000003,2.1566036
33,ML323,SIDM01042,4.020805,2.4571695
34,AGI-6780,SIDM00632,2.1963825,2.8594015
35,WZ4003,SIDM00551,2.017036,0.8454594
36,ML323,SIDM00285,3.972294,2.8008578
37,PLX-4720,SIDM00929,3.7796016666666654,2.732856
38,Uprosertib,SIDM01160,5.2569125,2.0093994
39,WZ4003,SIDM00917,2.478805,1.5699424
40,Ipatasertib,SIDM00553,4.693632,-0.054049157
41,PLX-4720,SIDM00781,5.551989666666667,2.9199355
42,Dactolisib,SIDM00202,-2.1166195,2.4429896
43,WZ4003,SIDM00841,5.644172,2.3728616
44,WZ4003,SIDM00180,3.911978,1.2419231
45,PLX-4720,SIDM00277,1.0639263333333335,0.25490054
46,WZ4003,SIDM00389,1.463999,1.2750034
47,ML323,SIDM00974,4.595288,2.7424462
48,Uprosertib,SIDM00659,2.658066,2.0049043
49,Foretinib,SIDM01205,0.5696835,1.6258278
50,AGI-6780,SIDM00250,2.6466775,1.3263541
51,Dactolisib,SIDM00199,-2.6580950000000003,3.3435671
52,Foretinib,SIDM00294,-1.2807965,2.5976973
53,PD173074,SIDM00974,3.681605,3.2899306
54,Dactolisib,SIDM00842,-1.838404,2.5050662
55,Foretinib,SIDM00424,0.6336855,1.8286681
56,Daporinad,SIDM00517,-6.723251,0.9350745
57,Niraparib,SIDM00127,6.221035,-0.37502116
58,Gefitinib,SIDM01155,2.3004465,3.3565772
59,Rapamycin,SIDM00655,-1.1452685,1.9819338
60,Uprosertib,SIDM00120,5.593971,2.7251992
61,PLX-4720,SIDM00631,4.426170333333333,2.5144918
62,ML323,SIDM00659,6.369862,2.517182
63,Foretinib,SIDM00487,1.061984,2.870086
64,Niraparib,SIDM00214,4.047082,0.32373518
65,ML323,SIDM01011,3.769173,1.0152891
66,Gefitinib,SIDM00541,1.899484,3.5876749
67,PLX-4720,SIDM00201,4.121317,1.9404299
68,PLX-4720,SIDM00043,3.1252063333333333,2.2574675
69,WZ4003,SIDM00679,5.139198,1.9190631
70,Foretinib,SIDM01233,1.6896140000000002,3.5679052
71,ML323,SIDM00817,4.630032,2.1948268
72,Rapamycin,SIDM01120,-3.5420575000000003,2.846734
73,Foretinib,SIDM00227,-0.5065295,2.6828425
74,Uprosertib,SIDM00231,3.542769,1.7416928
75,AGI-6780,SIDM00817,3.053226,2.8680222
76,Foretinib,SIDM00114,4.032063,4.3424973
77,GSK2578215A,SIDM00930,4.877151,2.114765
78,GSK2578215A,SIDM00550,4.44357,1.3049864
79,AGI-6780,SIDM00970,2.0259585,2.063293
80,ML323,SIDM00527,4.776311,2.1393304
81,WZ4003,SIDM00407,1.939668,0.8846504
82,Gefitinib,SIDM00292,3.6890855,3.7275445
83,AGI-6780,SIDM00371,2.6546225000000003,4.6046906
84,Ipatasertib,SIDM00098,3.2124,2.3756847
85,Gefitinib,SIDM00973,1.931545,1.9038897
86,PLX-4720,SIDM01163,5.314484333333334,3.4246933
87,Niraparib,SIDM00441,0.235614,-1.9722483
88,PD173074,SIDM00969,2.802637,2.8944182
89,Uprosertib,SIDM00833,5.408262000000001,2.8274033
90,Niraparib,SIDM00216,3.93053,-0.5021949
91,ML323,SIDM00332,5.15555,3.876735
92,WZ4003,SIDM00292,6.857058,4.4620776
93,Ipatasertib,SIDM00111,3.753564,2.8334737
94,Dactolisib,SIDM00104,-1.736081,3.489411
95,PD173074,SIDM01093,4.255533,3.2337232
96,PLX-4720,SIDM00971,5.755802666666667,3.873992
97,Rapamycin,SIDM00174,-3.052181,0.111614406
98,PLX-4720,SIDM00324,4.4355883333333335,1.6048024
99,GSK2578215A,SIDM00591,2.412121,0.70612675
100,Niraparib,SIDM00606,4.590887,0.36999726
101,Gefitinib,SIDM01064,2.608511,2.7274964
102,Daporinad,SIDM00472,-0.569979,1.6411902
103,Uprosertib,SIDM00889,0.217612,1.334502
104,PD173074,SIDM00416,2.649958,2.2434294
105,ML323,SIDM00211,2.551508,1.4070089
106,Niraparib,SIDM01159,4.952933,-1.0984712
107,AGI-6780,SIDM00324,1.6871675,2.705363
108,ML323,SIDM00101,4.479902,4.06603
109,Rapamycin,SIDM00974,-1.514643,1.9199123
110,Ipatasertib,SIDM00407,-0.527901,0.1296917
111,PLX-4720,SIDM00145,3.61208,1.377178
112,Ipatasertib,SIDM00227,6.028731,2.586892
113,PD173074,SIDM00553,1.880827,2.1427875
114,GSK2578215A,SIDM00064,4.784005,2.0829794
115,ML323,SIDM00042,4.81952,2.9262645
116,Gefitinib,SIDM00308,1.6426905,1.6187426
117,Ipatasertib,SIDM01248,5.506761,2.8965156
118,AGI-6780,SIDM00973,3.1712555,3.613659
119,Rapamycin,SIDM00863,-2.327929,1.2017968
120,Daporinad,SIDM00156,-3.854242,1.1042058
121,Rapamycin,SIDM00528,-2.587268,2.5348573
122,PD173074,SIDM00205,2.228612,2.9530613
123,Rapamycin,SIDM00832,-1.528877,3.619013
124,Daporinad,SIDM00127,-2.9898285,1.0739907
125,Niraparib,SIDM00783,3.461667,-0.46321392
126,Foretinib,SIDM01160,1.072156,3.8071716
127,GSK2578215A,SIDM00120,5.874693,3.0933807
128,Dactolisib,SIDM00814,-2.6159915,2.2611947
129,Niraparib,SIDM01247,4.174438,-1.0797777
130,Dactolisib,SIDM00384,-2.950167,2.2983353
131,Uprosertib,SIDM01064,3.6013095,1.9875969
132,Ipatasertib,SIDM00181,3.44886,2.4166148
133,PD173074,SIDM00541,3.601207,3.3565857
134,Foretinib,SIDM00099,1.984698,4.4779205
135,Ipatasertib,SIDM00199,3.476206,2.501642
136,AGI-6780,SIDM00859,2.3005455,1.4970944
137,Niraparib,SIDM00351,5.046955,-1.0612178
138,Uprosertib,SIDM00324,2.807844,1.0969355
139,ML323,SIDM00905,4.035333,2.7605453
140,Gefitinib,SIDM01183,2.347766,2.884557
141,Dactolisib,SIDM00488,-2.030075,2.9626496
142,AGI-6780,SIDM00813,2.476276,2.1335673
143,ML323,SIDM00324,4.040626,2.6285918
144,Niraparib,SIDM01097,1.629292,-1.2006228
145,PD173074,SIDM01145,-2.544659,2.6272397
146,PD173074,SIDM00842,3.4459265,2.2888548
147,ML323,SIDM00923,4.747278,2.0925825
148,PLX-4720,SIDM00056,0.618705,2.4285364
149,Rapamycin,SIDM00241,-6.6003925,1.9090528
150,GSK2578215A,SIDM00289,4.675197,-0.28403693
151,Gefitinib,SIDM00326,1.575468,3.0892322
152,WZ4003,SIDM01120,5.513699,2.990258
153,PD173074,SIDM00094,3.2926815,3.7628357
154,PD173074,SIDM00195,3.6939545,3.3142207
155,Dactolisib,SIDM00971,1.2319415,4.230945
156,GSK2578215A,SIDM00102,6.811419,3.2987807
157,Niraparib,SIDM00465,6.014162,-0.07719807
158,Foretinib,SIDM00156,-0.0350485,2.9236298
159,PLX-4720,SIDM00445,4.726089666666667,2.2208374
160,ML323,SIDM00244,4.300929,0.15317526
161,WZ4003,SIDM00951,2.945641,0.925408
162,Niraparib,SIDM00291,4.608738,0.40186918
163,Dactolisib,SIDM01042,-3.5893565,2.3892457
164,ML323,SIDM00835,5.680234,4.2851233
165,GSK2578215A,SIDM00424,3.11972,0.9958227
166,Ipatasertib,SIDM01145,2.437372,1.5149019
167,Gefitinib,SIDM00111,2.6634265,2.6971366
168,Rapamycin,SIDM01064,-2.2138335,2.289039
169,Foretinib,SIDM00121,-1.3458505,0.93742335
170,GSK2578215A,SIDM00104,5.507389,2.8877733
171,PLX-4720,SIDM00970,3.966721,1.9394121
172,Foretinib,SIDM00181,0.5104625,2.8123717
173,WZ4003,SIDM00224,4.386353,2.4673307
174,Rapamycin,SIDM00424,-2.9750355,0.8891269
175,PD173074,SIDM00077,1.904974,3.2349608
176,AGI-6780,SIDM01175,4.273481,4.733855
177,Rapamycin,SIDM01183,-3.368269,3.0332425
178,Daporinad,SIDM00863,-5.486015,0.64351135
179,AGI-6780,SIDM00953,2.5635055,2.3097095
180,Gefitinib,SIDM00422,1.976577,2.1094244
181,Rapamycin,SIDM00577,-0.5388664999999999,1.2065184
182,GSK2578215A,SIDM00758,5.642325,2.3236802
183,AGI-6780,SIDM00216,2.3325485,2.5949938
184,GSK2578215A,SIDM00699,6.14568,2.2544558
185,Rapamycin,SIDM00783,-1.814071,1.1796417
186,Niraparib,SIDM00205,1.09953,-1.4518728
187,PLX-4720,SIDM00583,4.2449856666666665,2.9008098
188,Uprosertib,SIDM00973,2.353288,1.5596671
189,Dactolisib,SIDM00600,-2.6183145,2.527942
190,Uprosertib,SIDM00364,2.06408,0.77149326
191,Daporinad,SIDM00262,-6.201599,0.8133518
192,ML323,SIDM00612,5.60864,3.8772767
193,Gefitinib,SIDM00438,2.3999665,2.5238736
194,WZ4003,SIDM00929,3.389145,2.837296
195,PLX-4720,SIDM00203,3.401901333333333,2.2856386
196,Niraparib,SIDM00627,5.675352,0.03007631
197,Niraparib,SIDM00102,3.861429,0.10967175
198,Gefitinib,SIDM01206,1.930708,1.262243
199,ML323,SIDM00680,5.895678,3.9330661
200,Dactolisib,SIDM00621,-1.256472,3.4108098
201,GSK2578215A,SIDM00257,3.418444,1.0509222
202,Niraparib,SIDM01237,6.271179,1.0360515
203,PLX-4720,SIDM00846,4.052073,2.5691793
204,Rapamycin,SIDM00550,-1.284677,1.890422
205,Foretinib,SIDM00154,-0.5172305,1.5765748
206,PLX-4720,SIDM00864,4.021356333333333,2.2726638
207,PD173074,SIDM00732,0.7189425,3.4929705
208,WZ4003,SIDM00680,4.575023,2.1427734
209,Niraparib,SIDM01095,3.236875,-0.2448758
210,Gefitinib,SIDM00789,2.8282965,2.9446275
211,AGI-6780,SIDM00841,3.264167,4.6546474
212,PLX-4720,SIDM00967,5.714964666666667,2.7502537
213,Dactolisib,SIDM00632,-1.0241435,2.4340954
214,ML323,SIDM00973,4.90368,2.6799133
215,GSK2578215A,SIDM00537,5.117377,1.4248683
216,WZ4003,SIDM00519,4.728884,2.5031526
217,Daporinad,SIDM00100,0.2052564999999999,2.3840363
218,Uprosertib,SIDM00549,3.3785855,0.96122414
219,Gefitinib,SIDM00225,3.3594335,2.4878004
220,Daporinad,SIDM01220,-4.1972385,1.3237069
221,Gefitinib,SIDM00539,1.323068,3.2197933
222,Gefitinib,SIDM00579,1.2295095,2.5313005
223,PD173074,SIDM01233,3.350781,3.8750708
224,GSK2578215A,SIDM00113,7.242987,3.599717
225,PLX-4720,SIDM00465,4.617315333333333,2.7280178
226,Rapamycin,SIDM00056,-2.3498970000000003,0.12711653
227,PLX-4720,SIDM00099,5.237651666666667,3.779603
228,Dactolisib,SIDM00951,-2.1155705,1.7202811
229,Uprosertib,SIDM01047,2.0759695,-0.51536196
230,PD173074,SIDM00679,4.597723,2.8786232
231,GSK2578215A,SIDM00202,4.565875,0.8954115
232,AGI-6780,SIDM00930,2.936247,3.0902212
233,Ipatasertib,SIDM01092,3.613649,1.8996994
234,Niraparib,SIDM00190,4.47249,0.6135589
235,Daporinad,SIDM01175,0.7321439999999999,2.8964841
236,GSK2578215A,SIDM01126,3.938166,1.4500422
237,GSK2578215A,SIDM00951,4.309087,0.19123086
238,Ipatasertib,SIDM01205,2.343219,1.2338899
239,PLX-4720,SIDM00632,3.436836,1.9320967
240,PLX-4720,SIDM00317,5.597280333333333,3.9199893
241,AGI-6780,SIDM00539,2.4578655,2.8176706
242,Uprosertib,SIDM00393,2.8955140000000004,1.2235843
243,Rapamycin,SIDM00411,1.214362,3.2758071
244,WZ4003,SIDM00699,4.481067,3.656518
245,PLX-4720,SIDM00214,5.329936666666666,2.4965918
246,PD173074,SIDM01011,1.9440655,2.4639983
247,Foretinib,SIDM00841,-0.270258,2.5230687
248,AGI-6780,SIDM00923,2.5939645,2.4844346
249,Rapamycin,SIDM00003,-1.704786,1.7717061
250,WZ4003,SIDM00264,4.546281,2.8116045
251,Rapamycin,SIDM00954,-1.623223,2.5819774
252,Uprosertib,SIDM00826,2.0302495,1.1945893
253,AGI-6780,SIDM00203,3.470708,2.8052456
254,Niraparib,SIDM00375,5.64065,-0.55862993
255,Foretinib,SIDM00962,-1.995587,0.18994188
256,GSK2578215A,SIDM00367,4.698482,1.5517035
257,Niraparib,SIDM00091,5.023087,0.35350817
258,GSK2578215A,SIDM01233,5.269113,2.0816667
259,GSK2578215A,SIDM00287,4.219576,-0.3357823
260,ML323,SIDM00793,3.577872,3.2205608
261,Ipatasertib,SIDM01183,4.840004,1.8524468
262,GSK2578215A,SIDM00214,5.597196,1.5489976
263,PD173074,SIDM00967,4.0514085,3.2543979
264,GSK2578215A,SIDM01047,4.753332,0.61861503
265,Daporinad,SIDM00489,-5.2338995,0.68987244
266,Uprosertib,SIDM01097,1.8747895,1.301411
267,Uprosertib,SIDM01120,-0.555717,2.0629036
268,Gefitinib,SIDM00962,0.8379329999999999,0.27031928
269,Foretinib,SIDM00549,0.2102295,1.5285474
270,PD173074,SIDM00537,3.1865935,2.91308
271,PD173074,SIDM00285,2.209446,2.7467978
272,ML323,SIDM00445,5.745502,2.0796044
273,Uprosertib,SIDM01259,1.828244,1.0052754
274,WZ4003,SIDM00596,5.517139,3.0486596
275,WZ4003,SIDM00324,2.152826,2.021261
276,AGI-6780,SIDM00197,2.3624665,2.5246184
277,Gefitinib,SIDM00323,2.1425835,2.1086166
278,Daporinad,SIDM01064,-5.8959985,0.12372642
279,Ipatasertib,SIDM00225,3.566873,2.1875823
280,Foretinib,SIDM00576,-4.9720925000000005,0.15763181
281,WZ4003,SIDM00527,4.723702,1.4411999
282,PD173074,SIDM00445,3.3775715,2.7202713
283,GSK2578215A,SIDM00264,4.566104,1.7064941
284,Dactolisib,SIDM01092,-2.78488,3.0537202
285,GSK2578215A,SIDM00864,4.193741,1.6547682
286,Ipatasertib,SIDM00638,3.543791,2.1037123
287,Dactolisib,SIDM00258,-0.9384735,2.8297145
288,WZ4003,SIDM00833,6.04938,2.60032
289,Gefitinib,SIDM00489,-0.4067814999999999,2.8133223
290,Gefitinib,SIDM00837,-0.3648485,2.1047416
291,Niraparib,SIDM00817,3.757009,-0.9577524
