,drug,cell_line,IC50,prediction
0,Epirubicin,SIDM00289,-1.292702,-1.6488016
1,Fulvestrant,SIDM00813,3.984098,2.9640186
2,Talazoparib,SIDM00264,-1.575634,-1.4313736
3,GSK591,SIDM01092,5.125682,3.896368
4,Vinorelbine,SIDM00118,-5.263187,-1.5807288
5,Vinblastine,SIDM00900,-4.41045,1.2008296
6,EPZ5676,SIDM01206,4.695475,3.8721154
7,AGI-6780,SIDM00371,2.6546225000000003,4.0979967
8,Cytarabine,SIDM00118,-0.6120665000000001,1.6637418
9,Gefitinib,SIDM00973,1.931545,2.067317
10,Alpelisib,SIDM00264,4.259628,3.6368604
11,AZ6102,SIDM00973,1.882672,3.6277223
12,PLX-4720,SIDM01163,5.314484333333334,4.096736
13,MK-1775,SIDM01163,1.949721,1.743053
14,Cyclophosphamide,SIDM01163,7.034638,5.663984
15,WIKI4,SIDM00813,4.115607,3.3173504
16,AGI-5198,SIDM00813,3.842013,2.9311216
17,AZD7762,SIDM00258,1.1668213333333333,-1.6623719
18,Vinblastine,SIDM00113,-1.6090375,2.695635
19,RVX-208,SIDM00086,5.385999,5.2103624
20,I-BRD9,SIDM00544,4.346624,3.6191533
21,MK-8776,SIDM00118,3.092557,3.9655817
22,Dactolisib,SIDM00104,-1.736081,-1.3244394
23,Talazoparib,SIDM00289,-0.8723485,-0.045517445
24,CZC24832,SIDM01206,4.24245,5.4289293
25,Lapatinib,SIDM00889,2.498246,0.83542347
26,GSK2578215A,SIDM00591,2.412121,3.5099967
27,Uprosertib,SIDM00889,0.217612,2.11735
28,Linsitinib,SIDM01163,3.6651545,3.6206303
29,Dabrafenib,SIDM00591,3.9558605,4.175967
30,Paclitaxel,SIDM00483,-0.70484,-1.9399195
31,MIM1,SIDM00113,5.236097,4.2956266
32,MK-8776,SIDM00224,4.194507,4.250243
33,XAV939,SIDM00145,3.675658,3.4681933
34,AZD5363,SIDM00100,4.122019,3.9196203
35,WEHI-539,SIDM00889,4.21662,3.155025
36,BMS-345541,SIDM01163,4.7432845,3.6358998
37,GDC0810,SIDM00181,5.745348,5.02614
38,PLX-4720,SIDM00145,3.61208,2.831488
39,Temozolomide,SIDM00113,6.9382975,6.7222614
40,AGI-5198,SIDM00889,3.982892,3.633889
41,Ibrutinib,SIDM00889,2.867082,3.0680807
42,Luminespib,SIDM00900,-3.914806,-3.9026868
43,LCL161,SIDM00104,5.1030555,3.958226
44,GSK1904529A,SIDM00289,2.7785395,2.987069
45,Cyclophosphamide,SIDM00224,5.429899,5.286882
46,AGI-6780,SIDM00973,3.1712555,3.798997
47,Dinaciclib,SIDM00188,-1.948281,-1.6222754
48,Temozolomide,SIDM00813,4.380917500000001,4.2887936
49,VE821,SIDM01206,2.514762,3.4478214
50,Bortezomib,SIDM00813,-5.087346,-3.029948
