,drug,cell_line,IC50,prediction
0,OF-1,SIDM00257,4.206854,1.492595
1,Docetaxel,SIDM00082,-1.4578746666666664,4.686879
2,Pevonedistat,SIDM00541,0.725677,3.5630004
3,Paclitaxel,SIDM00328,-3.3222995,2.713455
4,Temozolomide,SIDM00576,2.8046,0.7595922
5,MK-8776,SIDM00732,4.019024,3.966637
6,MK-8776,SIDM00699,4.530687,4.7714934
7,OF-1,SIDM00537,4.217272,1.9805703
8,LCL161,SIDM00841,4.6634945,3.0834384
9,AZ6102,SIDM00394,3.281192,4.734113
10,OF-1,SIDM00565,4.979893,3.5033338
11,SB216763,SIDM01042,4.554536,2.5752482
12,GSK343,SIDM00411,4.8941025,4.9503627
13,Docetaxel,SIDM00375,-3.4546956666666664,4.396514
14,Alisertib,SIDM00393,3.508407,2.9444208
15,AGI-5198,SIDM00308,4.280853,1.4158738
16,AZD5363,SIDM00863,1.885114,3.6722786
17,MK-8776,SIDM00577,2.163877,4.038433
18,OF-1,SIDM00826,4.406393,2.093812
19,AGI-5198,SIDM00250,4.209991,2.5839071
20,AZD5363,SIDM01245,2.748978,3.3846242
21,OSI-027,SIDM01073,0.840315,1.9657099
22,Alisertib,SIDM01019,0.4932335,2.8923938
23,Pevonedistat,SIDM01175,4.3406435,4.580159
24,Temozolomide,SIDM00094,5.9999665,4.6802487
25,AGI-5198,SIDM00326,4.083026,2.4874673
26,GSK343,SIDM01233,5.1984295,4.1743603
27,MK-8776,SIDM00098,2.815627,3.7753568
28,LCL161,SIDM00519,5.219727,3.2574577
29,AZD5363,SIDM00445,1.780595,2.9862156
30,AZD5363,SIDM00579,3.025458,2.8361042
31,AZ6102,SIDM01097,2.062228,3.59749
32,Paclitaxel,SIDM00411,0.195684,3.8436112
33,LCL161,SIDM00384,2.9158075,1.1634836
34,OF-1,SIDM00211,2.668586,-0.04438953
35,OF-1,SIDM00136,4.818226,2.3725762
36,MK-8776,SIDM00875,0.000374,2.6907942
37,AZ6102,SIDM00056,1.982137,3.2267375
38,LCL161,SIDM00388,3.3760705,1.8216805
39,GSK343,SIDM00190,3.118034,4.375448
40,OF-1,SIDM00929,3.950818,3.348046
41,Temozolomide,SIDM00538,6.4119005,3.5018313
42,Temozolomide,SIDM00384,2.967521,2.6309316
43,MK-8776,SIDM00251,0.595505,4.4076405
44,MK-8776,SIDM00056,4.806866,2.5014048
45,GSK343,SIDM00156,4.4624805,3.9914744
46,Pevonedistat,SIDM01161,-0.3630345,3.4984457
47,OF-1,SIDM00969,4.94498,1.9738901
48,OF-1,SIDM00250,2.718002,2.226641
49,AZ6102,SIDM00154,2.480067,3.6392322
50,Pevonedistat,SIDM00638,0.5442485000000001,3.1031706
51,AZ6102,SIDM01146,2.667574,3.9522498
52,LCL161,SIDM00332,5.9473565,3.464517
53,SB216763,SIDM00833,5.2144725,4.3939285
54,Pevonedistat,SIDM01237,3.803114,4.956579
55,AZD5363,SIDM00292,3.179298,5.3630743
56,MK-8776,SIDM00885,4.68494,3.2216845
57,AZ6102,SIDM00973,1.882672,4.160731
58,MK-8776,SIDM01183,4.322739,4.5803795
59,OF-1,SIDM00964,5.67621,1.9218454
60,AGI-5198,SIDM00813,3.842013,1.1483634
61,OSI-027,SIDM00621,0.9035845,2.36595
62,MK-8776,SIDM00118,3.092557,3.1060383
63,Docetaxel,SIDM00543,-2.607687333333333,3.8786385
64,Temozolomide,SIDM00532,5.942512000000001,3.6879194
65,GSK343,SIDM00099,6.1920905,4.7679224
66,Temozolomide,SIDM00517,5.836973,3.846725
67,Pevonedistat,SIDM00285,-0.648672,2.185942
68,AGI-5198,SIDM00540,5.563837,2.1393976
69,AZD5363,SIDM00732,3.670342,4.7100477
70,AZD5363,SIDM00520,3.259521,4.4083567
71,Paclitaxel,SIDM00483,-0.70484,3.0746422
72,AZD5363,SIDM00465,4.511834,4.2981424
73,MK-8776,SIDM00224,4.194507,3.8304086
74,AZD5363,SIDM00100,4.122019,5.130504
75,OSI-027,SIDM00577,0.906489,1.4101477
76,GSK343,SIDM00309,3.777344,4.0343213
77,Temozolomide,SIDM00113,6.9382975,5.1413803
78,OSI-027,SIDM00968,1.670482,3.5026689
79,AGI-5198,SIDM00889,3.982892,2.5869296
80,Pevonedistat,SIDM01233,2.716201,3.8566608
81,AGI-5198,SIDM00003,3.960265,2.2593486
82,AGI-5198,SIDM00274,5.408342,3.3429003
83,Alisertib,SIDM00537,1.975315,3.1799693
84,LCL161,SIDM00104,5.1030555,3.352634
85,LCL161,SIDM00101,5.484640499999999,3.5204473
86,Temozolomide,SIDM00623,5.562379,3.1304455
87,Temozolomide,SIDM00813,4.380917500000001,2.0882962
88,Paclitaxel,SIDM00817,-2.613796,1.872359
89,LCL161,SIDM00098,4.677774,2.7507842
90,AGI-5198,SIDM00375,4.792444,3.4904673
91,OF-1,SIDM00424,3.94476,1.8217335
