,drug,cell_line,IC50,prediction
0,BMS-345541,SIDM00544,3.063683,2.9883661
1,LGK974,SIDM00094,3.295452,3.878354
2,Cyclophosphamide,SIDM00250,4.343671,4.604064
3,VE-822,SIDM00287,-0.997021,1.4479551
4,PD173074,SIDM00569,1.551992,3.3074505
5,VE-822,SIDM00291,4.70432,3.3924491
6,Erlotinib,SIDM00230,3.553999,2.6737158
7,Navitoclax,SIDM01093,3.3361875000000003,3.3633165
8,AZD7762,SIDM00951,-2.388341666666667,-1.9437652
9,Fulvestrant,SIDM00044,4.1042835,4.130926
10,Dinaciclib,SIDM00599,-3.669854,-3.2969782
11,Vinorelbine,SIDM00599,-4.893784,-3.8222091
12,CZC24832,SIDM00612,4.783878,5.816697
13,Irinotecan,SIDM00381,1.627541,3.3567328
14,Entospletinib,SIDM00905,3.294042,3.6964173
15,Wee1 Inhibitor,SIDM01175,4.639331,3.8735812
16,Sorafenib,SIDM00104,2.071403,4.4836764
17,Dactolisib,SIDM00445,-2.320439,-2.1454031
18,Luminespib,SIDM00592,-3.422307,-3.751393
19,5-Fluorouracil,SIDM00621,2.539374,3.57749
20,Vorinostat,SIDM00659,2.0766305000000003,0.903224
21,Leflunomide,SIDM00256,4.094417,3.157621
22,Ruxolitinib,SIDM00418,5.0113175000000005,5.7477965
23,Docetaxel,SIDM00362,-5.354967666666667,-3.3146837
24,AZD4547,SIDM00364,0.7867246666666667,1.6321342
25,UMI-77,SIDM00242,1.673698,1.6275077
26,WEHI-539,SIDM00835,3.386341,5.2942276
27,VE821,SIDM00655,3.683877,4.0901613
28,Irinotecan,SIDM00967,6.266713,4.0086565
29,RVX-208,SIDM00203,5.59108,4.544329
30,XAV939,SIDM00102,4.663663,4.408594
31,OSI-027,SIDM00562,-1.556582,2.7990158
32,PD173074,SIDM01205,2.1016215000000003,3.084076
33,BMS-754807,SIDM00789,1.45239,1.3249757
34,Niraparib,SIDM00638,5.075009,4.0564184
35,Talazoparib,SIDM00091,4.8049065,3.7763298
36,GSK2606414,SIDM00700,5.661391,5.6018896
37,MK-2206,SIDM00094,3.949023,3.4153316
38,Docetaxel,SIDM00285,-5.752221,-1.7277304
39,Foretinib,SIDM00374,0.1105975,-0.20731878
40,Bortezomib,SIDM00632,-4.930448999999999,-3.886863
41,Dasatinib,SIDM00127,-1.288708,-0.43699756
42,GSK1904529A,SIDM00579,2.245297,3.1186664
43,GSK2606414,SIDM00412,2.467893,1.6640699
44,RVX-208,SIDM00677,5.333803,4.3687735
45,AGI-5198,SIDM01073,4.987633,4.460911
46,Fulvestrant,SIDM00539,4.394279666666667,3.8393333
47,VE-822,SIDM00276,2.144205,3.4084854
48,Savolitinib,SIDM01047,0.612061,1.9949408
49,NVP-ADW742,SIDM00091,3.795745,4.534727
50,AZ960,SIDM00969,1.264193,0.72370815
51,CZC24832,SIDM00243,3.287834,3.823939
52,Sabutoclax,SIDM00224,-0.79485,-0.04929523
53,Oxaliplatin,SIDM00129,2.2235195,2.2854176
54,WZ4003,SIDM01233,4.316267,3.336871
55,Dactinomycin,SIDM00205,-4.5306985,-3.0608056
56,Cyclophosphamide,SIDM00504,4.994207,4.084569
57,VX-11e,SIDM01133,3.165269,3.2837672
58,Afuresertib,SIDM00136,0.98979,1.8693583
59,CZC24832,SIDM00668,4.932185,4.974147
60,Wee1 Inhibitor,SIDM00975,2.856827,2.5561557
61,Vinorelbine,SIDM00528,-5.155746000000001,-2.7570205
62,Wee1 Inhibitor,SIDM00837,1.7024975,1.2638146
63,Entinostat,SIDM00289,1.1628555,1.4607189
64,OF-1,SIDM01228,2.993055,4.19268
65,WZ4003,SIDM01159,5.366753,3.5698917
66,GSK2578215A,SIDM00388,4.090683,2.8180335
67,AZD8186,SIDM00371,3.797924,3.201204
68,AZ6102,SIDM00371,4.662014,4.8896294
69,Cyclophosphamide,SIDM01064,5.388057,5.0400915
70,Gemcitabine,SIDM00465,-1.2416263333333333,2.7805934
71,Vinorelbine,SIDM01133,-3.291989,-1.7393668
72,Niraparib,SIDM00488,5.701908,3.6741285
73,P22077,SIDM00659,5.701326,5.057697
74,Vinblastine,SIDM00114,-0.1523954999999999,4.450975
75,Cisplatin,SIDM00896,2.3473583333333337,1.3907945
76,XAV939,SIDM00577,4.865541,4.3438377
77,SCH772984,SIDM01126,5.42977,4.2597723
78,AMG-319,SIDM00445,5.182107,4.6256847
79,OF-1,SIDM00599,4.39595,3.8383152
80,AZD6738,SIDM00394,1.71118,2.177469
81,Entinostat,SIDM00276,1.42618,2.071373
82,Wnt-C59,SIDM00810,2.877487,3.3033621
83,GSK2578215A,SIDM01248,5.111044,3.666209
84,WZ4003,SIDM00257,1.936537,2.714631
85,Venetoclax,SIDM00935,2.8372,3.6033707
86,Epirubicin,SIDM00606,-0.547974,-0.06252718
87,BIBR-1532,SIDM01228,5.450491,4.465513
88,Dactinomycin,SIDM00438,-5.767347,0.78451407
89,Luminespib,SIDM00259,-2.4370295,-2.907181
90,Irinotecan,SIDM00156,2.779366,2.348393
91,Vinorelbine,SIDM00121,-5.3381325,-4.4922137
92,Taselisib,SIDM00781,3.205299,3.2745948
93,PFI3,SIDM00379,4.998942,5.4544
94,Bortezomib,SIDM00199,-5.841196,-3.4162729
95,Talazoparib,SIDM00846,2.737445,2.9340727
96,MK-8776,SIDM00482,1.703959,1.5723687
97,Wee1 Inhibitor,SIDM01122,2.6295325,2.3565288
98,Cisplatin,SIDM00118,2.196016333333333,2.7372267
99,MIRA-1,SIDM00814,4.909718,4.71607
100,Gemcitabine,SIDM00145,-3.221397333333333,1.4376994
101,MIRA-1,SIDM00583,5.457304,5.7318363
102,Alisertib,SIDM01132,4.510493,1.5197132
103,Gefitinib,SIDM00198,1.9427455,3.0168893
104,Alisertib,SIDM00417,0.3224865,3.3387406
105,GSK1904529A,SIDM00900,2.890242,3.0076113
106,Trametinib,SIDM00422,1.6393665,1.1903092
107,Pevonedistat,SIDM00875,-2.8383875,-0.0226406
108,Fulvestrant,SIDM00145,3.4313296666666666,3.4789627
109,GSK2578215A,SIDM01160,5.107526,4.756031
110,AZD3759,SIDM00224,3.208078,2.5795202
111,Nilotinib,SIDM00136,2.7629065,2.7650206
112,Epirubicin,SIDM00234,-1.947723,-2.6662781
113,AZD3759,SIDM01229,2.716072,2.3739724
114,WEHI-539,SIDM00504,5.066146,3.6904256
115,Ulixertinib,SIDM01126,3.8657625,3.4847035
116,Sabutoclax,SIDM00958,-1.140405,-2.5906365
117,PRT062607,SIDM00371,4.997319,4.1664834
118,PD0325901,SIDM00721,4.069078,3.5077302
119,Camptothecin,SIDM00583,-2.414044,-2.2137144
120,Uprosertib,SIDM00699,4.147145500000001,3.6992748
121,Palbociclib,SIDM00410,0.752776,1.5286809
122,UMI-77,SIDM00553,1.390235,1.6472731
123,AZD3759,SIDM00406,1.026697,0.50901455
124,Foretinib,SIDM01237,1.4446255,1.3977953
125,GSK2606414,SIDM00612,4.119319,4.509854
126,PD0325901,SIDM00612,0.4859574999999999,1.8019629
127,Pevonedistat,SIDM00659,1.762424,1.0899571
128,AZD3759,SIDM00266,3.145758,1.4571562
129,GSK2578215A,SIDM00668,5.126115,3.400332
130,Ipatasertib,SIDM00258,1.356064,1.7318103
131,Palbociclib,SIDM00445,2.587161,2.100053
132,Tamoxifen,SIDM00393,3.6080595,3.1853216
133,Gefitinib,SIDM00091,2.994135,3.248738
134,PCI-34051,SIDM00047,4.209367,4.530308
135,5-Fluorouracil,SIDM00583,3.871163,4.0721817
136,Afuresertib,SIDM00832,1.262671,2.3530529
137,AZ6102,SIDM00121,1.667803,2.9915063
138,GSK591,SIDM00975,5.386844,4.65542
139,Cyclophosphamide,SIDM00202,5.52261,4.218094
140,Gefitinib,SIDM01237,2.8811410000000004,3.3869698
141,NVP-ADW742,SIDM01205,1.85703,2.8541992
142,BMS-536924,SIDM00346,2.026826,0.05864988
143,Gemcitabine,SIDM01090,-4.560646333333334,2.0547614
144,Linsitinib,SIDM00489,2.920321,2.6020982
145,Ruxolitinib,SIDM00875,4.062954,2.8976314
146,Buparlisib,SIDM00535,1.834783,3.7831132
147,MK-8776,SIDM00553,0.773621,2.4610946
148,LY2109761,SIDM00465,6.811232,5.2774324
149,MK-8776,SIDM00045,-0.294375,1.8315984
150,GSK343,SIDM00975,3.897548,4.421438
151,AZD4547,SIDM00256,2.0156956666666663,1.3959153
152,Navitoclax,SIDM00973,3.0873065000000004,2.9669678
153,Sorafenib,SIDM00813,2.9628845000000004,1.9204383
154,OF-1,SIDM01259,3.290773,4.0495205
155,Afuresertib,SIDM00549,1.061709,1.3462946
156,Pevonedistat,SIDM00530,2.8755145,1.7490284
157,Irinotecan,SIDM00416,0.232145,1.2519338
158,CZC24832,SIDM00292,7.198598,6.4949923
159,GSK2606414,SIDM00102,4.835164,4.2801304
160,Cyclophosphamide,SIDM00367,4.581498,3.4232404
161,PD173074,SIDM01179,4.2421085000000005,3.978007
162,LY2109761,SIDM00406,3.270916,3.0444531
163,Ruxolitinib,SIDM01174,5.6225375,4.774057
164,Irinotecan,SIDM00923,1.389603,2.3865707
165,BMS-345541,SIDM00520,4.6335475,3.8827279
166,Leflunomide,SIDM00121,3.730617,2.9187682
167,Cisplatin,SIDM00680,2.9545163333333337,3.2964947
168,PCI-34051,SIDM00923,5.540191,4.5381947
169,Wnt-C59,SIDM00180,4.3094345,3.6136537
170,Alisertib,SIDM00136,2.0594695,2.0024738
171,PCI-34051,SIDM00351,4.274969,3.7415211
172,LY2109761,SIDM00638,4.743163,4.706012
173,AZ960,SIDM00496,1.81017,1.9779629
174,Fulvestrant,SIDM01120,4.1381586666666665,3.968888
175,Ibrutinib,SIDM00224,6.221596,4.2594976
176,Fulvestrant,SIDM00242,3.510914,3.1038315
177,NVP-ADW742,SIDM01174,5.089051,4.643208
178,Cytarabine,SIDM00201,-1.608812,0.0041838214
179,AGI-5198,SIDM01259,5.149304,4.413233
180,BMS-536924,SIDM01197,0.8487253333333333,2.1170225
181,UMI-77,SIDM00530,3.314385,3.2848775
182,Niraparib,SIDM00679,4.423336,3.8590171
183,Savolitinib,SIDM00539,1.712128,2.8024244
184,Savolitinib,SIDM00826,2.764665,2.1201613
185,AZ6102,SIDM00808,2.039688,2.6335146
186,VE821,SIDM00789,2.690166,4.120307
187,OTX015,SIDM00257,1.763429,1.3937618
188,AZD3759,SIDM00156,3.002813,3.1269438
189,Leflunomide,SIDM00214,4.602529,4.170951
190,Doramapimod,SIDM01042,2.0711785000000003,2.2055266
191,Sorafenib,SIDM00371,2.121565,4.4531784
192,OTX015,SIDM00837,1.299903,1.8558037
193,Niraparib,SIDM00833,5.937356,4.878894
194,Afuresertib,SIDM00082,4.827609,2.9497864
195,I-BET-762,SIDM01042,1.0802685,2.7901444
196,PCI-34051,SIDM00930,5.578049,4.649308
197,LY2109761,SIDM00381,6.641162,5.40193
198,AZD4547,SIDM00259,2.44947,1.7725008
199,VE821,SIDM00289,0.468396,2.586167
200,MK-8776,SIDM00316,3.606316,3.572665
201,Ruxolitinib,SIDM01229,4.439797,3.7799728
202,Cediranib,SIDM00549,1.856557,1.6781478
203,Savolitinib,SIDM00541,3.169115,2.811041
204,ABT737,SIDM01197,2.2638,1.8136017
205,EPZ004777,SIDM00285,4.014378,3.442212
206,Alisertib,SIDM00374,1.240976,1.686771
207,Cisplatin,SIDM00417,3.017751666666667,3.135805
208,Temozolomide,SIDM00967,6.04964,6.067407
209,Luminespib,SIDM00627,-2.5014175,-2.712969
210,AZD6738,SIDM01092,2.7026195,2.193287
211,NVP-ADW742,SIDM00197,0.654578,2.532419
212,PD0325901,SIDM00520,-0.7428790000000001,1.7582808
213,Bortezomib,SIDM00896,-5.353441500000001,-3.8549545
214,Alpelisib,SIDM00561,1.669539,2.1572664
215,Wee1 Inhibitor,SIDM00266,-0.1699909999999999,0.29969543
216,Entinostat,SIDM00623,4.0335795,2.3197563
217,Alpelisib,SIDM00539,3.643959,2.3435977
218,Sorafenib,SIDM00826,1.648893,3.4670005
219,Ipatasertib,SIDM01122,5.392152,3.6122706
220,AZ960,SIDM00101,3.064779,3.6058095
221,MK-1775,SIDM00438,1.308973,1.6274273
222,WZ4003,SIDM01259,2.302194,3.2414412
223,Bortezomib,SIDM00407,-6.832679499999999,-4.2082133
224,Savolitinib,SIDM00111,2.730414,3.1573691
225,Pictilisib,SIDM00003,1.668681,1.1445355
226,Pevonedistat,SIDM00233,-0.4201859999999999,-0.9960629
227,Sorafenib,SIDM00542,3.0027635,4.535178
228,Entospletinib,SIDM00520,4.780577,4.041657
229,Venetoclax,SIDM00308,1.358989,2.005717
230,Irinotecan,SIDM00351,-0.11316,1.6936722
231,Niraparib,SIDM00668,3.540779,2.9300017
232,Talazoparib,SIDM00584,4.22721,3.4965885
233,Oxaliplatin,SIDM00244,2.6651755,2.6276429
234,Sapitinib,SIDM00905,3.636755,2.6646295
235,SB505124,SIDM01197,4.081966666666666,4.440146
236,Vinblastine,SIDM01198,-5.674873,1.5945172
237,PFI3,SIDM00958,4.479395,4.209396
238,AT13148,SIDM01120,1.67768,3.8567574
239,Tamoxifen,SIDM00967,4.2488065,3.7391975
240,SCH772984,SIDM00487,1.530565,1.6875708
241,Pictilisib,SIDM00975,1.4450993333333333,2.6299152
242,PD173074,SIDM00269,3.859479,2.7782066
243,Leflunomide,SIDM00364,4.389016,2.8872035
244,Irinotecan,SIDM00482,0.842464,0.74433696
245,AZD8186,SIDM00047,1.813175,2.202731
246,Dasatinib,SIDM00156,1.503661,2.209836
247,Olaparib,SIDM00565,4.004218000000001,3.9542534
248,I-BRD9,SIDM00679,4.26101,4.382416
249,BIBR-1532,SIDM01007,3.986235,4.2115574
250,AMG-319,SIDM00114,6.795322,5.682899
251,VE-822,SIDM00156,4.684197,4.5337887
252,Sepantronium bromide,SIDM00527,-6.05049,-4.6770396
253,Ruxolitinib,SIDM00262,4.438949,3.2576637
254,Savolitinib,SIDM00381,4.32633,3.8124824
255,Fulvestrant,SIDM00832,5.347901,3.9003737
256,Fulvestrant,SIDM00584,4.121456666666666,3.7329085
257,Navitoclax,SIDM00328,3.6866575,2.4018798
258,BIBR-1532,SIDM00180,4.92259,4.2756224
259,MK-1775,SIDM00969,-0.353102,-0.6959245
260,PD0325901,SIDM00967,-1.052786,0.04672946
261,BIBR-1532,SIDM01160,4.552307,5.46645
262,Vinorelbine,SIDM00202,-3.0777825,-3.3325226
263,Paclitaxel,SIDM01114,-4.188811,-1.7290518
264,Afatinib,SIDM00145,1.8075113333333328,0.99119604
265,PRT062607,SIDM00631,5.50578,3.7835824
266,UMI-77,SIDM00256,1.630429,1.5667241
267,MK-1775,SIDM00244,-0.437575,-1.9490073
268,Ulixertinib,SIDM00834,0.72231,2.8527806
