,drug,cell_line,IC50,prediction
0,GSK1904529A,SIDM00287,2.695081,1.8011242
1,XAV939,SIDM00964,2.5174255,3.7311776
2,AZD8186,SIDM00098,3.6110575,3.6185126
3,Alpelisib,SIDM00309,4.972602,3.7653875
4,Navitoclax,SIDM00381,3.9914675,5.418273
5,Nutlin-3a (-),SIDM00885,4.117058500000001,4.7041173
6,SCH772984,SIDM00826,-2.371284,3.3596046
7,AMG-319,SIDM00351,4.381102,2.1227746
8,Luminespib,SIDM00655,-3.2395240000000003,4.8091908
9,BIBR-1532,SIDM01159,4.30429,-0.060725767
10,Alpelisib,SIDM00263,1.009765,2.649021
11,Vinorelbine,SIDM01006,-5.701762,0.21248822
12,Venetoclax,SIDM00388,3.261062,2.2185879
13,Pictilisib,SIDM00542,2.4920940000000003,3.49733
14,Irinotecan,SIDM00111,2.03566,2.226943
15,Alpelisib,SIDM00962,4.46513,0.7493613
16,Navitoclax,SIDM00197,-2.674453,4.155571
17,Navitoclax,SIDM00362,1.7957800000000002,2.7322805
18,Luminespib,SIDM00699,-0.6123465000000001,5.3274755
19,AMG-319,SIDM00448,4.236596,2.746837
20,Venetoclax,SIDM00808,1.713215,1.8530179
21,Luminespib,SIDM00951,-3.966141,3.0282445
22,Nutlin-3a (-),SIDM00527,2.2382030000000004,4.8377957
23,Pictilisib,SIDM00227,1.0316663333333331,3.3052623
24,XAV939,SIDM00316,4.215832499999999,4.375184
25,Luminespib,SIDM00465,-2.04523,5.652838
26,Luminespib,SIDM00129,-1.9222365,4.3633003
27,Venetoclax,SIDM00951,2.499558,1.236686
28,XAV939,SIDM00227,3.9083025,4.3570695
29,Venetoclax,SIDM01168,3.390214,4.3573084
30,GSK1904529A,SIDM01160,3.757111,3.6050363
31,AZD8186,SIDM00540,1.186744,2.5788195
32,Pictilisib,SIDM00826,0.0008939999999999,1.622111
33,BIBR-1532,SIDM00374,5.214057,0.108295694
34,Luminespib,SIDM00833,-0.6257870000000001,6.1884003
35,GSK1904529A,SIDM00114,3.10321,4.358443
36,Irinotecan,SIDM00539,3.010363,2.2697687
37,AZD8186,SIDM00837,1.471513,3.121259
38,BIBR-1532,SIDM01114,4.037107,-0.3906686
39,BIBR-1532,SIDM00498,5.408865,-0.5351023
40,Navitoclax,SIDM00482,-0.1014015,2.8684447
41,Navitoclax,SIDM00242,1.0465555,3.6905942
42,Luminespib,SIDM00351,-3.2401515,4.8019996
43,BIBR-1532,SIDM00044,6.046545,0.75814396
44,XAV939,SIDM00935,3.7960095,3.72267
45,AMG-319,SIDM00389,3.173974,1.5352196
46,Pictilisib,SIDM00577,0.9474143333333332,2.4559195
47,Irinotecan,SIDM00269,-2.022891,1.0910923
48,Alpelisib,SIDM00699,4.345543,3.3737924
49,BIBR-1532,SIDM01122,4.0479,0.7038372
50,GSK1904529A,SIDM00316,3.366958,3.4507113
51,Venetoclax,SIDM01179,4.376981,3.9986389
52,BIBR-1532,SIDM01197,6.279662,1.5065395
53,Vinorelbine,SIDM00841,-4.128959,1.7172934
54,Luminespib,SIDM00438,-2.1503135,4.2600083
55,AMG-319,SIDM00218,7.23577,4.5778503
56,Luminespib,SIDM00287,-2.4884935,3.4100637
57,Navitoclax,SIDM00412,-0.1452935,2.369047
58,XAV939,SIDM00584,4.563045,4.238202
59,Venetoclax,SIDM00863,1.978407,2.253766
60,Nutlin-3a (-),SIDM00606,4.9335875,5.070944
61,Alpelisib,SIDM00250,3.106724,2.4372957
62,Irinotecan,SIDM00551,1.099242,1.6926867
63,AZD8186,SIDM01007,1.516528,1.9184867
64,AMG-319,SIDM00864,5.218314,2.657687
65,Navitoclax,SIDM00584,3.342811,5.103759
66,Vinorelbine,SIDM00496,-3.901771,0.5516551
67,Nutlin-3a (-),SIDM00962,0.282888,2.834579
68,AMG-319,SIDM00528,5.220404,2.954312
69,Nutlin-3a (-),SIDM00096,-0.0557624999999999,2.9869626
70,Navitoclax,SIDM00917,1.1348115,2.9521759
71,Irinotecan,SIDM00193,4.257608,2.0754907
72,Alpelisib,SIDM00543,5.227856,2.9507763
73,Venetoclax,SIDM00216,2.144307,2.7816083
74,Navitoclax,SIDM00783,2.437232,4.5650196
75,AZD8186,SIDM00292,5.1077525,4.6076884
76,AZD8186,SIDM00412,-1.7198775,1.0521256
77,BIBR-1532,SIDM00111,5.79868,0.5363242
78,Alpelisib,SIDM00817,4.112038,3.4235194
79,BIBR-1532,SIDM00262,6.669694,0.55686134
80,Vinorelbine,SIDM00118,-5.263187,0.30955306
81,GSK1904529A,SIDM00542,4.258649500000001,3.784728
82,Alpelisib,SIDM00264,4.259628,3.0131285
83,Irinotecan,SIDM01114,1.554381,1.8544229
84,XAV939,SIDM00606,3.042025,4.2719927
85,AMG-319,SIDM01146,5.222655,2.8053238
86,Venetoclax,SIDM01122,2.083664,3.7359102
87,Venetoclax,SIDM00448,2.199683,3.036218
88,XAV939,SIDM00482,2.266487,2.5113513
89,Vinorelbine,SIDM00154,-2.525001,0.12670764
90,Luminespib,SIDM00277,-3.9189195,3.087066
91,Pictilisib,SIDM00377,0.4810603333333333,3.1238947
92,GSK1904529A,SIDM01120,3.161773,3.2803252
93,Alpelisib,SIDM00043,2.875366,2.448819
94,Alpelisib,SIDM01205,3.54439,1.9709834
95,SCH772984,SIDM00243,1.895984,2.97319
96,AMG-319,SIDM00569,3.768875,2.8939123
97,AZD8186,SIDM00438,3.852477,2.7352798
98,BIBR-1532,SIDM00835,5.581628,1.8717428
99,Venetoclax,SIDM01073,1.536721,2.3698533
100,Alpelisib,SIDM00783,2.735136,2.6920893
101,XAV939,SIDM00145,3.675658,2.796707
102,Pictilisib,SIDM00427,1.0375563333333335,1.7408586
103,AMG-319,SIDM00375,4.700484,2.9102259
104,XAV939,SIDM00612,4.0763445,4.878961
105,Navitoclax,SIDM00534,1.5892325,4.3210616
106,Luminespib,SIDM00154,-3.142811,4.8588724
107,BIBR-1532,SIDM00935,5.274594,-1.1396638
108,Navitoclax,SIDM00834,2.423628,5.1707835
109,GSK1904529A,SIDM00096,1.8741825,1.7989162
110,Luminespib,SIDM00900,-3.914806,4.0047383
111,AMG-319,SIDM01120,4.153882,3.1495728
112,SCH772984,SIDM00631,4.218753,3.7819843
113,Navitoclax,SIDM00103,4.468857,5.7121696
114,GSK1904529A,SIDM00289,2.7785395,1.4903579
115,SCH772984,SIDM00627,3.133544,3.7225888
116,Venetoclax,SIDM00418,4.433179,5.3141093
117,Navitoclax,SIDM00967,3.7728755,5.1583166
118,BIBR-1532,SIDM00230,5.602996,-0.18753208
119,SCH772984,SIDM00256,3.396955,2.8236349
120,SCH772984,SIDM00490,3.383908,4.6306357
121,Irinotecan,SIDM00211,-0.358225,0.3949113
122,AZD8186,SIDM00308,3.622713,1.6792856
123,Pictilisib,SIDM00465,0.2888876666666667,3.0653284
