,drug,cell_line,IC50,prediction
0,Navitoclax,SIDM00362,1.7957800000000002,0.7946146
1,PD173074,SIDM00935,2.8530415,2.4545856
2,Osimertinib,SIDM00549,0.792496,0.5255944
3,Cediranib,SIDM00491,3.399394,3.2829175
4,Dinaciclib,SIDM00343,-2.027895,-2.625176
5,BMS-536924,SIDM00202,0.3315213333333333,1.0062687
6,Gefitinib,SIDM00266,2.5749515,1.7695571
7,Afuresertib,SIDM00968,2.512336,3.0531008
8,PRT062607,SIDM00393,2.385608,3.3560202
9,Cediranib,SIDM00350,2.2844,3.3487382
10,PFI3,SIDM00362,3.486362,4.1985927
11,CZC24832,SIDM01007,3.507873,4.1919694
12,ABT737,SIDM00202,-2.39304,0.74550986
13,Ibrutinib,SIDM01120,5.42526,4.8277435
14,Talazoparib,SIDM00260,5.934196,3.8936539
15,AMG-319,SIDM00448,4.236596,-1.7488422
16,CZC24832,SIDM00211,2.866025,4.0749807
17,MK-2206,SIDM00243,-0.0307494999999999,1.7491412
18,Ruxolitinib,SIDM00781,5.242806,4.9552193
19,Venetoclax,SIDM00808,1.713215,1.9277816
20,VX-11e,SIDM00424,2.413135,2.6368399
21,Ulixertinib,SIDM00274,1.6454695,3.089431
22,GSK2578215A,SIDM00114,6.25368,6.066481
23,Erlotinib,SIDM01133,4.309572,3.5063527
24,Olaparib,SIDM00875,2.912050333333333,3.4611835
25,Ipatasertib,SIDM01149,2.057895,3.198754
26,Vorinostat,SIDM00444,1.80079,2.0463896
27,Talazoparib,SIDM00418,2.9362455,3.311354
28,Dabrafenib,SIDM00680,5.525157999999999,2.8130908
29,Entinostat,SIDM01140,0.385456,2.9453623
30,Cyclophosphamide,SIDM01259,5.129478,4.052639
31,AZD6738,SIDM00420,2.4414755,1.9027216
32,Nutlin-3a (-),SIDM00527,2.2382030000000004,2.376879
33,AZD7762,SIDM00527,-1.591596,-0.7971564
34,Tamoxifen,SIDM01259,2.3264295,3.1307218
35,Daporinad,SIDM00680,-4.55978,2.8125005
36,EPZ004777,SIDM00114,6.607752,5.111551
37,PRT062607,SIDM00420,4.218709,3.4127448
38,Ulixertinib,SIDM00549,2.396136,1.1879508
39,MK-1775,SIDM01140,-0.266866,0.9090912
40,GSK1904529A,SIDM00114,3.10321,3.352716
41,GSK591,SIDM00875,3.624048,3.9952426
42,PD0325901,SIDM00350,-1.249941,0.09338807
43,Ruxolitinib,SIDM00527,4.600614,4.6774907
44,Obatoclax Mesylate,SIDM00202,0.9829345,2.0742023
45,Olaparib,SIDM01259,2.3316436666666664,3.0861757
46,Alisertib,SIDM00393,3.508407,2.4669971
47,Buparlisib,SIDM00527,0.371307,0.9576986
48,I-BRD9,SIDM01149,3.388598,4.0894647
49,Osimertinib,SIDM00420,3.108283,2.0071883
50,PLX-4720,SIDM00781,5.551989666666667,4.861265
51,Dactolisib,SIDM00202,-2.1166195,-2.1506116
52,Nilotinib,SIDM00424,2.126984,2.4408343
53,Sapitinib,SIDM00266,5.005037,4.115145
54,XAV939,SIDM00935,3.7960095,3.763931
55,GSK591,SIDM00444,5.896787,4.942103
56,GSK591,SIDM00680,4.151777,4.0484447
57,Vinblastine,SIDM00527,-5.760698,-4.194044
58,Cisplatin,SIDM01140,0.8183185,3.3255455
59,UMI-77,SIDM00808,2.412656,2.7849348
60,Foretinib,SIDM00424,0.6336855,2.6277895
61,NVP-ADW742,SIDM01007,1.447737,2.2746198
62,RVX-208,SIDM00875,4.043915,4.610719
63,MN-64,SIDM00418,6.880959,5.2641916
64,Dactinomycin,SIDM00781,-2.355409,1.6432596
65,AZD5582,SIDM00274,4.271529,2.9645517
66,AZD4547,SIDM00527,2.939274333333333,2.7795625
67,5-Fluorouracil,SIDM00875,2.249926,3.6933858
68,AZD8186,SIDM01007,1.516528,1.5562178
69,OF-1,SIDM00211,2.668586,3.5161388
70,OTX015,SIDM00274,2.707552,2.4277442
71,GDC0810,SIDM00444,5.8931,5.09055
72,MK-8776,SIDM00875,0.000374,3.4903417
73,5-Fluorouracil,SIDM01259,3.805786,2.5449781
74,Ibrutinib,SIDM00935,-1.188035,1.7988935
75,IWP-2,SIDM01140,1.295128,2.8435767
76,Bortezomib,SIDM00266,-4.999663,-3.9336379
77,Rapamycin,SIDM01120,-3.5420575000000003,3.2680833
78,Obatoclax Mesylate,SIDM00781,0.673216,1.9214833
79,UMI-77,SIDM00491,3.157632,3.2376053
80,Foretinib,SIDM00114,4.032063,3.614471
81,Leflunomide,SIDM00420,5.584777,5.35643
82,ML323,SIDM00527,4.776311,4.935965
83,PFI3,SIDM00781,6.548973,5.336721
84,Nilotinib,SIDM00418,4.4716765,4.130337
85,BMS-345541,SIDM00418,3.612985,4.3350863
86,PD0325901,SIDM01133,2.498861,3.365503
87,WIKI4,SIDM00418,3.522113,5.459624
88,Venetoclax,SIDM00448,2.199683,2.380476
89,Lapatinib,SIDM00491,3.885285,3.598985
90,VE-822,SIDM00274,3.774455,3.8756938
91,Ulixertinib,SIDM01149,3.181061,2.6219962
92,LY2109761,SIDM00393,5.61415,4.990347
93,AZD4547,SIDM00680,4.166892666666667,2.4126208
94,LGK974,SIDM00343,4.0447195,3.5782435
95,Obatoclax Mesylate,SIDM00448,0.0528765,2.1751091
96,GSK1904529A,SIDM01120,3.161773,3.6114893
97,PFI3,SIDM00420,5.608977,5.485996
98,SCH772984,SIDM00243,1.895984,3.6958702
99,ML323,SIDM00211,2.551508,3.1136694
100,GSK591,SIDM00420,4.825769,5.0407586
101,PCI-34051,SIDM00418,6.28894,5.768458
102,Cisplatin,SIDM01007,3.553252333333333,2.737077
103,Trametinib,SIDM00343,2.1035685,3.6637099
104,OSI-027,SIDM00968,1.670482,3.18569
105,BIBR-1532,SIDM00935,5.274594,5.082607
106,Sorafenib,SIDM00393,2.603132,3.0047166
107,AGI-5198,SIDM00274,5.408342,4.5470266
108,I-BRD9,SIDM00448,3.606633,3.9618208
109,AMG-319,SIDM01120,4.153882,-1.328286
110,Venetoclax,SIDM00418,4.433179,4.770066
111,Irinotecan,SIDM00211,-0.358225,0.345855
112,Bortezomib,SIDM00808,-5.6939755000000005,-3.7389672
113,5-Fluorouracil,SIDM01140,1.742577,4.298782
114,OF-1,SIDM00424,3.94476,3.5793383
115,Ulixertinib,SIDM00527,0.084038,2.4920824
116,Pictilisib,SIDM00362,0.1674403333333333,0.69805706
117,GSK343,SIDM00243,1.903328,3.5751362
118,I-BET-762,SIDM00260,3.673006,4.6093626
119,OF-1,SIDM01140,3.232611,3.8396769
120,AZ6102,SIDM01007,1.37161,2.3429244
121,Cytarabine,SIDM01133,3.491713,3.623107
122,AZ960,SIDM00274,2.367271,2.8611362
123,Nilotinib,SIDM01133,2.3077295,3.696389
124,LCL161,SIDM00211,1.7095034999999998,3.3384764
125,RVX-208,SIDM00362,3.374982,4.0390005
126,Nutlin-3a (-),SIDM00781,4.645875,3.7746236
127,Epirubicin,SIDM00680,-0.650654,-0.19943301
128,LY2109761,SIDM00968,4.330641,5.0861955
129,Ibrutinib,SIDM00875,1.71644,2.9774153
130,Paclitaxel,SIDM00362,-4.231375,-0.24974553
131,Entinostat,SIDM00444,0.687441,3.5258942
132,I-BET-762,SIDM00211,0.743139,2.364697
133,Nilotinib,SIDM00781,4.650303,3.4158401
134,AZD5582,SIDM01140,0.179745,2.199688
135,Buparlisib,SIDM00968,0.53668,1.0952662
136,Dabrafenib,SIDM00393,3.1517875,3.7068512
137,Sorafenib,SIDM00875,2.771465,2.2560444
138,MK-8776,SIDM01259,1.197682,1.5801826
139,EPZ004777,SIDM00211,3.198339,3.312488
140,PFI3,SIDM00418,7.251931,6.251657
141,AT13148,SIDM00420,2.264557,3.3935182
142,GSK343,SIDM00680,4.8720255,3.2180386
143,WZ4003,SIDM01120,5.513699,4.1825943
144,AZD6738,SIDM00549,0.7399895,0.4626128
145,AZD5363,SIDM00491,2.950872,2.4043548
146,Afatinib,SIDM00350,-2.1258513333333333,1.4250298
147,Dabrafenib,SIDM00491,3.8811935,2.338195
148,Cyclophosphamide,SIDM00491,4.925137,4.272124
149,CZC24832,SIDM00549,4.584455,3.3582065
150,P22077,SIDM00211,2.258049,3.52617
151,WIKI4,SIDM00211,2.230729,3.6362526
152,GSK2578215A,SIDM00424,3.11972,4.98619
153,Paclitaxel,SIDM00114,1.202586,1.4801505
154,Ruxolitinib,SIDM00549,4.454477499999999,3.4316173
155,Erlotinib,SIDM00680,2.541306,2.032735
