,drug,cell_line,IC50,prediction
0,Epirubicin,SIDM00289,-1.292702,-1.8450803
1,Fulvestrant,SIDM00813,3.984098,3.3626127
2,Talazoparib,SIDM00264,-1.575634,-1.8195466
3,GSK591,SIDM01092,5.125682,3.5322092
4,Vinorelbine,SIDM00118,-5.263187,-1.4138035
5,Vinblastine,SIDM00900,-4.41045,-4.70246
6,EPZ5676,SIDM01206,4.695475,5.5099792
7,AGI-6780,SIDM00371,2.6546225000000003,2.8681154
8,Cytarabine,SIDM00118,-0.6120665000000001,2.618357
9,Gefitinib,SIDM00973,1.931545,2.046273
10,Alpelisib,SIDM00264,4.259628,3.7689342
11,AZ6102,SIDM00973,1.882672,3.4056737
12,PLX-4720,SIDM01163,5.314484333333334,4.605866
13,MK-1775,SIDM01163,1.949721,1.6727985
14,Cyclophosphamide,SIDM01163,7.034638,5.7113366
15,WIKI4,SIDM00813,4.115607,3.2770157
16,AGI-5198,SIDM00813,3.842013,3.9775975
17,AZD7762,SIDM00258,1.1668213333333333,-1.3374444
18,Vinblastine,SIDM00113,-1.6090375,-3.4740286
19,RVX-208,SIDM00086,5.385999,4.845698
20,I-BRD9,SIDM00544,4.346624,4.0731196
21,MK-8776,SIDM00118,3.092557,3.9975092
22,Dactolisib,SIDM00104,-1.736081,-1.1860052
23,Talazoparib,SIDM00289,-0.8723485,-1.4397993
24,CZC24832,SIDM01206,4.24245,4.8314767
25,Lapatinib,SIDM00889,2.498246,2.3481317
26,GSK2578215A,SIDM00591,2.412121,5.3374786
27,Uprosertib,SIDM00889,0.217612,2.4056299
28,Linsitinib,SIDM01163,3.6651545,3.5105274
29,Dabrafenib,SIDM00591,3.9558605,4.36169
30,Paclitaxel,SIDM00483,-0.70484,2.0368805
31,MIM1,SIDM00113,5.236097,4.380035
32,MK-8776,SIDM00224,4.194507,3.6260874
33,XAV939,SIDM00145,3.675658,2.4556384
34,AZD5363,SIDM00100,4.122019,3.8463976
35,WEHI-539,SIDM00889,4.21662,3.0937538
36,BMS-345541,SIDM01163,4.7432845,3.7830205
37,GDC0810,SIDM00181,5.745348,3.0374935
38,PLX-4720,SIDM00145,3.61208,3.0864236
39,Temozolomide,SIDM00113,6.9382975,7.002608
40,AGI-5198,SIDM00889,3.982892,4.3520455
41,Ibrutinib,SIDM00889,2.867082,3.8446426
42,Luminespib,SIDM00900,-3.914806,-3.1932356
43,LCL161,SIDM00104,5.1030555,4.63911
44,GSK1904529A,SIDM00289,2.7785395,2.5245032
45,Cyclophosphamide,SIDM00224,5.429899,5.4234943
46,AGI-6780,SIDM00973,3.1712555,2.883622
47,Dinaciclib,SIDM00188,-1.948281,-1.3924239
48,Temozolomide,SIDM00813,4.380917500000001,4.6242785
49,VE821,SIDM01206,2.514762,2.173043
50,Bortezomib,SIDM00813,-5.087346,-4.4235516
51,Taselisib,SIDM00293,4.54454,3.4491515
