,drug,cell_line,IC50,prediction
0,MIRA-1,SIDM00517,6.073941,5.906604
1,Cisplatin,SIDM01114,2.006427,3.3997397
2,WIKI4,SIDM00244,3.914198,4.4515567
3,BMS-536924,SIDM00537,1.733863,1.9836061
4,Bortezomib,SIDM01093,-4.115848,-4.290147
5,MK-1775,SIDM00094,1.91712,2.9186127
6,LY2109761,SIDM00539,5.400771,5.113101
7,LGK974,SIDM01233,3.895076,4.49838
8,GDC0810,SIDM00496,4.965005,4.597885
9,Sorafenib,SIDM00551,2.384396,3.4248655
10,BMS-536924,SIDM01093,3.1085975,2.4779754
11,Bortezomib,SIDM01161,-4.938108,-4.7701087
12,LGK974,SIDM00520,3.924767,4.458013
13,Fulvestrant,SIDM00136,3.780350333333333,4.309164
14,Entospletinib,SIDM00244,1.924032,4.6784897
15,MIM1,SIDM01175,4.770428,3.1470542
16,Oxaliplatin,SIDM00561,1.8525435,3.0793993
17,Epirubicin,SIDM00565,-0.311385,0.68024206
18,VE821,SIDM01090,3.11085,2.6855733
19,Dinaciclib,SIDM00291,-2.624957,-1.9453654
20,Cediranib,SIDM00837,1.05822,3.4980803
21,Vorinostat,SIDM01187,1.608329,3.0610127
22,Buparlisib,SIDM00077,0.013728,1.9055772
23,Cisplatin,SIDM00064,1.7632536666666667,3.814453
24,PCI-34051,SIDM00332,5.746768,4.492057
25,Vinblastine,SIDM00174,-4.493240500000001,-3.6018112
26,IWP-2,SIDM00793,2.146301,2.328758
27,VX-11e,SIDM00758,1.657313,3.1126807
28,LY2109761,SIDM00837,4.501555,5.1341343
29,Nilotinib,SIDM01247,1.1534605,1.7668883
30,Linsitinib,SIDM00699,2.579066,2.5619452
31,AT13148,SIDM00537,2.842459,3.9901628
32,Cisplatin,SIDM00120,2.2501773333333333,4.248808
33,BMS-345541,SIDM00719,5.569043,3.8172538
34,WIKI4,SIDM01229,4.344849,4.273986
35,Oxaliplatin,SIDM00539,4.1511535,5.716023
36,BMS-345541,SIDM00332,4.2296025,3.7219055
37,Niraparib,SIDM01161,4.115739,4.1040688
38,Cyclophosphamide,SIDM00561,4.404114,3.8831856
39,Luminespib,SIDM00699,-0.6123465000000001,0.9873947
40,Obatoclax Mesylate,SIDM00094,1.1680755,4.1138363
41,AT13148,SIDM00758,3.034989,3.938794
42,PCI-34051,SIDM00244,2.471069,4.213954
43,Entospletinib,SIDM01161,3.186478,4.646081
44,Crizotinib,SIDM01247,1.223581,2.575865
45,Dasatinib,SIDM01161,-3.3886935,-0.85715437
46,Fulvestrant,SIDM00565,4.188992333333334,3.669575
47,AZD7762,SIDM01175,2.4667096666666666,-0.48323402
48,Irinotecan,SIDM00539,3.010363,5.152317
49,CZC24832,SIDM01114,3.823074,4.7497387
50,MK-8776,SIDM00699,4.530687,3.339527
51,AZD8186,SIDM00837,1.471513,2.828187
52,BIBR-1532,SIDM01114,4.037107,5.364303
53,Vinblastine,SIDM00699,-2.9077390000000003,-2.5753863
54,OF-1,SIDM00537,4.217272,4.576419
55,PCI-34051,SIDM01233,4.978184,5.283055
56,OF-1,SIDM00565,4.979893,4.199651
57,MIRA-1,SIDM00793,4.095742,4.2463307
58,CZC24832,SIDM00174,3.977655,4.9427657
59,WZ4003,SIDM00551,2.017036,4.482635
60,Sorafenib,SIDM01175,5.0521495000000005,2.8616996
61,VE-822,SIDM01090,3.316805,4.2294044
62,Dabrafenib,SIDM00291,1.8860145,2.4724975
63,I-BET-762,SIDM00064,3.430299,4.4191875
64,Camptothecin,SIDM00537,-3.133379,-1.0993557
65,Alpelisib,SIDM00699,4.345543,3.8214366
66,Axitinib,SIDM00332,-0.0051045,5.089231
67,GSK2606414,SIDM01093,3.633744,4.4525023
