,SOS2,NOTCH4,NOTCH3,NOTCH2,EGFR,NOTCH1,KRAS,FMN2,ETV7,PIWIL3,ETV6,PIWIL2,MAP2K1,PIWIL1,GRB2,SPIRE2,MAPK3,ETS1,ETS2,SPIRE1,SOS1,PIWIL4,MAPK1
SIDM00519,0.0498076182111507,-0.7797359773099679,-0.7406457485346151,0.0851959959534621,-0.05966289601354394,-0.5217060943691294,1.5419688881072011,0.647156966871579,0.5378029726059248,-0.9946752088762314,-0.10832844262961079,-0.6240152698578665,1.4682702253736368,-0.9150248345973652,1.7411622420718154,-0.3239735814796744,0.5154256853947725,0.1317221314449189,0.9948887296967895,-0.025383972516126806,0.5708231736562318,-0.9245416977578541,0.20225978087680163
SIDM00917,0.777404455271312,-0.6242395796805009,-0.7365424103191978,-0.5890576911971738,-0.701575656143487,-0.5122238888023264,0.6747655177517772,-0.8668552287394317,-0.5569682558743915,-1.0382449611495947,1.0307118892259257,-0.7412932507716099,2.1682208807797045,-0.993752367258203,2.0967618944171535,-0.612915112917066,0.12581611851856564,0.4966286787394529,1.182075352645752,-0.1252023190531052,0.5455241666444859,-0.8511944367596018,0.7518296918279702
SIDM00309,-0.055147137698300645,-0.811243793070496,-0.7069978458219557,-0.22352263885908066,-0.033408677656909594,-0.7748662803832526,0.44635764588407606,-0.014853059525618358,-0.056740889455771444,-0.9383314680214602,-0.31157478400045646,-0.9248973117677237,1.533801591408699,-1.0239173359790175,1.551214464507327,-0.41691332069185505,0.5986800821643932,-0.4076025712737755,1.1720363127010844,0.5895417309491172,0.6321035255310687,-0.992397733492405,0.19821987316206793
SIDM00099,0.23750660699476628,-0.8077006844428255,-0.4177678702968221,0.27015709920846215,0.21846877828626285,-0.5574870436852638,0.6730085000785737,0.3785827676856531,-0.7441709779254874,-0.9355582821485092,-0.28168493777682435,-0.7896786550510168,1.4524860221399285,-0.9697618969906748,1.5303667233180474,-0.5585551843839914,0.6202538847874911,-0.1358138792372472,1.5557716059170388,1.3689288300886069,0.833796751022729,-0.8005067216972883,0.4272251428179874
SIDM00276,-0.0659297637105213,-0.7641863403419477,-0.4633219914311183,-0.06945442613071633,0.24900124400107013,-0.7326194408150684,0.6515748950888393,-0.8607888210932803,-0.49067407048570955,-1.0371485652331085,0.4271887209233155,-0.8083148481954665,2.019959361654287,-0.9834948862660202,1.9575623215250881,-0.2668791834295408,1.1105277507367421,0.304573549235785,1.2661298094454694,0.3575106755616569,0.4636340472715856,-0.9368747453554636,0.3901472004011665
SIDM00311,-0.03247697834325912,-0.705336917700559,-0.6368044343778207,0.4210766239656897,0.11182122054986383,-0.7095312214792556,0.5102474431294666,0.07721546913168542,-0.49608719374496,-0.9858639432254854,0.29415092309752,-0.7927855053972748,1.8896826961927777,-0.9252117682826604,1.635529327971572,-0.16474492846604405,0.29001810221540564,0.7014867377485622,0.0830557334972066,0.14133082116635778,0.6037743687259487,-0.6470787758536808,0.38729023043362193
SIDM00970,0.06815208203162508,-0.744189270881489,-0.1523381833689025,-0.24264616331784017,-0.4620419677363416,-0.5648407453867132,0.8955143169693113,-0.8353927502109432,-0.30669564485799294,-0.9387116613236229,0.6981387344842649,-0.8325952344432663,1.5480021660770813,-0.9084582855750468,1.7772022885091538,0.17296608925805226,0.3293145122295789,-0.2888364263397003,2.198978799603762,-0.4824467660050336,0.7419548768709279,-0.8945987774837009,0.8119872597350951
SIDM00103,0.11201949844336118,-0.7756640467558695,-0.6988691792707092,-0.12048669604099511,-0.0009420409975655662,-0.7007102824809016,0.019609299068091418,-0.25679058161243296,-0.6240055735106733,-0.9332326679119589,-0.45595682048497505,0.4549143661885532,1.3916393884940752,-0.9344336132437315,1.6238428467390442,-0.26536210050789666,0.80055510601947,-0.0633870413070643,1.5191480935138988,1.0418793886657969,0.6115918772422926,-0.9243680184576593,0.3533626797819316
SIDM00266,0.18691646827734318,-0.7770991679973882,-0.5462978849994534,-0.3315053520915806,-0.4727299439307586,-0.8450219200511189,0.9111993007529532,-0.7578435050747497,-0.7324872242060032,-1.0268923390198057,-0.2410311048662047,0.9320335726067932,1.3033679463501235,-0.937928003363383,1.4884797745308012,-0.5576795958008943,0.43598438125523226,-0.7597274047249564,2.278517469982448,0.43570363823422176,0.5948286514554698,-0.3649900499027062,0.5203234391390296
SIDM01064,0.4878491632261718,-0.38528487853408616,-0.7387794132598223,0.21006123986776176,-0.6819687123538682,-0.48925252839574546,1.139741061167428,-0.805268329751216,1.3114587359949943,-0.9610851306574127,1.6222238957467943,-0.8480471752624164,1.9344409784512715,-0.9534519263765928,1.7085587502100803,-0.5847719645099808,1.0024155733741154,0.2139541430743763,1.1142199867563187,-0.03843735265579039,0.8955226757344096,0.3199802316073657,1.324784881453375
SIDM00098,-0.14645705387439345,-0.7970454848871699,-0.7340915357458104,0.25556059121628294,0.6298424319898418,-0.4861996980153549,0.47466145476394606,-0.46779916061599014,-0.625072139239445,-0.981536579900366,-0.1826235337624289,-0.8815076306412082,1.3068758587456268,-0.9848480504250463,1.7461961434059645,-0.3008261642907134,0.3043844854751119,0.21306005720848986,0.7674824121648702,0.49494886269689103,0.6227387380923055,-0.8814170355518464,0.45912016079758144
SIDM00225,0.15464606464079755,-0.6961385730517639,-0.44177323876168967,-0.008821185092797744,-0.47226253101766874,-0.5929620709998962,0.879071646217962,-0.30892938789458924,-0.7686767433691709,-0.983786699723865,0.5725478692418673,-0.7160204391678039,1.7672558841865322,-0.8140296238764835,1.566287194929019,-0.157230011621403,0.42574360123698995,0.30111470497128345,1.510294468046867,-0.17061183774908645,0.7242755066546729,-0.8172364771640561,0.5101479725257008
SIDM00846,-0.33627621821732756,-0.7992526038520957,-0.39143417203104475,0.009334067243038974,-0.4729979716097495,-0.6937045260637571,0.705831098423714,-0.44487801987890435,-0.7980169554963947,-0.9646938409012652,-0.46347248354828346,-0.8604582528097471,1.8566577901095587,-0.9560843646916722,1.582817379722509,-0.46629181164197475,0.40456292514070263,-0.7189293528378203,2.230361005085074,-0.022243782709343074,0.3263389430642861,-0.7764124683238813,0.3639110576930663
SIDM00291,0.21050477281114974,-0.7503555620677196,-0.7959057835486606,0.3826301499643564,-0.7010901879183482,-0.7120117486033961,0.9636772611317815,0.0035970592140155363,-0.7398891588152506,-0.853794311453562,-0.06279010928570432,-0.46033737971087346,1.6589398477165531,-0.8012119198128371,1.8578936789144092,-0.2878178145091301,0.8556571961413694,0.43725741541493035,0.7691131463476687,0.36658991587076994,0.5486812928608678,-0.7845590517891744,0.5321205356572491
SIDM00520,-0.15327484864701205,-0.7995054480254443,-0.7280362031595737,0.8497209741508585,0.17015761897142367,-0.6661459037405265,0.17721634025831323,-0.6314970861360735,-0.2144201908710208,-1.016045308790733,0.35774770900796515,-0.7366516283262822,1.5191012332163636,-0.943709584920463,1.6113510472933754,-0.05626402030058138,0.5000866377405552,0.6757090933687363,1.8352628739171384,0.6674515898076232,0.490206872722997,-0.9556762009568972,0.26042457304454064
SIDM00003,-0.07606761759270368,-0.667715362207224,-0.7386085038788183,-0.21234018134029983,-0.661709351285879,-0.6346413641577325,0.568297621257225,-0.5507218574524602,-0.7096649864081187,-0.9801667706114702,-0.15544342016410426,-0.705664394721734,1.7012680244644953,-0.9345346616102688,1.6039643153529137,-0.3523107505013286,0.46660514256326746,0.5650375546369725,0.6137344745792179,0.559425401361835,0.4385413908597508,-0.9331263506351642,0.7243979395425967
SIDM00136,-0.11987262078344194,-0.7392246856368694,-0.7727894019036459,-0.4307698771571097,-0.3592493371703439,-0.5998974154893524,1.0135103333842828,-0.7860303359276973,-0.6279590770620254,-0.9152674533976164,0.37954764720674566,-0.8115838007329829,1.992879827711926,-1.058587859796137,1.719943248372717,0.38221303344691465,0.6507892655995077,-0.7392246856368694,2.6644367334835515,0.1935780198722196,0.778181819928126,0.8013146839040046,0.3851481893824864
SIDM01155,0.038499845182361186,-0.728030669452188,-0.4596936350988153,-0.03253191505311074,-0.1183927223300892,-0.4587817612221862,0.5175215510099777,-0.2005203872115948,-0.5837709060727294,-0.9530865504336009,0.06940655802937001,-0.7371385122675557,1.4341348643508207,-0.9823652925170885,1.8149385086266834,-0.26773363823006546,0.48095139700391365,0.5185597623291652,1.9795297347250334,0.27129138975892736,0.5798804336571142,-0.7507857429891441,0.7064244268194239
SIDM00224,0.2519977387905182,-0.7933389967973296,-0.7165061950588315,0.17358248497025777,0.5347721481199239,-0.7652412897234793,0.2679026432531028,-0.44069329787047506,-0.6423501482584288,-0.9668900271977748,0.12331501317947788,-0.8435468034189039,1.005747312417868,-0.8056711878874673,1.6246925646432018,-0.07752825907943434,0.5479442443358864,-0.4756335225855158,1.2577594105810899,-0.12891734027343757,0.6885021833752948,-0.7819107468611249,-0.5549538999256374
SIDM00783,0.0492032810716853,-0.7598248951019934,-0.5044702031385011,-0.25584906444731736,-0.35319037622249505,-0.5567465003681141,0.8330509782272281,-0.8726546554153247,-0.6483202605088593,-0.9948421520205393,-0.5408205204614164,-0.7938751280188597,1.5514904306451307,-0.9694692149951035,1.7344336575020778,-0.07834187527202048,0.3326112379658688,-0.8709043564124296,1.3525518471683156,0.4434910333762347,0.6723766994788793,-0.7896360961847246,0.5324004850994095
SIDM00490,0.05312236208270538,-0.664995691040352,-0.6374946740693029,-0.10637868351717482,-0.19401618306667462,-0.6401022326417376,0.4154799977497072,-0.7470210593133882,-0.557607289886176,-0.9626113690058961,-0.2593237624982574,-0.7637003706615281,1.7492183306847096,-0.9066604363528105,1.7331757293525691,-0.37640145512758827,0.4983000834645974,-0.11411583605970935,1.8785499467280604,0.44734112581313434,1.1489867626985133,-0.5861788181760944,0.6606740881928407
SIDM01090,0.12559313506083092,-0.7453174603634642,-0.6091033250007235,-0.07621053306896694,-0.6157092042165297,-0.2721245738115108,0.8397798630567113,-0.8961700731168176,-0.6347432070147714,-0.8935179173884138,-0.6306892919589835,-0.7948760104710187,1.6219592217336218,-0.9907364387763349,1.5819736956866302,0.1315955722108252,0.633215366254382,0.48987081042854436,0.8562190614639538,0.6290034211790563,0.7569663918010382,-0.1797091037518051,0.5937105943187458
SIDM00394,0.18184533382658727,-0.6657893060542106,-0.614068190910471,-0.45654877444841047,0.3033034021256114,-0.7748365940980216,0.5820423472225442,-0.8829559686842425,-0.6515395103125994,-0.9527131297842953,-0.25042309097969,-0.7162759707638227,1.8903093802408155,-0.9853754083572024,1.6068512868122053,0.3673909222372483,-0.09583599172821719,-0.5550527214293818,2.8058928858934915,0.33237037669453634,0.5580010839066802,-0.24376837071188917,0.6029050484084734
SIDM00538,0.34812974851321055,-0.7480521290226385,-0.6595169310914465,-0.33060771044163684,-0.39162838104460085,-0.8034557044477856,0.5416380452842011,-0.8639129531502446,-0.6306737393060241,-0.9689858739224579,-0.2699347765675431,-0.7387558179955068,2.015135209117641,-0.07488706441767655,1.9051665316082949,0.7164427833241601,1.0849253227592255,-0.4877064959290643,1.9243967565207634,1.074739411821778,0.9898735833640715,-0.7249614926365149,0.5218947297181094
SIDM01140,-0.40115521028403645,-0.7340649627123945,-0.39322744335964244,-0.2700172903745826,-0.6770312916077024,-0.6780295136515813,0.8846941890565448,-0.8136746368699881,-0.7320995520488068,-0.9799305001409176,-0.07602131100038967,-0.7909470675501388,1.8319546180110737,-0.9525350323843151,1.8296910411659224,-0.3887237895481882,0.7235975198110824,-0.42902828055824316,0.41063845502186397,0.059716105104327996,0.49669912156315094,-0.7723771709840128,0.5782279276601292
SIDM00101,-0.2333557891612172,-0.7650765352446909,-0.705390864344686,0.44479245458372735,0.21666766214982602,-0.6213913358849434,0.47424188333366274,0.4723097876520665,-0.6632257870773924,-0.9687779551868831,-0.11982270391493396,-0.7986664272000805,1.821664872894759,-0.941557228707979,1.7639791632852693,-0.33666302160804956,0.34262190349756033,0.6415846612069781,1.669663934879667,1.0360713699169581,0.5744162955592186,-0.9462546498540884,0.25287245376043205
SIDM00114,0.4346849163169968,-0.732783632740344,-0.5287041164187309,-0.5966083233874914,-0.40638594124938243,-0.6205272572616525,0.963734505865975,-0.8693575323614546,0.6990596038292268,-0.9910897305558792,0.3995022321683569,-0.8579048639483682,1.721860584473405,-1.0334998904705022,1.6953360321103428,0.24355761184476005,0.7322735647928739,-0.365587575072068,0.9541782947452356,0.043102483078154834,0.9007180069405478,-0.8703297587056656,0.6761117179057753
SIDM00102,-0.2897025332456288,-0.7529360542724426,-0.6154544617242029,0.11542544380165011,0.29643607919758214,-0.6163489492179517,0.17737389834373635,0.15229150364147556,-0.7096753670404994,-1.0919240930691334,-0.419960689695256,-0.8282949280006429,1.476113023313415,-0.7250990412828183,1.6434130282922623,-0.36920563589159233,0.6645513594128664,-0.10163315133594346,0.5755733587397063,0.84387939524379,0.5777980847955494,-1.0128183666671526,0.26850586585154834
