Origin_idx,Drug name,Sanger ID,IC50
176512,Buparlisib,SIDM00954,0.716119
18042,Gemcitabine,SIDM01098,-3.033978
180510,Docetaxel,SIDM00381,-2.6912013333333333
202334,Afatinib,SIDM01042,2.4408606666666666
196385,P22077,SIDM00889,2.996678
55965,Oxaliplatin,SIDM00929,5.95739
211471,BIBR-1532,SIDM00863,5.492548
214054,AMG-319,SIDM00216,4.884036
232776,AZD4547,SIDM00964,1.7896553333333334
195118,MIRA-1,SIDM00289,2.231396
107814,VE-822,SIDM00885,4.089903
193487,I-BRD9,SIDM00214,4.741337
99047,Leflunomide,SIDM00719,6.895088
12406,Entinostat,SIDM01206,1.764707
96295,EPZ5676,SIDM00970,6.067797
97660,SCH772984,SIDM00317,5.956281
202104,Afatinib,SIDM01122,1.439806
755,Camptothecin,SIDM01149,-3.354422
116832,OTX015,SIDM00096,-0.379749
63553,Niraparib,SIDM00023,5.760659
66741,Bortezomib,SIDM01174,-3.799552
89451,Pevonedistat,SIDM00350,5.878259
170693,Sabutoclax,SIDM00234,-0.46373
189915,Olaparib,SIDM00104,3.9443466666666662
232446,AZD4547,SIDM00863,1.8917536666666663
290464,AZD6738,SIDM00264,0.657677
98472,IWP-2,SIDM00388,2.31968
56405,BMS-345541,SIDM00374,1.3954075
178352,Cisplatin,SIDM01007,3.553252333333333
18557,Gemcitabine,SIDM00496,-1.133177
112817,PFI3,SIDM00256,4.544631
58984,Ruxolitinib,SIDM00975,5.099523
149323,Dactinomycin,SIDM00422,-4.9193905
210963,Nutlin-3a (-),SIDM00289,1.4009365
58990,Ruxolitinib,SIDM00077,5.155343500000001
94512,I-BET-762,SIDM00970,2.9184975
120060,Entospletinib,SIDM00103,3.237742
186095,Nilotinib,SIDM00410,2.177123
173801,LGK974,SIDM00346,2.4880465000000003
195700,NVP-ADW742,SIDM01259,1.67687
116899,OTX015,SIDM00864,0.978745
49709,Luminespib,SIDM00544,-1.075445
290412,AZD6738,SIDM00488,2.609296
54886,GSK1904529A,SIDM01245,2.196128
196983,P22077,SIDM00935,4.48734
281605,Trametinib,SIDM00389,1.003527
87287,Epirubicin,SIDM00211,-2.423981
177719,Ulixertinib,SIDM00781,3.2776275
155867,Alisertib,SIDM00482,-1.5320475
58378,Ruxolitinib,SIDM00292,5.409079999999999
187386,Osimertinib,SIDM00384,1.864766
217673,Pictilisib,SIDM01163,1.1328963333333333
200141,Sepantronium bromide,SIDM01133,-5.506173
18658,Gemcitabine,SIDM00127,-2.4491973333333337
116487,RVX-208,SIDM00104,4.762307
12595,Entinostat,SIDM00256,-0.443219
202850,Afatinib,SIDM00846,3.2332216666666667
289806,Gemcitabine,SIDM00539,-2.122493
232460,AZD4547,SIDM00274,4.8752665
45653,Linsitinib,SIDM00496,2.944361
210125,Wee1 Inhibitor,SIDM00680,2.2180945
187407,Osimertinib,SIDM00964,-1.185578
12369,Entinostat,SIDM01245,-0.296255
190569,GDC0810,SIDM00362,2.996106
118564,ML323,SIDM00180,5.184743
231883,AT13148,SIDM00389,2.953362
213383,AMG-319,SIDM01042,2.395436
51350,Crizotinib,SIDM00472,3.050453
296883,Fulvestrant,SIDM00261,3.3919056666666667
88942,Pevonedistat,SIDM00535,3.028524
94304,Alpelisib,SIDM01126,3.944974
108684,WZ4003,SIDM00294,3.542809
222326,GSK591,SIDM00968,5.14496
112968,OSI-027,SIDM00308,0.5610114999999999
211801,BIBR-1532,SIDM00211,3.555722
188925,Ipatasertib,SIDM00113,5.540877
196597,P22077,SIDM01245,2.386123
178600,Cisplatin,SIDM00896,2.3473583333333337
221124,AZ6102,SIDM00201,2.080857
194711,MIRA-1,SIDM00948,3.002245
282270,Dabrafenib,SIDM00501,4.3001425
202379,Afatinib,SIDM00808,1.8368853333333333
111755,GSK2606414,SIDM00837,5.706225
120266,PRT062607,SIDM00699,4.560568
64928,Dinaciclib,SIDM00606,-2.484059
108263,VE-822,SIDM01197,2.74565
296534,Fulvestrant,SIDM00596,3.979384666666667
170652,Sabutoclax,SIDM00332,-1.448939
89879,Sepantronium bromide,SIDM00472,-4.4232785
172768,OF-1,SIDM00214,5.794245
99284,Leflunomide,SIDM00064,4.280951
192520,GSK2578215A,SIDM00817,5.538926
99209,Leflunomide,SIDM00490,6.155374
185407,Vorinostat,SIDM00362,0.082899
282243,Dabrafenib,SIDM00289,1.5835245
251,Camptothecin,SIDM00930,-2.624464
15578,Lapatinib,SIDM00808,2.821136
120872,PRT062607,SIDM00309,3.390744
95170,Alpelisib,SIDM00968,4.945049
181864,Afuresertib,SIDM00583,3.140142
55846,Oxaliplatin,SIDM00659,4.9732865
91177,Uprosertib,SIDM00501,4.62183
177542,Ulixertinib,SIDM00599,3.3510125
195175,MIRA-1,SIDM00600,4.015248
65405,Dinaciclib,SIDM00381,-2.61837
232714,AZD4547,SIDM00917,2.207598
174665,Wnt-C59,SIDM01206,3.27945
155616,Alisertib,SIDM00863,1.7397685
64823,Dinaciclib,SIDM00889,-3.926615
65644,Dinaciclib,SIDM00448,-3.102627
173149,MN-64,SIDM00623,5.804636
220665,AZ6102,SIDM00094,4.370697
55370,GSK1904529A,SIDM00638,2.8001105
219504,PD0325901,SIDM01174,-1.0426395
119265,ML323,SIDM01114,6.010495
48989,Dasatinib,SIDM00814,-0.577328
170665,Sabutoclax,SIDM00496,1.126572
163092,MIM1,SIDM00317,4.22081
13944,Bortezomib,SIDM00096,-5.9131975
86801,Epirubicin,SIDM00953,-1.434284
176378,Buparlisib,SIDM00489,0.876939
95757,Taselisib,SIDM00917,2.481488
196332,NVP-ADW742,SIDM00968,3.24841
199418,WIKI4,SIDM00260,4.805794
189536,Olaparib,SIDM00562,3.982066666666667
221297,AZ6102,SIDM00042,1.606006
829,Camptothecin,SIDM00550,-0.275492
6489,Dasatinib,SIDM00612,0.6527354999999999
188928,Ipatasertib,SIDM00111,3.753564
58289,Ruxolitinib,SIDM00699,4.2192965
312702,AZD8186,SIDM00214,3.0587705
19958,Vinorelbine,SIDM00948,-3.9273595
97683,SCH772984,SIDM00233,3.570654
215924,Palbociclib,SIDM01133,3.1279565
172036,OF-1,SIDM00789,4.849482
209947,Wee1 Inhibitor,SIDM00837,1.7024975
184300,Navitoclax,SIDM00600,2.582024
212424,PD173074,SIDM01019,1.890284
188689,Cediranib,SIDM00393,2.080906
214732,MK-8776,SIDM00196,0.726255
118036,GSK343,SIDM00482,2.415659
265893,Talazoparib,SIDM01095,1.2381685
171895,AGI-6780,SIDM00863,1.957694
204735,PLX-4720,SIDM00792,4.250046333333333
202078,Afatinib,SIDM00627,0.3075193333333333
109438,WZ4003,SIDM01006,4.945617
171649,AGI-6780,SIDM00889,2.0947765
199610,WIKI4,SIDM00896,4.151501
3384,Sorafenib,SIDM01205,2.7394455
111909,GSK2606414,SIDM00202,3.049893
142356,AZD4547,SIDM00384,0.960178
222900,VE821,SIDM00917,2.942204
195146,MIRA-1,SIDM00680,5.534479
221505,GSK591,SIDM00885,5.332401
215024,MK-2206,SIDM00180,1.47651
108783,WZ4003,SIDM00136,3.051312
18470,Gemcitabine,SIDM00316,-1.0723273333333332
219537,PD0325901,SIDM00951,0.7941615000000001
65448,Dinaciclib,SIDM00427,-3.291207
55492,GSK1904529A,SIDM00974,2.7566195
156106,Alisertib,SIDM00929,0.021005
89125,Pevonedistat,SIDM00971,7.013824
12339,Entinostat,SIDM00417,1.1338805
302939,AZD5582,SIDM00875,0.7565745
89655,Sapitinib,SIDM00885,4.5124
209853,Wee1 Inhibitor,SIDM00562,2.5346615
182712,AGI-5198,SIDM00517,5.877497
85162,VX-11e,SIDM00600,1.134637
94439,I-BET-762,SIDM01122,4.4220625
98829,IWP-2,SIDM00077,1.412369
174917,Wnt-C59,SIDM00896,1.943423
266,Erlotinib,SIDM00324,2.808673
20105,Vinorelbine,SIDM00577,-3.2949205
177067,Buparlisib,SIDM00154,0.299873
70881,EPZ004777,SIDM00859,3.619942
188057,Cediranib,SIDM00291,2.018492
78043,Dabrafenib,SIDM00242,4.929316
174601,Wnt-C59,SIDM00930,4.3575875
56126,BMS-345541,SIDM00964,1.539091
312597,AZD8186,SIDM00044,3.1520885
119048,ML323,SIDM00289,3.264601
161361,LCL161,SIDM00488,3.3384565
194459,MIRA-1,SIDM01160,5.879767
108452,VE-822,SIDM00077,3.064781
98022,SCH772984,SIDM01006,1.957525
177309,Ulixertinib,SIDM01174,3.2307995
170999,LY2109761,SIDM00905,4.995061
90805,Uprosertib,SIDM01073,3.547213
119977,Entospletinib,SIDM00098,4.652878
55917,BMS-345541,SIDM00438,3.044887
183460,Gefitinib,SIDM00846,1.7843005
194974,MIRA-1,SIDM00316,4.939019
178839,Cisplatin,SIDM00550,3.302852333333333
99199,Leflunomide,SIDM00111,6.824954
199173,WIKI4,SIDM00180,1.623715
223005,VE821,SIDM00410,4.275694
199095,WIKI4,SIDM00320,6.212153
199936,WIKI4,SIDM00406,2.76632
180243,Docetaxel,SIDM00549,-4.446146
109496,WZ4003,SIDM00047,3.289768
182940,AGI-5198,SIDM00047,4.866341
119519,Entospletinib,SIDM00003,4.558
86675,Linsitinib,SIDM00817,5.631097
42092,5-Fluorouracil,SIDM00482,1.135006
87634,Epirubicin,SIDM00817,-0.591858
120220,PRT062607,SIDM01132,2.183188
109240,WZ4003,SIDM00289,2.315464
187330,Osimertinib,SIDM01247,1.898351
192175,GSK2578215A,SIDM00332,5.782226
219597,PD0325901,SIDM00136,-3.18807
209711,Wee1 Inhibitor,SIDM00930,0.46337
271473,XAV939,SIDM00262,4.450789
193865,AZD7762,SIDM00294,0.1285693333333333
281440,Trametinib,SIDM00127,-3.0805295
189931,Olaparib,SIDM00846,3.4216393333333333
195675,NVP-ADW742,SIDM00948,1.696012
196313,NVP-ADW742,SIDM01114,3.913017
331301,Pevonedistat,SIDM00201,-0.3439465
95118,I-BET-762,SIDM00565,5.6105075
194964,MIRA-1,SIDM01205,4.267002
265467,Talazoparib,SIDM00889,0.6598839999999999
281893,Dabrafenib,SIDM00793,3.3887125
221092,AZ6102,SIDM00381,3.605799
173393,MN-64,SIDM00262,5.937066
211696,BIBR-1532,SIDM00835,5.581628
211122,Nutlin-3a (-),SIDM00550,4.6866185
196034,NVP-ADW742,SIDM00056,3.341724
282086,Dabrafenib,SIDM00781,6.326916499999999
183646,AZD3759,SIDM00258,3.011083
149315,Dactinomycin,SIDM00362,-5.0409055
296512,Fulvestrant,SIDM01047,3.7150696666666665
219031,AZD8055,SIDM00842,0.7768525
90159,Sapitinib,SIDM00285,5.255901
196540,P22077,SIDM00120,6.265842
186374,Nilotinib,SIDM00393,3.0817535
198052,Savolitinib,SIDM00600,3.020279
98292,IWP-2,SIDM00091,3.867186
119000,ML323,SIDM00935,5.183281
55008,Irinotecan,SIDM00104,4.735371
190501,GDC0810,SIDM00792,4.40172
222075,GSK591,SIDM00264,5.481921
94861,Alpelisib,SIDM00935,0.340326
290482,AZD6738,SIDM00257,1.0281025
212264,PD173074,SIDM00789,3.006365
177905,Vinblastine,SIDM00550,-3.05637
51368,Crizotinib,SIDM00817,2.552185
112644,PFI3,SIDM00837,5.81415
187370,Osimertinib,SIDM01197,4.015917
182962,Gefitinib,SIDM00875,0.7072205
214635,MK-8776,SIDM00896,0.640476
202603,WEHI-539,SIDM00422,-0.659821
177224,Buparlisib,SIDM00216,0.41737
163128,MIM1,SIDM00324,2.721196
87354,Epirubicin,SIDM00289,-1.292702
212407,PD173074,SIDM01206,2.8314435
251506,Tamoxifen,SIDM00923,3.192867
45657,Linsitinib,SIDM00056,3.460296
197918,Savolitinib,SIDM00384,1.826836
172058,AGI-6780,SIDM00758,3.2534650000000003
270899,XAV939,SIDM00293,4.4725015
261387,Daporinad,SIDM00834,-1.129279
120638,PRT062607,SIDM00241,4.405879
105773,Entinostat,SIDM00472,3.473587
437,Rapamycin,SIDM00953,-1.3036955
179646,ABT737,SIDM01175,3.599315
174096,LGK974,SIDM00202,4.17649
120299,Foretinib,SIDM01145,-0.320214
51184,Crizotinib,SIDM00377,3.684292
15957,GSK269962A,SIDM01042,2.3832706666666668
181320,Afuresertib,SIDM01042,-1.960224
97531,SCH772984,SIDM00561,2.880776
190437,GDC0810,SIDM00377,6.284406
43959,Obatoclax Mesylate,SIDM00542,0.8569425
212696,PD173074,SIDM00496,3.2939635000000003
220461,AZ6102,SIDM00269,1.765185
296,Erlotinib,SIDM00242,0.7254659999999999
65495,Dinaciclib,SIDM00579,-2.215556
185955,Nilotinib,SIDM01168,3.5594345
96427,EPZ5676,SIDM00923,5.600092
94772,Alpelisib,SIDM00316,2.395587
65071,Dinaciclib,SIDM01047,-4.001707
48576,Dasatinib,SIDM01174,3.357426
49432,Dasatinib,SIDM00393,0.080079
281601,Trametinib,SIDM00448,1.926976
198498,UMI-77,SIDM00863,2.120721
209815,Wee1 Inhibitor,SIDM00346,0.8231850000000001
109345,WZ4003,SIDM00491,5.650349
266301,Talazoparib,SIDM00448,3.325682
197169,P22077,SIDM00520,6.13655
119276,ML323,SIDM00422,3.016276
45588,Linsitinib,SIDM00343,4.641033999999999
252005,Tamoxifen,SIDM00975,4.314283
55089,GSK1904529A,SIDM00758,4.202923
99655,Leflunomide,SIDM00311,5.626775
55087,Irinotecan,SIDM00045,-0.362824
196784,P22077,SIDM00576,5.11244
213175,AMG-319,SIDM01098,4.820494
86842,Epirubicin,SIDM01133,0.623309
406,Camptothecin,SIDM00655,0.681103
182941,AGI-5198,SIDM00250,4.209991
63329,Niraparib,SIDM00562,4.011042
202442,WEHI-539,SIDM01149,-2.271216
194245,AZD7762,SIDM01092,0.8777789999999999
119588,Entospletinib,SIDM01042,2.970314
96779,EPZ5676,SIDM00332,7.054772
173606,MN-64,SIDM01114,3.75911
162882,MIM1,SIDM00064,3.5477255000000003
213875,AMG-319,SIDM00975,6.096803
178802,Venetoclax,SIDM00496,2.678932
201970,WEHI-539,SIDM00274,1.088406
280832,Trametinib,SIDM00294,2.3468910000000003
65656,Dinaciclib,SIDM00416,-4.005728
172233,AGI-6780,SIDM00056,2.717031
199735,WIKI4,SIDM00098,3.441918
87840,Cyclophosphamide,SIDM00841,6.780481
97350,SCH772984,SIDM00086,1.691013
84942,Ruxolitinib,SIDM00606,5.413914
178875,Venetoclax,SIDM00257,2.347065
195384,MIRA-1,SIDM00472,5.382427
178252,Venetoclax,SIDM00320,2.842898
115767,RVX-208,SIDM00905,4.657273
96789,EPZ5676,SIDM00935,5.74695
116803,OTX015,SIDM00120,4.23828
