Origin_idx,Drug name,Sanger ID,IC50
117407,OTX015,SIDM00583,3.457831
94745,I-BET-762,SIDM00346,0.4811715
312167,AZD8186,SIDM00438,3.852477
55188,GSK1904529A,SIDM01248,3.09009
265770,Talazoparib,SIDM01019,4.565226
49436,Dasatinib,SIDM00530,3.881863
193064,I-BRD9,SIDM01247,2.615107
93249,Lapatinib,SIDM00967,0.146129
64945,Dinaciclib,SIDM00292,1.091092
231848,AT13148,SIDM00045,1.537725
48564,Dasatinib,SIDM00294,3.810553
179647,ABT737,SIDM00833,1.47059
108363,VE-822,SIDM00156,4.684197
213805,AMG-319,SIDM00101,6.723608
251522,Tamoxifen,SIDM00863,3.342523
49439,Dasatinib,SIDM00250,2.068549
200575,KU-55933,SIDM00528,4.675533
184540,AZD5363,SIDM00496,3.966998
117361,OTX015,SIDM00418,2.8882
12509,Entinostat,SIDM00424,1.5587825
43692,Obatoclax Mesylate,SIDM00677,1.7965005
20321,Vinorelbine,SIDM01093,-1.116868
93014,Lapatinib,SIDM00680,3.498523
213504,AMG-319,SIDM00562,4.328941
89877,Sapitinib,SIDM01206,4.578818
223111,VE821,SIDM00466,7.886127
98974,IWP-2,SIDM00530,2.389926
261804,Daporinad,SIDM00817,-5.069272
74359,AZ960,SIDM00101,3.064779
89515,Sepantronium bromide,SIDM00317,-5.064521
172754,OF-1,SIDM00231,4.632928
61743,Erlotinib,SIDM00967,-0.981745
223218,VE821,SIDM00973,3.515227
111668,GSK2606414,SIDM00623,5.395553
45903,Linsitinib,SIDM00631,2.904475
203929,PLX-4720,SIDM01132,4.324944333333334
12461,Entinostat,SIDM00577,2.3204375
216198,Palbociclib,SIDM00241,3.446306
87022,Epirubicin,SIDM01019,-1.061345
63426,Niraparib,SIDM00251,4.099441
60901,Erlotinib,SIDM01174,3.102229
132,Erlotinib,SIDM01259,3.6602205
117357,OTX015,SIDM00371,3.018321
177285,Vinblastine,SIDM00082,-4.898647499999999
271490,XAV939,SIDM00256,4.0181075
18704,Gemcitabine,SIDM00975,-3.158021666666667
170748,Sabutoclax,SIDM00519,0.19678
214873,MK-8776,SIDM00583,4.976433
110090,CZC24832,SIDM00496,5.318213
63339,Niraparib,SIDM00577,3.96546
220970,AZ6102,SIDM00317,6.856335
222748,VE821,SIDM00260,4.376586
72659,Daporinad,SIDM00256,-8.594066
37914,Palbociclib,SIDM00833,4.905825
215149,MK-2206,SIDM00277,1.294944
155634,Alisertib,SIDM01259,1.830879
212266,PD173074,SIDM00136,3.6266785
162953,MIM1,SIDM00528,4.5494145
89580,Sepantronium bromide,SIDM00384,-4.824154
178808,Cisplatin,SIDM00102,3.830855666666667
