Origin_idx,Drug name,Sanger ID,IC50
63766,Niraparib,SIDM01006,3.790573
183504,AZD3759,SIDM00233,2.435851
197616,Savolitinib,SIDM01259,2.712135
193214,I-BRD9,SIDM00259,2.277662
204261,PLX-4720,SIDM00537,4.308920666666666
183207,Gefitinib,SIDM00343,2.2169445000000003
204857,PLX-4720,SIDM00498,2.893183666666667
189627,Ipatasertib,SIDM00416,3.32268
204216,PLX-4720,SIDM00875,4.0671740000000005
232734,AZD4547,SIDM00569,0.5414983333333333
18063,Gemcitabine,SIDM01163,-1.4789276666666664
42354,5-Fluorouracil,SIDM00846,4.846725
280828,Trametinib,SIDM00320,2.4652275
312524,AZD8186,SIDM00371,3.797924
179874,ABT737,SIDM00127,4.699304
198979,UMI-77,SIDM00668,2.207741
218168,Pictilisib,SIDM00332,1.2378566666666666
87074,Epirubicin,SIDM00388,-2.36096
203932,PLX-4720,SIDM00269,3.7510996666666663
182523,AGI-5198,SIDM00411,6.775559
99682,Leflunomide,SIDM00527,4.482849
172966,MN-64,SIDM00003,4.802894
67183,Bortezomib,SIDM00411,-3.866131
56007,Oxaliplatin,SIDM00550,5.7256415
95046,I-BET-762,SIDM00197,2.727439
183963,Navitoclax,SIDM00677,2.6994225
202886,Afatinib,SIDM00044,2.638999666666667
189629,Olaparib,SIDM00420,4.556912666666666
232938,AZD4547,SIDM00491,2.701648
219684,PD0325901,SIDM00948,2.32868
54996,Irinotecan,SIDM00077,3.766024
18494,Gemcitabine,SIDM00267,-0.7089576666666666
194708,AZD7762,SIDM00539,-0.5161746666666667
179492,ABT737,SIDM00308,0.805251
265820,Talazoparib,SIDM00561,2.883054
116223,RVX-208,SIDM01159,6.135582
20198,Vinorelbine,SIDM00252,-0.5718385
109647,CZC24832,SIDM00181,4.934189
70615,EPZ004777,SIDM00842,4.793289
290113,AZD6738,SIDM00596,2.7908785
302913,AZD5582,SIDM00863,1.442237
222707,VE821,SIDM00308,0.39522
179288,Cytarabine,SIDM00612,3.109146
184028,AZD5363,SIDM00174,0.75242
41676,5-Fluorouracil,SIDM00174,5.815144999999999
119977,Entospletinib,SIDM00098,4.652878
290379,AZD6738,SIDM01198,1.117557
186393,Nilotinib,SIDM00214,3.90058
202543,Afatinib,SIDM00814,-1.1409
95736,Taselisib,SIDM00411,2.913657
49950,Paclitaxel,SIDM00814,-4.623578
109171,WZ4003,SIDM00384,1.939881
186150,Nilotinib,SIDM00098,4.7001105
172283,AGI-6780,SIDM00205,2.742677
67131,Bortezomib,SIDM01095,-3.893463
172021,AGI-6780,SIDM00623,2.6133775
251538,Tamoxifen,SIDM00227,3.680224
174145,LGK974,SIDM00600,2.942021
219742,PD0325901,SIDM00808,2.1098295
108599,VE-822,SIDM00538,0.717704
212581,PD173074,SIDM00834,3.509793
2068,Paclitaxel,SIDM00863,-2.270035
117142,OTX015,SIDM01247,2.586622
184498,AZD5363,SIDM01198,4.101212
64868,Dinaciclib,SIDM00320,-1.431051
110332,CZC24832,SIDM01006,4.904136
57097,BMS-536924,SIDM00216,1.501432
113346,PCI-34051,SIDM01259,3.855454
183526,AZD3759,SIDM01237,4.250407
55780,Oxaliplatin,SIDM00211,4.0855875
173141,MN-64,SIDM00388,4.643022
198660,UMI-77,SIDM00813,1.720107
194961,MIRA-1,SIDM00252,6.667111
210913,Nutlin-3a (-),SIDM00935,4.274751
217403,Dactolisib,SIDM00371,-1.8728645
191921,GSK2578215A,SIDM00308,4.056646
221215,AZ6102,SIDM00394,3.281192
99717,Leflunomide,SIDM00975,5.679714
55972,BMS-345541,SIDM00241,3.773666
185778,Nilotinib,SIDM00224,3.7518775
302856,AZD5582,SIDM00003,2.123321
177045,Buparlisib,SIDM00975,2.039775
174733,Wnt-C59,SIDM00260,3.276655
65684,Dinaciclib,SIDM00231,-3.036662
117133,OTX015,SIDM00316,0.523542
1451,Vinblastine,SIDM00285,-5.937299
3299,Sorafenib,SIDM00535,2.764959
172251,OF-1,SIDM00561,4.092719
118026,GSK343,SIDM00316,3.988896
111842,GSK2606414,SIDM00243,2.304592
94777,Alpelisib,SIDM00584,4.668019
50302,Paclitaxel,SIDM00042,-2.914338
149067,Dactinomycin,SIDM01233,-2.2030375
178887,Cisplatin,SIDM00688,2.111185666666666
111646,GSK2606414,SIDM00528,4.120633
178923,Cisplatin,SIDM01102,1.260761
119227,ML323,SIDM00974,4.595288
30583,Wee1 Inhibitor,SIDM00491,2.494311
197595,Savolitinib,SIDM00864,3.429947
178212,Venetoclax,SIDM01120,0.726206
120873,PRT062607,SIDM00310,2.882185
116954,OTX015,SIDM00808,-0.433211
266336,Talazoparib,SIDM00530,4.5687595000000005
109982,CZC24832,SIDM00837,5.855194
202266,Afatinib,SIDM00003,2.9417190000000004
162975,MIM1,SIDM00623,4.3794155
95381,Taselisib,SIDM00120,4.25574
231435,AT13148,SIDM00813,2.708369
43870,Obatoclax Mesylate,SIDM00962,-0.0760385
74192,AZ960,SIDM00412,0.083657
183833,AZD3759,SIDM00508,2.842428
189658,Olaparib,SIDM00584,3.794412
98574,IWP-2,SIDM00832,2.634695
195620,NVP-ADW742,SIDM00003,1.588311
178536,Cisplatin,SIDM00424,1.970821333333333
197444,Savolitinib,SIDM00951,1.07833
