Origin_idx,Drug name,Sanger ID,IC50
111902,GSK2606414,SIDM00659,3.914195
282616,Temozolomide,SIDM00953,5.775536000000001
97039,EPZ5676,SIDM00973,5.709763
89687,Sapitinib,SIDM00230,4.546325
170999,LY2109761,SIDM00905,4.995061
265792,Talazoparib,SIDM00346,3.5078715000000003
181728,Afuresertib,SIDM00156,4.641968
173662,LGK974,SIDM00111,3.5002645
202250,Afatinib,SIDM00145,1.8075113333333328
281483,Trametinib,SIDM00418,-1.121705
65390,Dinaciclib,SIDM00721,-0.63995
214602,MK-8776,SIDM00267,3.778083
282311,Dabrafenib,SIDM00638,4.7556705
58523,Ruxolitinib,SIDM00875,4.062954
118891,ML323,SIDM01155,6.200183
97708,SCH772984,SIDM01228,4.947625
84994,VX-11e,SIDM00917,2.2672725
56035,Oxaliplatin,SIDM00375,3.92011
331145,Pevonedistat,SIDM01092,-0.197215
184326,Navitoclax,SIDM00137,3.8702665
89119,Sepantronium bromide,SIDM00885,-3.5980405
215491,MK-2206,SIDM00234,2.3859045
118065,GSK343,SIDM01237,4.1287665
281103,Trametinib,SIDM00346,-1.7023100000000002
107863,VE-822,SIDM00292,5.044971
202849,Afatinib,SIDM00859,1.6159263333333334
231912,AT13148,SIDM00393,1.465649
221065,AZ6102,SIDM01064,2.908012
177918,Ulixertinib,SIDM00256,1.814033
182838,Gefitinib,SIDM00326,1.575468
108726,WZ4003,SIDM00951,2.945641
119426,Entospletinib,SIDM00190,5.001196
186297,Nilotinib,SIDM00350,2.892416
97808,SCH772984,SIDM00289,2.388715
228516,BMS-536924,SIDM00416,1.685399
176351,Buparlisib,SIDM01174,3.003705
220645,AZ6102,SIDM00145,2.054074
161519,LCL161,SIDM00975,4.847720499999999
232455,AZD4547,SIDM01042,1.5976576666666666
55310,GSK1904529A,SIDM00202,3.806523
55334,Oxaliplatin,SIDM00367,1.8631285
117996,GSK343,SIDM00781,5.529427999999999
213705,AMG-319,SIDM00958,2.834317
182915,AGI-5198,SIDM01102,4.619947
198835,UMI-77,SIDM00198,1.95737
50234,Luminespib,SIDM00044,-2.536287
98205,IWP-2,SIDM00190,3.761609
179525,Cytarabine,SIDM00896,1.4393889999999998
84970,VX-11e,SIDM01183,3.1660440000000003
161417,LCL161,SIDM00202,4.113601
