Origin_idx,Drug name,Sanger ID,IC50
312688,AZD8186,SIDM00530,1.6063519999999998
2576,Cytarabine,SIDM00180,0.086765
282711,Temozolomide,SIDM00094,5.9999665
227934,BMS-536924,SIDM00291,1.9841015
172177,OF-1,SIDM00599,4.39595
202114,Afatinib,SIDM00699,2.893056
281442,Trametinib,SIDM00551,-2.325783
231707,AT13148,SIDM00551,3.698965
50307,Paclitaxel,SIDM00350,-1.797777
41687,5-Fluorouracil,SIDM00951,2.6414035
216143,Palbociclib,SIDM00260,2.29743
171096,LY2109761,SIDM00188,5.91625
19886,Vinorelbine,SIDM00082,-2.7878055
180548,Docetaxel,SIDM00195,-1.649444
202630,WEHI-539,SIDM00530,3.909903
48478,5-Fluorouracil,SIDM00231,4.737282
214990,MK-2206,SIDM00489,3.460051
195051,MIRA-1,SIDM00211,3.672175
14170,Bortezomib,SIDM00262,-8.1002125
119954,Entospletinib,SIDM00196,4.533911
183732,AZD3759,SIDM00371,3.686646
220092,PD0325901,SIDM00501,-1.298063
180486,Docetaxel,SIDM01064,-4.0252463333333335
189466,Ipatasertib,SIDM00565,5.301502
30737,Wee1 Inhibitor,SIDM00393,1.551081
330885,Pevonedistat,SIDM00489,-0.3882924999999999
222267,GSK591,SIDM00973,3.792927
261118,Daporinad,SIDM00091,-5.971766499999999
178139,Ulixertinib,SIDM00422,2.5125900000000003
187562,Osimertinib,SIDM00394,3.261981
289887,AZD6738,SIDM00320,2.081132
45631,Linsitinib,SIDM00543,3.7049265
189678,Olaparib,SIDM00343,4.329803666666667
143022,Ibrutinib,SIDM00679,3.901517
193048,I-BRD9,SIDM00424,2.610324
188433,Cediranib,SIDM00198,2.274584
183254,Gefitinib,SIDM00243,1.579874
214402,MK-8776,SIDM00308,1.852163
252024,Tamoxifen,SIDM00099,4.3366475
281409,Trametinib,SIDM00487,0.1066709999999999
44002,Obatoclax Mesylate,SIDM00100,1.164225
220238,PD0325901,SIDM00043,-1.227248
218307,Pictilisib,SIDM01149,0.65736
95289,I-BET-762,SIDM00538,3.767662
179555,ABT737,SIDM01145,1.335653
174474,Wnt-C59,SIDM00188,4.382211
211206,BIBR-1532,SIDM01132,3.867469
222881,VE821,SIDM00971,7.098813
211939,BIBR-1532,SIDM00638,4.370432
212589,PD173074,SIDM00832,3.297698
30515,Wee1 Inhibitor,SIDM00517,1.104925
156252,Alisertib,SIDM00216,0.061825
179064,Venetoclax,SIDM01011,1.336764
54720,Irinotecan,SIDM00832,1.39768
192532,GSK2578215A,SIDM00498,5.84931
187869,Cediranib,SIDM00953,0.921662
43349,Obatoclax Mesylate,SIDM00905,-0.342835
311985,AZD8186,SIDM00091,2.560576
85292,VX-11e,SIDM00375,2.990404
196879,P22077,SIDM01161,4.814897
20206,Vinorelbine,SIDM01183,-2.6713015
108858,WZ4003,SIDM00923,3.572905
218379,Pictilisib,SIDM00550,2.262606
185018,Vorinostat,SIDM00834,2.2724435
95131,I-BET-762,SIDM00394,3.971123
223316,VE821,SIDM00498,2.740424
290033,AZD6738,SIDM00113,2.155603
19841,Vinorelbine,SIDM00180,-2.080627
172189,OF-1,SIDM01007,2.859531
189209,Ipatasertib,SIDM00835,5.687258
198734,UMI-77,SIDM01233,1.697711
218742,VX-11e,SIDM00393,2.631102
196354,NVP-ADW742,SIDM00250,4.154753
109493,WZ4003,SIDM00538,3.315342
283323,Temozolomide,SIDM00176,6.21912
55551,Oxaliplatin,SIDM00528,4.867948999999999
193990,AZD7762,SIDM00841,0.1272856666666666
67590,Bortezomib,SIDM01041,-4.329564
219951,PD0325901,SIDM00233,2.066121
67,Camptothecin,SIDM00294,-3.065622
189875,Olaparib,SIDM00565,4.004218000000001
90272,Sapitinib,SIDM00519,4.149473
6397,Dasatinib,SIDM00182,2.548522
49001,Dasatinib,SIDM00832,3.571891
41938,5-Fluorouracil,SIDM00528,5.839108
96908,EPZ5676,SIDM00127,6.694394
214308,MK-8776,SIDM00930,2.096389
15539,Lapatinib,SIDM00900,2.333371
162987,MIM1,SIDM00577,3.8785325
94754,I-BET-762,SIDM00677,3.035537
177227,Vinblastine,SIDM00606,-4.0811355
282895,Temozolomide,SIDM00576,2.8046
303153,AZD5582,SIDM00412,0.8795360000000001
113327,PCI-34051,SIDM00863,1.835628
41957,5-Fluorouracil,SIDM00532,5.1968435
218676,AZD8055,SIDM00136,0.6001915
50283,Luminespib,SIDM00374,-4.1651975
89672,Sepantronium bromide,SIDM00487,1.5902695
67513,Bortezomib,SIDM00375,-5.232426
196968,P22077,SIDM00285,2.239603
217189,Dactolisib,SIDM01248,-2.0494035
94685,I-BET-762,SIDM00596,4.113896
214657,MK-8776,SIDM00958,-0.29379
192477,GSK2578215A,SIDM00374,5.112907
89879,Sepantronium bromide,SIDM00472,-4.4232785
318,Camptothecin,SIDM00225,-2.686087
192478,GSK2578215A,SIDM00389,4.157814
120791,PRT062607,SIDM00592,2.339283
176946,Buparlisib,SIDM00205,-0.088531
115768,RVX-208,SIDM00627,4.24462
190165,GDC0810,SIDM00814,4.622412
112914,OSI-027,SIDM01073,0.840315
94376,Alpelisib,SIDM00606,4.251142
180095,Docetaxel,SIDM00094,-2.023225
182016,AGI-5198,SIDM00627,4.740527
221009,AZ6102,SIDM00962,2.033476
194395,AZD7762,SIDM00488,0.772733
180428,Docetaxel,SIDM01233,-2.419534666666667
172712,OF-1,SIDM01114,3.141668
118178,GSK343,SIDM00256,2.5191155
149302,Dactinomycin,SIDM01011,-4.367628
89534,Sepantronium bromide,SIDM01248,-4.8301425
64349,MK-1775,SIDM00833,0.338265
282196,Dabrafenib,SIDM00935,3.5205855
177530,Ulixertinib,SIDM00291,0.025652
65249,Dinaciclib,SIDM01095,-3.403783
74799,Talazoparib,SIDM00118,2.273366
51115,Crizotinib,SIDM00487,1.833866
65535,Dinaciclib,SIDM00929,-2.086638
193214,I-BRD9,SIDM00259,2.277662
281016,Trametinib,SIDM00864,1.1392625
190319,GDC0810,SIDM00234,5.0627
170531,Sabutoclax,SIDM01095,-0.637487
190016,Olaparib,SIDM00362,2.8739833333333333
106747,OSI-027,SIDM00231,4.249128
194552,MIRA-1,SIDM00174,5.877246
55592,Oxaliplatin,SIDM00576,-0.495135
198742,UMI-77,SIDM00324,1.221141
108277,VE-822,SIDM00384,-1.516902
