,MPI,GCK,GFPT2,GALK1,GALE,PMM2,PGM2,PMM1,AMDHD2,GNPDA2,GMDS,UXS1,GNPNAT1,NANS,UGDH,CYB5R3,GFPT1,NANP,CYB5R1,HEXB,HK2,HK1,HK3,GNE,NAGK,CHIT1,UAP1,RENBP,CHIA,NPL,UGP2,GALK2,PGM1,CMAS,PGM3,GNPDA1,GMPPA,GPI
SIDM00519,-0.4638791136965309,-0.851856790810811,0.11267029345158733,0.09025955435159413,0.645403890168447,-0.7494837958245878,0.9335897091139952,0.4342051325759157,0.08793177829622378,0.4688875113684747,0.6806980997524431,1.0440660258690073,0.03349435681540275,1.897473521463431,0.711481257646751,0.5904214931535203,1.4235643163850777,0.01917218935415606,1.2470701841375709,2.9666386345170626,0.01468437794139422,0.8728449019245373,-0.7483145559433166,-0.6223213327063903,1.542662822629412,-0.668456574779457,2.2219937279825714,-0.7007879781557605,-0.735712937107614,-0.7774714660043995,3.138661816830269,0.9915717199507118,1.5147393731037777,1.2134482625492988,0.9273791390423747,1.8063621894327615,0.7106504005111011,2.0722138518839395
SIDM00917,-0.44806703017954236,-0.9308760474518427,-0.552543364631303,0.3695899416754305,0.28640360561177536,-0.6871198879558847,0.6257092828936457,0.4849257498395968,-0.13958924794743274,1.1920862913826313,0.8219622257823005,0.6178318926758197,0.3374846632188485,1.588188391459653,0.8176659512758493,0.7426658925480513,1.5058822953848474,-0.1340878950083029,0.3569707826992803,2.0502039312738103,0.9878059854859959,0.6073633654010221,-0.7808321119030809,-0.5223113679798365,1.6166876136508637,-0.7318216747317909,1.0631399950868632,-0.2813842611343573,-0.824053441108061,0.1829876307579392,2.6431043132575684,0.9866752635211011,0.7972197694338519,1.6927332642325579,0.20262230699609196,1.1890079912139564,0.31083076567081097,1.6739062990161744
SIDM00309,-0.3855296536516937,-0.8654967979506697,0.41913710038311114,-0.17954024901668622,1.1763014851033413,-0.688735373263759,1.627901556053579,0.5630976504615157,-0.08161231114048076,1.0051388784289994,1.0944192469907097,1.2978507963154229,0.26630094098013446,1.537174170512122,1.045729202842332,0.9212485034347764,1.5163800537383465,0.08458384029881096,1.0472306098093438,2.551099684632923,0.23534756228249887,1.2193397084238555,-0.7458371428922206,-0.6120706007459691,1.4616928924608508,-0.8145492170824228,2.404491417709104,-0.8529236200197529,-0.8286834337777393,-0.40115441546910985,3.418205849547397,1.1060014690387339,2.616625162759445,1.935948576611552,0.8996492883159902,1.866226512125576,0.4112881084828771,2.097252756886021
SIDM00099,-0.2996246952806264,-0.9140020422628103,0.8785098686284297,0.4617648181976121,-0.09734438730396801,-0.5774008380650747,0.06260766498664262,1.1120507782383873,-0.18078235535708953,0.5318443626097272,0.1735568064371458,1.0967170458996562,-0.04936270521850331,2.038666386433296,1.1734807870878137,0.8368665964868335,2.0032614795845567,0.40634854253781616,0.7565793122290094,2.607453557214673,0.1200636428588885,1.3125618397379044,-0.6674179921082567,-0.6942704632328585,1.579075675812674,-0.7634749622205932,3.088168124045669,-0.9316573132091237,-0.6541560185172094,-0.7731060941815705,2.746765709712492,0.7768809969014309,1.447934290585334,1.7467842430681608,0.878286847423826,1.6369265970181117,0.5306350197310873,1.9523074184377895
SIDM00276,-0.31201191541913054,-0.870078532919965,-0.49565058346623214,0.5019767354034548,1.1449864790775386,-0.7709888121771036,0.8195282200972472,0.8229672244535434,-0.25445582001856554,0.38891535848934156,1.501209476569896,1.5293460497517786,0.6370393920828208,1.9715507248535318,1.8547868228309636,0.6374111038807581,1.5410090081630765,0.13773256647767865,0.7354415907466523,2.3296042686510585,0.5539035868355162,1.5279334381796006,-0.8228190604383028,-0.3127837720868255,1.8126634111813604,-0.856627811893628,1.758295806123188,-0.8179649616958587,-0.7942583493401071,-0.5955051170228899,2.7158680276510765,0.9334098123565986,1.9963310881134306,2.035319549541394,0.5502252891510719,0.8617755361881326,0.8855921859490973,2.5509270642727837
SIDM00311,0.11289431160799493,-0.8608042374066757,1.2938782492716379,0.29217220234684826,0.9512343706529014,-0.6186839750451646,1.1924093760073244,0.8083095553676475,-0.43113038660080566,0.4625942902094529,1.0681801067923262,0.852844387441891,0.20511309847769674,2.1012286309866988,1.4745833711961833,0.7367970647056702,1.1409719366586957,0.13914914009018997,0.8285079028589236,2.683327266669489,1.0784918106849626,1.7179456415340506,-0.8724701867505567,-0.15893205354877993,1.5437005246137507,-0.7818498556891758,2.7222062082545415,-0.7871793955190658,-0.944840453354029,-0.6636676130263113,2.790587599143513,0.9871800965017672,1.5850749380918925,1.5870268765874402,0.9940995192441159,1.3344145870716169,0.7397514990858922,2.2841977532406013
SIDM00970,-0.11949236205023257,-0.8127138879874172,-0.5007045758536187,-0.1201677257239157,1.0341300340473805,-0.5652109743820523,1.6195398455499674,0.6353111588561297,-0.7040722004200977,0.17045341599387498,1.7030083966446252,1.2328907545689265,0.9352160410660728,1.8678870502843974,1.8280704069762521,0.9450338056318413,1.1936095388561905,0.25512132899657497,1.674429921066334,1.7104474490255577,1.0831821691631967,1.6211494532565083,-0.9169784988868717,-0.13891345968112742,1.515065279255798,-0.815617254071748,1.5555059514926843,-0.9052011969966322,-0.6364542146348082,-0.21879432873806579,2.6160742971262407,0.9798579312749865,-0.509864224696751,1.806614254300082,0.31382761974540097,0.9742258185385235,0.17977276741896986,2.2461391084797464
SIDM00103,-0.22990430305646978,-0.8472998312581437,-0.08587728244849689,0.3393229164227849,0.35850951185598323,-0.6413334335867656,1.3048529343636555,0.8827148352546977,0.1304907407822766,1.0963434418239664,0.854758317823344,0.5744413111246484,0.5828353083442992,2.245615061810816,1.3346697800839635,0.9716600220675128,0.9685175982938782,0.3014641802649355,1.0674290118049763,2.699360565859833,1.7664864651931547,1.6850886314318008,-0.8320424784181192,-0.5299357797075543,1.4368509153472195,-0.7735382921504314,2.882293996758235,-0.9118438537795935,-0.8393994462050728,-0.5605999480737753,2.6224569682036125,0.8959334680128259,1.5904794964365891,1.2323322853133793,0.6175122558530193,1.8983481512000047,0.6140648169404994,2.0897286531506625
SIDM00266,0.012806290628609376,-0.9203336529953521,-0.3686767417404576,0.24519948226416108,0.4916338165242149,-0.6299882229809278,1.0851446184717681,1.0681247173580903,-0.5148728519821137,0.8489664090294544,1.2368094105435525,0.7257068865178223,0.9233189663037203,1.6103847675271545,1.1746664093102366,0.6098113129520529,2.2027913047773326,0.36193802692239785,0.21038474642902974,2.1770014275720135,1.3963905478109235,0.8779630766330278,-0.9004506970951371,-0.33225794224604427,0.9127299196546377,-0.855001424498169,2.853754119736854,-0.6060659605550159,-0.7240416990891061,-0.4419516345550313,2.535986011650079,1.5225011743311103,1.4981546744962324,1.4573679075162902,0.9117034647745851,1.15999809030477,0.2781703366524971,1.8511321279834905
SIDM01064,-0.07123281419285588,-0.9352146283943806,0.21334881209432924,0.019818484939685563,0.26981562827801897,-0.5667137747397614,0.8930305251125091,0.9593234812054274,-0.49793246918431294,0.6536983831128574,1.2070468021146077,0.9824764390707821,0.6880327635346644,2.060754821462464,0.5485734931500257,0.39408438458831696,0.9622901484667638,-0.08751248396849208,0.33891019421531304,2.2254115848582146,0.46040730652207634,1.1505061654248148,-0.6519672388145558,-0.12414262690804967,1.12848965677081,-0.6558020368187301,1.447756610104251,-0.7755264543558589,-0.7634787295457747,-0.8334844804252768,2.7839092049364838,1.3492358905014104,1.235733839367164,1.9170530211812344,0.36950353124807345,0.731321666998776,0.4041335817661028,2.308721806569674
SIDM00098,-0.5350608177212836,-0.8544664705961631,1.0044829473323373,0.39526798851161005,1.0503534605225389,-0.5670278032540262,1.3650000773462838,0.6677273593682342,-0.25606050393429,1.031854490198514,0.49776289094586573,1.075863047081229,0.03396329369144399,2.23586653801065,1.4971914582999855,0.8659691668668663,0.9704345947438628,0.06219024620141777,0.5844330449512539,2.7826945251250796,-0.2686112915995393,1.2557603544711136,-0.8750468078988475,-0.7575599980871489,1.3600751295043254,-0.794752516118703,2.609452184522023,-0.8331576790149139,-0.8429114890955814,-0.7936512808951315,2.812116772324952,0.4413301271421219,-0.4268480196812567,1.899276227119455,0.8099805273274154,1.388954051873074,0.6351113884236814,1.8585216120094392
SIDM00225,-0.0761710963787894,-0.8837305400516089,-0.283734151722678,0.37744082792232625,0.8828344602766265,-0.6679394867019833,0.9747886214378727,0.963267268475244,-0.5782763877757442,0.2593946314624096,1.3054949959741458,1.7977137331858253,0.3885774217072402,1.7947173272511399,1.4281644008858436,0.8183553613429757,1.6320186350004298,0.5769379736714705,0.6402519260098112,2.3632054885870404,1.1446447739138452,1.776345307893649,-0.7431405661930498,0.02465884959278112,1.2615089470550453,-0.783464853629466,2.3661747138405405,-0.8452291376035153,-0.6668270313766889,-0.5406846582809346,3.361163416851113,1.0406980149644307,1.6775446520074848,1.7061449111770182,0.9952802696084392,1.0182430269180698,0.7676115714627719,2.602764310880998
SIDM00846,0.2348196810040302,-0.870586812331592,0.5829635142039038,0.6475153602730047,0.6410800380750987,-0.5366125688930757,0.653975177896084,1.0734631231466034,-0.5093763096714864,0.6877744236836397,1.1938657731194142,0.6372926380207461,0.8415156788405789,1.940800288307978,1.2398511608869143,0.9518426878838381,0.9105443567944049,0.10397910838341073,0.8888846269957363,2.7032567818681654,0.743036197983554,1.0596996850503686,-0.8763333342508343,-0.05509676298612368,0.7625689365620592,-0.5712984929072094,1.9194750689136728,-0.8910153861489107,-0.8757063302510968,-0.7659992166146551,2.4539402155216927,1.1948033121450383,1.9498302457093968,1.431996319943244,0.7016848590371002,0.958581269321213,0.7478632406364031,2.328315733805328
SIDM00291,0.4215912399235736,-0.8069902223476111,0.7416475752062959,0.6710975659894706,1.780814208451975,-0.6638300002411498,0.7769333223475203,1.124553896984836,0.09198866646186098,1.0202025691831385,1.4059776875952166,1.1145905844227095,0.642049112314117,1.7593647661718632,0.8869247984445334,1.2266982282964627,1.4480035070702575,0.5116050043058895,0.9840401181638809,2.536105502280719,1.5361491312942077,1.3767398366540058,-0.8054279181827032,-0.09670808067983679,1.412206966161901,-0.7428017287874864,1.4356232522701222,0.2645986159711455,-0.7988340436609689,0.049066410637450236,2.334642037609081,1.2728859284119094,2.2088406727408034,1.7729204354925956,-0.07673970388551564,1.5867271606384603,0.4414822502286765,2.5800317818379246
SIDM00520,-0.35076879508089814,-0.7844595553713121,0.954755420780157,0.18804489163290714,0.7847008896063172,-0.5800732780794868,1.1136493055786236,0.5960510576955587,-0.09602565270503827,0.947854253023052,0.9792723112766135,1.0801553026535529,0.15457499693853005,2.2159029865256445,0.7856850356383809,0.8788306648774069,1.5164181866747999,0.14765773750275893,1.4061093140945762,2.5391994029367475,0.058117693404186745,1.249847988832574,-0.893591571758843,-0.5938675878093439,1.3447702578700715,-0.8162018848476063,2.7985593213213247,-0.8314914676275387,-0.8056256376144306,-0.7351641187993975,2.7415274221025223,0.9345785810938784,1.8359106421453455,1.7650677190149295,0.7265806208489002,1.8981942136744803,0.9770461731020258,1.9568600705983685
