,drug,cell_line,IC50,prediction
0,GSK1904529A,SIDM00287,2.695081,3.1428378
1,XAV939,SIDM00964,2.5174255,3.670166
2,AZD8186,SIDM00098,3.6110575,2.9239948
3,Alpelisib,SIDM00309,4.972602,3.6006641
4,Navitoclax,SIDM00381,3.9914675,1.7426786
5,Nutlin-3a (-),SIDM00885,4.117058500000001,4.50336
6,MK-1775,SIDM00381,0.971567,-0.12309328
7,SCH772984,SIDM00826,-2.371284,1.7884035
8,WIKI4,SIDM00056,3.873413,4.3847175
9,AMG-319,SIDM00351,4.381102,5.3215733
10,MIM1,SIDM00042,3.76392,4.241842
11,Luminespib,SIDM00655,-3.2395240000000003,-2.6637738
12,MIRA-1,SIDM00817,5.042824,5.2719927
13,BIBR-1532,SIDM01159,4.30429,5.099236
14,Alpelisib,SIDM00263,1.009765,2.3895385
15,Vinorelbine,SIDM01006,-5.701762,-1.0027151
16,Venetoclax,SIDM00388,3.261062,0.40541646
17,Pictilisib,SIDM00542,2.4920940000000003,1.4705422
18,Irinotecan,SIDM00111,2.03566,1.401232
19,LGK974,SIDM01126,3.0547295,4.010027
20,Dabrafenib,SIDM00201,4.4734655,3.048188
21,AZD7762,SIDM00346,-0.4462809999999999,-2.2884316
22,Leflunomide,SIDM00859,4.32032,3.1030147
23,Wnt-C59,SIDM00534,2.810193,3.0178297
24,WEHI-539,SIDM00203,3.061166,2.8450296
25,OTX015,SIDM00974,3.725203,2.1576827
26,Dinaciclib,SIDM00976,-3.108552,1.231091
27,Ibrutinib,SIDM00411,5.899052,4.1464868
28,Sepantronium bromide,SIDM00042,-5.8211975,-3.6095784
29,Dactinomycin,SIDM00632,-5.825258,-0.9416781
30,CZC24832,SIDM00540,5.488764,4.643884
31,VX-11e,SIDM00096,2.2575585,2.2429566
32,Wnt-C59,SIDM00612,4.5870045,3.868108
33,Rapamycin,SIDM00542,-1.799362,-2.3136675
34,Dabrafenib,SIDM00826,-0.075091,3.6438472
35,WZ4003,SIDM00632,2.238154,3.2299674
36,BMS-345541,SIDM00201,2.1755675,3.2655022
37,GDC0810,SIDM00540,5.695754,5.3455625
38,AZD4547,SIDM00817,3.812196666666667,2.815717
39,Cytarabine,SIDM00974,-0.0426374999999999,-0.30157775
40,Dabrafenib,SIDM00632,1.724149,2.1831753
41,IWP-2,SIDM00056,2.97579,2.4902985
42,AZD8186,SIDM00540,1.186744,2.97019
43,Pictilisib,SIDM00826,0.0008939999999999,1.4436913
44,Epirubicin,SIDM00411,0.987132,-1.5759888
45,Oxaliplatin,SIDM00287,1.0486,2.515492
46,Ulixertinib,SIDM00056,1.1917325,3.8343284
47,Dabrafenib,SIDM00817,4.4795785,3.5617037
48,Sorafenib,SIDM00974,1.369742,2.712506
49,AGI-6780,SIDM00632,2.1963825,2.2617
50,Lapatinib,SIDM00885,4.0919035,2.266172
51,Luminespib,SIDM00351,-3.2401515,-2.448881
52,LGK974,SIDM00346,2.4880465000000003,2.452374
53,GSK343,SIDM00411,4.8941025,4.200081
54,AZD5582,SIDM00056,1.379435,1.7512765
55,MN-64,SIDM00203,5.444619,3.1826668
