,drug,cell_line,IC50,prediction
0,Navitoclax,SIDM00362,1.7957800000000002,0.34008977
1,PD173074,SIDM00935,2.8530415,3.553527
2,Osimertinib,SIDM00549,0.792496,0.43076327
3,Cediranib,SIDM00491,3.399394,2.2536685
4,Dinaciclib,SIDM00343,-2.027895,-1.6205887
5,BMS-536924,SIDM00202,0.3315213333333333,1.4087768
6,Gefitinib,SIDM00266,2.5749515,1.73106
7,Afuresertib,SIDM00968,2.512336,3.3540509
8,PRT062607,SIDM00393,2.385608,3.636267
9,Cediranib,SIDM00350,2.2844,1.9856286
10,PFI3,SIDM00362,3.486362,4.144361
11,CZC24832,SIDM01007,3.507873,3.165633
12,ABT737,SIDM00202,-2.39304,-0.4435183
13,Ibrutinib,SIDM01120,5.42526,4.0031853
14,Talazoparib,SIDM00260,5.934196,3.9335325
15,AMG-319,SIDM00448,4.236596,4.085556
16,CZC24832,SIDM00211,2.866025,2.935347
17,MK-2206,SIDM00243,-0.0307494999999999,2.9514372
18,Ruxolitinib,SIDM00781,5.242806,4.533101
19,Venetoclax,SIDM00808,1.713215,0.5895106
20,VX-11e,SIDM00424,2.413135,2.6832688
21,Ulixertinib,SIDM00274,1.6454695,2.6462808
22,GSK2578215A,SIDM00114,6.25368,5.013723
23,Erlotinib,SIDM01133,4.309572,3.561106
24,Olaparib,SIDM00875,2.912050333333333,3.2578552
25,Ipatasertib,SIDM01149,2.057895,2.7488048
26,Vorinostat,SIDM00444,1.80079,1.3133652
27,Talazoparib,SIDM00418,2.9362455,4.7887454
28,Dabrafenib,SIDM00680,5.525157999999999,3.540912
29,Entinostat,SIDM01140,0.385456,1.1570818
30,Cyclophosphamide,SIDM01259,5.129478,3.7047334
31,AZD6738,SIDM00420,2.4414755,2.0398376
32,Nutlin-3a (-),SIDM00527,2.2382030000000004,2.9064877
33,AZD7762,SIDM00527,-1.591596,2.2871923
34,Tamoxifen,SIDM01259,2.3264295,2.8201168
35,Daporinad,SIDM00680,-4.55978,-3.4863484
36,EPZ004777,SIDM00114,6.607752,5.593231
37,PRT062607,SIDM00420,4.218709,3.4580767
38,Ulixertinib,SIDM00549,2.396136,0.9332967
39,MK-1775,SIDM01140,-0.266866,-0.07756096
40,GSK1904529A,SIDM00114,3.10321,3.186962
41,GSK591,SIDM00875,3.624048,4.012552
42,PD0325901,SIDM00350,-1.249941,-0.91519713
43,Ruxolitinib,SIDM00527,4.600614,4.866279
44,Obatoclax Mesylate,SIDM00202,0.9829345,-0.49604383
45,Olaparib,SIDM01259,2.3316436666666664,2.1081455
