,drug,cell_line,IC50,prediction
0,BMS-754807,SIDM00216,-1.291566,1.9250764
1,Sabutoclax,SIDM00308,-1.98858,-1.450032
2,Wee1 Inhibitor,SIDM00489,0.980307,0.7570416
3,Ruxolitinib,SIDM00599,4.3168945,4.751051
4,GSK2578215A,SIDM00218,7.581259,4.6937003
5,ML323,SIDM00951,2.854192,2.6784565
6,PLX-4720,SIDM00958,2.607257333333333,2.3749976
7,AGI-6780,SIDM00579,2.1536795,1.903228
8,VX-11e,SIDM00197,3.5317465,2.6535783
9,Uprosertib,SIDM00417,4.6382995000000005,3.4737864
10,Ipatasertib,SIDM00596,5.244861,4.05765
11,Foretinib,SIDM00410,0.6407845,0.08992413
12,Wee1 Inhibitor,SIDM00003,1.012738,1.6779423
13,IWP-2,SIDM00422,2.032252,1.9301131
14,Leflunomide,SIDM00427,4.257889,4.276823
15,Gefitinib,SIDM01228,0.2812125000000001,1.1766447
16,Entospletinib,SIDM00375,4.530611,3.4221435
17,Dactolisib,SIDM00504,-3.4105480000000004,-1.8547523
18,Nilotinib,SIDM01160,3.765993,3.8315763
19,Alpelisib,SIDM00962,4.46513,1.4315348
20,Cisplatin,SIDM01197,5.9172183333333335,2.75665
21,Cisplatin,SIDM00842,2.6765326666666667,2.1128464
22,PD173074,SIDM00259,3.424969,3.0466435
23,Daporinad,SIDM01245,-6.725857,-5.1840863
24,Afuresertib,SIDM00127,1.532706,2.2122886
25,Trametinib,SIDM00234,-0.6844520000000001,0.45963657
26,Navitoclax,SIDM00197,-2.674453,0.6026093
27,Trametinib,SIDM00600,-3.9769335,-1.3967481
28,BMS-536924,SIDM01095,-0.1175565,2.0671268
29,PD0325901,SIDM00638,0.9421035,-0.21277499
30,AZD7762,SIDM01183,0.2055136666666666,1.3564646
31,Dasatinib,SIDM00488,-0.674317,1.1244371
32,Buparlisib,SIDM00638,0.366617,1.1509676
33,Linsitinib,SIDM00410,3.46691,2.5961761
34,GSK591,SIDM00427,4.140573,3.1451306
35,Luminespib,SIDM00951,-3.966141,-3.137548
36,Palbociclib,SIDM00599,3.0441155,2.9318352
37,Savolitinib,SIDM00422,1.949934,2.374745
38,Palbociclib,SIDM00638,4.2234255,3.195341
