Origin_idx,Drug name,Sanger ID,IC50
172723,OF-1,SIDM00422,3.874217
185022,Vorinostat,SIDM01168,1.299576
178024,Ulixertinib,SIDM00099,4.2763335
171857,LY2109761,SIDM00047,5.760982
195364,MIRA-1,SIDM00407,3.624616
202129,Afatinib,SIDM00294,2.3004006666666665
176660,Buparlisib,SIDM00441,0.216644
109049,WZ4003,SIDM01090,4.054184
218990,AZD8055,SIDM00837,-0.6855985
197018,SB216763,SIDM01090,4.733302
118957,ML323,SIDM00810,3.009535
58548,Ruxolitinib,SIDM00224,4.005586
185443,Vorinostat,SIDM00539,1.2383855
282360,Dabrafenib,SIDM00104,3.928031
42027,5-Fluorouracil,SIDM00351,3.297694
74513,AZ960,SIDM00668,2.978517
202948,Afatinib,SIDM00422,2.262165
171963,OF-1,SIDM00885,1.867286
192206,GSK2578215A,SIDM00299,5.165479
95102,I-BET-762,SIDM00527,4.16012
45392,Linsitinib,SIDM00535,2.090347
6490,Dasatinib,SIDM01019,3.214336
108411,VE-822,SIDM00527,4.75601
142998,Ibrutinib,SIDM00227,6.27981
184719,Vorinostat,SIDM00145,0.061539
172536,OF-1,SIDM00517,4.938736
111879,GSK2606414,SIDM00218,6.50584
56019,BMS-345541,SIDM00834,4.9489915
220467,AZ6102,SIDM01160,3.23077
98634,IWP-2,SIDM01228,2.710122
184471,AZD5363,SIDM00343,3.165244
192106,GSK2578215A,SIDM01247,4.200923
113938,PCI-34051,SIDM00445,5.641023
178783,Venetoclax,SIDM00285,3.386369
172060,OF-1,SIDM00841,3.347917
115441,I-BET-762,SIDM00721,6.084229
42117,5-Fluorouracil,SIDM00962,1.23026
187563,Osimertinib,SIDM00377,4.055046
213358,AMG-319,SIDM00930,5.742959
198776,UMI-77,SIDM00211,2.101008
232688,AZD4547,SIDM01183,2.798999
213865,AMG-319,SIDM00394,5.247068
143360,Ibrutinib,SIDM00156,2.170037
195586,NVP-ADW742,SIDM00136,1.011518
89223,Sepantronium bromide,SIDM00118,-4.379515
70199,EPZ004777,SIDM00230,4.548802
55889,Oxaliplatin,SIDM00311,5.4427635
55933,BMS-345541,SIDM01146,1.5160715
18677,Gemcitabine,SIDM00137,-3.778286
105779,Entinostat,SIDM00483,4.671208
173221,MN-64,SIDM00379,5.273981
217565,Dactolisib,SIDM00483,-3.258889
56432,BMS-345541,SIDM00444,2.1753145
187340,Osimertinib,SIDM00917,1.210826
171903,AGI-6780,SIDM00276,2.6953005
282104,Dabrafenib,SIDM00252,4.9268920000000005
280776,Trametinib,SIDM00269,1.8224865
90294,Sapitinib,SIDM00551,1.588091
265755,Talazoparib,SIDM00224,3.4790095
178979,Venetoclax,SIDM00104,1.366335
214124,MK-8776,SIDM00294,2.375454
312575,AZD8186,SIDM00583,2.8776390000000003
118802,ML323,SIDM00260,4.197912
105781,Entinostat,SIDM00538,1.988271
113703,PCI-34051,SIDM00195,4.280153
196749,SB216763,SIDM00136,5.686758
266113,Talazoparib,SIDM00101,4.122745500000001
174019,LGK974,SIDM00384,3.201756
171468,LY2109761,SIDM00412,4.730588
190452,GDC0810,SIDM00077,4.403101
213675,AMG-319,SIDM01197,6.001524
58901,Ruxolitinib,SIDM00427,3.916234
61284,Erlotinib,SIDM00351,0.689799
180293,Docetaxel,SIDM00577,-4.123594333333333
178293,Cisplatin,SIDM00863,1.8601046666666663
90393,Sapitinib,SIDM00792,4.784921
113523,PCI-34051,SIDM01097,3.456847
281617,Trametinib,SIDM00968,-3.710729
117073,OTX015,SIDM01090,0.74296
111551,GSK2606414,SIDM01047,1.827754
181582,Afuresertib,SIDM01248,4.02253
167435,SB505124,SIDM00537,4.239175
231671,AT13148,SIDM00501,4.477025
23622,Afatinib,SIDM00216,0.177181
271335,XAV939,SIDM00316,4.215832499999999
196688,P22077,SIDM01206,2.114055
251765,Tamoxifen,SIDM00411,5.2990325
192081,GSK2578215A,SIDM01161,5.746855
297123,Fulvestrant,SIDM00323,3.167774
210814,Nutlin-3a (-),SIDM00252,5.4018835
185418,Vorinostat,SIDM00407,0.1118585
122651,AGI-6780,SIDM00721,4.435917
65660,Dinaciclib,SIDM00968,-0.954457
202209,WEHI-539,SIDM00317,6.466788
43544,Obatoclax Mesylate,SIDM00111,-0.6113315
48933,Dasatinib,SIDM00758,3.635058
231314,AT13148,SIDM01019,4.201581
222586,VE821,SIDM00490,5.219077
216377,Palbociclib,SIDM00234,3.1778645
232668,AZD4547,SIDM00834,5.342253666666667
117207,OTX015,SIDM00332,4.256072
113446,PCI-34051,SIDM00561,2.624557
182832,Gefitinib,SIDM00417,2.6535815
197279,P22077,SIDM00406,1.126092
113345,PCI-34051,SIDM00544,4.435873
199858,WIKI4,SIDM00792,3.32402
178953,Cisplatin,SIDM00817,0.980518
179940,ABT737,SIDM00154,2.114274
189398,Olaparib,SIDM00948,3.888884333333333
112899,OSI-027,SIDM01042,1.377558
96678,EPZ5676,SIDM01168,6.973229
209796,Wee1 Inhibitor,SIDM00541,3.4416955
176284,Buparlisib,SIDM00889,1.170218
89234,Pevonedistat,SIDM00242,2.351382
177493,Vinblastine,SIDM00562,-3.785756
120047,Entospletinib,SIDM00491,3.336336
51989,Rapamycin,SIDM00496,-0.782394
118410,GSK343,SIDM00530,3.2414185
179660,Cytarabine,SIDM00600,-2.0789745
194862,MIRA-1,SIDM00577,6.152439
221774,GSK591,SIDM00677,4.441317
177490,Ulixertinib,SIDM00948,1.8952495
188711,Cediranib,SIDM00214,2.337122
196828,P22077,SIDM01090,4.534136
6550,Dasatinib,SIDM00241,1.8111255
97916,SCH772984,SIDM00975,0.205166
174229,LGK974,SIDM00859,2.171331
120568,Foretinib,SIDM00680,1.953369
189559,Ipatasertib,SIDM00042,3.207831
209,Camptothecin,SIDM00086,-0.615849
187881,Cediranib,SIDM00632,1.35348
177957,Vinblastine,SIDM01006,-4.9936375
89472,Sepantronium bromide,SIDM01095,-4.633851
184621,AZD5363,SIDM00501,3.543192
19998,Vinorelbine,SIDM00064,-4.2477105
115883,RVX-208,SIDM00182,4.38305
4754,Crizotinib,SIDM00699,3.05879
185359,Vorinostat,SIDM00042,1.735727
177570,Ulixertinib,SIDM00535,2.524223
9666,BMS-536924,SIDM00549,2.829683333333333
116451,RVX-208,SIDM00565,5.690776
215149,MK-2206,SIDM00277,1.294944
56095,Oxaliplatin,SIDM00422,3.9183615
85031,VX-11e,SIDM00896,1.661396
232727,AZD4547,SIDM00287,1.52315
204077,PLX-4720,SIDM01133,4.552940333333333
76730,Trametinib,SIDM00274,-0.798722
189504,Olaparib,SIDM00677,4.387439666666666
95206,Alpelisib,SIDM00216,3.54609
191842,GSK2578215A,SIDM00793,5.62088
43475,Obatoclax Mesylate,SIDM00292,2.714873
184655,AZD5363,SIDM00127,2.900862
192207,GSK2578215A,SIDM00242,4.37213
216804,Dactolisib,SIDM00182,-0.1725995
296822,Fulvestrant,SIDM00332,4.215636666666666
266085,Talazoparib,SIDM00202,-3.674956
218236,Pictilisib,SIDM00195,1.4742976666666667
184839,AZD5363,SIDM01102,1.52527
118407,GSK343,SIDM00483,4.4337295
55696,BMS-345541,SIDM00326,3.888913
112506,PFI3,SIDM00537,5.299408
180378,Docetaxel,SIDM01168,-2.9265446666666666
174751,Wnt-C59,SIDM01146,3.412034
185,Camptothecin,SIDM00121,-4.654895
214250,MK-8776,SIDM00826,3.455111
91399,Uprosertib,SIDM00539,1.8519355
199813,WIKI4,SIDM00929,4.637141
57974,GSK1904529A,SIDM00508,4.814662
64359,MK-1775,SIDM01205,-0.59791
311792,AZD8186,SIDM01132,2.7495785
185733,Nilotinib,SIDM00277,-6.2127225
110117,CZC24832,SIDM00023,6.812644
183977,AZD5363,SIDM00699,4.156835
54605,Irinotecan,SIDM00561,1.267023
4895,Crizotinib,SIDM00308,0.6157035000000001
63569,Niraparib,SIDM00659,5.884024
58957,Ruxolitinib,SIDM00137,3.927991000000001
18249,Gemcitabine,SIDM00544,-2.4640383333333333
171765,LY2109761,SIDM00043,3.732904
142777,Ibrutinib,SIDM00719,6.302137
95454,Taselisib,SIDM00954,1.501203
290384,AZD6738,SIDM00896,1.0766065
186116,Nilotinib,SIDM00262,4.356956500000001
115952,RVX-208,SIDM00094,5.72442
199643,WIKI4,SIDM01064,1.942038
179556,Cytarabine,SIDM00592,0.8683195
61313,Erlotinib,SIDM01155,3.377697
174125,LGK974,SIDM00129,2.9957925000000003
