,CDC16,CDC7,CDC45,GADD45B,DBF4,CREBBP,MDM2,ABL1,SMC1B,GADD45G,ATM,ATR,ANAPC7,RBL2,ANAPC5,RBL1,MYC,CDC14B,SMC1A,CDC14A,SKP1,TGFB2,TGFB1,GADD45A,STAG1,PLK1,RBX1,STAG2,TGFB3,MCM4,ORC6,CCND1,MAD1L1,MCM3,MCM6,MCM5,YWHAB,CCNA2,MCM7,BUB1,CHEK1,WEE2,MCM2,PTTG1,CDC27,CDC25B,CDC25C,CDC25A,CDC6,CDC20,BUB3,YWHAZ,CCND2,YWHAH,CCNB1,YWHAG,YWHAE,CCNE1,ORC3,CCND3,SFN,E2F1,TFDP1,ZBTB17,CDK1,ESPL1,ANAPC10,RAD21,ANAPC11,RB1,SKP2,CUL1,SMAD3,SMAD4,ANAPC2,TFDP2,PRKDC,MAD2L1,ANAPC4,SMAD2,YWHAQ,CHEK2,CDC23,EP300,GSK3B,CDKN2A,CDKN1C,CDKN1B,CDKN2D,CCNA1,CDKN2B,CDKN2C,FZR1,SMC3,ANAPC13,PCNA,TTK,PKMYT1,CDK2,E2F5,CDK4,WEE1,E2F4,E2F3,TP53,E2F2,ORC1,ORC2,CCNE2,CDK6,ORC4,CDK7,MAD2L2,ORC5,HDAC1,HDAC2,CCNH,CCNB3
SIDM00519,1.629813384639639,-0.7104100796561321,0.04822378416785082,1.3883526753312987,0.08813717621230537,0.7804463899523163,0.3744561848381576,0.3547805573656611,-0.9289039615952263,-0.22105769733596958,0.2605761097875027,0.0747210167388278,0.6072883702798161,-0.36338899071240294,2.264959494083085,-0.6976154659037227,2.1568489899129997,0.47449363852059717,-0.030120901464541886,-0.8156055831996302,0.8901174846676909,-0.5502732194059194,-0.7328772199613526,2.493759418743827,0.6025520596342898,-0.4747375908650665,2.141783111660584,1.582970566606628,-0.8042327848341712,0.7291136048405075,0.8823131623509656,1.4576129059103546,0.29534633495393364,1.5972849003066958,0.36619745538124093,-0.48156541168806793,2.4318169998504287,0.9494007192252573,1.3502453496187072,1.043310562147882,0.8424234343078021,-0.8510299582690791,0.4708626035806829,2.1143334850000595,1.4979426043454693,0.2380927221346026,-0.0025219711556636664,-0.4526857141238728,1.3070950885996422,0.4801331458266306,1.9129977083117318,3.176093303727559,-0.8455079281303867,2.0301742649984242,1.917532263929513,0.40754106178896565,-0.04340242305660397,0.5122871477904611,0.4876421123018887,-0.28902444313679376,-0.5059695237346118,0.08599586272353803,0.9616225050743475,-0.7304974740192425,1.3881216369779408,-0.47631808382907975,1.1184369860733465,1.8673211764904216,2.2096953063011533,-0.451706616899581,0.3834725528520742,2.2263739533967737,1.3093881103578247,0.3261291832515681,-0.4578541175407341,-0.04624135082739548,0.7712693702456251,0.9329743918773122,1.1585493956350124,0.6725102154472932,2.152548470558317,-0.6149558582648501,0.41457707212712136,0.42957933691496025,1.3510624486918985,-0.6310219058229348,0.2252055912930597,0.7086712161008124,0.17950517859152257,0.8857822659397648,-0.8909718571864307,0.2682730608265559,-0.4933418508123999,1.636749738112143,2.2181629003966705,2.7327606858126208,1.2613281861443846,-0.022424632171748567,0.3896380854916218,1.9338416216532415,2.234465398685669,0.9617823863256402,-0.4640275317699893,0.9026138924628194,-0.5490992699972357,-0.6049584536004887,-0.4137093456506848,0.39234554784985515,-0.1799837033660784,2.1685863377808317,1.0720797834171727,2.430459223265509,0.9713264107129909,0.6913538383578006,1.4561251478930999,-0.5122632893305596,1.4649608348282097,-0.6300558638159235
SIDM00917,1.4339121331860292,-0.5641013194972094,-0.27083530870666306,2.5218328481989873,0.27073401351309273,0.3954024949423983,0.782457254819834,0.07227524592064806,-0.8719382818005346,1.878198846487047,0.6780457199016027,0.8341179692820658,0.42366205913560523,0.6848457098373408,2.1489805266799706,-0.663519179580472,2.8043043388059963,-0.4138164226791558,-0.2988939655688948,-0.654382961815085,0.6680602121848026,-0.7962043363591329,-0.05252370331954249,2.993311716362813,0.6333350986714403,-0.6414485593489281,2.321654720808499,2.0002011313521835,-0.8931751692380971,-0.4933470119401825,-0.15372568179923424,-0.5683018791586874,2.0336199934277865,1.0378177051407955,-0.04061503338750357,-0.14777755547487145,2.283275940571417,0.06590952258148253,1.119265564733648,0.25749437577422307,-0.25375390590583424,-0.8416530333354204,0.6577435823522039,1.6564389112458424,1.2812288900583584,-0.5265141087480943,-0.7100547183887971,-0.7398378298081404,-0.6399186416002203,-0.2311108434258947,1.6664067941418388,3.158516149497121,1.9587987716173068,1.9106286498169107,0.02483926048540346,0.25945710089733554,-0.12277725828149667,-0.24510493242871217,1.0837424392306008,-0.3648548068620938,-0.3211109234407099,-0.2135355422889387,0.8861766028757957,-0.49078680488233634,-0.06297222719674431,-0.599361319849142,1.719654488962285,2.1151274448698096,2.2840222822457767,-0.20693165105610548,-0.730904860174391,2.0732659706568963,-0.3992769345693402,0.6018744472152134,-0.44938186557625304,2.002398409641453,0.3681638250949418,0.24125429800896006,1.6634280828314105,1.0766636643654866,1.4486515153287463,-0.7885599789166253,0.2296485415733907,0.7794190322807186,2.04988231234367,-0.13914854844665173,1.2447431702712801,1.0781721097533157,1.1570719914926757,0.0413165291314218,-0.8432808886040192,-0.7670437444558044,-0.5516848693710354,1.5540312491464703,2.357962908306129,2.779375140962102,-0.11357076671044317,-0.1529537202546345,-0.25235009453546553,1.9660890667317015,1.8123176406853694,0.7183660628502081,-0.0006971410382642846,0.5712278422207611,-0.5377656233603392,-0.7207177122178672,-0.5110723418559272,0.21167637867649847,-0.7452853305088003,1.6434028863032866,1.0050610078255886,2.281319459041501,1.4118598471610493,0.6144782580329347,1.9812879132323762,-0.8477311642907213,1.8590362486150855,-0.8441763454762505
SIDM00309,1.7436403240609246,-0.4092168020223602,-0.1069185494380066,1.5121960001434074,0.3616077925158059,0.45239454760209463,0.04136872496734211,-0.14684212911695277,-0.46536588234745674,-0.7426695407839597,0.443438091394539,0.9605173329399229,0.6098890712404251,0.2501228399294534,2.4023683157238156,-0.6075340432928106,2.5090390498281514,-0.21207483981185063,-0.03894532788187043,-0.883325142854197,1.0834458144593935,-0.9214273137731334,-0.398022946651397,2.615123122994941,1.0085412108299343,-0.34961722497094283,2.1248117108012785,1.809053047843129,-0.7927969404487873,0.41648291614770677,1.44869227616638,1.750803738259115,0.3092423656945157,1.597842334290358,0.42962447769346723,-0.45324007824904816,2.37584513456765,1.2687281189489614,0.9445264823500557,1.158088002691931,0.7750881308967946,-0.8028767104322404,1.1109900864679823,2.4843615545977444,1.4417430998204566,0.07906998446788407,0.2055006373423367,-0.07680419956494727,1.3782484602371126,0.9443050587228238,1.864582464448846,2.863377413802065,-0.4702068659596993,2.075525249736469,2.0231723671886117,0.5331514192237948,-0.049477452590865674,0.4480503783760847,1.227622942307312,-0.5402059128713925,0.16823736303295359,0.20761519131939282,0.9107108193355865,-0.6071016446629532,1.4735463914075726,-0.6379620661872625,1.2363835231629212,1.6910407732066697,2.3641096766077885,-0.20130190250486923,0.8300036389330119,1.9524628765234302,0.694650547024864,0.33231993069445404,-0.6008458017146445,0.48966457566805627,0.48163093095503606,1.1029707582279917,1.7194604531910884,0.5659886880065685,2.115829819466874,-0.7426236771256497,0.3348983246046762,0.4579589061151084,1.5938635558462186,-0.4729076891930827,1.0296468349882708,1.4073051121288134,0.7719689828570253,0.38024200940746894,0.6266174442588274,1.3629615356492442,-0.4540965509103517,1.658398927949442,2.158219683858114,2.2400897259658406,1.4834892266150932,0.004601402580546358,0.5992906972010221,0.8809008828453234,2.108265807077271,1.3946279602670208,-0.2503240217545723,0.8186152745784866,-0.4883528195407754,-0.4331368386889992,-0.26149458652085944,0.37365005795603934,0.03734112104455086,1.7905076222712484,1.0437279903140617,2.5299593737971193,0.938667485337436,0.734701031172223,1.8099628019369962,-0.526073745169573,1.6941356601616369,-0.6329709720540948
SIDM00099,1.4666837884316786,-0.4216872215043405,-0.23560163682645135,2.0608839784449455,0.4347228945029856,0.5498496685699232,0.6150369187560697,0.6239641672368567,-0.8600683422258049,-0.22590928831118742,0.665753285677309,0.18727333078240938,0.5593979096346543,-0.0454737976307499,2.361537250420599,-0.6875696896883782,2.8580368365656548,-0.0028077143493503757,-0.2546784394180755,-0.8050599193797062,0.7109257167619524,-0.08776125432368843,0.3631753301796315,3.1526031503955827,1.1606597304526542,-0.6383748243700589,2.0584913330825896,1.9154983834220964,-0.8431826104721083,0.41533620302225316,0.7882174320682549,1.9893804939894844,1.015762367264759,0.9043442353673667,0.2787769712116931,-0.5893896579242803,2.1858953572350215,1.1491729488148836,1.3667774984354175,1.2512953825278268,0.872975962438,-0.8722423892619757,0.5723819558706408,2.3396070660246733,1.3809799792777233,0.15155431738458222,0.3209340969987554,-0.7010179821928244,0.4492613665084942,1.0308615914234163,1.5511978209644397,3.1694801631406015,-0.6389600668249579,2.378826663905559,1.9690359615698276,0.2805540977709959,-0.10289375430896712,0.393917948673841,1.0497377945703124,-0.7317014941365808,-0.4802706277419766,-0.08057002665373103,0.47743046610143836,-0.7809806576538749,1.3322680423987743,-0.41491942816476685,1.08616944910795,2.0157459757339407,2.4478337504419176,-0.21125073452829746,0.2380512554443691,2.3164069552545477,0.516896907106455,0.9889638523853684,-0.5102116725448969,0.5609029294875854,0.8644743190982658,0.9883539830803241,1.3293772041566745,1.1319607004431007,2.1540495060168414,-0.6707451715224538,0.34042277141867605,0.39921775645209767,1.7953402335997541,-0.6583672314984758,1.4610806254953137,1.1649822417382556,0.7768431447042706,0.7562473018603573,-0.8503030056667173,1.0265051734934865,-0.4109190610009474,1.1978859801075592,2.3183871956552937,2.4102379300946764,1.149980456125329,-0.09761000664822517,0.6284943136407297,1.7024586202746206,2.35319881192637,1.7517347257682443,-0.5410122564381586,1.1122126124745342,-0.4606656978346491,-0.7296459678057524,-0.35393267381313714,0.45517514612976456,-0.14498182381377514,2.543351426805786,0.9114978071253751,2.7625859989021726,1.1485861192987104,0.9823767443181408,1.4385749635774001,-0.6819933749914281,1.9766168724267559,-0.8483724664937642
SIDM00276,0.9248275296151555,-0.37908864725573627,0.5722777701926609,1.3042756087651088,0.3682147119772784,0.3161848239752825,-0.6031037443706602,0.10760197413090264,-0.8331061733634614,-0.6531780505136539,-0.3218394692650466,-0.3732068732087853,0.4384149649672717,0.1366366359970687,2.253724622788035,-0.4651807041771111,2.115272456379971,0.1027056672659599,0.06280863099512828,-0.8906458098943058,0.5638057031756354,-0.5075501905398743,-0.48433843117361014,2.035613982446204,0.43529200067140134,-0.09816482351378386,2.4098998109513494,1.64145419929985,-0.878878674651359,1.3897904715236786,1.402934174722594,1.110777565362061,0.6626598588178685,1.8728748962539878,0.016422222814957928,-0.37290956056829205,2.5590512803240144,1.7261438086061298,2.0861734420199034,1.579486894675056,1.251715439720313,-0.7417330820180172,1.705716087337924,2.627345561313589,1.3239513199429298,0.8944967471757124,0.7602659364235297,-0.05094605715976648,1.7983985837189482,1.6096577559421201,1.6706838633566938,3.37245876158701,-0.8989882895312766,2.382976285470653,2.2467050490354623,0.09769139191176947,0.17424261205031144,0.017545209832525784,1.173901576743509,0.0974975138158233,2.259705480774712,0.6494015291488326,1.0408215300385268,-0.6388515503481387,1.6533825095115056,-0.09273403828769362,1.729406700787688,1.8792304545723335,2.807205680578315,-0.5708864249561418,-0.3274511152099245,2.130264231054297,0.45809853087418184,0.04471356433910901,-0.5654304334926012,0.7300195374885649,0.5455211173417305,1.381643609254094,1.324775522244449,0.30639007044058486,2.160147203182572,-0.5906205146291343,-0.08588444163377838,0.26240778424630146,1.6862762082929676,0.2468311246617019,-0.5433480584478125,1.3552218174092572,0.7924682176990625,-0.6756932756296199,-0.6215518475172483,0.6151452838747151,-0.5196635238563537,1.2575696900425233,1.7820649724809356,2.807448987669273,1.7932303128589981,0.3302668105605862,1.1643684646006895,1.440449220951626,2.049498912743563,1.6044754877086003,-0.2090038376988397,0.6775051647594175,-0.3152874840479835,-0.4785287508458978,0.5560616594264559,0.39296119463409307,0.08364247661362709,1.0723546854252366,1.0410336731939323,1.9342240038752538,1.7050396825030152,0.85091669296898,2.1680881940881434,-0.6737866425514184,1.178815084326935,-0.706751866451704
SIDM00311,1.1105055986311054,-0.3128821755139325,0.49779213065433864,1.372044609662189,0.2758593793346589,0.5379680922769874,-0.5754608576763738,0.5012232020806003,-0.8950445631717289,-0.7437169908011759,0.3118529762897333,0.29850624492242517,0.5296680982710918,0.07222810701568683,2.226636097353595,-0.4601629110201125,2.967969496653463,0.16740494686266796,-0.031927734609613394,-0.8276132073511917,0.6789182284483164,-0.46941732480073955,-0.13474756891173795,2.7970963695154443,0.7896615830468868,-0.16697443751995142,2.0736205143680584,1.904043343538448,-0.8596516129349381,1.2088369877409972,1.5751485916529369,1.1408512642531226,0.3552242045747888,1.9535417029691509,0.3374097154275044,-0.4830188742296665,2.3913553672536523,1.8285027867727788,1.737395742431099,1.5405050464233798,1.3051516572438997,-0.7334996398695466,1.005907318041182,2.869347014578048,1.829611051678919,0.8234200744589539,0.8567051955865378,0.2900627644209891,1.8675149836542833,1.529917917103419,2.105848544747993,3.1350846459763755,-0.8149074919386564,2.6899521514274713,2.568237664883525,0.3396759822680518,-0.16240357784430134,0.1285457339194544,1.536816633528555,-0.3112725979326011,-0.7866252315976919,0.48251935496648896,0.643277879535921,-0.5803012578847645,1.5404920783529754,-0.3173978040713104,1.4357413753161186,2.073429137382041,2.2869895784856182,-0.48704365733361277,-0.1744202486930079,1.9314199233190965,1.1456864598072072,0.4764579269706616,-0.4154375528631899,0.515757878135266,1.0463128697884665,1.638911148697101,1.2253134546100468,0.7209770976879218,2.1663786099693043,-0.6849754371869258,0.5800461792052721,0.3726661133755071,1.282951438624949,-0.7234958444085249,-0.32557955460024113,1.1097653499745967,0.674198385270135,1.589546652044746,-0.8234819446114763,1.3750249059217514,-0.44955620631326326,1.588461560789544,1.554190839474939,2.6211745686540064,2.060176903120207,0.2988382325120287,0.5709020553360239,0.6518435363199809,2.154206687974875,1.6527631046411109,-0.14129501176846013,0.942535290863256,-0.4660973343828472,-0.512969308183406,0.11819404198779833,0.22175822920837346,0.5336817975130287,1.4788793169273584,1.0735196748375422,2.4320160389347554,1.5218427477901386,0.8642651623281381,1.8412143217293135,-0.5530022298506254,1.6710065190871113,-0.6591550834579701
SIDM00970,1.2570118580404566,0.13481256113180065,0.8878077924627644,-0.03616369256210415,0.2548029420705823,0.4361938112367892,-0.25477635394625303,-0.08722888146728958,-0.7952622668886923,-0.9301448266350081,-0.0024862786926691245,0.6786769221638815,0.7500419553624355,0.43408594852541976,2.3674662001136366,-0.41049359839034544,2.8190670787098924,0.39889673083487465,0.061983878655471066,-0.7904824392089858,0.7303228947424913,-0.9062378848792261,-0.24560597450788194,2.606273208403857,0.7478887613831441,-0.3278852592484667,2.4421584814284683,2.1704730703886477,-0.862421172009199,1.5697421196883894,1.5982664038515282,2.0377973060067225,0.20177472101651864,1.9407311916454049,0.6485609380438696,-0.372945563663683,2.5929605986510302,1.5424999486594624,1.7859816633670573,1.4188732972505498,1.034471620345093,-1.0330249753336607,1.3286756315548858,2.045374796862268,1.4645686170568457,-0.28844920235923777,-0.28358899567190243,0.39639862093323347,2.009796551288662,1.1034829043839354,1.7712839183434188,3.3884606235896517,-0.8510217829886249,2.412939541043393,1.7799321105394383,0.1683534421546036,-0.18391590846331016,0.8979135918164843,0.8802596136049936,-0.5521793365062669,2.34712847217309,0.2927011409601079,1.34120439875447,-0.6679235543817238,1.7696309093824656,-0.2812812632064448,1.0940091579200963,2.186962784129107,2.7098568188930847,-0.25018499616597295,-0.14934576228753194,2.0812320309890917,1.0362821960047388,0.5498250488021341,-0.4650107008237144,0.5293721463272439,1.142742122728677,1.5388411091790422,1.8483309782044781,0.8812510655645791,1.79534573258052,-0.42184036469357283,-0.1593660531635791,0.950953038465395,1.5783739419319924,-0.780307409634175,-0.18327216455693623,1.3371286241953104,0.621031155486842,-0.8512368984207243,-0.892526793994832,0.08534291666542562,-0.4069043382308649,1.1651324334913638,1.8204410235643562,2.9113757645245517,1.5102999295401462,0.24584922263465933,1.0728471158117499,1.1722956932675395,2.0836698866468724,2.093162081991541,-0.12722419386455294,0.9291838685627761,-0.6567645675008575,-0.46976142432206475,0.37862836789761367,0.37604191848994795,0.6491339547961573,-0.6233670239583565,1.0357142535625938,1.5777635978469913,1.149005793256608,0.9591223878740045,2.327293026074145,-0.4370566308122645,0.790660747903873,-0.7626469235868676
SIDM00103,1.7427048174332918,-0.7566072833935755,-0.1993773248338215,1.3147739065735755,0.11320137347529109,0.35132433999866564,-0.1605100913713362,0.764448897546259,-0.8699401039905802,-0.8049749587044788,-0.08442998500068213,0.6085244566717176,0.564961526661064,0.10868832270768015,2.214335328738166,-0.6145082475854338,2.9416310920056388,0.364539418002362,-0.3770371703817151,-0.9247675086305512,0.7668258684624472,-0.1489624022248841,-0.5518795733650771,2.8022106366600257,0.8644869162688066,-0.48072084910710267,2.0346203165490295,1.7828490246162836,-0.8756849230558732,0.43972521461381053,0.8979602869271278,1.692495608595488,0.9763849367151238,1.244448255773077,-0.09083524342244353,-0.6088360256882455,2.516141699248031,1.1456928491751177,1.3718810461079003,0.8155483763416385,0.07301268722973085,-0.958948177061571,0.6702187128295259,1.9581255815979532,1.351416637416636,0.7737079827342869,0.011343292761004417,-0.599706482624026,0.47637699832428304,0.7701078417008582,1.968636060660913,3.2162579687063246,-0.6914306734846997,1.884753955887444,1.749647483249663,0.183465420031122,-0.0739251860307792,-0.24499821549340217,1.305837398113648,-0.7499535951907934,0.6739095882271021,-0.11479201140650103,0.7801839079469975,-0.7344538366609886,1.010186713654703,-0.3970420642342969,1.3068261799586645,1.7387835396027043,2.4221340252652603,0.019129677406904372,-0.7040564010408327,1.8772186888160343,0.4168218500162432,0.41510557535056075,-0.4008342699223396,0.8364914723882964,0.8241035867209405,0.582509594202708,1.7052399538782181,0.6547304352838843,2.2879986864774224,-0.76627006401841,0.1252467246171154,0.14464132941274382,1.8739563973929787,-0.6547130715364519,1.003438615577016,0.8985220835888357,0.6834837713363929,-0.9434641191641483,-0.8438527976593484,1.0124370001995033,-0.33064638794566487,1.5517437682490889,2.3540137714009974,1.9353683228481877,1.1523547529465166,0.023959792888617756,0.4580110810559802,1.7759266279077572,2.343809602022163,1.5398618340603483,-0.18720848440528975,0.7256121625759887,-0.5608796842096238,-0.7236374164487444,-0.4327400213031203,0.19041763147909074,-0.4602785028362328,1.12683149848289,1.0829993930806825,2.562038757404988,1.1862564779421392,0.8832247000740766,1.0247600047692527,-0.6851780362967921,2.245224494312406,-0.705028560821952
SIDM00266,1.2443841950159733,-0.08977242959216143,0.32824814999022617,0.06393969258812764,0.6655022546068711,0.5044365911171107,-0.4149837736893541,0.6654788082368788,-0.8751748718988656,-0.8198676331544704,0.25006395633609974,0.5837283459306686,0.5250311681999458,-0.19938278392866907,2.3566884658233134,-0.6099416776354556,2.4907638735127424,0.07756210308483642,0.019870442792382408,-0.8910326195303776,0.6686503403503339,-0.8524898453995975,-0.17615706719771163,2.3778667739093384,0.8923323156287295,-0.020137860622959653,2.3488770597223154,2.173327447756801,-0.6472016918770039,0.41986017026848554,0.9279914836764201,2.5759797624614174,0.336332681929167,1.668161457247327,0.20007193010426205,-0.5889298639635683,2.2469442869318663,1.8877988414078355,1.9500869685991233,1.5631776990890518,0.8026719620209871,-0.7839973603732941,0.7427994538661341,2.668365895701135,1.3792134706126928,0.6692583485300383,0.7844427907735421,-0.08087428675503838,1.2376719529072937,1.1403768478250107,1.8164866435343752,2.9193066344751455,1.0109213253674434,2.3614914445316635,2.296340616413545,0.3163532595795562,0.08535957358339183,-0.5482205167142229,1.1879076040709442,-0.8456953224339178,-0.5167202984163155,-0.19522280359195227,0.34680791852114523,-0.5065151333241195,1.7499742078375085,-0.3657371232173092,1.4722933687138835,2.0941915852849395,2.4006825775326837,-0.20465054875850483,-0.25322865284733254,1.9608609050168277,0.08454986992931454,0.6734581626959109,-0.5265629255317927,0.8564954290585608,1.1207625645288612,1.5153245399551214,1.8115893961646823,1.2065827682676198,1.7409827415294383,-0.4585935432556642,0.2635091584489312,0.6946840758175171,1.608867664968994,-0.6946544374414192,1.359918231229865,1.237918109598917,1.1532203587865786,-0.8121864030238835,-0.9143071399994125,1.296372650617847,-0.510705436944408,1.859808327274838,2.0854667852592823,1.9755240595868353,1.7908188486872065,-0.02590715256717027,0.3005009183936125,2.46051069020148,2.1912185207380555,1.3909954599200918,-0.5002639424086561,0.9126078970805189,-0.6844618064062402,-0.576195003003543,-0.14621489180935981,0.5613179779004969,-0.6661600216761644,-0.08315933928135008,1.1731898637222238,1.886596116594668,2.0680645027250764,0.5721084704540235,1.7333968909508612,-0.44544176398086593,1.8584382279453773,-0.7144880764602193
SIDM01064,1.3859496630828454,0.6934381272052144,1.4015675599247726,-0.5927695126933393,0.6704388848945281,0.9311953063125066,-0.021125039430176577,-0.05166498747120784,-0.807303730954412,1.7164855658877856,0.22781396180679223,0.6022270708989773,0.4851166755445225,-0.1777162091226104,2.5875959319162116,-0.4288284014321385,2.881343173952386,-0.7730401688175589,0.2423067811512872,-0.8442603813639549,0.5978319942493557,-0.8588586741547825,0.06787615621053905,1.6098788830180306,1.200069545166015,0.0067104392000070165,2.5816055992228444,2.0047921988666566,-0.8664130507518361,0.8089394537153513,1.2383448583464356,-0.7509793774513629,-0.19410703942915178,2.3622775091317094,0.9422536803885941,-0.4137912896028924,1.94305350909193,1.8400816875168267,1.9857094340680639,1.6559542306682982,1.5780806659941524,-0.8605611283907516,1.7539109331873555,3.018612992329966,2.024361479659606,-0.020066251145933394,0.3759038363954338,0.5459911013986145,1.2954880126958326,1.0364361921161795,1.8588851761698246,2.9354677060840277,2.4474528102561197,2.599626253384716,2.168208763349833,0.38478793441976145,-0.28399131166849506,1.2133393179603242,1.4348810474331584,-0.45427186154393745,1.8904766645772932,0.314366468197255,1.3585722850947894,-0.6064578676435862,1.7523243176594547,-0.008659363718067203,1.7171883978481455,2.691763878227339,2.168705254872407,0.25313698106360166,-0.14915122247806173,2.2037413410398807,-0.18205096731180204,0.7873520739244022,-0.4328013456449634,1.186790708764529,0.4769162338665905,1.8788360415934027,1.6054822021951367,1.149130373982165,2.42330620803426,-0.38521436092879613,0.392123920983516,0.7549958733303839,1.0044439342394096,1.4889527258331234,-0.571004389782967,1.455623767041481,1.3365904460110452,-0.6987463820588757,-0.8227859542549171,1.384262143183009,-0.4483891714966201,2.0713062493965557,1.699555031182645,2.64791462958936,2.0892688606574437,0.601195493310622,1.1340757855931924,1.6876551971992484,1.855068768194796,1.6908662463319923,-0.23148732943029854,0.607367515044863,-0.5881384431654524,-0.09958872918827921,0.383401017422004,0.5985533110608563,0.8469260362458246,2.2707506791410754,0.947619482578064,1.8491565741319425,1.9698834571855295,0.9382146184640171,2.1495605185121787,-0.49689301343976966,1.5788866854971741,-0.8465220043682485
