,NT5C2,POLR2G,POLR2E,POLR2F,POLR2I,POLR2J,POLE3,TYMS,TXNRD1,NME6,POLR1D,PNPT1,POLR2K,DHODH,POLD3,POLR2L,POLA2,UPRT,CANT1,NME4,NME3,POLR3C,POLR3G,POLR3F,NUDT2,PRIM1,PRIM2,NME5,DTYMK,CTPS1,POLA1,ENTPD8,POLE2,POLD1,POLD2,POLE,CAD,CMPK2,NT5C1A,POLR3A,DCTD,POLR2B,POLR2A,DCK,POLR2D,POLR2C,UCK1,UPB1,TXNRD2,CMPK1,POLR3K,RRM2B,PNP,POLR1B,UPP2,CTPS2,CDA,NT5M,DUT,POLR3H,UCKL1,POLR1A,POLR3B,ENTPD4,ITPA,POLR1C,POLE4,RRM1,RRM2,POLR3D,DPYD,TYMP,UMPS,UCK2,POLR3GL,TK1,NT5E,UPP1,ENTPD6,ENTPD5,ENTPD3,NT5C,NME7,AK3
SIDM00519,0.6744511568751954,1.8906952210369108,1.2005002895060253,-0.007347476623409865,2.55885393368624,2.2937803682632976,1.6073513967262383,1.7781722521486318,1.7216555174190662,0.4605277158589826,1.4600356879649752,1.3684974937070644,2.150177868084231,-0.5317667805585343,-0.24936848684332732,1.9867909357922093,0.5089204496990921,0.37148098941181135,0.024759947531627753,2.1896480924687385,1.9069972590175361,1.304827088788627,-1.024849104348354,0.4485762863878174,0.061556274463186296,0.3046025336418704,0.021627167260782138,-0.8936990844401171,1.5701559593107652,0.6135762093582244,0.7635070986088709,-0.6115933480795801,0.24244362235961178,0.3165848762445895,1.9498326923352205,1.244519140816281,1.4489830529720917,-0.7783943051444924,-0.8151674215379766,-0.4400322483174975,1.7816272200805428,2.411422573341514,-0.04189753248909167,0.6645746749601427,0.29498962788365574,0.7769951825580051,0.49850952073913357,-0.7669496259668004,-0.3925613951321822,1.5906745291669682,-0.026576883823091195,-0.475503913144917,0.9964954145783326,0.7208996957114346,-1.0571620510568494,0.8343306075177113,-0.887559793440821,0.04225786757358867,0.6740436931277771,0.3316796818063683,0.47919007600908503,-0.5468917192803847,1.0024791178529426,0.3430025045298693,1.851674655767616,0.6790808608069018,2.1384924272638086,1.6977229140992416,1.9840974657628794,-0.1527775026127179,-0.20272243541398352,-0.7072317254825373,0.4912610544033931,-0.058732525834262354,1.1829116330673017,1.2781507803150678,0.6204711204162252,0.6971860849854454,-0.3277844886836796,-0.9409702546739794,-0.8688807135894123,1.6575937445344953,2.1013154270911696,2.347265733252386
SIDM00917,-0.056394780843155204,2.175396595305352,1.2618056645100213,0.03198837437514632,2.3246291353460755,2.234274767635371,0.5981325387676407,1.978644076862712,0.5753875950625941,0.4905885158428887,1.7181143996016466,1.6684975314324437,2.5526334209406176,-0.4260478392597583,-0.15151569130918577,1.3883623075314069,0.6569075959172628,0.4197088617926579,-0.46788814445416327,1.1091435887337835,2.0655747817305516,0.9153504037986998,-0.7628816379333141,0.3870491090405312,0.6783308729918514,0.6032860519805713,-0.4020795103376627,-0.8498777030871801,0.47856188901296887,0.531470813698641,0.5870802938651745,-0.6655438253599876,-0.20664857677765444,0.23644065543540851,1.4422157912653375,0.5171258587718964,1.0687379137978068,-0.24858382443674495,-0.7627026767732156,-0.49906092570314214,1.6898606036758417,2.672546410185307,-0.24842271340050692,1.03193702246918,0.24171863014766373,1.1588038306693569,0.005189199453604539,2.1030302395705887,-0.524884512052976,2.23774410391573,0.2942661194467331,0.46595114342006466,1.6642117477222715,0.7069624454191616,-0.9513551375958397,0.6668818787566444,-0.7871436378392345,0.18363937069937405,0.6030330925169252,-0.026674927535656742,0.583845039192519,-0.7684494150961905,0.415014862606578,0.11755172322142453,1.534582574556106,0.5128446932374165,1.5930643807548268,0.8964184684056266,0.2704317429673737,0.6310405671867827,-0.0466241400943333,-0.5292414189238274,0.8182389002249814,-0.34059437982508517,1.3689392581974424,-0.2888269004300049,-0.4390152856653394,1.72360676135161,-0.28508052647915894,-0.8884717553556689,-0.7012978598329247,1.612538264645911,1.0835328532591941,2.121422476629993
SIDM00309,0.6696849379120998,2.23549108566751,1.3803260037307141,-0.2368268508623635,2.4852540895632416,1.817956948669832,1.116975470976379,2.1356863964613693,2.4587400104205592,0.663004601309495,1.4376407643432865,1.6976858996174056,1.7958044498272852,-0.08451864999784091,-0.13277874643576304,2.6896036292133165,0.6599843685018182,0.4296363303619017,-0.25158169423024995,1.4804095059163527,1.7774373031020994,0.7609490685242937,-0.7055154213078744,-0.056895837255644933,0.27803549099827735,0.8736839930386013,0.0437712156711973,-0.9185102870637448,1.08404848354029,1.0132056412432575,0.6453680523523674,-0.5688863208240356,0.5574197552918685,0.4855099255343653,2.108978496090682,1.2703486173462115,1.3791249323419308,-0.6076605437797977,-0.8800914190248375,-0.6328001589306506,2.2270046758420317,2.7668818267020145,-0.35506360212434407,1.071621618444194,0.2267773834343735,1.3711711379622435,0.006531766701199297,1.0921164828975323,-0.5068135531998268,1.9552186353677194,0.22344328322021934,-0.5877302436272467,0.8665062038321807,0.7547658587734876,-0.9093426495764632,0.4099033859007469,-0.8515104835833315,0.18754166343252596,0.6426871335045364,0.4767801333709869,0.3960653521272076,-0.16072711210125418,1.0583744462025357,0.10967667584717834,1.4127685426915952,0.7147202244247107,1.9293256216064725,1.8837571908216564,1.979801619724561,-0.1288674725007711,-0.03676677499295203,-0.786444006215869,0.8956174835247247,-0.29439826458093704,1.2221592997658202,1.3811981383241296,-0.009898692492763036,0.7631815139501866,-0.5896717399039848,-0.9861276156129962,-0.832785809075026,1.4829392712553897,1.4849525584490326,1.8006560652180774
SIDM00099,0.4344441081200603,1.9677299002809183,0.9953477881053988,-0.11519563144214212,2.5820156589872187,2.3038507605757914,1.413661242184991,2.1609919088768117,1.7406747143330024,0.3013540431948375,1.1960584451308518,1.1726795667042573,1.7287562873247198,-0.6260043896834337,-0.07231240517742589,2.2725130652855117,0.22439087112385872,0.12964899667741264,-0.14804300186280736,1.9331751049394892,2.0051221202589162,1.1414553819191116,-0.9070530223948894,0.47690086893552636,0.06080061739331983,0.11961214082244641,0.10357465331095007,-0.8434160665004404,1.3185774364596656,1.0128242471545363,0.5577426820450933,-0.5594025709930164,0.07513913432336514,0.10783445113612303,1.8477326628684752,1.111600889298744,1.700101954497418,-0.8170784484790039,-0.8925831465457627,-0.49519619235364765,1.7968243527521965,2.4648264301218297,-0.31317590552079083,0.5500425756027669,0.29729339482515665,1.0069561149638733,0.35967947500074154,-0.7914102963709965,1.1851190461528496,2.1902407288957044,-0.09663909850470054,-0.045866488760392475,1.51818401147171,0.33726504922650885,-0.9755703759781531,1.6006818331475463,-0.6507121610758875,0.2993580985861263,0.8893289907808042,-0.006214013425747383,0.7312703861441507,-0.6598974480462808,0.6669678050568212,0.22793898627179734,1.7829549928887114,0.706515846123952,1.250313914670259,1.8304228695341818,1.6164513348200236,0.38548272933270294,-0.2159444116748704,-0.7221052628671162,0.870863236225823,-0.29448738497072663,1.4258098853042407,0.9887940568445387,1.4298499178807305,0.8226821489863041,-0.24545636514150015,-0.8234112405812921,-0.7801667528428258,1.8088299724041024,1.5254097042836758,1.7194489952730367
SIDM00276,0.4754962110475912,2.4640039082809264,1.5863269662558173,0.04899308022604218,2.5293317851459474,2.447150021450007,1.4886599059213106,2.143926272539413,2.5086902260257067,0.47766913769625075,1.3474571664404649,0.8710507164144213,2.151337130782409,-0.2615193574005631,0.1381613907523391,2.063073623956763,1.3805344522185563,0.6085115949966735,0.3743809305428508,0.8368563032703118,1.5052208217114635,1.2226532785996764,-1.032143225347502,0.30185957027793847,0.5294430039644362,1.4268567505514762,0.34017657826310144,-1.0423200129039758,2.0577625177267413,1.2390196627703123,1.0358704663597806,-0.4728521582772701,1.0541791905589033,0.5988639408418579,2.1725104258122925,1.5220077657656024,1.322418591834574,-0.8087979492374677,-0.8972891670582549,-0.5688611460069404,1.8777784391180916,2.2557065678958397,-0.24875296274530506,0.6632173721570487,-0.021503095379554724,1.157655752962655,0.36492714795987985,-0.6904394737466383,-0.21891599380920182,1.7441094571593398,-0.014957035702055558,-0.722810396714422,2.1196565602076896,0.16686947095903695,-0.9793721452452444,0.99626176161243,1.9953764659313897,0.014642769186311905,1.2052159994645204,0.2793951734822182,0.6126826564133311,-0.664333007461722,0.739078659091515,0.38944736991567414,1.7489246933929925,0.5510751431278518,2.0742521001204244,1.5175482600539365,2.2817028739314416,0.04614207831346724,-0.6660949011668378,-0.6661065716939907,0.7110789179149232,-0.0965992554250098,1.3146405884013086,2.5453716994379976,0.39121594842288876,2.1144433242377727,-0.16566715392774117,-0.7531996774398032,-0.715660334937582,1.80321826629429,1.9708552285280092,1.6939178128146535
SIDM00311,0.9368841672470111,2.294336795015045,1.1661095623670927,-0.08104808766799027,2.241922930818972,2.1498403125448435,1.7430329551714643,2.046951312805388,2.361957508721545,0.7493557259209724,0.9238431574040666,1.7368406891271195,2.123254800924496,-0.43315562653951734,0.11750128245092141,2.0477270225782793,0.8682203000636163,0.6289833889260571,0.04237864861366523,1.3581980858812175,1.3177618218834786,0.9721590753672985,-0.7222722023715871,0.5290038510734459,0.7763578025074358,1.3180050729274975,0.4151850960801304,-0.8732763723020759,1.460361966595518,1.3192666591270195,1.2813178207824538,-0.714550414868029,1.2344117968850297,0.3475943435645107,1.9148410002474876,1.4644693339928594,1.511598417175234,-0.5470302483354859,-0.8753996317110051,-0.5978826680096158,1.2614324659799028,2.494427459110564,-0.40502177152590746,0.6556776499795712,0.3109580889584591,1.3325739040435496,0.39522027589541103,-0.7515875488341446,-0.4404123049522622,1.8585742631147775,-0.07548140319221111,-0.571716498982754,1.4596908820060084,0.4967643932395495,-0.9820201982253189,0.6188425515694164,-0.7499309637294662,-0.08935283697037226,1.142446965892189,0.5377912911953556,0.7299275009680876,-0.39915316580804905,1.0072662458081967,-0.13391263280250737,1.528333825146871,0.9195926959726466,1.8287379202320553,1.5958134965329744,2.414541203749689,0.1108151310476778,0.26361371541625905,-0.7375234883857368,0.7209905121380988,-0.2219742607660456,1.0787147695944226,1.9196058948226025,1.395761095948866,1.363693713246818,-0.3994566306081725,-0.7981649619469057,-0.7883896877710055,1.2323235100333272,1.406126163963581,1.7196477754431645
SIDM00970,0.43220929502538696,2.0201908170168243,1.2264870959611163,0.22501101921868769,2.896930936879699,2.2824954489108458,1.5372692915549475,2.2091801757373144,0.37718470228628376,0.7164891230854419,1.6333487849724546,1.2380590149827144,2.056697470445091,-0.6175698009950543,0.27893309120855664,2.2196282221799866,0.6591272211258179,0.3162727352959378,0.019726739526194165,1.705646186033215,1.552706005285302,0.8755751843305982,-1.0270747199926438,0.17674701110770608,0.6769309656954959,1.1929602398305126,0.0894344204496294,-0.93613530282105,1.6243257044302029,1.172178155901843,1.2704759341415246,-0.6745781900401501,1.5357497107100266,0.9271603799365454,1.9766710874095759,1.678644682477727,1.1392418262375201,-0.7360677805454895,-0.9691088364228767,-0.4831944205692451,1.5094920383082944,2.7465754770662683,-0.26752980498040796,0.8750945823880955,0.289139353640706,1.2013808404165454,0.09231847481488062,-0.8157864876357291,-0.7367872725317948,1.9966682131812614,0.3024934929070752,-0.7188644869575228,2.0292378599694003,0.740655901645065,-1.0060108474547635,0.8523783548286511,-0.9922140370494332,-0.683066966480683,1.4383763261829563,0.5300131494089669,0.786205317272348,-0.26652349693811267,0.9662713488018033,0.035983694640743184,1.7274625670830612,0.9577774062332229,1.9062671507921236,1.9795466556437111,1.9555846788506814,-0.2755980171768047,-0.761816435696296,-0.8188668153094398,1.238404886586657,-0.25679001740475804,0.9801965917639371,1.9184038490124384,-0.8270680075541585,1.172109752794164,-0.342907586190873,-0.7626032650246876,1.3641418703905324,1.6678418656926215,1.4158959651815277,1.9289824509948796
SIDM00103,0.37325910107987376,2.1602555912087205,1.169887008790956,-0.04520818918322785,2.763267396374521,2.338575662339396,1.3880113860074303,1.4822437682291227,2.133493664112641,0.43153396971386254,1.1494193962525092,1.2619007639709,2.1452366905321414,-0.7224585233754561,-0.09967040348670823,2.2271387698428,-0.022411572585490272,0.5553921996711136,-0.05568004156819471,1.7770985898927727,1.2545765553181143,1.3492038190763207,0.5943433989712683,0.3849422144196112,0.4139994097277131,0.469507411717121,0.07829661877294265,-0.6450947902396279,1.2613054591163333,0.8428110217049298,0.8279546048843304,-0.6517989948796699,0.6152040352835054,0.19028650149354615,2.256905844742905,1.006384585053371,1.3912086433700832,-0.8051337090031453,-0.8239215148533774,-0.5172870695542297,1.9727169517852448,2.097210139294294,-0.6157905516492004,0.44762755983730923,0.1731678427766573,1.0884360477916666,0.579991441184033,-0.8314554961319434,-0.2837023905205923,1.980936772255457,-0.189842804146099,-0.585708349734689,1.311231163939525,0.4508767329317923,-0.9492906649595635,0.48654436084124714,-0.8781121129242164,0.31845074605201523,0.9328974547825062,-0.000620700933828243,0.8590022080004748,-0.4237880802871702,0.5540972201273823,0.28353801406816603,1.9576298886496921,0.7794806074072205,2.092154416092051,1.5925822213845466,0.7069563729782211,0.16251026630287377,-0.24849769124605026,-0.8301615576182686,0.7117066421677619,-0.29204203724767447,1.2927127581217,0.8566250371591968,1.6390462766379617,1.856533629692772,-0.2203102215597646,-0.7595163038186372,-0.7694794578578853,1.7744159279418088,1.7710883811776843,2.3876997156727278
SIDM00266,-0.044627824596759125,2.3969199688085965,1.322527249468263,0.05983188239445097,2.6901869847927786,1.9152992844782195,1.6007414743859696,1.8758277265702923,1.1002192662620793,0.34185631577514697,1.8031204228172242,1.575711373713599,2.096274019302105,-0.5743654580195336,-0.15931160319621784,1.3293023359564065,0.28551340343121995,0.15958703965110088,-0.5168241754689564,2.4175695070613514,1.500164547779562,2.0396904938726723,-0.6015670568182244,0.272049853866421,0.08991623735821229,1.4187475436556494,0.048551398621399455,-1.036532009911968,1.3307691589632744,0.9990688917864209,1.5497387880143842,-0.6591583152542453,0.9555700068270022,0.7896802950401414,2.1764890347533314,1.548025334036751,2.028199798448399,-0.7553603938969546,-0.897096508410737,-0.6413427260976517,0.9765763790165942,2.8285885623792493,-0.45508128507375634,1.3945640559900032,0.4665308693928713,0.8165081118333872,0.11285179931463932,-0.7189426757606951,-0.5045359182949101,1.603244583394329,-0.013608505745071215,-0.7713019814099381,1.8631078309880242,1.307189283433923,-0.976309235563613,1.327793088414457,-0.8632926749744381,0.04235921650309317,1.2618197948920031,-0.048583290891021036,0.5808986583684528,-0.5566696959103078,0.6573707794797384,-0.2698113478462399,1.7120328869393409,0.7292793844666248,1.4891651941304884,1.6491221082302352,2.0306816624152626,0.46755625616096846,-0.644675296341873,-0.7949599580361593,0.7636030524169548,0.054384801840043254,1.5582485043746648,0.5860680438347899,-0.12831385316587265,0.5224692532920985,-0.26073991778386596,-0.7324811584533146,-0.498248347532171,1.6727052098883084,1.9378122411092098,2.8934310418539857
SIDM01064,0.20737346857086456,2.711397606922848,1.128746051742415,0.11245061823096607,2.872710856068504,1.9734170817758807,1.3514531171464745,2.3938305445374652,0.20571057601938683,0.5448439623785545,1.7165297239729345,1.5573252105989415,2.3695025117319353,-0.5914321761086211,0.29049725161110174,1.9384480501251475,0.6945501959619408,0.7044560103633354,-0.3107641668090618,1.6148830336021334,1.8059796610368564,0.8610008072936102,-0.2606750601971688,0.14930971519683034,0.988730818287893,1.7371488038514138,0.541729742374298,-0.932415613974853,1.7745721101430774,1.3362889745080462,1.3908287190345356,-0.6696713428522055,1.8964749650295192,1.2491542433695075,1.675223970914805,1.4039378804725278,1.51468975537907,-0.8125111120324734,-0.8798411342140557,-0.4657003153364916,1.8751257794213485,2.3852012016208506,-0.047619301025337214,1.397016914180891,0.49256808779538297,0.7201388721486595,0.2293067893418423,-0.8035764446943288,-0.458805511298648,2.3926848184851233,0.4143339052652582,-0.6276665819869368,1.9491158106371829,0.7914719384631486,-0.9109780927309382,-0.6817292526551185,-0.9442734590577401,0.19781338357165687,1.8872050784503256,0.3357440439897538,0.1727319199461476,-0.5077078340760788,1.0022829654177876,-0.19297294957601255,1.1006443922560312,0.7743363715106888,1.7410093733321257,2.107084511240817,2.8478510220384914,-0.27603006357259,-0.31166913404605656,-0.6723008291546219,0.5615089386528818,-0.18739649280784085,1.646313539255137,1.1530970467612356,-0.9259336302269997,0.29268567587709415,-0.4432026019426041,-0.724081474651082,-0.7594816432964416,1.123204344392576,1.6221771753414806,3.3087767379665607
