,mse,rmse,R2,PCC
0,5.276941179655572,2.297159371845056,0.3124806047213503,0.8605355190361806
1,4.5084481724139005,2.123310663189421,0.43560570330697734,0.8390943441864975
2,4.422748632308677,2.103033198099516,0.45254156198523,0.8318552166946284
3,4.4084152362147675,2.0996226413845815,0.44520177953892504,0.8372406431642856
4,4.655938345159731,2.157762346774948,0.37964879820756414,0.8306723669035756
5,4.814568998374692,2.1942126146694836,0.38946594775379606,0.851483458459146
6,4.765172348136554,2.182927472028458,0.36715471192401616,0.8440759357270252
7,4.570481123639614,2.137868359754551,0.4273983634702695,0.8177374414495884
8,5.714556379810042,2.390513831754596,0.2615721742162599,0.7989320649250893
9,5.063550970882535,2.2502335369651156,0.3524292170245308,0.8306541856316461
