,mse,rmse,R2,PCC
0,5.279971232404772,2.297818798862254,0.31208582676895935,0.8603702676759026
1,4.508940708353685,2.1234266430356583,0.4355440447351806,0.8391252663798456
2,4.423748274863312,2.1032708515222933,0.45241782383119244,0.8319248452662049
3,4.410044578625756,2.1000106139316905,0.4449967271058619,0.8372193077644872
4,4.656919744957857,2.157989746258739,0.3795180377680838,0.830609665971565
5,4.815972562009743,2.1945324244607876,0.3892879622697407,0.8515319885875826
6,4.766445626593076,2.1832190972490775,0.3669856124218893,0.8440466985690471
7,4.569302885058486,2.1375927781171242,0.427545976231711,0.8178912556425686
8,5.711248397544202,2.3898218338495867,0.2619996275459575,0.7989490104608973
9,5.062466609633035,2.249992579906217,0.35256789453906645,0.8307097909484799
