,mse,rmse,R2,PCC
0,6.080633416049327,2.4658940399070937,0.20776956445319905,0.8594772944570878
1,5.140815236254191,2.267336595270802,0.35644224160150983,0.8379513841873389
2,5.008139859085102,2.2378873651471163,0.38008043129888536,0.8306430001032026
3,5.022534660215098,2.2411012159684125,0.3679149666300503,0.835472941036403
4,5.34310360297312,2.311515434292646,0.2880917882317544,0.8297284350331207
5,5.529342521850232,2.351455405031155,0.29882573138694424,0.8502903778997919
6,5.4951652786559615,2.3441768872369595,0.27020699363453127,0.8420590225966343
7,5.177647916652135,2.275444553631693,0.35133094520061003,0.8162374207747521
8,6.5111062665799375,2.5516869452540485,0.15864299443007135,0.7979050855525148
9,5.809922897843317,2.410378164903449,0.25697670634334313,0.8289883163989943
