,mse,rmse,R2,PCC
0,2.549536297155816,1.5967267446735576,0.6660175622326066,0.8691190738393998
1,2.6845656148243626,1.6384644075549406,0.6596083631899123,0.8644900529113578
2,2.7224872358911623,1.6499961320836973,0.6428484274040832,0.8551315539774852
3,2.5563726483990687,1.5988660507994623,0.6692122984439507,0.8724427831332449
4,2.5995461003841247,1.6123107952203646,0.6695311365915675,0.870656869145769
5,2.8158475097906437,1.6780487209227997,0.657380709343157,0.8670421057579883
6,2.6882513036423714,1.639588760525752,0.661687865160143,0.8702503974282546
7,2.600436857515839,1.6125870077350366,0.6710020732493036,0.8721559851875283
8,2.6952885666307744,1.6417334030319217,0.6537382933227784,0.8610480573364281
9,2.6591003537723688,1.6306748154590383,0.6599703091979068,0.8653701383129685
