,mse,rmse,R2,PCC
0,2.5947241657567184,1.6108147521539273,0.660098072272931,0.8630112767324695
1,2.732673815184422,1.6530800994460075,0.6535084455815958,0.858570348550779
2,2.7734038925006095,1.6653539841428937,0.636168886820879,0.8486808762616701
3,2.6024850818866034,1.6132219567953454,0.6632454743598133,0.8665494920454717
4,2.645639094340328,1.6265420665756936,0.6636715369785628,0.8647708831433698
5,2.869997866487578,1.694106804923343,0.6507919445979744,0.8606520046405113
6,2.739732748269642,1.6552138074187401,0.6552090075425933,0.8641469822404364
7,2.645116351922968,1.6263813673068712,0.6653493841691093,0.866589567635817
8,2.751781965424165,1.658849590958796,0.6464806286243195,0.8542989086463119
9,2.7140379170030937,1.6474337367563812,0.652945225465259,0.8587421730989047
