,mse,rmse,R2,PCC
0,2.5418606663877656,1.5943213811486583,0.6670230493394878,0.8801696044784962
1,2.6689044683769527,1.6336782022102616,0.66159413073611,0.8752410714988461
2,2.6962731508036146,1.6420332368145338,0.6462873422279083,0.8671203350873177
3,2.545632434568053,1.5955038184122448,0.6706020530439332,0.8830446267470875
4,2.5914132492965383,1.6097867092557754,0.6705650301835246,0.881103942833625
5,2.7939271397086785,1.671504453990081,0.6600478785070782,0.8787988648906522
6,2.666772748837516,1.6330256424311027,0.6643909069923781,0.8813674481418542
7,2.5972449292078275,1.611597012037385,0.6714059045488938,0.881692975842909
8,2.661237078318464,1.6313298496375477,0.6581128625633029,0.873393284021062
9,2.6297430592878728,1.6216482538725445,0.6637243426822721,0.8775273014800359
