,drug,cell_line,IC50,prediction
0,OSI-027,SIDM01229,2.563645,1.8935134
1,Alisertib,SIDM00487,3.316337,2.1965923
2,Buparlisib,SIDM00362,-0.592701,-0.06805342
3,PD0325901,SIDM00154,-1.1903484999999998,-0.5609114
4,Fulvestrant,SIDM00441,2.9244656666666664,1.2956111
5,AT13148,SIDM01042,2.129861,1.2832232
6,Osimertinib,SIDM00532,3.03061,3.0507348
7,Buparlisib,SIDM01168,2.535855,1.7910821
8,5-Fluorouracil,SIDM00948,4.2459855,1.8399973
9,WIKI4,SIDM00627,4.137836,3.8717997
10,SCH772984,SIDM00565,3.63497,3.4673562
11,Ipatasertib,SIDM00346,4.301814,3.0032866
12,AGI-6780,SIDM00407,1.0132295,1.3491681
13,Sepantronium bromide,SIDM01187,-4.871034,-1.4688318
14,Dabrafenib,SIDM00592,3.201337,3.1719491
15,WEHI-539,SIDM00783,3.360844,3.9539516
16,Luminespib,SIDM00783,-2.751055,-4.1645713
17,Gefitinib,SIDM01146,1.610083,2.2462735
18,SCH772984,SIDM00489,1.913982,1.509772
19,I-BET-762,SIDM01047,1.395441,1.431605
20,Lapatinib,SIDM01120,4.2256125,2.7608058
21,WEHI-539,SIDM00326,2.703397,4.087497
22,PRT062607,SIDM00328,3.44967,3.036061
23,AZD3759,SIDM01206,1.874136,2.4432924
24,Daporinad,SIDM00241,-2.241152,-3.8412654
25,NVP-ADW742,SIDM00917,1.039335,0.86088157
26,BMS-345541,SIDM00381,4.3262385,3.958645
27,Sepantronium bromide,SIDM01019,-3.7955825,-3.123573
28,Tamoxifen,SIDM00896,2.18107,1.496372
29,Nutlin-3a (-),SIDM01132,3.8818875,3.4874032
30,Ipatasertib,SIDM00970,2.475246,3.0449746
31,Wnt-C59,SIDM00145,2.308117,2.835899
32,PFI3,SIDM00599,4.011661,3.5450418
33,Nilotinib,SIDM00045,1.310025,1.3520147
34,PRT062607,SIDM00234,2.831147,2.746566
35,Sapitinib,SIDM00810,3.485309,0.7387331
36,VX-11e,SIDM00291,0.0436045,1.5993934
37,Vinorelbine,SIDM00638,-4.7353895,-1.6880066
38,Alisertib,SIDM00606,2.783193,2.4618456
39,Pevonedistat,SIDM00842,2.4301965,0.32657996
40,AZD6738,SIDM00832,2.424086,2.7585447
41,Luminespib,SIDM00519,-2.7474045,-2.3985584
42,WEHI-539,SIDM00377,5.428945,4.220696
43,BIBR-1532,SIDM00316,5.341388,5.5924163
44,MIM1,SIDM00875,2.6403,3.2596452
45,Buparlisib,SIDM00688,0.109674,0.70993423
46,Sorafenib,SIDM00302,2.2275135,2.98371
47,GSK2606414,SIDM00863,2.441361,2.7784998
48,Luminespib,SIDM00377,-2.3540755,-3.8742423
49,VX-11e,SIDM00606,1.572108,2.5750523
50,Vorinostat,SIDM00346,0.125999,0.52870256
51,MK-1775,SIDM00448,-0.153226,-0.7091099
52,BMS-345541,SIDM00483,4.0116205,4.599585
53,AZ6102,SIDM00935,1.668913,0.44317195
54,Vinorelbine,SIDM00328,-2.516825,-1.7382197
55,Venetoclax,SIDM00195,3.412755,1.9436438
56,Tamoxifen,SIDM00875,3.2595125,3.2127237
57,Luminespib,SIDM00846,-1.74241,-2.801447
58,PRT062607,SIDM00230,3.192082,2.4791944
59,PLX-4720,SIDM00596,4.439167666666667,4.1555343
60,Erlotinib,SIDM00264,2.301947,2.9772286
61,AZD5363,SIDM00225,2.403269,2.9623964
62,Camptothecin,SIDM01149,-3.354422,-4.015675
63,EPZ5676,SIDM00496,6.186874,5.2158465
64,GSK343,SIDM00441,2.869875,1.8421452
65,Dactolisib,SIDM00758,-0.3258620000000001,-0.69402516
66,Trametinib,SIDM00362,1.0561555,0.75536394
