,drug,cell_line,IC50,prediction
0,GSK591,SIDM00225,5.011989,4.558728
1,Vinblastine,SIDM00826,-4.8912525,-3.5045311
2,Crizotinib,SIDM01205,2.3480165,1.3417096
3,Dactinomycin,SIDM01102,-5.350423,-5.1654024
4,AZD7762,SIDM00241,0.6172323333333333,0.089619
5,AZD6738,SIDM00444,2.4355405,1.8252462
6,GSK2578215A,SIDM00973,5.752878,4.0141163
7,Tamoxifen,SIDM00082,5.0940025,3.3560126
8,GSK2606414,SIDM00569,4.171659,3.8324776
9,Olaparib,SIDM00584,3.794412,3.7096195
10,AZD7762,SIDM00534,2.257962666666667,1.2837619
11,Irinotecan,SIDM00190,3.855289,3.874822
12,Talazoparib,SIDM00230,1.3491615,2.6969378
13,LCL161,SIDM00496,4.600843,4.567214
14,Olaparib,SIDM00269,1.31694,1.1024221
15,BMS-754807,SIDM00837,-1.4542324999999998,0.46769613
16,Irinotecan,SIDM00343,5.679202,4.7617335
17,Docetaxel,SIDM00316,-6.217428666666667,-4.4938993
18,CZC24832,SIDM00970,5.676604,4.156181
19,Ipatasertib,SIDM00448,3.497812,3.7697198
20,Fulvestrant,SIDM00837,3.5032153333333333,3.8823452
21,Paclitaxel,SIDM00841,-3.732144,-2.373313
22,BIBR-1532,SIDM00793,2.52451,4.4513416
23,Palbociclib,SIDM00491,2.8219195,2.8836236
24,Paclitaxel,SIDM01019,-2.5988105,-3.416473
25,Rapamycin,SIDM00111,0.046332,-2.355374
26,OF-1,SIDM01064,4.559613,3.1019115
27,GSK2606414,SIDM00129,2.427475,2.4910812
28,Gemcitabine,SIDM00056,-2.108801666666667,-3.2400548
29,MIM1,SIDM00793,2.58102,2.99685
30,Dactinomycin,SIDM00234,-4.4535350000000005,-4.299926
31,Foretinib,SIDM00199,-0.560052,0.92235035
32,P22077,SIDM00535,6.815623,5.554596
33,Nilotinib,SIDM00929,4.143055,3.2105505
34,Dactolisib,SIDM00466,1.0234845,1.5556128
35,Nutlin-3a (-),SIDM00544,1.6222154999999998,3.6479006
36,EPZ5676,SIDM00519,6.248687,5.944826
37,Osimertinib,SIDM01228,-0.475064,2.18438
38,WEHI-539,SIDM01149,-2.271216,1.9467382
