,drug,cell_line,IC50,prediction
0,Luminespib,SIDM00974,-4.170676,-2.3331563
1,Gefitinib,SIDM01042,2.350026,1.3250797
2,Fulvestrant,SIDM00688,3.17734,3.2788076
3,Savolitinib,SIDM01090,2.882814,2.2030492
4,Paclitaxel,SIDM00569,-4.338991,-2.1899471
5,Alisertib,SIDM00351,2.294836,1.3336036
6,GSK343,SIDM01132,3.0290555,3.057522
7,Dabrafenib,SIDM00100,5.684164,4.3856974
8,Niraparib,SIDM00973,3.772108,4.3317156
9,Docetaxel,SIDM01259,-4.138058,-1.3823776
10,MK-2206,SIDM00621,2.802814,2.5147746
11,AZD5363,SIDM00234,2.835936,2.2801056
12,Dabrafenib,SIDM01161,0.1766105,3.1454563
13,Buparlisib,SIDM01228,1.054144,1.6112251
14,AZD5582,SIDM00379,-3.507647,1.3526831
15,EPZ004777,SIDM00231,4.627324,4.8140144
16,Dasatinib,SIDM00958,-7.033751,-0.42215264
17,LGK974,SIDM00182,2.4306985,3.6407835
18,Linsitinib,SIDM00023,1.6864855,3.7124271
19,CZC24832,SIDM01102,5.095293,3.5200725
20,Oxaliplatin,SIDM00202,2.2524605,1.2276347
21,Afuresertib,SIDM00600,2.533122,2.0858426
22,GSK2578215A,SIDM00632,4.337422,4.0553
23,Fulvestrant,SIDM00482,2.6693626666666668,2.9464078
24,AZD5582,SIDM00975,1.4172775,2.0192008
25,AZD5363,SIDM00951,2.646881,1.6324861
26,LCL161,SIDM01229,4.472256,4.2410398
27,Dactinomycin,SIDM00137,-3.590074,-0.25103503
28,Pevonedistat,SIDM00808,-1.973395,-0.36306185
29,Dactinomycin,SIDM01114,-4.202749,-0.42848533
30,Pictilisib,SIDM00332,1.2378566666666666,2.5265558
31,Erlotinib,SIDM00517,0.159668,2.7256947
32,WZ4003,SIDM00294,3.542809,2.9881124
33,Cediranib,SIDM00410,1.853767,1.7804263
34,MIRA-1,SIDM00826,4.113891,3.8941746
35,PD0325901,SIDM00375,-0.1211415,0.08985443
36,MK-8776,SIDM00257,0.9792,2.601902
37,Entinostat,SIDM00951,0.408985,0.24699813
38,ML323,SIDM00889,2.895321,3.692222
39,GDC0810,SIDM00538,5.88666,4.5385666
40,Ipatasertib,SIDM00846,5.024358,3.8087192
41,BMS-345541,SIDM00498,3.454543,3.8484647
42,IWP-2,SIDM00190,3.761609,3.056182
43,Paclitaxel,SIDM00832,-3.552844,-0.90746135
44,Rapamycin,SIDM01251,-3.686938,-2.347044
45,OF-1,SIDM00121,3.267101,3.60675
46,PFI3,SIDM00465,6.712179,4.0478034
47,Pictilisib,SIDM00792,2.161883,1.7267363
48,AZD4547,SIDM00242,1.7000423333333332,1.9063516
49,Tamoxifen,SIDM00324,3.026648,3.6831965
50,Venetoclax,SIDM00832,3.102093,3.04054
51,VE821,SIDM00259,5.024163,2.974401
52,VX-11e,SIDM00113,3.0834270000000004,4.7934504
53,LCL161,SIDM00310,3.6878005,4.3164353
54,Gefitinib,SIDM00371,3.204952,2.9154348
55,Talazoparib,SIDM00438,2.9201975,2.705956
56,UMI-77,SIDM00561,1.329856,2.267332
57,Entinostat,SIDM01228,2.989158,2.2122884
58,AZD7762,SIDM00606,0.099761,-0.32152718
59,UMI-77,SIDM00543,1.679306,3.4981437
60,EPZ004777,SIDM00793,4.618692,4.610628
61,AZD4547,SIDM00323,2.358413666666667,2.8089945
62,Alpelisib,SIDM00834,4.681972,3.7496839
63,Ruxolitinib,SIDM01064,0.9096515,4.125823
64,Wee1 Inhibitor,SIDM00483,3.174655,2.5889077
65,Alisertib,SIDM00668,1.9036015,1.1773357
66,VE821,SIDM00379,5.288723,4.274393
67,UMI-77,SIDM00905,3.299148,3.2369475
68,AZ6102,SIDM00422,3.625394,2.618153
69,Venetoclax,SIDM00528,2.062809,2.8693671
70,RVX-208,SIDM00285,4.394534,3.9370785
71,MIM1,SIDM00532,3.787075,3.839573
72,Camptothecin,SIDM00417,-0.194089,-0.9018566
73,Venetoclax,SIDM00627,2.044751,3.0574942
74,Temozolomide,SIDM01233,7.321056,5.6152406
75,PLX-4720,SIDM00528,5.309839,3.4940653
76,MIM1,SIDM01187,5.697160500000001,4.576484
77,Osimertinib,SIDM00364,1.422273,0.8997368
78,Ipatasertib,SIDM00951,3.489109,2.062999
79,Irinotecan,SIDM00889,1.427537,1.3357518
80,GSK591,SIDM00793,4.226937,3.5759838
81,PRT062607,SIDM00501,5.717086,4.1154995
82,AGI-5198,SIDM00324,3.700505,3.6783476
83,P22077,SIDM00465,6.814378,5.783428
84,Osimertinib,SIDM00813,1.108195,0.55063426
85,Wnt-C59,SIDM00538,2.751492,3.0119076
86,Savolitinib,SIDM01149,2.418377,2.1902435
87,AT13148,SIDM00102,6.062634,4.299823
88,Sorafenib,SIDM01146,1.0456219999999998,2.334104
89,AGI-5198,SIDM00970,3.538094,3.8240595
90,AGI-6780,SIDM00198,2.311806,2.704214
91,Nilotinib,SIDM00517,3.7569025,2.8487334
92,AMG-319,SIDM00542,6.238242,5.377989
93,Luminespib,SIDM01006,-3.6239655,-2.9857051
94,UMI-77,SIDM00199,2.372296,3.0209193
95,AZD7762,SIDM00003,-1.5799863333333333,-1.3108921
96,Fulvestrant,SIDM01133,3.117229,3.134585
