,drug,cell_line,IC50,prediction
0,Cyclophosphamide,SIDM01146,4.846191,5.164565
1,Sapitinib,SIDM00623,4.099897,3.7061281
2,Taselisib,SIDM00381,1.928702,1.1811502
3,PLX-4720,SIDM00416,4.513220666666666,2.8459485
4,MK-1775,SIDM01175,3.379173,2.3348012
5,Trametinib,SIDM00203,1.6922655,2.9703488
6,GSK2606414,SIDM00203,2.462133,2.9145494
7,Pictilisib,SIDM01161,0.9381376666666666,0.55639267
8,PRT062607,SIDM00569,2.990782,3.0788808
9,Entospletinib,SIDM00565,4.397985,4.0695934
10,AZD4547,SIDM00243,-0.0888936666666667,1.7850859
11,PFI3,SIDM00951,3.202969,3.979373
12,Talazoparib,SIDM00244,-0.816508,1.5629722
13,Lapatinib,SIDM00569,5.281278,3.7729268
14,ZM447439,SIDM00954,0.952939,2.7609713
15,Vinblastine,SIDM01163,-1.7580545,-2.3526878
16,BMS-345541,SIDM01006,2.1958065,2.5266404
17,Dactinomycin,SIDM00846,-3.631523000000001,-2.5330746
18,Gefitinib,SIDM00535,3.7861185,2.5116727
19,Cediranib,SIDM01093,3.562722,3.564508
20,Ulixertinib,SIDM00156,2.66223,2.7955885
21,EPZ5676,SIDM01163,7.321569,6.7289767
22,GSK2578215A,SIDM00216,4.88142,4.248967
23,Venetoclax,SIDM00520,3.857487,3.4002225
24,Talazoparib,SIDM00136,3.6512925,2.941894
25,Vinorelbine,SIDM00584,-3.914099,-3.1849952
26,Oxaliplatin,SIDM00351,4.0806130000000005,3.5592475
27,Wee1 Inhibitor,SIDM00535,2.5752375,2.4496753
28,UMI-77,SIDM01248,3.434257,1.6188109
29,PFI3,SIDM00680,5.192503,5.73343
30,Epirubicin,SIDM00384,-3.463801,-3.709016
31,AZD5363,SIDM00875,2.559442,3.0374675
32,Gemcitabine,SIDM00863,-5.014224333333334,-3.5312548
33,ABT737,SIDM00632,1.493049,0.98157537
34,VX-11e,SIDM00287,2.377613,2.4620595
35,PLX-4720,SIDM00496,0.8739816666666668,2.8221478
36,Savolitinib,SIDM00846,2.752432,2.8573704
37,MK-2206,SIDM01229,2.4264975,3.4341705
38,Dinaciclib,SIDM00269,-3.598865,-3.043676
39,VE821,SIDM00489,1.526229,3.6781533
40,Sabutoclax,SIDM00317,2.268002,1.6307507
