,drug,cell_line,IC50,prediction
0,BMS-345541,SIDM00544,3.063683,2.417097
1,LGK974,SIDM00094,3.295452,4.1546507
2,Cyclophosphamide,SIDM00250,4.343671,4.8520203
3,VE-822,SIDM00287,-0.997021,0.56500536
4,PD173074,SIDM00569,1.551992,2.9199414
5,VE-822,SIDM00291,4.70432,2.804984
6,Erlotinib,SIDM00230,3.553999,2.4789386
7,Navitoclax,SIDM01093,3.3361875000000003,3.038426
8,AZD7762,SIDM00951,-2.388341666666667,-0.271704
9,Fulvestrant,SIDM00044,4.1042835,3.7724965
10,Dinaciclib,SIDM00599,-3.669854,-2.6528685
11,Vinorelbine,SIDM00599,-4.893784,-3.9645472
12,CZC24832,SIDM00612,4.783878,5.4169846
13,Irinotecan,SIDM00381,1.627541,3.7122436
14,Entospletinib,SIDM00905,3.294042,3.1366081
15,Wee1 Inhibitor,SIDM01175,4.639331,4.1304755
16,Sorafenib,SIDM00104,2.071403,3.419393
17,Dactolisib,SIDM00445,-2.320439,-2.4495234
18,Luminespib,SIDM00592,-3.422307,-1.5492997
19,5-Fluorouracil,SIDM00621,2.539374,3.712071
20,Vorinostat,SIDM00659,2.0766305000000003,1.5175397
21,Leflunomide,SIDM00256,4.094417,3.854268
22,Ruxolitinib,SIDM00418,5.0113175000000005,5.5202045
23,Docetaxel,SIDM00362,-5.354967666666667,-5.9508452
24,AZD4547,SIDM00364,0.7867246666666667,1.9242237
25,UMI-77,SIDM00242,1.673698,1.9804246
26,WEHI-539,SIDM00835,3.386341,4.5276966
27,VE821,SIDM00655,3.683877,2.8319497
28,Irinotecan,SIDM00967,6.266713,4.9280305
29,RVX-208,SIDM00203,5.59108,3.5417984
30,XAV939,SIDM00102,4.663663,5.009466
31,OSI-027,SIDM00562,-1.556582,2.523889
32,PD173074,SIDM01205,2.1016215000000003,2.7155902
33,BMS-754807,SIDM00789,1.45239,1.4466591
34,Niraparib,SIDM00638,5.075009,4.5322914
35,Talazoparib,SIDM00091,4.8049065,3.5480394
36,GSK2606414,SIDM00700,5.661391,5.150234
37,MK-2206,SIDM00094,3.949023,3.0869603
38,Docetaxel,SIDM00285,-5.752221,-4.9902954
39,Foretinib,SIDM00374,0.1105975,0.37848186
40,Bortezomib,SIDM00632,-4.930448999999999,-5.188102
