,CDC16,KLHL13,PIAS3,UBA6,UBE2L6,BIRC3,HERC1,XIAP,PML,HERC2,PRPF19,UBE2O,UBE2M,UBE2Q2,MAP3K1,UBE4A,BRCA1,MDM2,UBE2K,UBE2D4,UBOX5,KLHL9,UBR5,UBE3A,UBE2R2,TRIM37,FBXW8,UBE2E3,ANAPC7,ANAPC5,UBE2QL1,PIAS1,SMURF1,UBE2G2,BTRC,UBE2G1,UBE2I,SOCS1,UBE2H,UBE2J2,SKP1,TRAF6,FBXW11,UBE2L3,NHLRC1,UBE2N,UBE4B,MGRN1,RBX1,DDB2,NEDD4L,SOCS3,SIAH1,DDB1,DET1,RNF7,BIRC2,UBE2U,UBE2Z,UBA7,VHL,UBA1,UBE2NL,PIAS4,AIRE,FBXO4,CBLC,UBE2A,CDC27,HUWE1,UBE2B,CDC34,UBE2D1,UBA3,UBE2E1,UBE2E2,UBE2D2,CDC20,UBE2D3,ITCH,UBE2Q1,ANAPC10,RCHY1,WWP1,PPIL2,UBE3C,UBE2J1,ANAPC11,SAE1,UBA2,RHOBTB2,CUL5,KEAP1,SYVN1,SKP2,PIAS2,CUL7,CUL1,FBXW7,CUL2,CUL3,UBE3B,CUL4A,CUL4B,ANAPC2,FANCL,ANAPC4,SMURF2,CDC23,CBLB,CBL,NEDD4,TRIM32,FZR1,TRIP12,ANAPC13,FBXO2,HERC4,WWP2,UBE2C,HERC3,BIRC6,ERCC8,MID1
SIDM00519,1.629813384639639,-0.6805934783302051,-0.18324220372017233,0.17589545292748124,2.0320921302683495,0.4920017838701124,-0.42541633718091276,1.095252420943605,-0.3014496508729149,0.3775800755274672,2.2382033051341303,0.011920627526423743,2.0040540620689917,1.2208648890974385,1.86493028849056,0.03575201729975474,-0.5568373311001372,0.3744561848381576,-0.11073894263637524,0.9244516678653669,-0.4030799461483321,0.8234674384194619,0.9248003809819791,1.8733267728795426,1.8688593722887403,0.9753152251850637,-0.26657730223296966,1.8046809592670963,0.6072883702798161,2.264959494083085,-0.8007835951910597,1.8398220260568632,-0.3016222038011437,1.0338417827334545,0.2639515576624055,1.6077722980751157,1.9713974028225476,-0.7865429481900047,1.9261749775387431,1.029886620509067,0.8901174846676909,-0.17858717545229483,1.5743847189913815,0.6617263566254442,-0.36852895218994675,1.4474276977576108,0.7331392934754959,1.3488964459251023,2.141783111660584,0.9261491225796872,0.5941912617341575,-0.08505715328462327,0.08879712394632994,0.8423817710376823,-0.47899467538907675,0.24034074575475792,1.5184460439148586,-0.9937608022641601,1.3522483147140976,-0.5029855849891028,0.7140893152364186,1.2938424407653053,-0.8049347699387887,0.4754028600382178,-0.78042582654136,-0.7631692924529768,-0.7927789540679651,2.0322161717523004,1.4979426043454693,-0.3731552871394407,1.1616971701872376,1.2910119415185617,2.0264111478773237,1.173146904849722,2.24071373124103,0.37563173635303493,1.5768743114651198,0.4801331458266306,2.240533442263961,0.7074867978650132,2.0668462517381445,1.1184369860733465,0.6271759822797122,-0.3828873465321192,-0.5418699665789006,0.06889443565112577,1.7987899031037489,2.2096953063011533,0.801740698212436,2.0675344018968476,-0.5421150071447328,1.4705908758077417,1.4649975976948182,0.9187707533894505,0.3834725528520742,0.22566786029922697,-0.399552161687364,2.2263739533967737,0.31566794699198947,1.9753601094053148,0.904430255267426,-0.30755555526606837,1.567417857521226,1.794741697042336,-0.4578541175407341,0.5866974776351608,1.1585493956350124,0.3772919564296931,0.41457707212712136,-0.647993994586536,-0.03141944906364873,0.283437331631039,0.49854183243349487,-0.4933418508123999,0.08483309703933446,2.2181629003966705,0.8456291045158005,0.18272201426950396,-0.4244376639168642,2.363562095644118,-0.8413177632908532,0.9255585951171436,0.37722673495627096,0.060822568289069026
SIDM00917,1.4339121331860292,0.9057587713240919,-0.3839881232725581,0.6222304657741897,3.033698565251647,2.1100408153841252,0.21197640307568869,1.2790557943706569,0.030939932685810502,0.0680121132687737,2.3180488742448846,-0.07113791187522037,1.9572423012087392,0.6681822370892131,1.9594377141040287,0.10326793059947156,-0.7372540407439802,0.782457254819834,0.21534457397740137,0.643259882401658,-0.5277404180286687,1.0574914152949269,1.4462097804211427,2.099335766792603,1.7826956734883106,0.19405138997907212,-0.2647074720693833,1.287884826949645,0.42366205913560523,2.1489805266799706,-0.7788154643678434,2.1056721373191194,-0.5841734187188948,0.7908182387135094,-0.07900572216303348,1.208709154608327,1.8865449974247612,0.9911035056942923,0.9453016944190541,1.234404533631541,0.6680602121848026,-0.01820099558756851,1.7502339761398877,0.8549898631327004,-0.8080451087309724,1.5698820192843665,0.7808740637379925,1.4068899485750137,2.321654720808499,2.126290826520961,1.7517706150049412,-0.6590895983233006,0.7906678928441321,0.39988646136635786,-0.5565565150977585,0.5381982578933993,2.029623623545773,-0.9059514693021448,1.7842685442242934,1.0886027458316196,1.4830687710257542,0.7985801908365614,-0.8308606977843737,0.3435571846416378,-0.7613522134783672,-0.5578758891164375,-0.8999405698822873,1.9874851596527172,1.2812288900583584,-0.24370671078226155,1.4722082279466475,1.0761040698236812,1.9625983299280678,1.8599848172024207,2.995666953472422,1.0249848903905914,1.7719934641818627,-0.2311108434258947,2.746842331946998,0.6806695135475637,1.6820824979626317,1.719654488962285,1.005960991677252,-0.23949756351673845,-0.47023666568486233,-0.037317656588191694,1.502180935475245,2.2840222822457767,0.6724220943138325,2.03819338217703,-0.5734727873096546,1.4397771851802363,0.9343083947995013,0.8320818035702537,-0.730904860174391,0.6793906897074822,-0.4258936234779781,2.0732659706568963,1.545039554406907,1.8169019639610782,0.765076394890676,-0.23153707974624485,1.4249711192916197,0.6535704852230211,-0.44938186557625304,0.966589309869258,1.6634280828314105,-0.16116306312904846,0.2296485415733907,-0.7149193416171191,0.018010350725628243,-0.20832797116561946,0.4031841405971098,-0.5516848693710354,0.0814434113979136,2.357962908306129,-0.5963036641115858,0.4537295294095273,-0.1812736083687566,1.0113291657914378,-0.6443367818360961,1.2102912324521387,0.3447507838240693,-0.873334997007926
SIDM00309,1.7436403240609246,-0.5748591351956082,-0.307175846198437,0.775559690021539,2.2035297412921304,0.4845657233790566,-0.38137900685692594,1.1671980601305776,-0.40888521815223566,0.026291608561211828,2.273135725887496,-0.199896169309332,2.025532328917637,1.1354474120374138,1.4924517353502713,0.0983241086722929,-0.4710799515693412,0.04136872496734211,0.07024721304098991,1.0607262990074018,-0.6942375804147227,0.5959465117253422,0.4775190882771316,1.40690028471114,1.2224727589887845,0.902204536405702,-0.14336044297381692,1.84326798713322,0.6098890712404251,2.4023683157238156,-0.9166591113985915,2.005102355112757,-0.6170890027438994,1.1062348343526107,0.050447896476412,1.3692858661865752,1.8869374871665865,-0.8293436956899854,1.7487096271300635,1.272273207799176,1.0834458144593935,-0.09823501433670695,1.616760389668018,0.7081143208020378,0.23903269541894864,1.6199798530206355,0.5202323799721635,1.2467130143068563,2.1248117108012785,1.264505398719232,0.4157188594113832,-0.709968724027556,0.5085733454480164,0.8652354136009438,-0.26463484439331114,0.5571748720804705,1.6273325093403612,-0.8533857635279557,1.032821171685522,0.7254060115505491,1.050604162306806,1.1756165657370437,-0.8796249811564895,0.2981426224227578,-0.7758478245257531,-0.5696511240864546,-0.9262680849602798,1.900472666076836,1.4417430998204566,-0.40964671241479,1.2836061815118665,0.9457706732632765,1.8233583609160662,1.8143862968623354,2.520503715354308,0.7785163521055407,1.497934855406658,0.9443050587228238,2.162686253733035,0.659699336405696,1.6412806396117459,1.2363835231629212,0.8465362523316649,-0.49953420753111094,-0.5655615552438404,0.18122913164005477,1.880118602354948,2.3641096766077885,1.2605432805995538,1.9972013724477944,-0.51924990185045,1.50053184817975,1.4594647543134263,1.0530816307318913,0.8300036389330119,0.18853013032274812,-0.20585911580620003,1.9524628765234302,0.28607590340001726,1.9991019341998133,0.5052722489921951,-0.2592312369673377,1.5457560244178843,2.0036176572397313,-0.6008458017146445,0.7744606161226193,1.7194604531910884,0.6908397533177995,0.3348983246046762,-0.8057084974725208,-0.3420208379162094,0.06382325982230146,-0.2202172918971183,-0.4540965509103517,-0.3177098038363963,2.158219683858114,0.301555797600204,0.527092260324018,-0.21196311769285314,2.403305037515355,-0.7740594497625916,0.9692283433804606,0.09926799402270331,1.344482918565572
SIDM00099,1.4666837884316786,-0.5973553763900289,0.07315244766348163,0.46316173437788494,1.7379332160524146,-0.7887799422749717,-0.3991904264605263,1.4660423850012616,-0.5001415431231989,0.14252304921164874,1.9349116958587949,-0.35380111405025816,2.1768355905933903,1.1007085363707925,0.7171153766020953,-0.14616784354198264,-0.7373772837342838,0.6150369187560697,-0.13111746564788376,0.6223447865398984,-0.33726639461739294,-0.8278986727862402,1.0670409585663163,1.8924558504072502,1.6254340532337366,1.2114177654838436,0.26441566230090074,1.580786804583986,0.5593979096346543,2.361537250420599,-0.6764799928511521,1.4420288244430157,-0.13428628756132294,1.0222342022315587,0.09008217603446503,1.6921024466705707,1.866733832346037,-0.19595091992640845,1.7945504211367782,0.8724016199763253,0.7109257167619524,-0.19688733199262035,1.7808568270606135,0.5450484868747442,-0.2969543582305419,1.3275275593568485,0.6214243376155245,1.2806498099601213,2.0584913330825896,1.805063748302609,0.5218189772316768,-0.8613565730986802,0.6667008252882466,0.8361405591915155,-0.36554422937258835,0.4053078821001012,1.6662354613692425,-0.8209550159074571,1.5295356316722835,-0.03430992102635753,1.054781605855778,1.117026104664788,-0.8898118163548746,0.45066260315074974,-0.7903370527045777,-0.5552640099919949,-0.8588552445705597,2.2312309995987216,1.3809799792777233,-0.3427216772229163,1.4261214052967945,1.1182768032355648,1.5759522792442537,1.3806500923407876,2.6212702006161783,1.1233216580071732,1.6709791070298543,1.0308615914234163,2.296278139290781,1.1123635094688824,1.8364938534625659,1.08616944910795,0.2530618049954018,-0.06481627829615792,-0.5405904430825208,0.1337829081214743,1.1870928089874695,2.4478337504419176,1.1643854355044094,2.097090395849354,-0.4584034175984465,1.7422687286372989,1.4964939532524013,1.1836567108911897,0.2380512554443691,0.7020285897680919,0.021114990432228444,2.3164069552545477,0.5586512801098052,1.937303553717271,0.90406008582739,-0.1626556032887881,1.402395374456022,1.7141349966046762,-0.5102116725448969,-0.02084478998723927,1.3293772041566745,1.0844690950471125,0.34042277141867605,-0.5636716404629954,-0.002930302308622005,0.09670972028788814,0.4499939440248874,-0.4109190610009474,-0.1730285224398211,2.3183871956552937,-0.6433812302962442,1.0464231893278346,-0.4249812374119586,2.5449357303823197,-0.6444873805686677,1.2172524186021447,0.2365121646956721,0.06629126970534978
SIDM00276,0.9248275296151555,-0.6714941159145783,-0.13433973313556555,0.16598347504980882,2.4579225737156354,0.13138022546050546,-0.5883863541228763,1.1095054751269255,-0.2924928095826786,0.12037674612608183,2.447090381155895,0.17820804434380239,2.037243072370163,0.8014478586118897,1.412067477578907,-0.0019440862338169452,-0.5020252403869706,-0.6031037443706602,0.12230715317991353,0.6575037152019185,-0.2607154792125998,0.40032434831850594,0.4970760168458834,1.606044808976943,1.5866107183886298,0.4351690986112029,-0.21376394152302675,1.9046164235227707,0.4384149649672717,2.253724622788035,-0.8048508925344101,1.2970083961808203,-0.12299658743316164,0.6338419796319472,-0.06835565043414672,1.4220093591887435,1.8232395678677258,-0.7578794856643887,2.172357372296257,1.5919498144563538,0.5638057031756354,-0.483533278006994,1.085977124041259,0.9133559767152599,-0.1702917088281532,1.3407138548357753,1.1050429967580928,1.0032114851826655,2.4098998109513494,0.4599676046150678,0.4720273883184339,-0.6411683874823257,0.5299624670825756,0.9947702028449872,-0.44057123561225764,0.4310726909222409,1.4566407872846105,-0.9392338203015101,1.4253472605421627,0.39669418810419277,0.7656402758048775,1.6690383724425255,-0.8955409839105973,0.3175214129435579,-0.7294283426886802,-0.6284265049963819,-0.8458751624680838,2.354359398847586,1.3239513199429298,-0.2660118327267756,0.9130517919492545,1.3140700712902966,2.220960288516564,1.2268747753131806,2.67480643458503,1.1038427996722986,1.3824512303336445,1.6096577559421201,2.4156134581652937,1.0630966865054956,1.3432000201705279,1.729406700787688,0.2240411146920997,-0.29480424541161554,-0.5864602603209282,0.3018707422157217,1.4803014437223463,2.807205680578315,1.225375070032655,1.7139365906736286,-0.41541567259572604,1.1877267883139007,1.1764776853983254,1.2986236226129213,-0.3274511152099245,-0.28069467693829914,-0.20117059139845433,2.130264231054297,0.27016814289644236,1.580808623462269,0.6024348247414834,-0.2830699589128749,0.855931990608387,1.0993975402900185,-0.5654304334926012,0.4708670159112384,1.324775522244449,1.1561670163502842,-0.08588444163377838,-0.44320454736521914,-0.07779895785991249,-0.41567156641179037,-0.12206719454132618,-0.5196635238563537,-0.7012971000879591,1.7820649724809356,0.7315905380980183,0.33613800788395176,-0.17271827440054222,3.0244192341443368,-0.6803670936862747,0.13728946283060833,-0.0592198633150651,0.9872963752686271
SIDM00311,1.1105055986311054,-0.638728632725639,-0.43430450340436955,0.2925230573540858,2.879728608690345,1.1460956319343494,-0.3445854797585154,1.0730943447246037,-0.3966630128747586,0.11081082778444953,2.3490217884568505,0.033114350485167275,1.8859763624329349,1.090758057694803,0.985245242607775,0.17775424078039562,-0.1472937471302151,-0.5754608576763738,0.039807087363056264,0.8448074274666758,-0.4817294486730588,-0.8637697254775012,1.092355385382235,1.4740958892962353,1.5287215767113214,0.8577964806871425,-0.3776443865567553,1.4096592520726006,0.5296680982710918,2.226636097353595,-0.8170625357895565,1.1288017051500743,-0.3588601382104409,0.7944623777381691,-0.0942933784634823,1.1378847626791018,1.8328190010600207,-0.7376119924322165,1.3035512883064362,1.2600557433054014,0.6789182284483164,0.18508660345019287,1.4505662652265108,0.7663531491651715,-0.18594357732761424,1.4294283712667433,0.6643673200379342,0.9589732812305728,2.0736205143680584,0.6124507321226147,0.5903602034552222,-0.7254499797297228,0.5853512724984175,0.9597278200144178,0.130470902509011,0.030534348159230576,2.1134181565379686,-0.8680179869973177,1.6302719289368939,0.8416503336168271,0.6673773383260784,1.3629617651189903,-0.8203934132633669,0.2722820471715937,-0.7957682197147484,-0.7102980685535317,-0.8287666590836056,2.1399609503877963,1.829611051678919,-0.3305741449937825,1.3013567305395946,0.9351778945542034,1.901847875134124,1.6699485117318666,2.7513888222187446,0.8919421508188446,1.6927613590720543,1.529917917103419,2.647451876725585,0.942027331783512,1.237240925562401,1.4357413753161186,0.17774950778416307,-0.31625600200513804,-0.6234979667377776,0.25270673635584406,1.4461769473405526,2.2869895784856182,1.2742943360588181,1.878444633049562,-0.5470051946922091,1.5003156928802104,1.0734083309431233,1.0639830261579477,-0.1744202486930079,0.17422388496946875,-0.45931746157717224,1.9314199233190965,0.43579973023906304,1.9816526266618866,0.7343379692432244,-0.4296810309551792,1.0534044871277684,1.5324078168346267,-0.4154375528631899,0.1886277208714801,1.2253134546100468,0.7997062413832333,0.5800461792052721,-0.002421370819849334,-0.0810526231746209,-0.2631892221857012,0.14008852795101906,-0.44955620631326326,-0.11684935488268722,1.554190839474939,-0.47098480274591603,1.0196980696154294,-0.36898986268769846,2.8640705705727707,-0.7731663221646976,0.9309465164856181,0.6440392032072997,0.07696165288592956
SIDM00970,1.2570118580404566,-0.3024641113482955,-0.0697103105849386,0.4665717273795697,1.73998261557867,-0.6740581882016845,-0.31740296072373964,1.562391828236381,-0.4391246171534488,0.24035498640845673,2.227102034986716,0.04741029401037413,2.214263040233588,0.7401193786197311,0.9573364450226781,0.08877161644264775,-0.05196235709507239,-0.25477635394625303,0.21782673853431345,0.3911400501512854,-0.43033484311489406,-0.7969077850009981,1.260851413049126,2.003766737366745,1.5079994385534845,0.5183678359836759,-0.2580505605925379,1.8776634846784144,0.7500419553624355,2.3674662001136366,-0.9637707520963744,1.2470314572448156,-0.17061734613729324,0.9185225374005476,-0.3641967686796801,1.021079209998355,1.8695886980233531,-0.8726795102076353,1.2456673131516873,1.4492256946712054,0.7303228947424913,-0.025831726989787737,0.9008343460263489,1.2729977125647678,-0.6694150157268304,1.9418550319501948,0.8585082869717082,1.0527275897943142,2.4421584814284683,1.2446762124257469,0.8359799989995008,-0.8301128613864039,0.6784109264700728,0.8029395371624508,-0.33609732021061384,0.5668254669661029,1.4237146526074613,-0.9317830849773773,1.205716115799268,0.8302768233787351,1.4993702506761564,1.3359200916832497,-0.8044902620561267,0.18531852517609504,-0.7810676596181189,-0.625567949418533,0.9850910999284843,1.9822179126694923,1.4645686170568457,-0.3302624022539761,0.6383743068311988,0.9171877285465636,2.543995628923369,1.943929214827859,2.6497378282061277,-0.7251547887096574,1.2846123401310765,1.1034829043839354,2.5013253678009915,1.2551002613027156,1.5390543268811185,1.0940091579200963,0.7047753769377466,-0.12083340836472498,-0.4243744320749139,0.2335665369231319,1.2472262601784658,2.7098568188930847,1.4712586391065505,2.239590515497807,0.5637208141544211,1.4397276131724457,1.0972569153125995,0.864894956721086,-0.14934576228753194,0.16135045250587926,-0.5792684441524375,2.0812320309890917,0.29469670273577997,1.989476739302766,0.9061063383735368,-0.271153570070927,1.39864413121472,0.42023057864767466,-0.4650107008237144,0.7280203020345977,1.8483309782044781,0.32976901817625104,-0.1593660531635791,-0.6440513887172788,-0.372850295071207,0.2998558196416672,0.3975063381708293,-0.4069043382308649,-0.21058807446884686,1.8204410235643562,-0.5226924248050967,0.22594941313789352,-0.3480919688334116,2.758058384162125,-0.7384990330384437,0.9425203613554716,-0.07414994027895781,0.8280145083756808
SIDM00103,1.7427048174332918,-0.7662700168002458,-0.15789258178673007,0.14938707447887917,2.36017389004673,-0.7311873954206425,-0.5583021165406434,1.1495947329515637,-0.2090993515041515,0.19696639296078544,2.1744394404274434,-0.31385829594711134,2.201645432509202,1.4428159160312057,0.44417736463072555,-0.3896090542468773,-0.7075483973612319,-0.1605100913713362,0.020656962082788232,0.810280887924101,-0.46633752641777926,-0.8102293198974833,1.0966572659727625,1.9754246526138972,1.9440216408842776,0.7395883419336466,0.2739233830339045,1.8642052757937064,0.564961526661064,2.214335328738166,-0.8363846006679648,1.299841094235239,-0.373393244538568,1.2434132156254403,-0.08894716218804347,1.3322537985632206,1.866179621315949,-0.7756148140795807,1.4558934138241661,0.865411345803725,0.7668258684624472,0.08536607866700835,1.151824376785958,0.7071084634878885,-0.04680073139685202,1.4576592620654718,0.28372985762168107,1.3108155013853506,2.0346203165490295,0.5747359614595496,1.8805210248504216,-0.7046357257404244,0.6426277626679362,0.9072757326520747,-0.4414323377867426,0.38129561907148,1.4290819425410115,-0.9114473967614436,1.4617835921401023,0.4415130806060137,0.8650564439337495,1.2209521231680558,-0.7886721293410172,0.2868703049468089,-0.7678122224710706,-0.5952330009356869,-0.8914532999648367,2.1260810982960523,1.351416637416636,-0.5124002469382029,1.4163655187842308,1.2966836109075819,1.8801894813136266,1.5675268764677743,2.7851729219235777,1.3836762600737869,1.7086204822677156,0.7701078417008582,2.3659290749859005,0.8231764363178594,1.474381742720755,1.3068261799586645,0.435155115435883,-0.4876176977667667,-0.5605961654010283,-0.32172339575155884,1.6480299985638156,2.4221340252652603,1.1784681228579696,2.027423677414726,-0.3825296327241228,0.3937232704957826,1.0927524039442322,0.9736779132480431,-0.7040564010408327,-0.15493371040676218,-0.32496222367379257,1.8772186888160343,0.26190193320010907,1.942845321479567,0.6536425796266738,-0.1880320440328122,1.8063505785196619,1.7890765472769223,-0.4008342699223396,0.20659823304413208,1.7052399538782181,1.1914283841423354,0.1252467246171154,-0.49930878613587715,-0.4006511678695992,0.5111737152974029,0.7022780539376856,-0.33064638794566487,-0.2020520153427731,2.3540137714009974,-0.4979516552497341,1.6828754114845328,-0.15421407672176923,2.119308659117322,-0.7484187460167191,0.9345105843964315,0.5581596688044588,0.4726695000809127
SIDM00266,1.2443841950159733,-0.38164227471610546,-0.09798868314588433,0.4887588150802733,1.4121395355904014,-0.9454487631875603,-0.34182443816610136,1.3876467531196501,-0.6990848585241692,0.4318936426653623,1.9748913914989177,-0.07713659299577164,2.349170232535576,1.1625964337646402,0.6015418295759732,-0.08796570720145427,-0.5893727856910281,-0.4149837736893541,0.07443956569498761,0.2552257714984601,-0.5376885858040624,0.6605004289598843,0.976229632676996,1.925431806924211,1.5416176810591045,0.5781962921931841,-0.03470511072603946,1.7523646492543943,0.5250311681999458,2.3566884658233134,0.011914064108901463,1.3579653702234027,-0.5770442897913209,1.781477215392176,-0.02197410981711729,1.3444637438558618,1.8555613627588607,-0.8628892302505423,0.6179122604136088,1.2845021830256749,0.6686503403503339,-0.4356357129989262,1.719688051480712,0.8633923085604646,-0.5029028460291164,1.585485122460457,0.9306201119982205,0.6981354847090336,2.3488770597223154,0.29398938457451396,-0.4339767207803624,-0.7715215888242779,0.37622122289338844,0.7380387726044664,0.05391794504139132,0.4932987224928457,1.390024021067948,-0.8068881405687334,1.5511725997523824,-0.6122614475653205,1.2485834637867401,1.1756184057401797,-0.8582549769395449,0.4285713995267509,-0.7316336992772957,-0.6111926501927932,-0.8287662823695146,1.7563224745700532,1.3792134706126928,-0.4163443045650922,0.8381306377914306,1.3464206838739778,1.5519772018002507,1.58031931431288,2.8526732593951807,-0.2631584904317409,1.5857320630737939,1.1403768478250107,2.4793540197055273,1.017419939034405,1.6801719177772756,1.4722933687138835,1.0957422067315914,-0.45935371135855474,-0.4125412811745802,-0.2609059663739587,1.6272976110295498,2.4006825775326837,1.2535414079108056,2.333028146202478,-0.5410630921162567,1.6324433998902186,0.8388327101346339,1.257523895300909,-0.25322865284733254,0.7213463667764266,-0.1686738143655723,1.9608609050168277,0.40213867132124775,1.79771557005055,1.1057938425102567,-0.3211554798195349,1.1364413357416736,0.734309713923225,-0.5265629255317927,0.34702841671798096,1.8115893961646823,0.2232917394212956,0.2635091584489312,-0.5242393306366948,0.09627253022619521,0.23336799983234033,0.26556693801093895,-0.510705436944408,-0.08987573653288353,2.0854667852592823,-0.725447635207187,0.8071999778957566,-0.43439648837274036,2.7459404767214095,-0.8888209859819931,0.7841104163600844,0.46549211923537637,-0.37119229921776714
SIDM01064,1.3859496630828454,-0.7238619801921214,-0.4143343611482652,0.6756986939044508,2.2575815328336577,1.683314654023084,-0.07535617665352394,1.116203909090365,-0.13144169772188313,0.215756829425415,2.3632305387998933,-0.4275184504334876,2.1614317625349937,0.7303300618685156,0.5873584282448535,-0.0019077106837385883,0.03470536159818324,-0.021125039430176577,-0.040664219013612314,0.976151305302382,-0.6306963537957627,0.9292172457458695,1.3225036705270479,1.8396787171650537,1.7467291313028104,0.9136803560519495,-0.0753608244667701,1.9788539174177149,0.4851166755445225,2.5875959319162116,-0.7877672008958637,1.3920398685944595,-0.46221479546252797,1.245902602006525,-0.1342460661055962,1.202092256128048,1.8844080221741903,0.9845245960425025,0.8392178261276955,1.3464148403441771,0.5978319942493557,0.5276334487591244,1.5397249906389794,1.1170535432089033,-0.6689357535940188,2.133539971655904,1.0158177295068933,1.345005641556024,2.5816055992228444,0.933549581509472,0.6402970498170505,0.07942893756764902,0.3255936228535664,0.799647300378641,-0.6441615970188386,0.2644693953801993,1.8010711837053133,-0.9217595686663649,2.078008227936224,0.8625073905258759,1.1115486875638643,1.1396658270618603,-0.7286629307439487,0.36376131013428686,-0.8275604119343479,-0.516345987889579,-0.8783249358451041,2.181115497622406,2.024361479659606,0.06265728330579279,1.3171765890452949,0.7745251997740453,2.00074577241264,2.0427930907584955,2.9013790801276715,-0.7540252869183619,1.7262900463103255,1.0364361921161795,2.7115857499410816,0.35841225502723323,1.7134405348893305,1.7171883978481455,0.7035984818150526,-0.15715772075013393,-0.436753750550825,0.22185793379851637,1.4802738906366137,2.168705254872407,1.3856508498283977,2.268413904986685,-0.5383959597670303,1.3596799625827867,1.373024287573643,0.8786386913718492,-0.14915122247806173,0.6071169447660228,-0.5438846231433854,2.2037413410398807,0.8629341537114635,2.0406354346607185,0.806924743252755,-0.2175068539980093,1.4094133431252363,0.6055782774697135,-0.4328013456449634,1.3336364061914392,1.6054822021951367,-0.3831674124134525,0.392123920983516,-0.8287468115394749,-0.010160713992846956,-0.11260546591082696,0.017121219132406097,-0.4483891714966201,-0.01199092736928749,1.699555031182645,-0.5914162414028206,0.21247740279848493,-0.48938593344200504,2.3900251551187814,-0.657174833818462,1.3512665467886327,0.6804943923742994,-0.7528127909106773
