1,0.25,0.125,2,3.97435869805927,-0.131444442376639,-1.06004715900761
2,0.5,0.25,2,2.93735505619994,0.367604052239275,-0.0502507659542746
3,0.5,0.25,2,3.61306388455596,0.248260560716962,-0.557962262522413
4,0.25,0.125,2,3.69504478870144,0.19002737440551,-0.17238369928163
5,0.5,0.25,2,3.55560494590618,0.212270545595876,-0.461905953267997
6,0.25,0.125,2,3.27948052435872,-0.00512187907219855,-1.23578654299062
7,0.5,0.25,2,2.56827005497418,0.471791505047338,-0.421498407494423
8,1,0.03125,2,3.91272192706641,-0.138075813353015,-1.51427556481908
9,0.25,0.125,2,3.87980825632084,0.112616043435041,-0.408679202835219
10,1,0.03125,2,3.163321202664,-0.125647406458514,-1.56807145917333
