1,4,2,2,1.28015473339111,0.912720386503532,0.785322087421521
2,4,1,2,1.257583395689,0.909454451035508,0.799470418630933
3,4,2,2,1.29121123951911,0.90420899480949,0.781283619618159
4,0.5,2,2,1.12503230448838,0.915514712018076,0.836222145184482
5,4,1,2,1.25276606813854,0.912551884117351,0.800486178742943
6,0.125,2,2,1.43357305548234,0.871447383774582,0.749941087127763
7,0.5,2,2,1.14280021702928,0.915033107818542,0.83564294949201
8,4,1,2,1.23546026793947,0.912384321792433,0.806890155301142
9,4,2,2,1.23274520809546,0.908436276237162,0.804770320062931
10,0.125,2,2,1.35316435030806,0.878652925091127,0.765855905884607
