fold	epoch	train loss	valid loss
1	1	1.6956115284940707	1.415291502362206
1	2	1.361636375116506	1.289766529759208
1	3	1.2780566063105865	1.2409437495273548
1	4	1.2180672334658789	1.1735224706349356
1	5	1.1671087652299226	1.1522644806257534
1	6	1.1234762642884488	1.1243512060616043
1	7	1.110779879547971	1.0924748055664175
1	8	1.0589276392146314	1.1273014872938723
1	9	1.0202066202796631	1.0776515409841643
1	10	1.007139908459268	1.0426093499302427
1	11	0.9808665229923756	1.0496768551868396
1	12	0.946796785093577	1.0669570347983321
1	13	0.9341137948103176	1.0572596561341059
1	14	0.9096414619625974	1.0313359878875397
1	15	0.8872765473875821	1.0294748363477406
1	16	0.8718283982031314	1.0082551843517429
1	17	0.8771354969991341	1.1891440391103862
1	18	0.8453392822307562	1.0093329952750014
1	19	0.807082677278243	1.0165013418747828
1	20	0.8010703428900203	1.0335555247989767
1	21	0.7930354506068586	1.0442137318653064
1	22	0.7787021397330862	0.9877228210697244
1	23	0.7634234328660204	1.253903058094856
1	24	0.7518727175333213	0.9981876002563225
1	25	0.737925999133517	0.9875899967038151
1	26	0.7189440845423879	0.9823150069285662
1	27	0.7108708157140385	1.015954269048495
1	28	0.6986601637366928	1.0124006221145938
1	29	0.7094805360762615	1.0005379017892775
1	30	0.6728196544845737	0.9976494626684503
1	31	0.6708809849517936	0.992799657932568
1	32	0.6649908453153283	0.9902513115615635
1	33	0.6773645503913638	0.9895581414193024
1	34	0.6883731403051351	0.9787534953473689
1	35	0.6375675721864553	0.9811557664539351
1	36	0.6410757096951482	0.9837854791691888
1	37	0.6293801941972602	0.9870158342214731
1	38	0.6258511917987165	0.9947371792880607
1	39	0.6214822146386296	0.9736981391906738
1	40	0.6209539736254013	0.9790548269565289
1	41	0.6106114507097666	0.9874806005657811
1	42	0.6127068490178267	1.0030587096135695
1	43	0.5937715893435361	0.9733285763106503
1	44	0.5907293443874447	0.9814821665103619
1	45	0.5914752647244289	1.003220715911397
1	46	0.5822111001110815	0.9902002048361432
1	47	0.5940180039002958	1.0429387152631642
1	48	0.601745302646333	0.9812684442315783
1	49	0.5609834773848228	0.9912360276713039
1	50	0.5722880028188229	0.992274345386596
1	51	0.5606668785044541	0.9880832168427143
1	52	0.5666994567026145	0.9978663176843972
1	53	0.5663175314713379	0.9730630201516134
1	54	0.5704703245809489	0.9618004455671205
1	55	0.5432248054078328	0.9731470564782838
1	56	0.5411152593512392	0.9856678898081238
1	57	0.5482877968030857	1.0217113636788868
1	58	0.5430689874235601	0.9974277493281242
1	59	0.5403657433203746	0.9945949070401244
1	60	0.5483282032553167	0.9815457587713724
1	61	0.5393702481306045	0.9663822370352763
1	62	0.5229576578976568	0.9695403138141492
1	63	0.528737755747154	0.9714959410084036
1	64	0.5230857672636983	0.983209450057138
1	65	0.525731999178323	0.983210271749741
1	66	0.5177401219849574	0.9698960702497881
1	67	0.5215629164724086	0.9868608707691724
1	68	0.5220011589314534	1.0033459740898985
1	69	0.5116112595211703	0.9930851112355242
1	70	0.5124441239897902	0.9682367580495911
1	71	0.5045821476812665	0.9639524849124881
1	72	0.5084453225621183	0.9818505156826187
1	73	0.5102899042094666	0.9831872579160628
1	74	0.5002769997482968	0.964241746144417
1	75	0.50682513992202	0.9785202721973042
1	76	0.5123517962130156	0.9707612684576503
1	77	0.49960853377848574	0.968482045900254
1	78	0.489344923092653	0.9818761501556788
1	79	0.4990397590646332	0.9679409325559497
1	80	0.49362814909375063	0.9925786409622583
1	81	0.48635560602362266	1.0015440845227503
1	82	0.4963837216338234	0.9811241461898818
1	83	0.49470960880942183	0.9809227523567913
1	84	0.487299062475465	0.9906443859631325
2	1	1.6732814828465983	1.3164997818696238
2	2	1.3459090317157845	1.262965440750122
2	3	1.2670494457877104	1.1728531097191093
2	4	1.2050461044451029	1.1571456407108447
2	5	1.1696612052876791	1.1456633073135014
2	6	1.1132505845364784	1.1205616236603173
2	7	1.0877740260717685	1.0977119877390618
2	8	1.052570076237748	1.0734919603288609
2	9	1.0176687133912874	1.1095664217306749
2	10	0.9913988130720395	1.086293769905167
2	11	0.9647661002367214	1.038308162541285
2	12	0.9339477288703616	1.0474527204123727
2	13	0.9167032629457348	1.0162685446060487
2	14	0.8940102287009207	1.0104785291817937
2	15	0.89294540312948	1.0115557542465028
2	16	0.8519857529095158	0.9957331430955525
