1,0.25,0.125,2,3.97249662835769,-0.0613985992034485,-1.05811726134187
2,0.5,0.25,2,2.84163783478376,0.39504293639772,0.0170813649400494
3,0.25,0.03125,2,3.35873347641702,0.165014377689518,-0.346346167325363
4,0.25,0.125,2,3.79586147319844,0.251547420019657,-0.237231780590265
5,0.5,0.25,2,3.26090176867,0.28891088191026,-0.229611352122437
6,0.25,0.125,2,3.25594850330056,0.0280870534588383,-1.20381573908954
7,0.25,0.125,2,2.93455675992771,0.339425236958123,-0.855880588582922
8,0.5,0.25,2,4.2103022785813,-0.0763092292671586,-1.91126313236768
9,0.25,0.125,2,3.87821707513125,0.197186577830385,-0.407523988933523
10,0.25,0.125,2,3.06571207065615,0.301780657708391,-1.41203301147148
