1,0.25,2,2,2.56616865449236,0.835559825768169,0.142028043740516
2,2,2,0.03125,1.59872419312154,0.850776047435446,0.680034886280161
3,2,2,0.03125,2.91501705146876,0.809931108953686,-0.0518192046941319
4,2,2,0.03125,2.84693752865771,0.828349578754438,-0.0200194179187569
5,2,2,0.03125,1.61766452977263,0.843812848647442,0.651335819509169
6,0.25,2,2,2.37249829760346,0.855112886709088,0.286220130656582
7,2,2,0.03125,2.97837040369128,0.832296203034605,-0.178084258845399
8,2,2,0.03125,2.89347182781726,0.803847529417397,-0.0488881568648811
9,0.25,2,2,2.79582399423347,0.803620545240125,-0.0100553824947458
10,0.25,2,2,2.74067456695999,0.832784958578205,0.0393902301940841
