,drug,cell_line,IC50,prediction
0,Linsitinib,SIDM00202,1.1471795,1.9135045
1,I-BRD9,SIDM00375,5.680769,4.622127
2,Buparlisib,SIDM00225,1.649161,0.3571539
3,BMS-754807,SIDM00136,-1.4329275,1.1745142
4,Entospletinib,SIDM00958,2.171126,2.3658605
5,Osimertinib,SIDM00412,-0.223318,0.7358178
6,Venetoclax,SIDM01174,4.563162,3.5569844
7,Paclitaxel,SIDM01006,-4.897769,-4.705798
8,Niraparib,SIDM00099,6.730591,5.5879464
9,Palbociclib,SIDM00935,0.8469855000000001,1.2863779
10,Foretinib,SIDM00233,0.1451215,-0.15831119
11,GSK2578215A,SIDM00444,2.323853,4.6927013
12,Trametinib,SIDM00099,0.1157444999999999,0.42431474
13,AZ6102,SIDM00530,3.614544,2.6047773
14,VX-11e,SIDM00808,3.520727,2.439863
15,Fulvestrant,SIDM00111,3.669574666666667,3.4485807
16,Afatinib,SIDM00224,3.1259339999999995,2.459115
17,Tamoxifen,SIDM00606,3.101656,3.8023944
18,PFI3,SIDM00834,5.964981,6.6329556
19,VX-11e,SIDM00504,3.174275,2.8141048
20,BIBR-1532,SIDM00424,4.292196,3.7810311
21,OSI-027,SIDM00810,3.5443775,1.0831947
22,EPZ004777,SIDM00375,5.754359,4.867038
23,VE821,SIDM00783,5.195233,3.3138187
24,Cytarabine,SIDM01006,3.1105215,0.61893034
25,SCH772984,SIDM01093,4.361179,4.05622
26,BMS-536924,SIDM00549,2.829683333333333,1.7343043
27,Dinaciclib,SIDM00264,-1.855651,-2.457212
28,Ipatasertib,SIDM00600,2.843806,3.2932224
29,MIRA-1,SIDM00846,4.336999,4.824693
30,Docetaxel,SIDM00438,-1.761089,-4.029202
31,AZD7762,SIDM00842,-0.683607,-0.39799917
32,MIM1,SIDM01248,4.162001,4.2250476
33,AZ960,SIDM00309,1.640554,1.940543
34,Buparlisib,SIDM00537,0.369063,-0.12080998
35,AZD5363,SIDM00623,3.850706,3.5416799
36,Ipatasertib,SIDM00487,3.769082,2.3262315
37,Dabrafenib,SIDM00758,3.7684915,3.7616343
38,LGK974,SIDM00260,3.0883595,4.414414
39,BMS-536924,SIDM00841,2.34875,2.9653823
40,P22077,SIDM00261,3.726985,2.471424
41,Sabutoclax,SIDM00243,-3.164077,-2.0923579
42,Luminespib,SIDM00962,-3.5437135,-2.7558231
43,Erlotinib,SIDM01259,3.6602205,2.028909
44,Sorafenib,SIDM01042,1.4984385,1.2988555
45,IWP-2,SIDM00104,3.278315,3.391139
46,Taselisib,SIDM01007,1.123819,-0.11703556
47,SCH772984,SIDM00465,1.827665,1.1754997
48,LY2109761,SIDM00343,6.074611,5.6026683
49,Gefitinib,SIDM00527,2.430632,1.74973
50,EPZ5676,SIDM00612,6.052595,6.6991606
51,VE-822,SIDM00129,1.418061,1.6269099
52,LY2109761,SIDM00218,8.170369,6.955108
53,Dasatinib,SIDM00842,2.53254,1.9106505
54,LGK974,SIDM00832,3.596705,4.6267757
55,Gefitinib,SIDM00627,0.5111165,0.7833712
56,Ibrutinib,SIDM00519,5.690033,3.6912475
57,GSK343,SIDM00483,4.4337295,4.29577
58,Leflunomide,SIDM00411,6.228413,5.981893
59,PLX-4720,SIDM00137,5.130909,3.3153274
60,ML323,SIDM00121,3.255807,3.0113876
61,Sapitinib,SIDM00374,5.102179,3.1725507
62,AZD7762,SIDM00540,0.114367,-0.18764779
63,Lapatinib,SIDM00976,4.079491,3.886563
64,Osimertinib,SIDM00832,3.396377,2.3139849
65,NVP-ADW742,SIDM00508,0.637452,1.5696228
66,BMS-536924,SIDM00299,1.5834793333333337,2.2183676
67,XAV939,SIDM00550,4.145919,4.1093698
68,Oxaliplatin,SIDM00104,6.3861865,4.5298653
69,Olaparib,SIDM01011,2.6509276666666666,2.5826564
70,Oxaliplatin,SIDM00612,6.6432255,5.6659846
71,I-BET-762,SIDM01132,4.675969,2.250208
72,LGK974,SIDM00537,3.657959,3.8794851
73,BMS-345541,SIDM00808,2.1834875,1.8588271
74,Vorinostat,SIDM00285,0.312737,0.5117824
75,Vinblastine,SIDM00596,-2.3201215,-2.3163452
76,Dactolisib,SIDM00542,-1.895397,-1.3016305
77,Linsitinib,SIDM01160,4.3940165,3.447383
78,IWP-2,SIDM00098,3.953942,2.4844728
79,PLX-4720,SIDM00472,5.157571,3.8054538
80,Buparlisib,SIDM00174,-0.737503,-0.61370367
81,SCH772984,SIDM00045,1.41514,0.90410167
82,Trametinib,SIDM00308,-5.543896,-2.7067735
83,NVP-ADW742,SIDM01175,6.103876,4.9704337
84,Foretinib,SIDM01245,-1.722253,0.001984395
85,Lapatinib,SIDM01122,4.48507,3.2359958
86,Crizotinib,SIDM00262,1.920884,2.4008684
87,MK-8776,SIDM00064,4.537834,3.5869374
88,Entospletinib,SIDM00263,2.413226,2.9882479
89,I-BET-762,SIDM00496,2.3780465,3.2832608
90,Sapitinib,SIDM00324,4.596575,2.8472776
91,Gemcitabine,SIDM00388,-2.2657086666666664,-3.4386551
92,VE821,SIDM01132,4.969494,3.4173355
93,LGK974,SIDM00101,3.9959995,5.0489287
94,Taselisib,SIDM00328,-1.106792,0.22687986
95,VE-822,SIDM00234,4.174516,1.0721028
96,MN-64,SIDM00263,4.451203,4.6818414
97,Sabutoclax,SIDM00042,-0.390211,-0.6732585
98,Linsitinib,SIDM00833,2.9068465,3.568482
99,PRT062607,SIDM00242,1.49152,2.2743654
100,Entospletinib,SIDM00362,2.400345,1.9726429
101,BMS-345541,SIDM00631,3.6118015,3.5922031
102,Leflunomide,SIDM00188,6.060631,5.0719852
103,Luminespib,SIDM00591,-3.088596,-2.3586087
104,Talazoparib,SIDM00326,2.176074,1.6902957
105,BMS-536924,SIDM00384,1.2174345,1.4126368
106,Obatoclax Mesylate,SIDM00923,-0.377454,-0.9579981
107,Epirubicin,SIDM00101,0.311672,-0.3385834
108,Dinaciclib,SIDM00627,-3.366333,-1.678003
109,GSK2578215A,SIDM00889,4.284184,3.9842691
110,Sorafenib,SIDM01168,3.576484,4.0291643
111,Cediranib,SIDM00789,1.819467,2.2204623
112,AZD7762,SIDM00176,0.6057473333333333,0.42270413
113,SCH772984,SIDM01198,2.121713,2.9751523
114,Talazoparib,SIDM00562,3.7670635,1.9141519
115,GSK2578215A,SIDM00627,5.813593,4.055004
116,Epirubicin,SIDM00528,1.499603,-0.6755164
117,Niraparib,SIDM00180,4.578204,3.792334
118,Talazoparib,SIDM00951,1.0422034999999998,0.71841556
119,Navitoclax,SIDM00679,2.904701,2.8878846
120,Buparlisib,SIDM00418,2.408224,2.0625212
121,PLX-4720,SIDM00810,4.1510386666666665,2.6697073
122,AZD3759,SIDM00498,3.058353,1.9049641
