,drug,cell_line,IC50,prediction
0,GSK591,SIDM00225,5.011989,4.6392884
1,Vinblastine,SIDM00826,-4.8912525,-3.7626872
2,Crizotinib,SIDM01205,2.3480165,2.131248
3,Dactinomycin,SIDM01102,-5.350423,-1.0388479
4,AZD7762,SIDM00241,0.6172323333333333,-1.0315226
5,AZD6738,SIDM00444,2.4355405,2.6864064
6,GSK2578215A,SIDM00973,5.752878,4.7377954
7,Tamoxifen,SIDM00082,5.0940025,3.7315304
8,GSK2606414,SIDM00569,4.171659,3.52574
9,Olaparib,SIDM00584,3.794412,4.2840195
10,AZD7762,SIDM00534,2.257962666666667,-0.13129193
11,Irinotecan,SIDM00190,3.855289,4.094036
12,Talazoparib,SIDM00230,1.3491615,1.4139675
13,LCL161,SIDM00496,4.600843,3.739339
14,Olaparib,SIDM00269,1.31694,2.052753
15,BMS-754807,SIDM00837,-1.4542324999999998,1.1263932
16,Irinotecan,SIDM00343,5.679202,4.4700675
17,Docetaxel,SIDM00316,-6.217428666666667,-1.9393156
18,CZC24832,SIDM00970,5.676604,3.581649
19,Ipatasertib,SIDM00448,3.497812,3.5408785
20,Fulvestrant,SIDM00837,3.5032153333333333,2.3186905
21,Paclitaxel,SIDM00841,-3.732144,-1.5981253
22,BIBR-1532,SIDM00793,2.52451,4.4007416
23,Palbociclib,SIDM00491,2.8219195,2.2618172
24,Paclitaxel,SIDM01019,-2.5988105,-2.2338667
25,Rapamycin,SIDM00111,0.046332,-1.34672
26,OF-1,SIDM01064,4.559613,4.146391
27,GSK2606414,SIDM00129,2.427475,3.285053
28,Gemcitabine,SIDM00056,-2.108801666666667,-3.178113
29,MIM1,SIDM00793,2.58102,3.2432797
30,Dactinomycin,SIDM00234,-4.4535350000000005,-0.31624937
31,Foretinib,SIDM00199,-0.560052,2.3975804
32,P22077,SIDM00535,6.815623,5.847208
33,Nilotinib,SIDM00929,4.143055,3.3725007
34,Dactolisib,SIDM00466,1.0234845,0.8490099
35,Nutlin-3a (-),SIDM00544,1.6222154999999998,3.5771267
36,EPZ5676,SIDM00519,6.248687,6.521393
37,Osimertinib,SIDM01228,-0.475064,1.3531075
38,WEHI-539,SIDM01149,-2.271216,1.6124828
39,Temozolomide,SIDM00377,5.6588425,5.66593
40,Sapitinib,SIDM00045,2.612567,1.274891
41,PD173074,SIDM00496,3.2939635000000003,2.1481454
42,AZD5582,SIDM00498,1.749244,1.480921
43,Gefitinib,SIDM00350,-0.8124415,1.3204658
44,Luminespib,SIDM00211,-4.0565345,-3.2363756
45,Wnt-C59,SIDM00077,4.2479095,3.3599696
46,Linsitinib,SIDM00180,3.16108,3.3671448
47,Dinaciclib,SIDM00832,-0.679866,-0.13360542
48,Afatinib,SIDM00530,-2.3793416666666665,1.5933468
49,Tamoxifen,SIDM00127,3.76195,4.2424507
50,Wnt-C59,SIDM00416,2.9390145,2.7012064
51,Dactinomycin,SIDM00231,-2.909825,-0.052005567
52,Trametinib,SIDM01187,3.236443,1.5399643
53,Dabrafenib,SIDM00244,4.276843,2.191642
54,Lapatinib,SIDM01197,4.9946615,3.6117914
55,Ibrutinib,SIDM00293,5.935689,5.0929565
56,GDC0810,SIDM00182,3.911248,4.98897
57,UMI-77,SIDM00783,3.191307,2.6010768
58,Sabutoclax,SIDM01092,-1.031606,-0.8473073
59,Docetaxel,SIDM00974,-4.061766666666666,-1.758456
60,EPZ004777,SIDM00964,6.01506,4.6180267
61,5-Fluorouracil,SIDM00444,3.3084725,2.0876236
62,P22077,SIDM00958,2.143353,2.7863166
63,Ulixertinib,SIDM00842,1.842795,2.3005579
64,Linsitinib,SIDM00311,3.332194,3.7396228
65,LY2109761,SIDM00659,4.912318,5.557354
66,MK-1775,SIDM00102,0.429288,0.82737917
67,Dinaciclib,SIDM00864,-3.837892,-0.5061506
68,MN-64,SIDM00496,3.923015,2.7670505
69,Afatinib,SIDM00389,2.0188865000000003,1.6203263
70,Pevonedistat,SIDM00792,2.0847375,1.9228001
71,Trametinib,SIDM00954,0.8237844999999999,0.644028
72,WEHI-539,SIDM00599,2.270017,2.4360504
73,Afatinib,SIDM00917,2.0815716666666666,2.3694289
74,AZ6102,SIDM00781,3.362653,2.324169
75,AZD5363,SIDM01251,1.571292,1.3496399
76,Vorinostat,SIDM00276,1.6410675,0.9795255
77,AZD4547,SIDM00137,2.920317333333333,2.9357975
78,AZD6738,SIDM00975,2.0221075,2.459621
79,Wee1 Inhibitor,SIDM00517,1.104925,1.2883527
80,CZC24832,SIDM00551,3.523863,4.195951
81,Dabrafenib,SIDM00577,4.53981,2.9208739
82,Docetaxel,SIDM00211,-5.2239130000000005,-3.0393448
83,VX-11e,SIDM00537,1.9703695,1.471833
84,Talazoparib,SIDM00792,4.564451,3.4016874
85,Trametinib,SIDM00267,-1.114719,-0.91212445
86,Vinblastine,SIDM01149,-4.9316745,-4.937914
87,Dactinomycin,SIDM00156,-3.0899225,1.5297301
88,WEHI-539,SIDM00483,7.257896,5.386672
89,Tamoxifen,SIDM00103,4.360683,4.643931
90,I-BET-762,SIDM00846,4.4117355,3.8828468
91,Lapatinib,SIDM00181,3.8935365,3.7049952
92,AZD4547,SIDM00412,1.6745566666666667,2.0631313
93,WIKI4,SIDM00145,3.489086,3.6506727
94,Sabutoclax,SIDM01159,0.32726,-0.6527999
95,MK-8776,SIDM00638,3.480905,3.3084137
96,AZD4547,SIDM00732,-0.5634326666666666,2.4736435
97,PFI3,SIDM00496,5.812959,4.1207905
98,5-Fluorouracil,SIDM01163,6.5675475,3.890923
99,Ruxolitinib,SIDM00394,4.824014,4.105899
100,PLX-4720,SIDM01245,2.7841566666666666,2.984458
101,Foretinib,SIDM00655,0.931089,2.3227131
102,NVP-ADW742,SIDM00154,1.66359,1.7228117
103,OF-1,SIDM00129,3.383832,3.9107568
104,Leflunomide,SIDM00311,5.626775,4.305194
105,Nilotinib,SIDM00837,3.8844275,2.8125968
106,5-Fluorouracil,SIDM00256,4.2249575,1.712443
107,Bortezomib,SIDM01237,-3.167876,-0.9652018
108,UMI-77,SIDM00532,1.896261,3.2229183
109,Gefitinib,SIDM00098,3.100996,2.4596598
110,Docetaxel,SIDM00539,-3.827919666666667,-0.79227215
111,Afatinib,SIDM00082,2.890810666666667,2.3924186
112,AMG-319,SIDM00417,4.941511,5.082655
113,Erlotinib,SIDM00832,5.006289,3.2306912
114,Gefitinib,SIDM00835,1.9362865,3.2125595
115,Linsitinib,SIDM00813,2.785153,2.8267934
116,Fulvestrant,SIDM00202,3.593622333333333,3.433035
117,PCI-34051,SIDM00230,4.273419,3.9422367
118,Talazoparib,SIDM00389,3.46925,2.2136004
119,GDC0810,SIDM01159,4.658102,5.2160635
120,Entinostat,SIDM00528,-0.186396,1.8058798
121,MK-2206,SIDM00082,2.796784,2.8683093
122,Dinaciclib,SIDM01175,0.243767,2.0360916
123,SB216763,SIDM00241,4.231765,1.0573363
124,AZD7762,SIDM00621,1.864773,-0.20901826
125,Sapitinib,SIDM00292,7.15205,4.302223
126,Epirubicin,SIDM00835,2.159545,2.0854254
127,Vinorelbine,SIDM00542,-2.464175,-0.5753998
128,Obatoclax Mesylate,SIDM01097,-1.4434505,-0.32362717
129,Pictilisib,SIDM00863,1.461191,0.919254
130,OSI-027,SIDM00343,1.3950745,3.9746697
131,IWP-2,SIDM00935,3.110706,1.7929249
132,AZD5363,SIDM00262,2.877964,2.9797528
133,Tamoxifen,SIDM00532,3.315686,4.547514
134,Osimertinib,SIDM00967,-1.0193,1.8675408
135,VX-11e,SIDM00267,2.9137855000000004,2.7206478
136,VX-11e,SIDM00180,3.2623435,1.8342557
137,AZD4547,SIDM01090,3.407134,2.217236
138,Navitoclax,SIDM00424,3.4321840000000003,1.24295
139,LY2109761,SIDM00137,6.082896,5.7615356
140,Vinblastine,SIDM01161,-5.4537135,-4.775549
141,Olaparib,SIDM00638,3.014817666666667,4.1455116
142,BIBR-1532,SIDM00542,5.687216,5.458994
143,5-Fluorouracil,SIDM00964,3.108712,1.0355366
144,GSK2606414,SIDM01161,3.315123,3.5700243
145,Vorinostat,SIDM00951,0.235212,0.21524209
146,Dactolisib,SIDM00251,-1.424777,-2.2548802
147,Tamoxifen,SIDM00411,5.2990325,4.8020506
148,Oxaliplatin,SIDM00230,5.1146145,3.2302878
149,MN-64,SIDM00971,6.17244,4.9997673
150,ML323,SIDM01168,4.164518,5.0845013
151,5-Fluorouracil,SIDM01145,4.123842,1.1794271
152,Oxaliplatin,SIDM01175,7.716034,6.217473
153,PD0325901,SIDM00792,0.7438250000000001,2.0660963
154,AZD6738,SIDM00781,1.9695255,3.7034452
155,AGI-6780,SIDM00099,4.2969115,4.076423
156,Alpelisib,SIDM00538,5.60359,3.7659872
157,LGK974,SIDM00542,3.7198445,3.382161
158,LCL161,SIDM00077,4.504628,3.8506103
159,Dasatinib,SIDM01155,-1.864161,-0.3919465
160,Epirubicin,SIDM00047,-3.177023,-1.6195931
161,Dactinomycin,SIDM00418,-1.8679505,2.8174117
162,SCH772984,SIDM00287,2.605158,2.6646283
163,Wee1 Inhibitor,SIDM00549,1.582849,1.7050884
164,PCI-34051,SIDM00543,3.822266,4.1283298
165,SCH772984,SIDM00612,3.574411,4.0659194
166,Olaparib,SIDM00930,4.309205666666666,3.5060563
167,PLX-4720,SIDM00211,2.947167666666666,2.3380597
168,Crizotinib,SIDM00596,5.386303,3.7687616
169,AZ960,SIDM00256,-0.358219,-0.58347136
170,Ulixertinib,SIDM00388,2.481236,2.452939
171,Trametinib,SIDM00098,0.4099085,0.9739706
172,PD173074,SIDM00565,4.5738315,2.1439037
173,Docetaxel,SIDM01247,-5.0880746666666665,-2.5180404
174,Dabrafenib,SIDM01073,2.893012,2.1180804
175,Fulvestrant,SIDM00289,3.4367520000000003,2.712443
176,MK-8776,SIDM00832,4.733766,3.942308
177,GDC0810,SIDM00156,4.182321,4.6502495
178,OTX015,SIDM00859,2.09348,-0.6640236
179,Camptothecin,SIDM00188,-2.76317,-0.31073952
180,BMS-345541,SIDM00203,3.081467,3.0966036
181,MK-1775,SIDM00214,0.54473,-0.089595936
182,Gemcitabine,SIDM00584,0.2342986666666667,1.648768
183,Vinorelbine,SIDM00098,-1.684247,-0.1700005
184,Dabrafenib,SIDM00216,5.213086,3.409153
185,Ipatasertib,SIDM00381,3.495245,4.024435
186,Alisertib,SIDM00930,2.4226675,2.0913336
187,MIM1,SIDM00445,3.6453745,4.0762973
188,Gefitinib,SIDM00118,2.635147,2.1409302
189,Vinblastine,SIDM00489,-4.918201,-4.55573
190,VX-11e,SIDM00427,2.557295,2.0421832
191,LY2109761,SIDM00929,5.256172,5.250815
192,XAV939,SIDM00817,3.231613,4.2191634
193,Taselisib,SIDM00520,3.389657,2.8986065
194,P22077,SIDM00699,4.65044,4.9132104
195,P22077,SIDM00302,5.573661,4.432419
196,Talazoparib,SIDM01174,2.078052,3.7639024
197,PD173074,SIDM00294,2.60314,1.4130325
198,MN-64,SIDM00411,6.67079,4.6068573
199,MIM1,SIDM01126,3.1591835,3.5214655
200,Sepantronium bromide,SIDM00264,-5.296908999999999,-4.351664
201,VE-822,SIDM00465,5.872169,4.1636643
202,Gemcitabine,SIDM00448,-1.6780533333333334,-1.0252454
203,AZ960,SIDM00958,-0.064275,-1.6861464
204,Nilotinib,SIDM00227,2.9961935,3.7244143
205,Oxaliplatin,SIDM00810,3.7732875,2.0282023
206,Gefitinib,SIDM01041,3.040014,2.2376442
207,Foretinib,SIDM01179,0.7352495,2.7035632
208,Dinaciclib,SIDM00721,-0.63995,0.57826984
209,LCL161,SIDM00783,4.3204975,3.7592869
210,Dasatinib,SIDM00243,2.068633,0.33705142
211,Venetoclax,SIDM00256,-0.175158,0.3031107
212,NVP-ADW742,SIDM01019,1.319323,0.35651582
213,Leflunomide,SIDM01206,2.608358,3.5576313
214,Cediranib,SIDM00535,1.275341,3.2970846
215,PFI3,SIDM00351,4.336961,3.3546584
216,OTX015,SIDM00863,3.354341,1.5245494
