,drug,cell_line,IC50,prediction
0,XAV939,SIDM01146,4.088289,4.2427487
1,Rapamycin,SIDM00781,-0.1076074999999999,-1.4851499
2,Entospletinib,SIDM00098,4.652878,3.9598274
3,UMI-77,SIDM01245,0.865939,1.4076831
4,AZD5363,SIDM00832,2.326271,2.6924043
5,Fulvestrant,SIDM01093,3.69158,3.4191282
6,Fulvestrant,SIDM00967,4.536540333333334,4.093622
7,Foretinib,SIDM00308,-1.0490235,-0.4736567
8,LY2109761,SIDM00205,5.079471,4.5608764
9,Paclitaxel,SIDM00551,-4.753337,-3.8718276
10,AZ6102,SIDM00841,3.163473,3.0911398
11,Dasatinib,SIDM00308,-5.4532515,1.5426924
12,Wee1 Inhibitor,SIDM01041,1.618955,1.8655372
13,OTX015,SIDM00841,3.056384,3.1246924
14,Entospletinib,SIDM00310,3.800207,3.6937082
15,MIRA-1,SIDM00537,4.61754,5.287898
16,5-Fluorouracil,SIDM00863,1.9575485,2.8522978
17,AZD7762,SIDM01245,-1.6010203333333333,-0.85519415
18,ML323,SIDM00311,5.137557,4.276094
19,EPZ5676,SIDM00638,5.521326,5.3598275
20,AZD5582,SIDM00680,4.280206,3.1152306
21,GSK343,SIDM00094,4.6097595,4.8935666
22,Sapitinib,SIDM00483,2.323182,3.2735457
23,BMS-754807,SIDM00118,-0.153337,1.063293
24,Sorafenib,SIDM00561,2.2465615000000003,1.9101593
25,GSK343,SIDM01120,3.7352915,3.8387783
26,Tamoxifen,SIDM00576,3.2783775,3.0936236
27,SCH772984,SIDM00917,2.256927,1.3152785
28,Cisplatin,SIDM00973,1.756971,0.9331251
29,Alpelisib,SIDM00351,2.593093,3.9369886
30,Cediranib,SIDM00885,3.869727,2.9582462
31,UMI-77,SIDM00289,2.239468,0.72511035
32,Docetaxel,SIDM01198,-5.454202,-4.716408
33,AZD3759,SIDM00792,2.649468,2.8895845
34,SCH772984,SIDM00562,3.388513,3.3010163
35,MK-2206,SIDM00101,3.656577,2.9067163
36,GSK2606414,SIDM00721,4.406675,4.37546
37,WZ4003,SIDM00577,4.804609,3.3739374
38,VX-11e,SIDM00835,3.8570785,3.201991
39,NVP-ADW742,SIDM00826,0.192611,1.5469432
40,Irinotecan,SIDM00145,0.035002,0.4039971
41,Talazoparib,SIDM00885,4.550192,3.4970644
42,Temozolomide,SIDM01097,5.754828,5.0661573
43,AZD6738,SIDM00114,3.843737,2.6590433
44,IWP-2,SIDM00326,3.262484,2.2911391
45,EPZ004777,SIDM00948,4.573093,4.334274
46,WEHI-539,SIDM00241,1.452862,2.8333156
47,BMS-345541,SIDM01140,1.889851,2.0439973
48,MN-64,SIDM00530,5.036655,4.4354568
49,SCH772984,SIDM00118,-2.043655,0.45703232
50,Navitoclax,SIDM00576,-3.754763,-2.0128756
51,Vinblastine,SIDM01047,-4.8730385,-4.8404593
52,Vorinostat,SIDM00532,1.5267595,1.7675538
53,PCI-34051,SIDM00793,2.587578,3.9525108
54,Sorafenib,SIDM00285,1.575171,1.8046215
55,Gemcitabine,SIDM00044,-0.2253983333333333,-1.8865848
56,LCL161,SIDM00233,4.0703945,2.8730216
57,Dinaciclib,SIDM00091,-2.674926,-1.5501678
58,Cytarabine,SIDM00612,3.109146,2.127383
59,WZ4003,SIDM00487,5.215193,2.6873403
60,Tamoxifen,SIDM00483,3.6827795,4.7504573
61,P22077,SIDM00227,5.561948,5.1549115
62,OSI-027,SIDM00043,1.597709,1.6144161
63,GSK2578215A,SIDM00487,4.078742,3.8475893
64,Irinotecan,SIDM00082,3.248884,3.4467554
65,PD173074,SIDM00832,3.297698,3.7933187
66,MIRA-1,SIDM00367,5.05893,4.200584
67,Trametinib,SIDM01122,1.135301,0.98924214
68,OTX015,SIDM00427,4.517239,1.177516
69,BMS-536924,SIDM01206,2.814258333333333,1.140501
70,Lapatinib,SIDM00680,3.498523,4.6152124
71,ABT737,SIDM00498,3.4877,2.1739657
72,Osimertinib,SIDM00276,0.333049,1.8392956
73,Leflunomide,SIDM00274,6.129707,5.7776394
74,Palbociclib,SIDM01090,1.609364,2.0571573
75,BMS-345541,SIDM00257,2.8756495,2.1502721
