,drug,cell_line,IC50,prediction
0,Afatinib,SIDM00289,1.7911963333333334,2.2578118
1,AZD5582,SIDM00277,-0.0211104999999999,0.410075
2,LGK974,SIDM01145,3.2463005000000003,2.6064115
3,EPZ5676,SIDM01228,6.065731,5.453717
4,AZ960,SIDM00445,2.460955,1.2287936
5,Ulixertinib,SIDM00302,3.2015695,2.7869797
6,Alisertib,SIDM00621,0.3069999999999999,1.3935173
7,Leflunomide,SIDM01042,5.062318,3.7587926
8,Vinorelbine,SIDM01095,-3.62104,-1.6240948
9,Pictilisib,SIDM01197,0.6711546666666667,1.96929
10,Nilotinib,SIDM00579,2.2341145,2.2166188
11,Pevonedistat,SIDM01197,3.6369465,1.8267893
12,WEHI-539,SIDM00422,-0.659821,3.474414
13,Olaparib,SIDM00885,3.069203,3.6947224
14,Entospletinib,SIDM00638,3.596209,3.763068
15,Erlotinib,SIDM00976,4.36099,3.6830347
16,GSK2578215A,SIDM00274,5.753257,5.810635
17,AZ960,SIDM00180,0.608721,0.8618863
18,Buparlisib,SIDM00900,-0.20368,1.3135338
19,UMI-77,SIDM01197,5.513878,3.7811263
20,Foretinib,SIDM00967,1.229189,2.7786367
21,RVX-208,SIDM01090,4.203541,4.627072
22,Oxaliplatin,SIDM00324,4.4340905,2.6933987
23,Entospletinib,SIDM00064,2.861308,3.61996
24,Ulixertinib,SIDM00422,2.5125900000000003,2.711029
25,Pevonedistat,SIDM00251,0.1539199999999999,1.1376158
26,LY2109761,SIDM01175,6.611881,6.4722238
27,AZD6738,SIDM00377,3.033682,3.1642208
28,GSK591,SIDM00923,4.151483,4.833468
29,Gemcitabine,SIDM01197,2.464501,-0.2678807
30,Cytarabine,SIDM00900,0.2204635,-1.2757752
31,Paclitaxel,SIDM01205,-2.7631605,-1.7756186
32,PRT062607,SIDM00137,1.965982,3.9358485
33,Leflunomide,SIDM00491,5.603959,4.879559
34,Buparlisib,SIDM00276,0.442025,2.0402648
35,RVX-208,SIDM00842,4.756647,4.3789244
36,MN-64,SIDM00542,5.929403,4.353422
